 rseg,year,month,supply_cfs
 XL0_5340_0000, 1989, 11,  0.232131466
 XL0_5340_0000, 1989, 12,  0.232131466
 XL0_5340_0000, 1990, 1,  0.278557748
 XL0_5340_0000, 1990, 2,  0.278557748
 XL0_5340_0000, 1990, 3,  0.278557748
 XL0_5340_0000, 1990, 4,  0.278557748
 XL0_5340_0000, 1990, 5,  0.278557748
 XL0_5340_0000, 1990, 6,  0.278557748
 XL0_5340_0000, 1990, 7,  0.278557748
 XL0_5340_0000, 1990, 8,  0.278557748
 XL0_5340_0000, 1990, 9,  0.278557748
 XL0_5340_0000, 1990, 10,  0.278557748
 XL0_5340_0000, 1990, 11,  0.278557748
 XL0_5340_0000, 1990, 12,  0.278557748
 XL0_5340_0000, 1991, 1,  0.29403317
 XL0_5340_0000, 1991, 2,  0.29403317
 XL0_5340_0000, 1991, 3,  0.29403317
 XL0_5340_0000, 1991, 4,  0.29403317
 XL0_5340_0000, 1991, 5,  0.29403317
 XL0_5340_0000, 1991, 6,  0.29403317
 XL0_5340_0000, 1991, 7,  0.29403317
 XL0_5340_0000, 1991, 8,  0.29403317
 XL0_5340_0000, 1991, 9,  0.29403317
 XL0_5340_0000, 1991, 10,  0.29403317
 XL0_5340_0000, 1991, 11,  0.29403317
 XL0_5340_0000, 1991, 12,  0.29403317
 XL0_5340_0000, 1992, 1,  0.278557748
 XL0_5340_0000, 1992, 2,  0.278557748
 XL0_5340_0000, 1992, 3,  0.278557748
 XL0_5340_0000, 1992, 4,  0.278557748
 XL0_5340_0000, 1992, 5,  0.278557748
 XL0_5340_0000, 1992, 6,  0.278557748
 XL0_5340_0000, 1992, 7,  0.278557748
 XL0_5340_0000, 1992, 8,  0.278557748
 XL0_5340_0000, 1992, 9,  0.278557748
 XL0_5340_0000, 1992, 10,  0.278557748
 XL0_5340_0000, 1992, 11,  0.278557748
 XL0_5340_0000, 1992, 12,  0.278557748
 XL0_5340_0000, 1993, 1,  0.247606888
 XL0_5340_0000, 1993, 2,  0.247606888
 XL0_5340_0000, 1993, 3,  0.247606888
 XL0_5340_0000, 1993, 4,  0.247606888
 XL0_5340_0000, 1993, 5,  0.247606888
 XL0_5340_0000, 1993, 6,  0.247606888
 XL0_5340_0000, 1993, 7,  0.247606888
 XL0_5340_0000, 1993, 8,  0.247606888
 XL0_5340_0000, 1993, 9,  0.247606888
 XL0_5340_0000, 1993, 10,  0.247606888
 XL0_5340_0000, 1993, 11,  0.247606888
 XL0_5340_0000, 1993, 12,  0.247606888
 XL0_5340_0000, 1994, 1,  0.278557748
 XL0_5340_0000, 1994, 2,  0.278557748
 XL0_5340_0000, 1994, 3,  0.278557748
 XL0_5340_0000, 1994, 4,  0.278557748
 XL0_5340_0000, 1994, 5,  0.278557748
 XL0_5340_0000, 1994, 6,  0.278557748
 XL0_5340_0000, 1994, 7,  0.278557748
 XL0_5340_0000, 1994, 8,  0.278557748
 XL0_5340_0000, 1994, 9,  0.278557748
 XL0_5340_0000, 1994, 10,  0.278557748
 XL0_5340_0000, 1994, 11,  0.278557748
 XL0_5340_0000, 1994, 12,  0.278557748
 XL0_5340_0000, 1995, 1,  0.433312058
 XL0_5340_0000, 1995, 2,  0.433312058
 XL0_5340_0000, 1995, 3,  0.433312058
 XL0_5340_0000, 1995, 4,  0.433312058
 XL0_5340_0000, 1995, 5,  0.433312058
 XL0_5340_0000, 1995, 6,  0.433312058
 XL0_5340_0000, 1995, 7,  0.433312058
 XL0_5340_0000, 1995, 8,  0.433312058
 XL0_5340_0000, 1995, 9,  0.433312058
 XL0_5340_0000, 1995, 10,  0.433312058
 XL0_5340_0000, 1995, 11,  0.433312058
 XL0_5340_0000, 1995, 12,  0.433312058
 XL0_5340_0000, 1996, 1,  0.448787481
 XL0_5340_0000, 1996, 2,  0.448787481
 XL0_5340_0000, 1996, 3,  0.448787481
 XL0_5340_0000, 1996, 4,  0.448787481
 XL0_5340_0000, 1996, 5,  0.448787481
 XL0_5340_0000, 1996, 6,  0.448787481
 XL0_5340_0000, 1996, 7,  0.448787481
 XL0_5340_0000, 1996, 8,  0.448787481
 XL0_5340_0000, 1996, 9,  0.448787481
 XL0_5340_0000, 1996, 10,  0.448787481
 XL0_5340_0000, 1996, 11,  0.448787481
 XL0_5340_0000, 1996, 12,  0.448787481
 XL0_5340_0000, 1997, 1,  0.417836636
 XL0_5340_0000, 1997, 2,  0.417836636
 XL0_5340_0000, 1997, 3,  0.417836636
 XL0_5340_0000, 1997, 4,  0.417836636
 XL0_5340_0000, 1997, 5,  0.417836636
 XL0_5340_0000, 1997, 6,  0.417836636
 XL0_5340_0000, 1997, 7,  0.417836636
 XL0_5340_0000, 1997, 8,  0.417836636
 XL0_5340_0000, 1997, 9,  0.417836636
 XL0_5340_0000, 1997, 10,  0.417836636
 XL0_5340_0000, 1997, 11,  0.417836636
 XL0_5340_0000, 1997, 12,  0.417836636
 XL0_5340_0000, 1998, 1,  0.464262933
 XL0_5340_0000, 1998, 2,  0.464262933
 XL0_5340_0000, 1998, 3,  0.464262933
 XL0_5340_0000, 1998, 4,  0.464262933
 XL0_5340_0000, 1998, 5,  0.464262933
 XL0_5340_0000, 1998, 6,  0.464262933
 XL0_5340_0000, 1998, 7,  0.464262933
 XL0_5340_0000, 1998, 8,  0.464262933
 XL0_5340_0000, 1998, 9,  0.464262933
 XL0_5340_0000, 1998, 10,  0.464262933
 XL0_5340_0000, 1998, 11,  0.464262933
 XL0_5340_0000, 1998, 12,  0.464262933
 XL0_5340_0000, 1999, 1,  0.433312058
 XL0_5340_0000, 1999, 2,  0.433312058
 XL0_5340_0000, 1999, 3,  0.433312058
 XL0_5340_0000, 1999, 4,  0.433312058
 XL0_5340_0000, 1999, 5,  0.433312058
 XL0_5340_0000, 1999, 6,  0.433312058
 XL0_5340_0000, 1999, 7,  0.433312058
 XL0_5340_0000, 1999, 8,  0.433312058
 XL0_5340_0000, 1999, 9,  0.433312058
 XL0_5340_0000, 1999, 10,  0.433312058
 XL0_5340_0000, 1999, 11,  0.433312058
 XL0_5340_0000, 1999, 12,  0.431814432
 XL0_5340_0000, 2000, 1,  0.386885762
 XL0_5340_0000, 2000, 2,  0.386885762
 XL0_5340_0000, 2000, 3,  0.386885762
 XL0_5340_0000, 2000, 4,  0.386885762
 XL0_5340_0000, 2000, 5,  0.386885762
 XL0_5340_0000, 2000, 6,  0.386885762
 XL0_5340_0000, 2000, 7,  0.386885762
 XL0_5340_0000, 2000, 8,  0.386885762
 XL0_5340_0000, 2000, 9,  0.386885762
 XL0_5340_0000, 2000, 10,  0.386885762
 XL0_5340_0000, 2000, 11,  0.386885762
 XL0_5340_0000, 2000, 12,  0.386885762
 XL0_5340_0000, 2001, 1,  0.386885762
 XL0_5340_0000, 2001, 2,  0.386885762
 XL0_5340_0000, 2001, 3,  0.386885762
 XL0_5340_0000, 2001, 4,  0.386885762
 XL0_5340_0000, 2001, 5,  0.386885762
 XL0_5340_0000, 2001, 6,  0.386885762
 XL0_5340_0000, 2001, 7,  0.386885762
 XL0_5340_0000, 2001, 8,  0.386885762
 XL0_5340_0000, 2001, 9,  0.386885762
 XL0_5340_0000, 2001, 10,  0.386885762
 XL0_5340_0000, 2001, 11,  0.386885762
 XL0_5340_0000, 2001, 12,  0.386885762
 XL0_5340_0000, 2002, 1,  0.386885762
 XL0_5340_0000, 2002, 2,  0.386885762
 XL0_5340_0000, 2002, 3,  0.386885762
 XL0_5340_0000, 2002, 4,  0.386885762
 XL0_5340_0000, 2002, 5,  0.386885762
 XL0_5340_0000, 2002, 6,  0.386885762
 XL0_5340_0000, 2002, 7,  0.386885762
 XL0_5340_0000, 2002, 8,  0.386885762
 XL0_5340_0000, 2002, 9,  0.386885762
 XL0_5340_0000, 2002, 10,  0.386885762
 XL0_5340_0000, 2002, 11,  0.386885762
 XL0_5340_0000, 2002, 12,  0.386885762
 XL0_5340_0000, 2003, 1,  0.386885762
 XL0_5340_0000, 2003, 2,  0.386885762
 XL0_5340_0000, 2003, 3,  0.386885762
 XL0_5340_0000, 2003, 4,  0.386885762
 XL0_5340_0000, 2003, 5,  0.386885762
 XL0_5340_0000, 2003, 6,  0.386885762
 XL0_5340_0000, 2003, 7,  0.386885762
 XL0_5340_0000, 2003, 8,  0.386885762
 XL0_5340_0000, 2003, 9,  0.386885762
 XL0_5340_0000, 2003, 10,  0.386885762
 XL0_5340_0000, 2003, 11,  0.386885762
 XL0_5340_0000, 2003, 12,  0.386885762
 XL0_5340_0000, 2004, 1,  0.386885762
 XL0_5340_0000, 2004, 2,  0.386885762
 XL0_5340_0000, 2004, 3,  0.386885762
 XL0_5340_0000, 2004, 4,  0.386885762
 XL0_5340_0000, 2004, 5,  0.386885762
 XL0_5340_0000, 2004, 6,  0.386885762
 XL0_5340_0000, 2004, 7,  0.386885762
 XL0_5340_0000, 2004, 8,  0.386885762
 XL0_5340_0000, 2004, 9,  0.386885762
 XL0_5340_0000, 2004, 10,  0.386885762
 XL0_5340_0000, 2004, 11,  0.386885762
 XL0_5340_0000, 2004, 12,  0.386885762
 XL0_5340_0000, 2005, 1,  0.386885762
 XL0_5340_0000, 2005, 2,  0.386885762
 XL0_5340_0000, 2005, 3,  0.386885762
 XL0_5340_0000, 2005, 4,  0.386885762
 XL0_5340_0000, 2005, 5,  0.386885762
 XL0_5340_0000, 2005, 6,  0.386885762
 XL0_5340_0000, 2005, 7,  0.386885762
 XL0_5340_0000, 2005, 8,  0.386885762
 XL0_5340_0000, 2005, 9,  0.386885762
 XL0_5340_0000, 2005, 10,  0.386885762
 XL0_5340_0000, 2005, 11,  0.386885762
 XL0_5340_0000, 2005, 12,  0.386885762
 XU0_4090_4270, 1984, 1,  0.0928525776
 XU0_4090_4270, 1984, 2,  0.0928525776
 XU0_4090_4270, 1984, 3,  0.0928525776
 XU0_4090_4270, 1984, 4,  0.0928525776
 XU0_4090_4270, 1984, 5,  0.0928525776
 XU0_4090_4270, 1984, 6,  0.0928525776
 XU0_4090_4270, 1984, 7,  0.0928525776
 XU0_4090_4270, 1984, 8,  0.0928525776
 XU0_4090_4270, 1984, 9,  0.0928525776
 XU0_4090_4270, 1984, 10,  0.0928525776
 XU0_4090_4270, 1984, 11,  0.0928525776
 XU0_4090_4270, 1984, 12,  0.0928525776
 XU0_4090_4270, 1985, 1,  0.0928525776
 XU0_4090_4270, 1985, 2,  0.0928525776
 XU0_4090_4270, 1985, 3,  0.0928525776
 XU0_4090_4270, 1985, 4,  0.0928525776
 XU0_4090_4270, 1985, 5,  0.0928525776
 XU0_4090_4270, 1985, 6,  0.0928525776
 XU0_4090_4270, 1985, 7,  0.0928525776
 XU0_4090_4270, 1985, 8,  0.0928525776
 XU0_4090_4270, 1985, 9,  0.0928525776
 XU0_4090_4270, 1985, 10,  0.0928525776
 XU0_4090_4270, 1985, 11,  0.0928525776
 XU0_4090_4270, 1985, 12,  0.0928525776
 XU0_4090_4270, 1986, 1,  0.154754311
 XU0_4090_4270, 1986, 2,  0.154754311
 XU0_4090_4270, 1986, 3,  0.154754311
 XU0_4090_4270, 1986, 4,  0.154754311
 XU0_4090_4270, 1986, 5,  0.154754311
 XU0_4090_4270, 1986, 6,  0.154754311
 XU0_4090_4270, 1986, 7,  0.154754311
 XU0_4090_4270, 1986, 8,  0.154754311
 XU0_4090_4270, 1986, 9,  0.154754311
 XU0_4090_4270, 1986, 10,  0.154754311
 XU0_4090_4270, 1986, 11,  0.154754311
 XU0_4090_4270, 1986, 12,  0.154754311
 XU0_4090_4270, 1987, 1,  0.0773771554
 XU0_4090_4270, 1987, 2,  0.0773771554
 XU0_4090_4270, 1987, 3,  0.0773771554
 XU0_4090_4270, 1987, 4,  0.0773771554
 XU0_4090_4270, 1987, 5,  0.0773771554
 XU0_4090_4270, 1987, 6,  0.0773771554
 XU0_4090_4270, 1987, 7,  0.0773771554
 XU0_4090_4270, 1987, 8,  0.0773771554
 XU0_4090_4270, 1987, 9,  0.0773771554
 XU0_4090_4270, 1987, 10,  0.0773771554
 XU0_4090_4270, 1987, 11,  0.0773771554
 XU0_4090_4270, 1987, 12,  0.0773771554
 XU0_4090_4270, 1988, 1,  0.0619017221
 XU0_4090_4270, 1988, 2,  0.0619017221
 XU0_4090_4270, 1988, 3,  0.0619017221
 XU0_4090_4270, 1988, 4,  0.0619017221
 XU0_4090_4270, 1988, 5,  0.0619017221
 XU0_4090_4270, 1988, 6,  0.0619017221
 XU0_4090_4270, 1988, 7,  0.0619017221
 XU0_4090_4270, 1988, 8,  0.0619017221
 XU0_4090_4270, 1988, 9,  0.0619017221
 XU0_4090_4270, 1988, 10,  0.0619017221
 XU0_4090_4270, 1988, 11,  0.0619017221
 XU0_4090_4270, 1988, 12,  0.0619017221
 XU0_4090_4270, 1989, 1,  0.0464262888
 XU0_4090_4270, 1989, 2,  0.0464262888
 XU0_4090_4270, 1989, 3,  0.0464262888
 XU0_4090_4270, 1989, 4,  0.0464262888
 XU0_4090_4270, 1989, 5,  0.0464262888
 XU0_4090_4270, 1989, 6,  0.0464262888
 XU0_4090_4270, 1989, 7,  0.0464262888
 XU0_4090_4270, 1989, 8,  0.0464262888
 XU0_4090_4270, 1989, 9,  0.0464262888
 XU0_4090_4270, 1989, 10,  0.0464262888
 XU0_4090_4270, 1989, 11,  0.0464262888
 XU0_4090_4270, 1989, 12,  0.0464262888
 XU0_4090_4270, 1990, 1,  0.0464262888
 XU0_4090_4270, 1990, 2,  0.0464262888
 XU0_4090_4270, 1990, 3,  0.0464262888
 XU0_4090_4270, 1990, 4,  0.0464262888
 XU0_4090_4270, 1990, 5,  0.0464262888
 XU0_4090_4270, 1990, 6,  0.0464262888
 XU0_4090_4270, 1990, 7,  0.0464262888
 XU0_4090_4270, 1990, 8,  0.0464262888
 XU0_4090_4270, 1990, 9,  0.0464262888
 XU0_4090_4270, 1990, 10,  0.0464262888
 XU0_4090_4270, 1990, 11,  0.0464262888
 XU0_4090_4270, 1990, 12,  0.0464262888
 XU0_4090_4270, 1991, 1,  0.0464262888
 XU0_4090_4270, 1991, 2,  0.0464262888
 XU0_4090_4270, 1991, 3,  0.0464262888
 XU0_4090_4270, 1991, 4,  0.0464262888
 XU0_4090_4270, 1991, 5,  0.0464262888
 XU0_4090_4270, 1991, 6,  0.0464262888
 XU0_4090_4270, 1991, 7,  0.0464262888
 XU0_4090_4270, 1991, 8,  0.0464262888
 XU0_4090_4270, 1991, 9,  0.0464262888
 XU0_4090_4270, 1991, 10,  0.0464262888
 XU0_4090_4270, 1991, 11,  0.0464262888
 XU0_4090_4270, 1991, 12,  0.0464262888
 XU0_4090_4270, 1992, 1,  0.0464262888
 XU0_4090_4270, 1992, 2,  0.0464262888
 XU0_4090_4270, 1992, 3,  0.0464262888
 XU0_4090_4270, 1992, 4,  0.0464262888
 XU0_4090_4270, 1992, 5,  0.0464262888
 XU0_4090_4270, 1992, 6,  0.0464262888
 XU0_4090_4270, 1992, 7,  0.0464262888
 XU0_4090_4270, 1992, 8,  0.0464262888
 XU0_4090_4270, 1992, 9,  0.0464262888
 XU0_4090_4270, 1992, 10,  0.0464262888
 XU0_4090_4270, 1992, 11,  0.0464262888
 XU0_4090_4270, 1992, 12,  0.0464262888
 XU0_4090_4270, 1993, 1,  0.0773771554
 XU0_4090_4270, 1993, 2,  0.0773771554
 XU0_4090_4270, 1993, 3,  0.0773771554
 XU0_4090_4270, 1993, 4,  0.0773771554
 XU0_4090_4270, 1993, 5,  0.0773771554
 XU0_4090_4270, 1993, 6,  0.0773771554
 XU0_4090_4270, 1993, 7,  0.0773771554
 XU0_4090_4270, 1993, 8,  0.0773771554
 XU0_4090_4270, 1993, 9,  0.0773771554
 XU0_4090_4270, 1993, 10,  0.0773771554
 XU0_4090_4270, 1993, 11,  0.0773771554
 XU0_4090_4270, 1993, 12,  0.0773771554
 XU0_4090_4270, 1994, 1,  0.0773771554
 XU0_4090_4270, 1994, 2,  0.0773771554
 XU0_4090_4270, 1994, 3,  0.0773771554
 XU0_4090_4270, 1994, 4,  0.0773771554
 XU0_4090_4270, 1994, 5,  0.0773771554
 XU0_4090_4270, 1994, 6,  0.0773771554
 XU0_4090_4270, 1994, 7,  0.0773771554
 XU0_4090_4270, 1994, 8,  0.0773771554
 XU0_4090_4270, 1994, 9,  0.0773771554
 XU0_4090_4270, 1994, 10,  0.0773771554
 XU0_4090_4270, 1994, 11,  0.0773771554
 XU0_4090_4270, 1994, 12,  0.0773771554
 XU0_4090_4270, 1995, 1,  0.0619017221
 XU0_4090_4270, 1995, 2,  0.0619017221
 XU0_4090_4270, 1995, 3,  0.0619017221
 XU0_4090_4270, 1995, 4,  0.0619017221
 XU0_4090_4270, 1995, 5,  0.0619017221
 XU0_4090_4270, 1995, 6,  0.0619017221
 XU0_4090_4270, 1995, 7,  0.0619017221
 XU0_4090_4270, 1995, 8,  0.0619017221
 XU0_4090_4270, 1995, 9,  0.0619017221
 XU0_4090_4270, 1995, 10,  0.0619017221
 XU0_4090_4270, 1995, 11,  0.0619017221
 XU0_4090_4270, 1995, 12,  0.0619017221
 XU2_4270_4650, 1984, 1,  1.71777284
 XU2_4270_4650, 1984, 2,  1.71777284
 XU2_4270_4650, 1984, 3,  1.71777284
 XU2_4270_4650, 1984, 4,  1.71777284
 XU2_4270_4650, 1984, 5,  1.71777284
 XU2_4270_4650, 1984, 6,  1.71777284
 XU2_4270_4650, 1984, 7,  1.71777284
 XU2_4270_4650, 1984, 8,  1.71777284
 XU2_4270_4650, 1984, 9,  1.71777284
 XU2_4270_4650, 1984, 10,  1.71777284
 XU2_4270_4650, 1984, 11,  1.71777284
 XU2_4270_4650, 1984, 12,  1.71777284
 XU2_4270_4650, 1985, 1,  1.71777284
 XU2_4270_4650, 1985, 2,  1.71777284
 XU2_4270_4650, 1985, 3,  1.71777284
 XU2_4270_4650, 1985, 4,  1.71777284
 XU2_4270_4650, 1985, 5,  1.71777284
 XU2_4270_4650, 1985, 6,  1.71777284
 XU2_4270_4650, 1985, 7,  1.71777284
 XU2_4270_4650, 1985, 8,  1.71777284
 XU2_4270_4650, 1985, 9,  1.71777284
 XU2_4270_4650, 1985, 10,  1.71777284
 XU2_4270_4650, 1985, 11,  1.71777284
 XU2_4270_4650, 1985, 12,  1.71777284
 XU2_4270_4650, 1986, 1,  3.23436475
 XU2_4270_4650, 1986, 2,  3.23436475
 XU2_4270_4650, 1986, 3,  3.23436475
 XU2_4270_4650, 1986, 4,  3.23436475
 XU2_4270_4650, 1986, 5,  3.23436475
 XU2_4270_4650, 1986, 6,  3.23436475
 XU2_4270_4650, 1986, 7,  3.23436475
 XU2_4270_4650, 1986, 8,  3.23436475
 XU2_4270_4650, 1986, 9,  3.23436475
 XU2_4270_4650, 1986, 10,  3.23436475
 XU2_4270_4650, 1986, 11,  3.23436475
 XU2_4270_4650, 1986, 12,  3.23436475
 XU2_4270_4650, 1987, 1,  4.44144821
 XU2_4270_4650, 1987, 2,  4.44144821
 XU2_4270_4650, 1987, 3,  4.44144821
 XU2_4270_4650, 1987, 4,  4.44144821
 XU2_4270_4650, 1987, 5,  4.44144821
 XU2_4270_4650, 1987, 6,  4.44144821
 XU2_4270_4650, 1987, 7,  4.44144821
 XU2_4270_4650, 1987, 8,  4.44144821
 XU2_4270_4650, 1987, 9,  4.44144821
 XU2_4270_4650, 1987, 10,  4.44144821
 XU2_4270_4650, 1987, 11,  4.44144821
 XU2_4270_4650, 1987, 12,  4.44144821
 XU2_4270_4650, 1988, 1,  0.479738355
 XU2_4270_4650, 1988, 2,  0.479738355
 XU2_4270_4650, 1988, 3,  0.479738355
 XU2_4270_4650, 1988, 4,  0.479738355
 XU2_4270_4650, 1988, 5,  0.479738355
 XU2_4270_4650, 1988, 6,  0.479738355
 XU2_4270_4650, 1988, 7,  0.479738355
 XU2_4270_4650, 1988, 8,  0.479738355
 XU2_4270_4650, 1988, 9,  0.479738355
 XU2_4270_4650, 1988, 10,  0.479738355
 XU2_4270_4650, 1988, 11,  0.479738355
 XU2_4270_4650, 1988, 12,  0.479738355
 XU2_4270_4650, 1989, 1,  4.16289091
 XU2_4270_4650, 1989, 2,  4.16289091
 XU2_4270_4650, 1989, 3,  4.16289091
 XU2_4270_4650, 1989, 4,  4.16289091
 XU2_4270_4650, 1989, 5,  4.16289091
 XU2_4270_4650, 1989, 6,  4.16289091
 XU2_4270_4650, 1989, 7,  4.16289091
 XU2_4270_4650, 1989, 8,  4.16289091
 XU2_4270_4650, 1989, 9,  4.16289091
 XU2_4270_4650, 1989, 10,  4.16289091
 XU2_4270_4650, 1989, 11,  4.16289091
 XU2_4270_4650, 1989, 12,  4.16289091
 XU2_4270_4650, 1990, 1,  0.510689199
 XU2_4270_4650, 1990, 2,  0.510689199
 XU2_4270_4650, 1990, 3,  0.510689199
 XU2_4270_4650, 1990, 4,  0.510689199
 XU2_4270_4650, 1990, 5,  0.510689199
 XU2_4270_4650, 1990, 6,  0.510689199
 XU2_4270_4650, 1990, 7,  0.510689199
 XU2_4270_4650, 1990, 8,  0.510689199
 XU2_4270_4650, 1990, 9,  0.510689199
 XU2_4270_4650, 1990, 10,  0.510689199
 XU2_4270_4650, 1990, 11,  0.510689199
 XU2_4270_4650, 1990, 12,  0.510689199
 XU2_4270_4650, 1991, 1,  5.35449886
 XU2_4270_4650, 1991, 2,  5.35449886
 XU2_4270_4650, 1991, 3,  5.35449886
 XU2_4270_4650, 1991, 4,  5.35449886
 XU2_4270_4650, 1991, 5,  5.35449886
 XU2_4270_4650, 1991, 6,  5.35449886
 XU2_4270_4650, 1991, 7,  5.35449886
 XU2_4270_4650, 1991, 8,  5.35449886
 XU2_4270_4650, 1991, 9,  5.35449886
 XU2_4270_4650, 1991, 10,  5.35449886
 XU2_4270_4650, 1991, 11,  5.35449886
 XU2_4270_4650, 1991, 12,  5.35449886
 XU2_4270_4650, 1992, 1,  4.05456257
 XU2_4270_4650, 1992, 2,  4.05456257
 XU2_4270_4650, 1992, 3,  4.05456257
 XU2_4270_4650, 1992, 4,  4.05456257
 XU2_4270_4650, 1992, 5,  4.05456257
 XU2_4270_4650, 1992, 6,  4.05456257
 XU2_4270_4650, 1992, 7,  4.05456257
 XU2_4270_4650, 1992, 8,  4.05456257
 XU2_4270_4650, 1992, 9,  4.05456257
 XU2_4270_4650, 1992, 10,  4.05456257
 XU2_4270_4650, 1992, 11,  4.05456257
 XU2_4270_4650, 1992, 12,  4.05456257
 XU2_4270_4650, 1993, 1,  4.82833433
 XU2_4270_4650, 1993, 2,  4.82833433
 XU2_4270_4650, 1993, 3,  4.82833433
 XU2_4270_4650, 1993, 4,  4.82833433
 XU2_4270_4650, 1993, 5,  4.82833433
 XU2_4270_4650, 1993, 6,  4.82833433
 XU2_4270_4650, 1993, 7,  4.82833433
 XU2_4270_4650, 1993, 8,  4.82833433
 XU2_4270_4650, 1993, 9,  4.82833433
 XU2_4270_4650, 1993, 10,  4.82833433
 XU2_4270_4650, 1993, 11,  4.82833433
 XU2_4270_4650, 1993, 12,  4.82833433
 XU2_4270_4650, 1994, 1,  4.75095701
 XU2_4270_4650, 1994, 2,  4.75095701
 XU2_4270_4650, 1994, 3,  4.75095701
 XU2_4270_4650, 1994, 4,  4.75095701
 XU2_4270_4650, 1994, 5,  4.75095701
 XU2_4270_4650, 1994, 6,  4.75095701
 XU2_4270_4650, 1994, 7,  4.75095701
 XU2_4270_4650, 1994, 8,  4.75095701
 XU2_4270_4650, 1994, 9,  4.75095701
 XU2_4270_4650, 1994, 10,  4.75095701
 XU2_4270_4650, 1994, 11,  4.75095701
 XU2_4270_4650, 1994, 12,  4.75095701
 XU2_4270_4650, 1995, 1,  3.0950861
 XU2_4270_4650, 1995, 2,  3.0950861
 XU2_4270_4650, 1995, 3,  3.0950861
 XU2_4270_4650, 1995, 4,  3.0950861
 XU2_4270_4650, 1995, 5,  3.0950861
 XU2_4270_4650, 1995, 6,  3.0950861
 XU2_4270_4650, 1995, 7,  3.0950861
 XU2_4270_4650, 1995, 8,  3.0950861
 XU2_4270_4650, 1995, 9,  3.0950861
 XU2_4270_4650, 1995, 10,  3.0950861
 XU2_4270_4650, 1995, 11,  3.0950861
 XU2_4270_4650, 1995, 12,  3.0950861
 XU2_4270_4650, 1996, 1,  2.36774087
 XU2_4270_4650, 1996, 2,  2.36774087
 XU2_4270_4650, 1996, 3,  2.36774087
 XU2_4270_4650, 1996, 4,  2.36774087
 XU2_4270_4650, 1996, 5,  2.36774087
 XU2_4270_4650, 1996, 6,  2.36774087
 XU2_4270_4650, 1996, 7,  2.36774087
 XU2_4270_4650, 1996, 8,  2.36774087
 XU2_4270_4650, 1996, 9,  2.36774087
 XU2_4270_4650, 1996, 10,  2.36774087
 XU2_4270_4650, 1996, 11,  2.36774087
 XU2_4270_4650, 1996, 12,  2.36774087
 XU2_4270_4650, 1997, 1,  2.75462651
 XU2_4270_4650, 1997, 2,  2.75462651
 XU2_4270_4650, 1997, 3,  2.75462651
 XU2_4270_4650, 1997, 4,  2.75462651
 XU2_4270_4650, 1997, 5,  2.75462651
 XU2_4270_4650, 1997, 6,  2.75462651
 XU2_4270_4650, 1997, 7,  2.75462651
 XU2_4270_4650, 1997, 8,  2.75462651
 XU2_4270_4650, 1997, 9,  2.75462651
 XU2_4270_4650, 1997, 10,  2.75462651
 XU2_4270_4650, 1997, 11,  2.75462651
 XU2_4270_4650, 1997, 12,  2.75462651
 XU2_4270_4650, 1998, 1,  2.69272494
 XU2_4270_4650, 1998, 2,  2.69272494
 XU2_4270_4650, 1998, 3,  2.69272494
 XU2_4270_4650, 1998, 4,  2.69272494
 XU2_4270_4650, 1998, 5,  2.69272494
 XU2_4270_4650, 1998, 6,  2.69272494
 XU2_4270_4650, 1998, 7,  2.69272494
 XU2_4270_4650, 1998, 8,  2.69272494
 XU2_4270_4650, 1998, 9,  2.69272494
 XU2_4270_4650, 1998, 10,  2.69272494
 XU2_4270_4650, 1998, 11,  2.69272494
 XU2_4270_4650, 1998, 12,  2.69272494
 XU2_4270_4650, 1999, 1,  2.35226536
 XU2_4270_4650, 1999, 2,  2.35226536
 XU2_4270_4650, 1999, 3,  2.35226536
 XU2_4270_4650, 1999, 4,  2.35226536
 XU2_4270_4650, 1999, 5,  2.35226536
 XU2_4270_4650, 1999, 6,  2.35226536
 XU2_4270_4650, 1999, 7,  2.35226536
 XU2_4270_4650, 1999, 8,  2.35226536
 XU2_4270_4650, 1999, 9,  2.35226536
 XU2_4270_4650, 1999, 10,  2.35226536
 XU2_4270_4650, 1999, 11,  2.35226536
 XU2_4270_4650, 1999, 12,  2.38571215
 XU2_4270_4650, 2000, 1,  3.38911939
 XU2_4270_4650, 2000, 2,  3.38911939
 XU2_4270_4650, 2000, 3,  3.38911939
 XU2_4270_4650, 2000, 4,  3.38911939
 XU2_4270_4650, 2000, 5,  3.38911939
 XU2_4270_4650, 2000, 6,  3.38911939
 XU2_4270_4650, 2000, 7,  3.38911939
 XU2_4270_4650, 2000, 8,  3.38911939
 XU2_4270_4650, 2000, 9,  3.38911939
 XU2_4270_4650, 2000, 10,  3.38911939
 XU2_4270_4650, 2000, 11,  3.38911939
 XU2_4270_4650, 2000, 12,  3.38911939
 XU2_4270_4650, 2001, 1,  3.38911939
 XU2_4270_4650, 2001, 2,  3.38911939
 XU2_4270_4650, 2001, 3,  3.38911939
 XU2_4270_4650, 2001, 4,  3.38911939
 XU2_4270_4650, 2001, 5,  3.38911939
 XU2_4270_4650, 2001, 6,  3.38911939
 XU2_4270_4650, 2001, 7,  3.38911939
 XU2_4270_4650, 2001, 8,  3.38911939
 XU2_4270_4650, 2001, 9,  3.38911939
 XU2_4270_4650, 2001, 10,  3.38911939
 XU2_4270_4650, 2001, 11,  3.38911939
 XU2_4270_4650, 2001, 12,  3.38911939
