 rseg,year,month,irrigation_cfs
 SU6_0480_0520, 1985, 5,  0.0154754305
 SU6_0480_0520, 1985, 6,  0.0309508611
 SU6_0480_0520, 1985, 7,  0.0464262888
 SU6_0480_0520, 1985, 8,  0.0464262888
 SU6_0480_0520, 1985, 9,  0.0309508611
 SU6_0480_0520, 1985, 10,  0.0154754305
 SU6_0480_0520, 1986, 5,  0.0154754305
 SU6_0480_0520, 1986, 6,  0.0309508611
 SU6_0480_0520, 1986, 7,  0.0464262888
 SU6_0480_0520, 1986, 8,  0.0464262888
 SU6_0480_0520, 1986, 9,  0.0309508611
 SU6_0480_0520, 1986, 10,  0.0154754305
 SU6_0480_0520, 1987, 5,  0.0154754305
 SU6_0480_0520, 1987, 6,  0.0309508611
 SU6_0480_0520, 1987, 7,  0.0464262888
 SU6_0480_0520, 1987, 8,  0.0464262888
 SU6_0480_0520, 1987, 9,  0.0309508611
 SU6_0480_0520, 1987, 10,  0.0154754305
 SU6_0480_0520, 1988, 5,  0.0154754305
 SU6_0480_0520, 1988, 6,  0.0309508611
 SU6_0480_0520, 1988, 7,  0.0464262888
 SU6_0480_0520, 1988, 8,  0.0464262888
 SU6_0480_0520, 1988, 9,  0.0309508611
 SU6_0480_0520, 1988, 10,  0.0154754305
 SU6_0480_0520, 1989, 5,  0.0154754305
 SU6_0480_0520, 1989, 6,  0.0309508611
 SU6_0480_0520, 1989, 7,  0.0464262888
 SU6_0480_0520, 1989, 8,  0.0464262888
 SU6_0480_0520, 1989, 9,  0.0309508611
 SU6_0480_0520, 1989, 10,  0.0154754305
 SU6_0480_0520, 1990, 5,  0.0154754305
 SU6_0480_0520, 1990, 6,  0.0309508611
 SU6_0480_0520, 1990, 7,  0.0464262888
 SU6_0480_0520, 1990, 8,  0.0464262888
 SU6_0480_0520, 1990, 9,  0.0309508611
 SU6_0480_0520, 1990, 10,  0.0154754305
 SU6_0480_0520, 1991, 5,  0.0154754305
 SU6_0480_0520, 1991, 6,  0.0464262888
 SU6_0480_0520, 1991, 7,  0.0464262888
 SU6_0480_0520, 1991, 8,  0.0464262888
 SU6_0480_0520, 1991, 9,  0.0464262888
 SU6_0480_0520, 1991, 10,  0.0154754305
 SU6_0480_0520, 1992, 5,  0.0309508611
 SU6_0480_0520, 1992, 6,  0.0464262888
 SU6_0480_0520, 1992, 7,  0.0619017221
 SU6_0480_0520, 1992, 8,  0.0619017221
 SU6_0480_0520, 1992, 9,  0.0464262888
 SU6_0480_0520, 1992, 10,  0.0309508611
 SU6_0480_0520, 1993, 5,  0.0309508611
 SU6_0480_0520, 1993, 6,  0.0464262888
 SU6_0480_0520, 1993, 7,  0.0619017221
 SU6_0480_0520, 1993, 8,  0.0619017221
 SU6_0480_0520, 1993, 9,  0.0464262888
 SU6_0480_0520, 1993, 10,  0.0309508611
 SU6_0480_0520, 1994, 5,  0.0309508611
 SU6_0480_0520, 1994, 6,  0.0619017221
 SU6_0480_0520, 1994, 7,  0.0773771554
 SU6_0480_0520, 1994, 8,  0.0773771554
 SU6_0480_0520, 1994, 9,  0.0619017221
 SU6_0480_0520, 1994, 10,  0.0309508611
 SU6_0480_0520, 1995, 5,  0.0309508611
 SU6_0480_0520, 1995, 6,  0.0619017221
 SU6_0480_0520, 1995, 7,  0.0773771554
 SU6_0480_0520, 1995, 8,  0.0773771554
 SU6_0480_0520, 1995, 9,  0.0619017221
 SU6_0480_0520, 1995, 10,  0.0309508611
 SU6_0480_0520, 1996, 5,  0.0464262888
 SU6_0480_0520, 1996, 6,  0.0773771554
 SU6_0480_0520, 1996, 7,  0.0928525776
 SU6_0480_0520, 1996, 8,  0.0928525776
 SU6_0480_0520, 1996, 9,  0.0773771554
 SU6_0480_0520, 1996, 10,  0.0464262888
 SU6_0480_0520, 1997, 5,  0.0464262888
 SU6_0480_0520, 1997, 6,  0.0773771554
 SU6_0480_0520, 1997, 7,  0.108328015
 SU6_0480_0520, 1997, 8,  0.108328015
 SU6_0480_0520, 1997, 9,  0.0773771554
 SU6_0480_0520, 1997, 10,  0.0464262888
 SU6_0480_0520, 1998, 5,  0.0464262888
 SU6_0480_0520, 1998, 6,  0.0928525776
 SU6_0480_0520, 1998, 7,  0.108328015
 SU6_0480_0520, 1998, 8,  0.108328015
 SU6_0480_0520, 1998, 9,  0.0928525776
 SU6_0480_0520, 1998, 10,  0.0464262888
 SU6_0480_0520, 1999, 5,  0.0619017221
 SU6_0480_0520, 1999, 6,  0.0928525776
 SU6_0480_0520, 1999, 7,  0.123803444
 SU6_0480_0520, 1999, 8,  0.123803444
 SU6_0480_0520, 1999, 9,  0.0928525776
 SU6_0480_0520, 1999, 10,  0.0619017221
 SU6_0480_0520, 2000, 5,  0.0619017221
 SU6_0480_0520, 2000, 6,  0.108328015
 SU6_0480_0520, 2000, 7,  0.139278874
 SU6_0480_0520, 2000, 8,  0.139278874
 SU6_0480_0520, 2000, 9,  0.108328015
 SU6_0480_0520, 2000, 10,  0.0619017221
 SU6_0480_0520, 2001, 5,  0.0619017221
 SU6_0480_0520, 2001, 6,  0.108328015
 SU6_0480_0520, 2001, 7,  0.139278874
 SU6_0480_0520, 2001, 8,  0.139278874
 SU6_0480_0520, 2001, 9,  0.108328015
 SU6_0480_0520, 2001, 10,  0.0619017221
 SU6_0480_0520, 2002, 5,  0.0619017221
 SU6_0480_0520, 2002, 6,  0.108328015
 SU6_0480_0520, 2002, 7,  0.139278874
 SU6_0480_0520, 2002, 8,  0.139278874
 SU6_0480_0520, 2002, 9,  0.108328015
 SU6_0480_0520, 2002, 10,  0.0619017221
 SU6_0480_0520, 2003, 5,  0.0619017221
 SU6_0480_0520, 2003, 6,  0.108328015
 SU6_0480_0520, 2003, 7,  0.139278874
 SU6_0480_0520, 2003, 8,  0.139278874
 SU6_0480_0520, 2003, 9,  0.108328015
 SU6_0480_0520, 2003, 10,  0.0619017221
 SU6_0480_0520, 2004, 5,  0.0619017221
 SU6_0480_0520, 2004, 6,  0.108328015
 SU6_0480_0520, 2004, 7,  0.139278874
 SU6_0480_0520, 2004, 8,  0.139278874
 SU6_0480_0520, 2004, 9,  0.108328015
 SU6_0480_0520, 2004, 10,  0.0619017221
 SU6_0480_0520, 2005, 5,  0.0619017221
 SU6_0480_0520, 2005, 6,  0.108328015
 SU6_0480_0520, 2005, 7,  0.139278874
 SU6_0480_0520, 2005, 8,  0.139278874
 SU6_0480_0520, 2005, 9,  0.108328015
 SU6_0480_0520, 2005, 10,  0.0619017221
 SU6_0500_0550, 1984, 5,  0.37141031
 SU6_0500_0550, 1984, 6,  0.649968088
 SU6_0500_0550, 1984, 7,  0.835673273
 SU6_0500_0550, 1984, 8,  0.835673273
 SU6_0500_0550, 1984, 9,  0.649968088
 SU6_0500_0550, 1984, 10,  0.37141031
 SU6_0500_0550, 1985, 5,  0.37141031
 SU6_0500_0550, 1985, 6,  0.649968088
 SU6_0500_0550, 1985, 7,  0.835673273
 SU6_0500_0550, 1985, 8,  0.835673273
 SU6_0500_0550, 1985, 9,  0.649968088
 SU6_0500_0550, 1985, 10,  0.37141031
 SU6_0500_0550, 1986, 5,  0.402361184
 SU6_0500_0550, 1986, 6,  0.711869836
 SU6_0500_0550, 1986, 7,  0.913050354
 SU6_0500_0550, 1986, 8,  0.913050354
 SU6_0500_0550, 1986, 9,  0.711869836
 SU6_0500_0550, 1986, 10,  0.402361184
 SU6_0500_0550, 1987, 5,  0.448787481
 SU6_0500_0550, 1987, 6,  0.773771524
 SU6_0500_0550, 1987, 7,  1.00590289
 SU6_0500_0550, 1987, 8,  1.00590289
 SU6_0500_0550, 1987, 9,  0.773771524
 SU6_0500_0550, 1987, 10,  0.448787481
 SU6_0500_0550, 1988, 5,  0.479738355
 SU6_0500_0550, 1988, 6,  0.851148725
 SU6_0500_0550, 1988, 7,  1.08328009
 SU6_0500_0550, 1988, 8,  1.08328009
 SU6_0500_0550, 1988, 9,  0.851148725
 SU6_0500_0550, 1988, 10,  0.479738355
 SU6_0500_0550, 1989, 5,  0.526164651
 SU6_0500_0550, 1989, 6,  0.913050354
 SU6_0500_0550, 1989, 7,  1.17613268
 SU6_0500_0550, 1989, 8,  1.17613268
 SU6_0500_0550, 1989, 9,  0.913050354
 SU6_0500_0550, 1989, 10,  0.526164651
 SU6_0500_0550, 1990, 5,  0.557115495
 SU6_0500_0550, 1990, 6,  0.974952102
 SU6_0500_0550, 1990, 7,  1.25350988
 SU6_0500_0550, 1990, 8,  1.25350988
 SU6_0500_0550, 1990, 9,  0.974952102
 SU6_0500_0550, 1990, 10,  0.557115495
 SU6_0500_0550, 1991, 5,  0.495213777
 SU6_0500_0550, 1991, 6,  0.882099509
 SU6_0500_0550, 1991, 7,  1.1297065
 SU6_0500_0550, 1991, 8,  1.1297065
 SU6_0500_0550, 1991, 9,  0.882099509
 SU6_0500_0550, 1991, 10,  0.495213777
 SU6_0500_0550, 1992, 5,  0.448787481
 SU6_0500_0550, 1992, 6,  0.773771524
 SU6_0500_0550, 1992, 7,  1.00590289
 SU6_0500_0550, 1992, 8,  1.00590289
 SU6_0500_0550, 1992, 9,  0.773771524
 SU6_0500_0550, 1992, 10,  0.448787481
 SU6_0500_0550, 1993, 5,  0.386885762
 SU6_0500_0550, 1993, 6,  0.680918932
 SU6_0500_0550, 1993, 7,  0.882099509
 SU6_0500_0550, 1993, 8,  0.882099509
 SU6_0500_0550, 1993, 9,  0.680918932
 SU6_0500_0550, 1993, 10,  0.386885762
 SU6_0500_0550, 1994, 5,  0.340459466
 SU6_0500_0550, 1994, 6,  0.588066339
 SU6_0500_0550, 1994, 7,  0.758296132
 SU6_0500_0550, 1994, 8,  0.758296132
 SU6_0500_0550, 1994, 9,  0.588066339
 SU6_0500_0550, 1994, 10,  0.340459466
 SU6_0500_0550, 1995, 5,  0.278557748
 SU6_0500_0550, 1995, 6,  0.495213777
 SU6_0500_0550, 1995, 7,  0.619017243
 SU6_0500_0550, 1995, 8,  0.619017243
 SU6_0500_0550, 1995, 9,  0.495213777
 SU6_0500_0550, 1995, 10,  0.278557748
 SU6_0500_0550, 1996, 5,  0.216656029
 SU6_0500_0550, 1996, 6,  0.386885762
 SU6_0500_0550, 1996, 7,  0.495213777
 SU6_0500_0550, 1996, 8,  0.495213777
 SU6_0500_0550, 1996, 9,  0.386885762
 SU6_0500_0550, 1996, 10,  0.216656029
 SU6_0500_0550, 1997, 5,  0.170229733
 SU6_0500_0550, 1997, 6,  0.29403317
 SU6_0500_0550, 1997, 7,  0.37141031
 SU6_0500_0550, 1997, 8,  0.37141031
 SU6_0500_0550, 1997, 9,  0.29403317
 SU6_0500_0550, 1997, 10,  0.170229733
 SU6_0500_0550, 1998, 5,  0.108328015
 SU6_0500_0550, 1998, 6,  0.201180592
 SU6_0500_0550, 1998, 7,  0.247606888
 SU6_0500_0550, 1998, 8,  0.247606888
 SU6_0500_0550, 1998, 9,  0.201180592
 SU6_0500_0550, 1998, 10,  0.108328015
 SU6_0500_0550, 1999, 5,  0.0619017221
 SU6_0500_0550, 1999, 6,  0.0928525776
 SU6_0500_0550, 1999, 7,  0.123803444
 SU6_0500_0550, 1999, 8,  0.123803444
 SU6_0500_0550, 1999, 9,  0.0928525776
 SU6_0500_0550, 1999, 10,  0.0619017221
 SU7_0540_0720, 1984, 5,  0.123803444
 SU7_0540_0720, 1984, 6,  0.232131466
 SU7_0540_0720, 1984, 7,  0.29403317
 SU7_0540_0720, 1984, 8,  0.29403317
 SU7_0540_0720, 1984, 9,  0.232131466
 SU7_0540_0720, 1984, 10,  0.123803444
 SU7_0540_0720, 1985, 5,  0.123803444
 SU7_0540_0720, 1985, 6,  0.232131466
 SU7_0540_0720, 1985, 7,  0.29403317
 SU7_0540_0720, 1985, 8,  0.29403317
 SU7_0540_0720, 1985, 9,  0.232131466
 SU7_0540_0720, 1985, 10,  0.123803444
 SU7_0540_0720, 1986, 5,  0.139278874
 SU7_0540_0720, 1986, 6,  0.247606888
 SU7_0540_0720, 1986, 7,  0.324984044
 SU7_0540_0720, 1986, 8,  0.324984044
 SU7_0540_0720, 1986, 9,  0.247606888
 SU7_0540_0720, 1986, 10,  0.139278874
 SU7_0540_0720, 1987, 5,  0.154754311
 SU7_0540_0720, 1987, 6,  0.263082325
 SU7_0540_0720, 1987, 7,  0.340459466
 SU7_0540_0720, 1987, 8,  0.340459466
 SU7_0540_0720, 1987, 9,  0.263082325
 SU7_0540_0720, 1987, 10,  0.154754311
 SU7_0540_0720, 1988, 5,  0.170229733
 SU7_0540_0720, 1988, 6,  0.278557748
 SU7_0540_0720, 1988, 7,  0.37141031
 SU7_0540_0720, 1988, 8,  0.37141031
 SU7_0540_0720, 1988, 9,  0.278557748
 SU7_0540_0720, 1988, 10,  0.170229733
 SU7_0540_0720, 1989, 5,  0.170229733
 SU7_0540_0720, 1989, 6,  0.309508622
 SU7_0540_0720, 1989, 7,  0.386885762
 SU7_0540_0720, 1989, 8,  0.386885762
 SU7_0540_0720, 1989, 9,  0.309508622
 SU7_0540_0720, 1989, 10,  0.170229733
 SU7_0540_0720, 1990, 5,  0.185705155
 SU7_0540_0720, 1990, 6,  0.324984044
 SU7_0540_0720, 1990, 7,  0.417836636
 SU7_0540_0720, 1990, 8,  0.417836636
 SU7_0540_0720, 1990, 9,  0.324984044
 SU7_0540_0720, 1990, 10,  0.185705155
 SU7_0540_0720, 1991, 5,  0.170229733
 SU7_0540_0720, 1991, 6,  0.278557748
 SU7_0540_0720, 1991, 7,  0.37141031
 SU7_0540_0720, 1991, 8,  0.37141031
 SU7_0540_0720, 1991, 9,  0.278557748
 SU7_0540_0720, 1991, 10,  0.170229733
 SU7_0540_0720, 1992, 5,  0.139278874
 SU7_0540_0720, 1992, 6,  0.247606888
 SU7_0540_0720, 1992, 7,  0.324984044
 SU7_0540_0720, 1992, 8,  0.324984044
 SU7_0540_0720, 1992, 9,  0.247606888
 SU7_0540_0720, 1992, 10,  0.139278874
 SU7_0540_0720, 1993, 5,  0.123803444
 SU7_0540_0720, 1993, 6,  0.201180592
 SU7_0540_0720, 1993, 7,  0.263082325
 SU7_0540_0720, 1993, 8,  0.263082325
 SU7_0540_0720, 1993, 9,  0.201180592
 SU7_0540_0720, 1993, 10,  0.123803444
 SU7_0540_0720, 1994, 5,  0.0928525776
 SU7_0540_0720, 1994, 6,  0.170229733
 SU7_0540_0720, 1994, 7,  0.216656029
 SU7_0540_0720, 1994, 8,  0.216656029
 SU7_0540_0720, 1994, 9,  0.170229733
 SU7_0540_0720, 1994, 10,  0.0928525776
 SU7_0540_0720, 1995, 5,  0.0773771554
 SU7_0540_0720, 1995, 6,  0.123803444
 SU7_0540_0720, 1995, 7,  0.170229733
 SU7_0540_0720, 1995, 8,  0.170229733
 SU7_0540_0720, 1995, 9,  0.123803444
 SU7_0540_0720, 1995, 10,  0.0773771554
 SU7_0540_0720, 1996, 5,  0.0619017221
 SU7_0540_0720, 1996, 6,  0.108328015
 SU7_0540_0720, 1996, 7,  0.139278874
 SU7_0540_0720, 1996, 8,  0.139278874
 SU7_0540_0720, 1996, 9,  0.108328015
 SU7_0540_0720, 1996, 10,  0.0619017221
 SU7_0540_0720, 1997, 5,  0.0464262888
 SU7_0540_0720, 1997, 6,  0.0773771554
 SU7_0540_0720, 1997, 7,  0.0928525776
 SU7_0540_0720, 1997, 8,  0.0928525776
 SU7_0540_0720, 1997, 9,  0.0773771554
 SU7_0540_0720, 1997, 10,  0.0464262888
 SU7_0540_0720, 1998, 5,  0.0309508611
 SU7_0540_0720, 1998, 6,  0.0464262888
 SU7_0540_0720, 1998, 7,  0.0619017221
 SU7_0540_0720, 1998, 8,  0.0619017221
 SU7_0540_0720, 1998, 9,  0.0464262888
 SU7_0540_0720, 1998, 10,  0.0309508611
 SU7_0540_0720, 1999, 5,  0.0154754305
 SU7_0540_0720, 1999, 6,  0.0309508611
 SU7_0540_0720, 1999, 7,  0.0309508611
 SU7_0540_0720, 1999, 8,  0.0309508611
 SU7_0540_0720, 1999, 9,  0.0309508611
 SU7_0540_0720, 1999, 10,  0.0154754305
 SU7_0860_0960, 1984, 5,  0.170229733
 SU7_0860_0960, 1984, 6,  0.29403317
 SU7_0860_0960, 1984, 7,  0.37141031
 SU7_0860_0960, 1984, 8,  0.37141031
 SU7_0860_0960, 1984, 9,  0.29403317
 SU7_0860_0960, 1984, 10,  0.170229733
 SU7_0860_0960, 1985, 5,  0.170229733
 SU7_0860_0960, 1985, 6,  0.29403317
 SU7_0860_0960, 1985, 7,  0.37141031
 SU7_0860_0960, 1985, 8,  0.37141031
 SU7_0860_0960, 1985, 9,  0.29403317
 SU7_0860_0960, 1985, 10,  0.170229733
 SU7_0860_0960, 1986, 5,  0.170229733
 SU7_0860_0960, 1986, 6,  0.29403317
 SU7_0860_0960, 1986, 7,  0.386885762
 SU7_0860_0960, 1986, 8,  0.386885762
 SU7_0860_0960, 1986, 9,  0.29403317
 SU7_0860_0960, 1986, 10,  0.170229733
 SU7_0860_0960, 1987, 5,  0.170229733
 SU7_0860_0960, 1987, 6,  0.309508622
 SU7_0860_0960, 1987, 7,  0.386885762
 SU7_0860_0960, 1987, 8,  0.386885762
 SU7_0860_0960, 1987, 9,  0.309508622
 SU7_0860_0960, 1987, 10,  0.170229733
 SU7_0860_0960, 1988, 5,  0.185705155
 SU7_0860_0960, 1988, 6,  0.309508622
 SU7_0860_0960, 1988, 7,  0.402361184
 SU7_0860_0960, 1988, 8,  0.402361184
 SU7_0860_0960, 1988, 9,  0.309508622
 SU7_0860_0960, 1988, 10,  0.185705155
 SU7_0860_0960, 1989, 5,  0.185705155
 SU7_0860_0960, 1989, 6,  0.324984044
 SU7_0860_0960, 1989, 7,  0.402361184
 SU7_0860_0960, 1989, 8,  0.402361184
 SU7_0860_0960, 1989, 9,  0.324984044
 SU7_0860_0960, 1989, 10,  0.185705155
 SU7_0860_0960, 1990, 5,  0.185705155
 SU7_0860_0960, 1990, 6,  0.324984044
 SU7_0860_0960, 1990, 7,  0.417836636
 SU7_0860_0960, 1990, 8,  0.417836636
 SU7_0860_0960, 1990, 9,  0.324984044
 SU7_0860_0960, 1990, 10,  0.185705155
 SU7_0860_0960, 1991, 5,  0.185705155
 SU7_0860_0960, 1991, 6,  0.340459466
 SU7_0860_0960, 1991, 7,  0.433312058
 SU7_0860_0960, 1991, 8,  0.433312058
 SU7_0860_0960, 1991, 9,  0.340459466
 SU7_0860_0960, 1991, 10,  0.185705155
 SU7_0860_0960, 1992, 5,  0.201180592
 SU7_0860_0960, 1992, 6,  0.355934918
 SU7_0860_0960, 1992, 7,  0.448787481
 SU7_0860_0960, 1992, 8,  0.448787481
 SU7_0860_0960, 1992, 9,  0.355934918
 SU7_0860_0960, 1992, 10,  0.201180592
 SU7_0860_0960, 1993, 5,  0.201180592
 SU7_0860_0960, 1993, 6,  0.37141031
 SU7_0860_0960, 1993, 7,  0.464262933
 SU7_0860_0960, 1993, 8,  0.464262933
 SU7_0860_0960, 1993, 9,  0.37141031
 SU7_0860_0960, 1993, 10,  0.201180592
 SU7_0860_0960, 1994, 5,  0.216656029
 SU7_0860_0960, 1994, 6,  0.37141031
 SU7_0860_0960, 1994, 7,  0.479738355
 SU7_0860_0960, 1994, 8,  0.479738355
 SU7_0860_0960, 1994, 9,  0.37141031
 SU7_0860_0960, 1994, 10,  0.216656029
 SU7_0860_0960, 1995, 5,  0.216656029
 SU7_0860_0960, 1995, 6,  0.386885762
 SU7_0860_0960, 1995, 7,  0.495213777
 SU7_0860_0960, 1995, 8,  0.495213777
 SU7_0860_0960, 1995, 9,  0.386885762
 SU7_0860_0960, 1995, 10,  0.216656029
 SU7_0860_0960, 1996, 5,  0.232131466
 SU7_0860_0960, 1996, 6,  0.386885762
 SU7_0860_0960, 1996, 7,  0.510689199
 SU7_0860_0960, 1996, 8,  0.510689199
 SU7_0860_0960, 1996, 9,  0.386885762
 SU7_0860_0960, 1996, 10,  0.232131466
 SU7_0860_0960, 1997, 5,  0.232131466
 SU7_0860_0960, 1997, 6,  0.402361184
 SU7_0860_0960, 1997, 7,  0.510689199
 SU7_0860_0960, 1997, 8,  0.510689199
 SU7_0860_0960, 1997, 9,  0.402361184
 SU7_0860_0960, 1997, 10,  0.232131466
 SU7_0860_0960, 1998, 5,  0.232131466
 SU7_0860_0960, 1998, 6,  0.402361184
 SU7_0860_0960, 1998, 7,  0.526164651
 SU7_0860_0960, 1998, 8,  0.526164651
 SU7_0860_0960, 1998, 9,  0.402361184
 SU7_0860_0960, 1998, 10,  0.232131466
 SU7_0860_0960, 1999, 5,  0.232131466
 SU7_0860_0960, 1999, 6,  0.402361184
 SU7_0860_0960, 1999, 7,  0.526164651
 SU7_0860_0960, 1999, 8,  0.526164651
 SU7_0860_0960, 1999, 9,  0.402361184
 SU7_0860_0960, 1999, 10,  0.232131466
 SU7_0860_0960, 2000, 5,  0.232131466
 SU7_0860_0960, 2000, 6,  0.417836636
 SU7_0860_0960, 2000, 7,  0.526164651
 SU7_0860_0960, 2000, 8,  0.526164651
 SU7_0860_0960, 2000, 9,  0.417836636
 SU7_0860_0960, 2000, 10,  0.232131466
 SU7_0860_0960, 2001, 5,  0.232131466
 SU7_0860_0960, 2001, 6,  0.417836636
 SU7_0860_0960, 2001, 7,  0.526164651
 SU7_0860_0960, 2001, 8,  0.526164651
 SU7_0860_0960, 2001, 9,  0.417836636
 SU7_0860_0960, 2001, 10,  0.232131466
 SU7_0860_0960, 2002, 5,  0.232131466
 SU7_0860_0960, 2002, 6,  0.417836636
 SU7_0860_0960, 2002, 7,  0.526164651
 SU7_0860_0960, 2002, 8,  0.526164651
 SU7_0860_0960, 2002, 9,  0.417836636
 SU7_0860_0960, 2002, 10,  0.232131466
 SU7_0860_0960, 2003, 5,  0.232131466
 SU7_0860_0960, 2003, 6,  0.417836636
 SU7_0860_0960, 2003, 7,  0.526164651
 SU7_0860_0960, 2003, 8,  0.526164651
 SU7_0860_0960, 2003, 9,  0.417836636
 SU7_0860_0960, 2003, 10,  0.232131466
 SU7_0860_0960, 2004, 5,  0.232131466
 SU7_0860_0960, 2004, 6,  0.417836636
 SU7_0860_0960, 2004, 7,  0.526164651
 SU7_0860_0960, 2004, 8,  0.526164651
 SU7_0860_0960, 2004, 9,  0.417836636
 SU7_0860_0960, 2004, 10,  0.232131466
 SU7_0860_0960, 2005, 5,  0.232131466
 SU7_0860_0960, 2005, 6,  0.417836636
 SU7_0860_0960, 2005, 7,  0.526164651
 SU7_0860_0960, 2005, 8,  0.526164651
 SU7_0860_0960, 2005, 9,  0.417836636
 SU7_0860_0960, 2005, 10,  0.232131466
 SU7_1420_1590, 1984, 5,  0.66544354
 SU7_1420_1590, 1984, 6,  1.17613268
 SU7_1420_1590, 1984, 7,  1.50111675
 SU7_1420_1590, 1984, 8,  1.50111675
 SU7_1420_1590, 1984, 9,  1.17613268
 SU7_1420_1590, 1984, 10,  0.66544354
 SU7_1420_1590, 1985, 5,  0.66544354
 SU7_1420_1590, 1985, 6,  1.17613268
 SU7_1420_1590, 1985, 7,  1.50111675
 SU7_1420_1590, 1985, 8,  1.50111675
 SU7_1420_1590, 1985, 9,  1.17613268
 SU7_1420_1590, 1985, 10,  0.66544354
 SU7_1420_1590, 1986, 5,  0.619017243
 SU7_1420_1590, 1986, 6,  1.09875548
 SU7_1420_1590, 1986, 7,  1.40826416
 SU7_1420_1590, 1986, 8,  1.40826416
 SU7_1420_1590, 1986, 9,  1.09875548
 SU7_1420_1590, 1986, 10,  0.619017243
 SU7_1420_1590, 1987, 5,  0.572590947
 SU7_1420_1590, 1987, 6,  1.0213784
 SU7_1420_1590, 1987, 7,  1.29993618
 SU7_1420_1590, 1987, 8,  1.29993618
 SU7_1420_1590, 1987, 9,  1.0213784
 SU7_1420_1590, 1987, 10,  0.572590947
 SU7_1420_1590, 1988, 5,  0.541640043
 SU7_1420_1590, 1988, 6,  0.928525865
 SU7_1420_1590, 1988, 7,  1.20708358
 SU7_1420_1590, 1988, 8,  1.20708358
 SU7_1420_1590, 1988, 9,  0.928525865
 SU7_1420_1590, 1988, 10,  0.541640043
 SU7_1420_1590, 1989, 5,  0.495213777
 SU7_1420_1590, 1989, 6,  0.851148725
 SU7_1420_1590, 1989, 7,  1.09875548
 SU7_1420_1590, 1989, 8,  1.09875548
 SU7_1420_1590, 1989, 9,  0.851148725
 SU7_1420_1590, 1989, 10,  0.495213777
 SU7_1420_1590, 1990, 5,  0.448787481
 SU7_1420_1590, 1990, 6,  0.773771524
 SU7_1420_1590, 1990, 7,  1.00590289
 SU7_1420_1590, 1990, 8,  1.00590289
 SU7_1420_1590, 1990, 9,  0.773771524
 SU7_1420_1590, 1990, 10,  0.448787481
 SU7_1420_1590, 1991, 5,  0.433312058
 SU7_1420_1590, 1991, 6,  0.758296132
 SU7_1420_1590, 1991, 7,  0.974952102
 SU7_1420_1590, 1991, 8,  0.974952102
 SU7_1420_1590, 1991, 9,  0.758296132
 SU7_1420_1590, 1991, 10,  0.433312058
 SU7_1420_1590, 1992, 5,  0.417836636
 SU7_1420_1590, 1992, 6,  0.727345228
 SU7_1420_1590, 1992, 7,  0.928525865
 SU7_1420_1590, 1992, 8,  0.928525865
 SU7_1420_1590, 1992, 9,  0.727345228
 SU7_1420_1590, 1992, 10,  0.417836636
 SU7_1420_1590, 1993, 5,  0.402361184
 SU7_1420_1590, 1993, 6,  0.696394324
 SU7_1420_1590, 1993, 7,  0.897574961
 SU7_1420_1590, 1993, 8,  0.897574961
 SU7_1420_1590, 1993, 9,  0.696394324
 SU7_1420_1590, 1993, 10,  0.402361184
 SU7_1420_1590, 1994, 5,  0.386885762
 SU7_1420_1590, 1994, 6,  0.680918932
 SU7_1420_1590, 1994, 7,  0.866624117
 SU7_1420_1590, 1994, 8,  0.866624117
 SU7_1420_1590, 1994, 9,  0.680918932
 SU7_1420_1590, 1994, 10,  0.386885762
 SU7_1420_1590, 1995, 5,  0.37141031
 SU7_1420_1590, 1995, 6,  0.649968088
 SU7_1420_1590, 1995, 7,  0.835673273
 SU7_1420_1590, 1995, 8,  0.835673273
 SU7_1420_1590, 1995, 9,  0.649968088
 SU7_1420_1590, 1995, 10,  0.37141031
 SU7_1420_1590, 1996, 5,  0.557115495
 SU7_1420_1590, 1996, 6,  0.974952102
 SU7_1420_1590, 1996, 7,  1.25350988
 SU7_1420_1590, 1996, 8,  1.25350988
 SU7_1420_1590, 1996, 9,  0.974952102
 SU7_1420_1590, 1996, 10,  0.557115495
 SU7_1420_1590, 1997, 5,  0.742820621
 SU7_1420_1590, 1997, 6,  1.29993618
 SU7_1420_1590, 1997, 7,  1.67134655
 SU7_1420_1590, 1997, 8,  1.67134655
 SU7_1420_1590, 1997, 9,  1.29993618
 SU7_1420_1590, 1997, 10,  0.742820621
 SU7_1420_1590, 1998, 5,  0.928525865
 SU7_1420_1590, 1998, 6,  1.62492013
 SU7_1420_1590, 1998, 7,  2.08918309
 SU7_1420_1590, 1998, 8,  2.08918309
 SU7_1420_1590, 1998, 9,  1.62492013
 SU7_1420_1590, 1998, 10,  0.928525865
 SU7_1420_1590, 1999, 5,  1.11423099
 SU7_1420_1590, 1999, 6,  1.9499042
 SU7_1420_1590, 1999, 7,  2.50701976
 SU7_1420_1590, 1999, 8,  2.50701976
 SU7_1420_1590, 1999, 9,  1.9499042
 SU7_1420_1590, 1999, 10,  1.11423099
 SU7_1420_1590, 2000, 5,  1.29993618
 SU7_1420_1590, 2000, 6,  2.27488828
 SU7_1420_1590, 2000, 7,  2.9403317
 SU7_1420_1590, 2000, 8,  2.9403317
 SU7_1420_1590, 2000, 9,  2.27488828
 SU7_1420_1590, 2000, 10,  1.29993618
 SU7_1420_1590, 2001, 5,  1.29993618
 SU7_1420_1590, 2001, 6,  2.27488828
