riverseg, landseg,flofor,flohvf,flopas,flours,floafo,flocfo,flonpa,flotrp,floalf,flohyw,flohyo,flonhy,flonal,flohom,flonho,flohwm,flonhi,flolwm,flonlo,florpd,flonpd,flocpd,florex,flonex,flocex,florcn,floccn,florid,flonid,flocid,tn for,tn hvf,tn pas,tn urs,tn afo,tn cfo,tn npa,tn trp,tn alf,tn hyw,tn hyo,tn nhy,tn nal,tn hom,tn nho,tn hwm,tn nhi,tn lwm,tn nlo,tn rpd,tn npd,tn cpd,tn rex,tn nex,tn cex,tn rcn,tn ccn,tn rid,tn nid,tn cid,tp for,tp hvf,tp pas,tp urs,tp afo,tp cfo,tp npa,tp trp,tp alf,tp hyw,tp hyo,tp nhy,tp nal,tp hom,tp nho,tp hwm,tp nhi,tp lwm,tp nlo,tp rpd,tp npd,tp cpd,tp rex,tp nex,tp cex,tp rcn,tp ccn,tp rid,tp nid,tp cid,sedafo,sedalf,sedccn,sedcex,sedcfo,sedcid,sedcpd,sedfor,sedhom,sedhvf,sedhwm,sedhyo,sedhyw,sedlwm,sednal,sednex,sednhi,sednho,sednhy,sednid,sednlo,sednpa,sednpd,sedpas,sedrcn,sedrex,sedrid,sedrpd,sedtrp,sedurs
TU4_8810_9000,A51195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166,0.166,0,0,0.166,0,0,0.153,0.166,0.153,0.166,0.166,0.166,0.166,0.166,0.165,0.166,0.166,0.166,0.246,0.166,0.182,0.246,0.182,0.182,0.165,0.246,0.246,0.182,0.166
TU4_8810_9000,B51167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151,0.151,0,0,0.151,0,0,0.119,0.151,0.119,0.151,0.151,0.151,0.151,0.151,0.119,0.151,0.151,0.151,0.144,0.151,0.133,0.144,0.133,0.133,0.119,0.144,0.144,0.133,0.151
TU4_9090_0000,A51191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12,0.12,0,0,0.12,0,0,0.142,0.12,0.142,0.12,0.12,0.12,0.12,0.12,0.105,0.12,0.12,0.12,0.101,0.12,0.117,0.101,0.117,0.117,0.105,0.101,0.101,0.117,0.12
TU4_9260_0000,A51105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13,0.13,0,0,0.13,0,0,0.112,0.13,0.112,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.144,0.13,0.132,0.144,0.132,0.132,0.14,0.144,0.144,0.132,0.13
TU4_9260_0000,B51105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0,0,0.1,0,0,0.095,0.1,0.095,0.1,0.1,0.1,0.1,0.1,0.097,0.1,0.1,0.1,0.097,0.1,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.1
TU4_9290_0000,A51169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.106,0.106,0,0,0.106,0,0,0.109,0.106,0.109,0.106,0.106,0.106,0.106,0.106,0.088,0.106,0.106,0.106,0.268,0.106,0.143,0.268,0.143,0.143,0.088,0.268,0.268,0.143,0.106
TU5_9000_9280,A51167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143,0.143,0,0,0.143,0,0,0.149,0.143,0.149,0.143,0.143,0.143,0.143,0.143,0.168,0.143,0.143,0.143,0.163,0.143,0.156,0.163,0.156,0.156,0.168,0.163,0.163,0.156,0.143
TU5_9000_9280,A51169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.183,0.183,0,0,0.183,0,0,0.188,0.183,0.188,0.183,0.183,0.183,0.183,0.183,0.189,0.183,0.183,0.183,0.232,0.183,0.198,0.232,0.198,0.198,0.189,0.232,0.232,0.198,0.183
TU5_9000_9280,B51169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.118,0.118,0,0,0.118,0,0,0.104,0.118,0.104,0.118,0.118,0.118,0.118,0.118,0.104,0.118,0.118,0.118,0.105,0.118,0.108,0.105,0.108,0.108,0.104,0.105,0.105,0.108,0.118
TU5_9000_9280,B51195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.126,0.126,0,0,0.126,0,0,0.095,0.126,0.095,0.126,0.126,0.126,0.126,0.126,0.122,0.126,0.126,0.126,0.128,0.126,0.118,0.128,0.118,0.118,0.122,0.128,0.128,0.118,0.126
TU5_9280_0000,A51169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.249,0.249,0,0,0.249,0,0,0.247,0.249,0.247,0.249,0.249,0.249,0.249,0.249,0.202,0.249,0.249,0.249,0.205,0.249,0.226,0.205,0.226,0.226,0.202,0.205,0.205,0.226,0.249
WL0_4390_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.032,0.051,0.051,0.051,0.05,0.051,0.049,0.05,0.049,0.044,0.032,0.05,0.05,0.049,0.051
WL0_4391_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.074,0.074,0,0,0.074,0,0,0.073,0.074,0.073,0.074,0.074,0.074,0.074,0.074,0.076,0.074,0.074,0.074,0.076,0.074,0.081,0.076,0.081,0.072,0.076,0.076,0.076,0.081,0.074
WL0_4392_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.065,0.065,0,0,0.065,0,0,0.067,0.065,0.067,0.065,0.065,0.065,0.065,0.065,0.062,0.065,0.065,0.065,0.07,0.065,0.061,0.07,0.061,0.086,0.062,0.07,0.07,0.061,0.065
WL0_4393_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.074,0.074,0,0,0.074,0,0,0.073,0.074,0.073,0.074,0.074,0.074,0.074,0.074,0.076,0.074,0.074,0.074,0.076,0.074,0.081,0.076,0.081,0.072,0.076,0.076,0.076,0.081,0.074
WL0_4394_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.079,0.079,0,0,0.079,0,0,0.068,0.079,0.068,0.079,0.079,0.079,0.079,0.079,0.05,0.079,0.079,0.079,0.067,0.079,0.089,0.067,0.089,0.081,0.05,0.067,0.067,0.089,0.079
WL0_4420_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0,0,0.041,0,0,0.04,0.041,0.04,0.041,0.041,0.041,0.041,0.041,0.034,0.041,0.041,0.041,0.035,0.041,0.036,0.035,0.036,0.038,0.034,0.035,0.035,0.036,0.041
WL0_4420_0000,F24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0,0,0.041,0,0,0.04,0.041,0.04,0.041,0.041,0.041,0.041,0.041,0.034,0.041,0.041,0.041,0.035,0.041,0.036,0.035,0.036,0.038,0.034,0.035,0.035,0.036,0.041
WL0_4421_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047,0.047,0,0,0.047,0,0,0.055,0.047,0.055,0.047,0.047,0.047,0.047,0.047,0.046,0.047,0.047,0.047,0.061,0.047,0.053,0.061,0.053,0.056,0.046,0.061,0.061,0.053,0.047
WL0_4422_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.074,0.074,0,0,0.074,0,0,0.071,0.074,0.071,0.074,0.074,0.074,0.074,0.074,0.075,0.074,0.074,0.074,0.083,0.074,0.071,0.083,0.071,0.076,0.075,0.083,0.083,0.071,0.074
WL0_4423_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0,0,0.086,0,0,0.068,0.086,0.068,0.086,0.086,0.086,0.086,0.086,0.043,0.086,0.086,0.086,0.066,0.086,0.104,0.066,0.104,0.079,0.043,0.066,0.066,0.104,0.086
WL0_4423_0000,F24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0,0,0.086,0,0,0.068,0.086,0.068,0.086,0.086,0.086,0.086,0.086,0.043,0.086,0.086,0.086,0.066,0.086,0.104,0.066,0.104,0.079,0.043,0.066,0.066,0.104,0.086
WL0_4424_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0,0,0.086,0,0,0.068,0.086,0.068,0.086,0.086,0.086,0.086,0.086,0.043,0.086,0.086,0.086,0.066,0.086,0.104,0.066,0.104,0.079,0.043,0.066,0.066,0.104,0.086
WL0_4424_0000,F24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0,0,0.086,0,0,0.068,0.086,0.068,0.086,0.086,0.086,0.086,0.086,0.043,0.086,0.086,0.086,0.066,0.086,0.104,0.066,0.104,0.079,0.043,0.066,0.066,0.104,0.086
WL0_4425_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0,0,0.086,0,0,0.068,0.086,0.068,0.086,0.086,0.086,0.086,0.086,0.043,0.086,0.086,0.086,0.066,0.086,0.104,0.066,0.104,0.079,0.043,0.066,0.066,0.104,0.086
WL0_4600_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.032,0.032,0,0,0.032,0,0,0.035,0.032,0.035,0.032,0.032,0.032,0.032,0.032,0.047,0.032,0.032,0.032,0.039,0.032,0.033,0.039,0.033,0.034,0.047,0.039,0.039,0.033,0.032
WL0_4601_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.089,0.089,0,0,0.089,0,0,0.083,0.089,0.083,0.089,0.089,0.089,0.089,0.089,0.086,0.089,0.089,0.089,0.084,0.089,0.087,0.084,0.087,0.087,0.086,0.084,0.084,0.087,0.089
WL0_4602_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.044,0.044,0,0,0.044,0,0,0.05,0.044,0.05,0.044,0.044,0.044,0.044,0.044,0.075,0.044,0.044,0.044,0.058,0.044,0.046,0.058,0.046,0.063,0.075,0.058,0.058,0.046,0.044
WL0_4602_0000,F24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.044,0.044,0,0,0.044,0,0,0.05,0.044,0.05,0.044,0.044,0.044,0.044,0.044,0.075,0.044,0.044,0.044,0.058,0.044,0.046,0.058,0.046,0.063,0.075,0.058,0.058,0.046,0.044
WL0_4603_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048,0.048,0,0,0.048,0,0,0.051,0.048,0.051,0.048,0.048,0.048,0.048,0.048,0.065,0.048,0.048,0.048,0.068,0.048,0.05,0.068,0.05,0.055,0.065,0.068,0.068,0.05,0.048
WL0_4770_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.055,0.055,0,0,0.055,0,0,0.057,0.055,0.057,0.055,0.055,0.055,0.055,0.055,0.067,0.055,0.055,0.055,0.077,0.055,0.069,0.077,0.069,0.077,0.067,0.077,0.077,0.069,0.055
WL0_4771_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.042,0,0,0.042,0,0,0.04,0.042,0.04,0.042,0.042,0.042,0.042,0.042,0.126,0.042,0.042,0.042,0.05,0.042,0.043,0.05,0.043,0.051,0.126,0.05,0.05,0.043,0.042
WL0_4772_0000,A24003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0,0,0.066,0,0,0.062,0.066,0.062,0.066,0.066,0.066,0.066,0.066,0.071,0.066,0.066,0.066,0.077,0.066,0.075,0.077,0.075,0.077,0.071,0.077,0.077,0.075,0.066
WL0_4772_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036,0.036,0,0,0.036,0,0,0.039,0.036,0.039,0.036,0.036,0.036,0.036,0.036,0.04,0.036,0.036,0.036,0.044,0.036,0.043,0.044,0.043,0.04,0.04,0.044,0.044,0.043,0.036
WL0_4772_0000,F24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.036,0.036,0,0,0.036,0,0,0.039,0.036,0.039,0.036,0.036,0.036,0.036,0.036,0.04,0.036,0.036,0.036,0.044,0.036,0.043,0.044,0.043,0.04,0.04,0.044,0.044,0.043,0.036
WL0_4920_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051,0.051,0,0,0.051,0,0,0.052,0.051,0.052,0.051,0.051,0.051,0.051,0.051,0.053,0.051,0.051,0.051,0.054,0.051,0.052,0.054,0.052,0.058,0.053,0.054,0.054,0.052,0.051
WL0_4921_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0,0,0.04,0,0,0.041,0.04,0.041,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.035,0.04,0.043,0.035,0.043,0.043,0.04,0.035,0.035,0.043,0.04
WL0_4922_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068,0.068,0,0,0.068,0,0,0.075,0.068,0.075,0.068,0.068,0.068,0.068,0.068,0.122,0.068,0.068,0.068,0.078,0.068,0.078,0.078,0.078,0.085,0.122,0.078,0.078,0.078,0.068
WL0_4923_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059,0.059,0,0,0.059,0,0,0.058,0.059,0.058,0.059,0.059,0.059,0.059,0.059,0.064,0.059,0.059,0.059,0.068,0.059,0.057,0.068,0.057,0.075,0.064,0.068,0.068,0.057,0.059
WL0_4924_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059,0.059,0,0,0.059,0,0,0.057,0.059,0.057,0.059,0.059,0.059,0.059,0.059,0.058,0.059,0.059,0.059,0.053,0.059,0.057,0.053,0.057,0.062,0.058,0.053,0.053,0.057,0.059
WL0_4925_0000,A24009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059,0.059,0,0,0.059,0,0,0.058,0.059,0.058,0.059,0.059,0.059,0.059,0.059,0.064,0.059,0.059,0.059,0.068,0.059,0.057,0.068,0.057,0.075,0.064,0.068,0.068,0.057,0.059
WL0_5880_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.072,0.072,0,0,0.072,0,0,0.063,0.072,0.063,0.072,0.072,0.072,0.072,0.072,0.073,0.072,0.072,0.072,0.071,0.072,0.078,0.071,0.078,0.083,0.073,0.071,0.071,0.078,0.072
WL0_5881_0000,A24037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06,0.06,0,0,0.06,0,0,0.072,0.06,0.072,0.06,0.06,0.06,0.06,0.06,0.073,0.06,0.06,0.06,0.077,0.06,0.079,0.077,0.079,0.077,0.073,0.077,0.077,0.079,0.06
