landseg,for,hvf,hwm,lwm,hom,hyw,pas,hyo,alf,trp,urs,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,nhi,nlo,nho,nhy,npa,nal
A36025,0.12205,0.2847,0.77059,0.60543,0.21041,0.08609,0.12502,0.03047,0.0563,0.6658,1.2968,0.38774,0.9177,0.9716,0.1013,0.38774,0.9177,0.1013,0.38774,0.9177,0.9716,0.1013,0.75471,0.55808,0.21501,0.07588,0.11788,0.06411
A36043,0.12025,0.2847,0.77429,0.60057,0.23412,0.09838,0.13906,0.03028,0.05606,0.7144,1.2968,0.43437,1.0145,0.9716,0.1013,0.43437,1.0145,0.1013,0.43437,1.0145,0.9716,0.1013,0.76702,0.5933,0.20045,0.12284,0.14521,0.06797
A36051,0.12762,0.2847,0.72575,0.56382,0.23888,0.06312,0.15892,0.03038,0.0563,0.8254,1.2968,0.34222,0.8832,0.9716,0.1013,0.34222,0.8832,0.1013,0.34222,0.8832,0.9716,0.1013,0.73818,0.57269,0.24047,0.04954,0.16375,0.05635
A36053,0.13238,0.2847,0.78728,0.61143,0.20822,0.07312,0.14604,0.03045,0.05511,0.7696,1.2968,0.40003,1.1232,0.9716,0.1013,0.40003,1.1232,0.1013,0.40003,1.1232,0.9716,0.1013,0.67736,0.52776,0.27128,0.08075,0.14308,0.06824
A36065,0.12639,0.2847,0.71393,0.55392,0.26322,0.07552,0.14765,0.02998,0.05592,0.7387,1.2968,0.41781,1.0865,0.9716,0.1013,0.41781,1.0865,0.1013,0.41781,1.0865,0.9716,0.1013,0.76692,0.60979,0.27902,0.09211,0.15785,0.06963
A36067,0.1351,0.2847,0.74489,0.57735,0.19922,0.07193,0.1962,0.03021,0.05561,0.9542,1.2968,0.4346,1.1786,0.9716,0.1013,0.4346,1.1786,0.1013,0.4346,1.1786,0.9716,0.1013,0.68524,0.53288,0.18707,0.08014,0.20179,0.0729
A36069,0.12799,0.2847,0.6975,0.54114,0.24532,0.06423,0.17308,0.03036,0.05623,0.9112,1.2968,0.3083,0.8834,0.9716,0.1013,0.3083,0.8834,0.1013,0.3083,0.8834,0.9716,0.1013,0.69263,0.53193,0.24263,0.0495,0.16401,0.05623
A36077,0.12451,0.2847,0.74929,0.58129,0.21689,0.09409,0.12691,0.03034,0.05626,0.675,1.2968,0.40963,0.9352,0.9716,0.1013,0.40963,0.9352,0.1013,0.40963,0.9352,0.9716,0.1013,0.6778,0.52592,0.213,0.09094,0.1272,0.06716
A36095,0.12217,0.2847,0.70579,0.54783,0.2028,0.0599,0.13534,0.03033,0.05623,0.7166,1.2968,0.40335,0.9432,0.9716,0.1013,0.40335,0.9432,0.1013,0.40335,0.9432,0.9716,0.1013,0.76536,0.59722,0.21805,0.06222,0.15049,0.06529
A36097,0.12612,0.2847,0.73123,0.56685,0.21863,0.06487,0.12688,0.03042,0.05639,0.6717,1.2968,0.32699,0.8559,0.9716,0.1013,0.32699,0.8559,0.1013,0.32699,0.8559,0.9716,0.1013,0.71766,0.55741,0.21317,0.05747,0.11676,0.05639
A36101,0.12106,0.2847,0.68194,0.5295,0.19125,0.05558,0.12376,0.03058,0.05611,0.6654,1.2968,0.25006,0.7248,0.9716,0.1013,0.25006,0.7248,0.1013,0.25006,0.7248,0.9716,0.1013,0.69155,0.53823,0.19193,0.05207,0.1287,0.05611
A36107,0.1231,0.2847,0.96308,0.72923,0.21495,0.10312,0.13439,0.0305,0.05633,0.6942,1.2968,0.36229,0.8618,0.9716,0.1013,0.36229,0.8618,0.1013,0.36229,0.8618,0.9716,0.1013,0.92864,0.67635,0.19818,0.08944,0.15608,0.05633
A36109,0.12851,0.2847,0.84433,0.59851,0.20294,0.13116,0.29716,0.03037,0.05637,0.8287,1.2968,0.43621,0.9921,0.9716,0.1013,0.43621,0.9921,0.1013,0.43621,0.9921,0.9716,0.1013,0.70982,0.50745,0.17817,0.1412,0.30412,0.06788
A36123,0.12499,0.2847,0.71404,0.55421,0.23049,0.06395,0.1621,0.0305,0.05627,0.8317,1.2968,0.31392,0.8337,0.9716,0.1013,0.31392,0.8337,0.1013,0.31392,0.8337,0.9716,0.1013,0.7044,0.54629,0.2474,0.05616,0.1624,0.05627
A42001,0.17518,0.2847,0.73691,0.56679,0.21334,0.26489,0.58862,0.03067,0.05634,1.0156,1.2968,0.35886,1.2005,0.9716,0.1013,0.35886,1.2005,0.1013,0.35886,1.2005,0.9716,0.1013,0.67653,0.52081,0.21254,0.25627,0.61708,0.05634
A42009,0.12754,0.2847,0.67324,0.52191,0.20258,0.0785,0.18604,0.03048,0.05588,0.9567,1.2968,0.34012,0.9318,0.9716,0.1013,0.34012,0.9318,0.1013,0.34012,0.9318,0.9716,0.1013,0.6632,0.51424,0.20142,0.07649,0.19396,0.05588
A42011,0.14648,0.2847,0.66218,0.51115,0.20218,0.41288,1.29933,0.03063,0.0563,1.6699,1.2968,0.58338,1.3474,0.9716,0.1013,0.58338,1.3474,0.1013,0.58338,1.3474,0.9716,0.1013,0.65372,0.50461,0.20135,0.40978,1.24713,0.0563
A42013,0.12977,0.2847,0.68511,0.53116,0.19581,0.09088,0.43867,0.03033,0.0562,1.7082,1.2968,0.37812,1.0519,0.9716,0.1013,0.37812,1.0519,0.1013,0.37812,1.0519,0.9716,0.1013,0.67908,0.52654,0.19435,0.08867,0.46715,0.0562
A42015,0.12494,0.2847,0.63767,0.49458,0.21346,0.07522,0.46812,0.03062,0.05608,0.9849,1.2968,0.33309,0.8887,0.9716,0.1013,0.33309,0.8887,0.1013,0.33309,0.8887,0.9716,0.1013,0.62104,0.48154,0.21138,0.07325,0.50582,0.05608
A42021,0.1418,0.2847,0.63679,0.49422,0.21441,0.0725,0.22285,0.03065,0.05638,0.9486,1.2968,0.4771,1.2727,0.9716,0.1013,0.4771,1.2727,0.1013,0.4771,1.2727,0.9716,0.1013,0.60323,0.4567,0.21399,0.07095,0.22477,0.05642
A42023,0.12583,0.2847,1.64386,0.36746,0.21555,0.95189,0.91943,0.03051,1.06039,1.8446,1.2968,0.4861,1.1359,0.9716,0.1013,0.4861,1.1359,0.1013,0.4861,1.1359,0.9716,0.1013,0.36881,0.35793,0.21781,0.32157,1.26172,0.02806
A42025,0.14018,0.2847,0.61873,0.38497,0.20223,0.073,0.36943,0.03044,0.05634,0.9581,1.2968,0.68272,1.5357,0.9716,0.1013,0.68272,1.5357,0.1013,0.68272,1.5357,0.9716,0.1013,0.59109,0.37859,0.20209,0.07132,0.41711,0.05633
A42027,0.12727,0.2847,0.5717,0.43068,0.31339,0.08216,0.19522,0.0271,0.05447,1.0501,1.2968,0.29846,1.0275,0.9716,0.1013,0.29846,1.0275,0.1013,0.29846,1.0275,0.9716,0.1013,0.56196,0.42347,0.31174,0.08085,0.21508,0.05446
A42029,0.14651,0.2847,0.59902,0.46392,0.19484,0.08701,0.27206,0.03034,0.05613,1.3364,1.2968,0.3768,1.4192,0.9716,0.1013,0.3768,1.4192,0.1013,0.3768,1.4192,0.9716,0.1013,0.59499,0.46098,0.19278,0.08664,0.27325,0.05613
A42033,0.12973,0.2847,0.61807,0.47623,0.21325,0.07553,0.17006,0.03054,0.05618,0.8779,1.2968,0.44289,1.0754,0.9716,0.1013,0.44289,1.0754,0.1013,0.44289,1.0754,0.9716,0.1013,0.60345,0.45836,0.21211,0.07319,0.1782,0.05618
A42035,0.12566,0.2847,0.63693,0.49346,0.18936,0.09044,0.3011,0.03053,0.05612,1.3294,1.2968,0.44473,1.0881,0.9716,0.1013,0.44473,1.0881,0.1013,0.44473,1.0881,0.9716,0.1013,0.62954,0.48787,0.18758,0.08975,0.28184,0.05623
A42037,0.12856,0.2847,0.64027,0.49558,0.27155,0.07858,0.20666,0.03054,0.05647,0.9884,1.2968,0.47021,1.1182,0.9716,0.1013,0.47021,1.1182,0.1013,0.47021,1.1182,0.9716,0.1013,0.63048,0.48832,0.26937,0.07697,0.20984,0.05652
A42041,0.13527,0.2847,0.70765,0.547,0.19952,0.08544,0.2741,0.03022,0.05583,1.4253,1.2968,0.33111,1.1032,0.9716,0.1013,0.33111,1.1032,0.1013,0.33111,1.1032,0.9716,0.1013,0.68799,0.53206,0.19856,0.08286,0.27071,0.05583
A42043,0.13286,0.2847,0.71185,0.55141,0.20537,0.11901,0.58247,0.03055,0.05569,1.3625,1.2968,0.33672,1.1462,0.9716,0.1013,0.33672,1.1462,0.1013,0.33672,1.1462,0.9716,0.1013,0.682,0.52868,0.20382,0.11737,0.58479,0.05569
A42047,0.12974,0.2847,0.63224,0.49002,0.20694,0.07223,0.18079,0.03054,0.05632,0.8168,1.2968,0.48278,1.1596,0.9716,0.1013,0.48278,1.1596,0.1013,0.48278,1.1596,0.9716,0.1013,0.61431,0.53761,0.20504,0.07078,0.1561,0.05632
A42055,0.13806,0.2847,0.65087,0.52551,0.20817,0.09439,0.31396,0.02809,0.05231,1.6821,1.2968,0.27657,1.153,0.9716,0.1013,0.27657,1.153,0.1013,0.27657,1.153,0.9716,0.1013,0.62509,0.50532,0.20743,0.09238,0.3228,0.05231
A42057,0.14177,0.2847,0.62995,0.51778,0.21443,0.1294,0.31836,0.03046,0.05633,0.8943,1.2968,0.32492,0.9533,0.9716,0.1013,0.32492,0.9533,0.1013,0.32492,0.9533,0.9716,0.1013,0.60036,0.49412,0.21187,0.12673,0.30687,0.05633
A42061,0.12171,0.2847,0.67797,0.5263,0.19944,0.08593,0.27015,0.03027,0.05633,1.007,1.2968,0.36035,0.9412,0.9716,0.1013,0.36035,0.9412,0.1013,0.36035,0.9412,0.9716,0.1013,0.66963,0.5199,0.19765,0.08283,0.29986,0.05633
A42063,0.1386,0.2847,0.63277,0.48979,0.20242,0.07561,0.31327,0.03061,0.05637,0.9355,1.2968,0.50132,1.1888,0.9716,0.1013,0.50132,1.1888,0.1013,0.50132,1.1888,0.9716,0.1013,0.62109,0.48252,0.21382,0.07848,0.34309,0.06365
A42065,0.13276,0.2847,0.61024,0.47292,0.21435,0.07137,0.20511,0.03061,0.05632,0.8522,1.2968,0.50103,1.1143,0.9716,0.1013,0.50103,1.1143,0.1013,0.50103,1.1143,0.9716,0.1013,0.64766,0.49948,0.2388,0.06254,0.2137,0.0622
A42067,0.12776,0.2847,0.72434,0.55453,0.20222,0.44408,0.34846,0.03039,0.05562,1.3074,1.2968,0.32583,1.0389,0.9716,0.1013,0.32583,1.0389,0.1013,0.32583,1.0389,0.9716,0.1013,0.64076,0.48973,0.20075,0.43331,0.316,0.05563
A42069,0.13497,0.2847,0.65032,0.4984,0.18139,0.07809,0.16727,0.03057,0.05574,0.8944,1.2968,0.38623,1.1278,0.9716,0.1013,0.38623,1.1278,0.1013,0.38623,1.1278,0.9716,0.1013,0.64432,0.49403,0.17974,0.07663,0.17526,0.05574
A42071,0.16052,0.2847,0.83081,0.64875,0.22281,0.12425,0.48726,0.02937,0.06833,2.5747,1.2968,0.29884,1.4671,0.9716,0.1013,0.29884,1.4671,0.1013,0.29884,1.4671,0.9716,0.1013,0.65763,0.5067,0.22136,0.10304,0.47386,0.00109
A42075,0.14472,0.2847,0.76572,0.59762,0.24638,0.12016,0.40162,0.02665,0.09831,2.1042,1.2968,0.30955,1.4054,0.9716,0.1013,0.30955,1.4054,0.1013,0.30955,1.4054,0.9716,0.1013,0.6849,0.52044,0.2442,0.11041,0.38701,0.00213
A42079,0.13171,0.2847,0.63009,0.48637,0.19511,0.0786,0.19111,0.0304,0.05567,0.9107,1.2968,0.39497,1.1436,0.9716,0.1013,0.39497,1.1436,0.1013,0.39497,1.1436,0.9716,0.1013,0.62128,0.47992,0.1933,0.07655,0.22382,0.05567
A42081,0.12759,0.2847,0.62674,0.48418,0.20296,0.07791,0.24055,0.03062,0.05629,0.9747,1.2968,0.47089,1.0033,0.9716,0.1013,0.47089,1.0033,0.1013,0.47089,1.0033,0.9716,0.1013,0.613,0.47388,0.20149,0.07539,0.2552,0.05629
A42083,0.13064,0.2847,0.61585,0.4851,0.20468,0.07378,0.17675,0.03041,0.05635,0.7422,1.2968,0.56885,1.2706,0.9716,0.1013,0.56885,1.2706,0.1013,0.56885,1.2706,0.9716,0.1013,0.59367,0.49781,0.20475,0.07192,0.19697,0.05635
A42087,0.13077,0.2847,0.68147,0.52836,0.2046,0.27407,0.59529,0.03058,0.05623,1.34,1.2968,0.41514,1.0516,0.9716,0.1013,0.41514,1.0516,0.1013,0.41514,1.0516,0.9716,0.1013,0.6706,0.51987,0.20324,0.26742,0.64546,0.05623
A42093,0.12852,0.2847,0.59289,0.48629,0.2419,0.10713,0.51773,0.03047,0.05643,1.0982,1.2968,0.36351,1.0365,0.9716,0.1013,0.36351,1.0365,0.1013,0.36351,1.0365,0.9716,0.1013,0.57629,0.47298,0.23938,0.10507,0.61464,0.05644
A42097,0.13128,0.2847,0.65897,0.51211,0.27356,0.0921,0.20688,0.02911,0.05612,1.1004,1.2968,0.35247,1.0986,0.9716,0.1013,0.35247,1.0986,0.1013,0.35247,1.0986,0.9716,0.1013,0.63188,0.49092,0.27115,0.08979,0.19392,0.05612
A42099,0.13228,0.2847,0.67017,0.5246,0.20577,0.22113,0.30485,0.03045,0.05629,1.1232,1.2968,0.40722,1.1082,0.9716,0.1013,0.40722,1.1082,0.1013,0.40722,1.1082,0.9716,0.1013,0.63146,0.49444,0.20403,0.2135,0.29528,0.05629
A42105,0.1266,0.2847,0.63378,0.49071,0.22258,0.07737,0.23968,0.03046,0.0564,0.8447,1.2968,0.44446,1.0468,0.9716,0.1013,0.44446,1.0468,0.1013,0.44446,1.0468,0.9716,0.1013,0.62661,0.45688,0.2215,0.0762,0.25264,0.05649
A42107,0.13438,0.2847,0.69388,0.53523,0.19659,0.15351,0.2513,0.03043,0.05621,1.098,1.2968,0.46634,1.264,0.9716,0.1013,0.46634,1.264,0.1013,0.46634,1.264,0.9716,0.1013,0.64598,0.4986,0.19567,0.14481,0.29205,0.05626
A42109,0.12948,0.2847,0.74925,0.57851,0.1953,0.37416,0.5783,0.03052,0.05616,1.3412,1.2968,0.38864,1.1155,0.9716,0.1013,0.38864,1.1155,0.1013,0.38864,1.1155,0.9716,0.1013,0.66159,0.51009,0.19365,0.35917,0.50917,0.05609
A42111,0.14001,0.2847,0.64728,0.50177,0.21956,0.07333,0.29045,0.03059,0.0562,1.0502,1.2968,0.43383,1.1104,0.9716,0.1013,0.43383,1.1104,0.1013,0.43383,1.1104,0.9716,0.1013,0.69874,0.53871,0.26114,0.07044,0.31133,0.06963
A42113,0.13577,0.2847,0.63875,0.49223,0.21129,0.07702,0.24645,0.03055,0.05631,0.9419,1.2968,0.54228,1.1627,0.9716,0.1013,0.54228,1.1627,0.1013,0.54228,1.1627,0.9716,0.1013,0.62982,0.48502,0.21012,0.07533,0.32438,0.05631
A42115,0.13339,0.2847,0.64573,0.49728,0.21398,0.08563,0.23939,0.03048,0.05639,0.8391,1.2968,0.48514,1.1404,0.9716,0.1013,0.48514,1.1404,0.1013,0.48514,1.1404,0.9716,0.1013,0.63578,0.49016,0.21252,0.08421,0.26948,0.05639
A42117,0.12405,0.2847,0.62911,0.48773,0.20739,0.07193,0.22578,0.03058,0.05599,0.8273,1.2968,0.33562,0.8429,0.9716,0.1013,0.33562,0.8429,0.1013,0.33562,0.8429,0.9716,0.1013,0.61492,0.47692,0.20477,0.07045,0.24552,0.05594
A42119,0.13678,0.2847,0.67929,0.52565,0.24219,0.32619,0.86827,0.03056,0.05635,1.6501,1.2968,0.55125,1.1857,0.9716,0.1013,0.55125,1.1857,0.1013,0.55125,1.1857,0.9716,0.1013,0.64711,0.5006,0.23973,0.31097,0.82757,0.05635
A42127,0.13184,0.2847,0.63967,0.49526,0.21933,0.07363,0.21076,0.03036,0.05641,0.8849,1.2968,0.59126,1.2696,0.9716,0.1013,0.59126,1.2696,0.1013,0.59126,1.2696,0.9716,0.1013,0.63435,0.48907,0.21778,0.07231,0.23442,0.05641
A42131,0.11839,0.2847,0.6191,0.48044,0.18903,0.07504,0.19298,0.03027,0.05523,0.8417,1.2968,0.30226,0.8987,0.9716,0.1013,0.30226,0.8987,0.1013,0.30226,0.8987,0.9716,0.1013,0.60859,0.47248,0.18746,0.07365,0.20876,0.05523
A42133,0.14155,0.2847,0.65167,0.46663,0.22466,0.1071,0.21909,0.03023,0.05603,1.1085,1.2968,0.2947,1.195,0.9716,0.1013,0.2947,1.195,0.1013,0.2947,1.195,0.9716,0.1013,0.6392,0.45767,0.22225,0.1051,0.2136,0.05603
A51001,0.12091,0.2847,0.61542,0.46913,0.20532,0.84077,0.26103,0.03065,0.09897,0.7488,1.2968,0.46082,1.0287,0.9716,0.1013,0.46082,1.0287,0.1013,0.46082,1.0287,0.9716,0.1013,0.56324,0.43064,0.19846,0.72604,0.20855,0.02197
A51003,0.11796,0.2847,0.559,0.4289,0.19974,0.08513,0.12244,0.02903,0.05608,0.6617,1.2968,0.27194,0.9756,0.9716,0.1013,0.27194,0.9756,0.1013,0.27194,0.9756,0.9716,0.1013,0.6982,0.51974,0.19846,0.18706,0.15109,0.05619
A51005,0.10385,0.2847,0.65994,0.5047,0.18886,0.06602,0.1055,0.02909,0.05623,0.5663,1.2968,0.27399,0.701,0.9716,0.1013,0.27399,0.701,0.1013,0.27399,0.701,0.9716,0.1013,0.98994,0.74235,0.21993,0.09231,0.10198,0.06094
A51007,0.13953,0.2847,0.70035,0.53062,0.18715,1.69058,0.23666,0.03036,0.05626,0.8342,1.2968,0.25206,0.9523,0.9716,0.1013,0.25206,0.9523,0.1013,0.25206,0.9523,0.9716,0.1013,0.76894,0.57687,0.18769,1.76158,0.24389,0.05658
A51009,0.11042,0.2847,0.59162,0.45908,0.1828,0.08483,0.11845,0.02557,0.054,0.6447,1.2968,0.26917,0.8366,0.9716,0.1013,0.26917,0.8366,0.1013,0.26917,0.8366,0.9716,0.1013,0.65138,0.49498,0.17764,0.08697,0.11767,0.0545
A51011,0.11572,0.2847,0.38699,0.32484,0.19174,0.10531,0.13384,0.02988,0.05624,0.6939,1.2968,0.27726,0.9241,0.9716,0.1013,0.27726,0.9241,0.1013,0.27726,0.9241,0.9716,0.1013,1.54203,1.16477,0.19056,0.76237,0.18127,0.05657
