TABLE->,HT-BED-FLAGS,HT-BED-FLAGS,HT-BED-FLAGS,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,HEAT-INIT,HEAT-INIT
OD3_8520_8621,0,na,na,349,-118,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7670_7840,0,na,na,595,-111,0.2,10.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR1_7700_7980,0,na,na,530,31,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8710_8470,0,na,na,351,-116,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD5_8940_8780,0,na,na,494,-84,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD2_8560_8630,0,na,na,840,-494,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7610_7780,0,na,na,920,16,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD5_8890_8770,0,na,na,449,-85,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8850_8931,0,na,na,1079,-255,0.3,12.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7840_7970,0,na,na,418,-288,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_7980_8200,0,na,na,395,-104,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8630_8720,0,na,na,766,-168,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD1_9270_9110,0,na,na,776,-184,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7650_8070,0,na,na,805,-99,0.2,12.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7780_7890,0,na,na,556,-150,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR1_8320_8271,0,na,na,1200,103,0.1,13.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8720_8900,0,na,na,607,-327,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD1_8910_8930,0,na,na,1364,30,0.1,14.37500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8930_8931,0,na,na,853,-481,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_8070_8120,0,na,na,592,-312,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_8460_8271,0,na,na,958,-140,0.2,11.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR1_8280_8020,0,na,na,2001,-26,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD2_8840_9020,0,na,na,1878,-562,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_9020_9110,0,na,na,761,-199,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_8020_8130,0,na,na,1286,-741,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_8130_7900,0,na,na,1130,-499,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR2_7900_7740,0,na,na,992,-637,0.2,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD3_8931_9140,0,na,na,671,-44,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD4_9110_9140,0,na,na,582,-377,0.4,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD4_9140_8990,0,na,na,556,-159,0.4,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR3_7740_8271,0,na,na,884,-559,0.3,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR4_8271_8120,0,na,na,567,-530,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR4_8120_7890,0,na,na,549,-164,0.4,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_7890_7970,0,na,na,454,-252,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD4_8990_8900,0,na,na,538,-177,0.4,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD5_8900_8770,0,na,na,467,-247,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD5_8770_8780,0,na,na,403,-174,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD5_8780_8660,0,na,na,372,-95,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_7970_8200,0,na,na,369,-98,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD6_8660_8621,0,na,na,336,-131,0.6,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OD6_8621_8470,0,na,na,323,-144,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_8200_8370,0,na,na,356,-111,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_8370_8410,0,na,na,348,-119,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR5_8410_8470,0,na,na,333,-134,0.5,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
OR7_8470_8490,0,na,na,300,-65,0.85,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_8030_8051,0,na,na,1535,-923,0.1,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_7880_8050,0,na,na,2239,-567,0.1,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR2_8210_8180,0,na,na,1968,-732,0.2,11.50000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_8420_8430,0,na,na,2278,-309,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_8290_8170,0,na,na,2048,-651,0.3,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8180_8051,0,na,na,1558,-1034,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_8690_8500,0,na,na,2321,-222,0.3,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_8430_7820,0,na,na,1806,-221,0.3,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8170_7960,0,na,na,1583,-1010,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_8740_8500,0,na,na,2347,-196,0.3,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR2_8600_8700,0,na,na,2204,-234,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_8820_8760,0,na,na,2449,10,0.1,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR5_8700_8640,0,na,na,1907,-531,0.5,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_8960_8870,0,na,na,2537,-90,0.1,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_9150_9050,0,na,na,2606,-158,0.1,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR1_9030_9080,0,na,na,3000,-558,0.1,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR2_9250_9170,0,na,na,3029,-363,0.2,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_9310_9240,0,na,na,2857,-731,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_9190_9170,0,na,na,3026,-366,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_9170_9130,0,na,na,2583,-340,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR3_9240_9130,0,na,na,2603,-321,0.3,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR4_9130_9080,0,na,na,2506,-1051,0.4,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR5_9080_9050,0,na,na,2371,-256,0.5,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR5_9050_8870,0,na,na,2240,-387,0.5,12.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR5_8870_8760,0,na,na,2071,-471,0.5,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR5_8760_8640,0,na,na,1899,-539,0.5,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8640_8500,0,na,na,1865,-323,0.6,11.78125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8500_7820,0,na,na,1735,-453,0.85,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_7820_7960,0,na,na,1656,-371,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_7960_8050,0,na,na,1568,-311,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8050_8051,0,na,na,1538,-341,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
NR6_8051_8000,0,na,na,1507,-372,0.6,11.75000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YM1_6370_6620,0,na,na,118,-53,0.1,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YM2_6120_6430,0,na,na,235,-55,0.2,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YM3_6430_6620,0,na,na,75,-96,0.3,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YM4_6620_0001,0,na,na,25,-86,0.4,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_3800_3801,0,na,na,2306,-157,0.1,10.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_3950_3952,0,na,na,1999,-464,0.1,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_4240_3951,0,na,na,2112,-351,0.85,6.250000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_4530_4532,0,na,na,2444,-20,0.1,10.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_4531_4532,0,na,na,2509,-146,0.1,10.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_4532_3951,0,na,na,2237,-226,0.1,10.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
GY0_3951_3952,0,na,na,1789,-674,0.1,10.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU0_4090_4270,0,na,na,310,-142,0.1,12.34375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU0_4130_4070,0,na,na,435,-18,0.1,11.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU0_4091_4270,0,na,na,331,-121,0.1,12.34375,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU2_4270_4650,0,na,na,98,12,0.2,12.71875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU2_4070_4330,0,na,na,200,-252,0.85,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU2_4330_4480,0,na,na,154,-251,0.85,9.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU2_4480_4650,0,na,na,89,-60,0.2,12.71875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU3_4650_0001,0,na,na,25,-123,0.3,12.71875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP1_6570_6680,0,na,na,212,-158,0.1,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP3_6470_6690,0,na,na,298,-71,0.3,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP2_6390_6330,0,na,na,216,-153,0.85,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP1_6680_6670,0,na,na,80,-114,0.1,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP3_6690_6720,0,na,na,85,-109,0.3,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP3_6330_6700,0,na,na,146,-144,0.3,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP3_6700_6670,0,na,na,69,-125,0.3,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP3_6670_6720,0,na,na,62,-110,0.3,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP4_6720_6750,0,na,na,51,-143,0.4,13.00000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
YP4_6750_0001,0,na,na,25,-169,0.4,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA1_7600_7570,0,na,na,256,-135,0.1,13.71875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA2_7410_7470,0,na,na,313,1,0.2,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA2_7570_7480,0,na,na,175,-137,0.2,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA1_7640_7280,0,na,na,384,-99,0.1,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA2_7550_7280,0,na,na,472,-11,0.2,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA4_7280_7340,0,na,na,254,-98,0.4,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA4_7340_7470,0,na,na,203,-7,0.4,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA4_7470_7480,0,na,na,184,-27,0.4,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
JA5_7480_0001,0,na,na,25,-208,0.85,11.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_5220_5640,0,na,na,625,140,0.2,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_5940_6200,0,na,na,1432,881,0.2,14.46875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_5500_5610,0,na,na,1176,549,0.2,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_5810_5610,0,na,na,979,352,0.2,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_6090_6220,0,na,na,1478,-383,0.2,14.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU3_5610_5640,0,na,na,295,-97,0.3,12.25000,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU4_5640_6030,0,na,na,189,-203,0.4,12.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_6200_6170,0,na,na,285,-266,0.2,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU2_6220_6170,0,na,na,361,-67,0.2,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU3_6170_6040,0,na,na,272,-155,0.3,12.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU4_6040_6030,0,na,na,184,-244,0.4,12.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
RU5_6030_0001,0,na,na,25,-265,0.5,12.87500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_1630_1610,0,na,na,804,-171,0.1,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_1550_1620,0,na,na,1075,-21,0.2,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_1200_1310,0,na,na,987,469,0.2,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_1480_1500,0,na,na,1109,590,0.1,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_1210_1310,0,na,na,1294,319,0.2,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0670_0810,0,na,na,1742,800,0.2,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_1290_1500,0,na,na,892,374,0.2,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_1310_1280,0,na,na,590,-385,0.3,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_1280_1590,0,na,na,502,-473,0.3,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_1500_1420,0,na,na,553,34,0.3,13.62500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_1020_0980,0,na,na,1237,672,0.2,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0810_0970,0,na,na,1235,330,0.3,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU1_0660_0710,0,na,na,1074,133,0.1,15.03125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0990_0950,0,na,na,1378,-589,0.2,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0970_1120,0,na,na,717,-189,0.3,13.81250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0780_0710,0,na,na,1222,280,0.2,15.03125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0760_0960,0,na,na,945,3,0.2,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU2_0700_0860,0,na,na,1040,98,0.2,13.12500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
SU3_0710_0910,0,na,na,707,-235,0.3,15.03125,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
