TABLE->,SLD-PARM1,SLD-PARM1,SLD-PARM1,SLD-PARM2,SLD-PARM2,SLD-PARM2,SLD-PARM2,SLD-STOR
A51085,0,0,0,2108.870,2,0.1,0.07675,1
A51087,0,0,0,0.304458,2,0.1,0.07675,1
A51089,0,0,0,2.5,2,0.1,0.07675,1
A51091,0,0,0,98835.94,2,0.1,0.07675,1
A51093,0,0,0,0.054375,2,0.1,0.07675,1
A51095,0,0,0,0.651683,2,0.1,0.07675,1
A51097,0,0,0,0.532E+08,2,0.1,0.07675,1
A51099,0,0,0,5.779231,2,0.1,0.07675,1
A51101,0,0,0,0.544561,2,0.1,0.07675,1
A51103,0,0,0,0.150702,2,0.1,0.07675,1
A51105,0,0,0,2.5,2,0.1,0.07675,1
A51107,0,0,0,0.899732,2,0.1,0.07675,1
A51109,0,0,0,0.222031,2,0.1,0.07675,1
A51111,0,0,0,2.5,2,0.1,0.07675,1
A51113,0,0,0,3.864005,2,0.1,0.07675,1
A51115,0,0,0,0.066339,2,0.1,0.07675,1
A51117,0,0,0,2.5,2,0.1,0.07675,1
A51119,0,0,0,0.080688,2,0.1,0.07675,1
A51121,0,0,0,1039809.,2,0.1,0.07675,1
A51125,0,0,0,45.78271,2,0.1,0.07675,1
A51127,0,0,0,47.76258,2,0.1,0.07675,1
A51131,0,0,0,59.10518,2,0.1,0.07675,1
A51133,0,0,0,2.090277,2,0.1,0.07675,1
A51135,0,0,0,0.638827,2,0.1,0.07675,1
A51137,0,0,0,5.444387,2,0.1,0.07675,1
A51139,0,0,0,1.431406,2,0.1,0.07675,1
A51141,0,0,0,2.5,2,0.1,0.07675,1
A51143,0,0,0,2.5,2,0.1,0.07675,1
A51145,0,0,0,0.262513,2,0.1,0.07675,1
A51147,0,0,0,1.088307,2,0.1,0.07675,1
A51149,0,0,0,0.814512,2,0.1,0.07675,1
A51153,0,0,0,0.492475,2,0.1,0.07675,1
A51155,0,0,0,2.5,2,0.1,0.07675,1
A51157,0,0,0,0.959030,2,0.1,0.07675,1
A51159,0,0,0,1983.840,2,0.1,0.07675,1
A51161,0,0,0,874.0017,2,0.1,0.07675,1
A51163,0,0,0,0.327E+08,2,0.1,0.07675,1
A51165,0,0,0,2305.817,2,0.1,0.07675,1
A51167,0,0,0,2.5,2,0.1,0.07675,1
A51169,0,0,0,2.5,2,0.1,0.07675,1
A51171,0,0,0,812.8248,2,0.1,0.07675,1
A51173,0,0,0,2.5,2,0.1,0.07675,1
A51175,0,0,0,2.5,2,0.1,0.07675,1
A51177,0,0,0,0.924363,2,0.1,0.07675,1
A51179,0,0,0,3.482267,2,0.1,0.07675,1
A51181,0,0,0,0.253069,2,0.1,0.07675,1
A51183,0,0,0,2.5,2,0.1,0.07675,1
A51185,0,0,0,2.5,2,0.1,0.07675,1
A51187,0,0,0,2.437099,2,0.1,0.07675,1
A51191,0,0,0,2.5,2,0.1,0.07675,1
A51193,0,0,0,17.20349,2,0.1,0.07675,1
A51195,0,0,0,2.5,2,0.1,0.07675,1
A51197,0,0,0,2.5,2,0.1,0.07675,1
A51199,0,0,0,51.25819,2,0.1,0.07675,1
A51510,0,0,0,68.65172,2,0.1,0.07675,1
A51515,0,0,0,2.5,2,0.1,0.07675,1
A51520,0,0,0,2.5,2,0.1,0.07675,1
A51530,0,0,0,50.28553,2,0.1,0.07675,1
A51540,0,0,0,48.18166,2,0.1,0.07675,1
A51550,0,0,0,0.022845,2,0.1,0.07675,1
A51570,0,0,0,0.018772,2,0.1,0.07675,1
A51580,0,0,0,0.016716,2,0.1,0.07675,1
A51590,0,0,0,2.5,2,0.1,0.07675,1
A51595,0,0,0,2.5,2,0.1,0.07675,1
A51600,0,0,0,0.022460,2,0.1,0.07675,1
A51610,0,0,0,0.022810,2,0.1,0.07675,1
A51620,0,0,0,2.5,2,0.1,0.07675,1
A51630,0,0,0,0.014363,2,0.1,0.07675,1
A51640,0,0,0,2.5,2,0.1,0.07675,1
A51650,0,0,0,0.019669,2,0.1,0.07675,1
A51660,0,0,0,0.018684,2,0.1,0.07675,1
A51670,0,0,0,0.019036,2,0.1,0.07675,1
A51678,0,0,0,0.012916,2,0.1,0.07675,1
A51680,0,0,0,0.020248,2,0.1,0.07675,1
A51683,0,0,0,0.021062,2,0.1,0.07675,1
A51685,0,0,0,0.022230,2,0.1,0.07675,1
A51690,0,0,0,2.5,2,0.1,0.07675,1
A51700,0,0,0,0.023422,2,0.1,0.07675,1
A51710,0,0,0,0.019181,2,0.1,0.07675,1
A51720,0,0,0,2.5,2,0.1,0.07675,1
A51730,0,0,0,0.017088,2,0.1,0.07675,1
A51735,0,0,0,0.020135,2,0.1,0.07675,1
A51740,0,0,0,0.018400,2,0.1,0.07675,1
A51750,0,0,0,2.5,2,0.1,0.07675,1
A51760,0,0,0,0.023151,2,0.1,0.07675,1
A51770,0,0,0,2.5,2,0.1,0.07675,1
A51775,0,0,0,2.5,2,0.1,0.07675,1
A51790,0,0,0,0.014388,2,0.1,0.07675,1
A51800,0,0,0,0.064804,2,0.1,0.07675,1
A51810,0,0,0,0.088572,2,0.1,0.07675,1
A51820,0,0,0,0.046517,2,0.1,0.07675,1
A51830,0,0,0,0.073419,2,0.1,0.07675,1
A51840,0,0,0,0.062531,2,0.1,0.07675,1
A54003,0,0,0,0.421601,2,0.1,0.07675,1
A54023,0,0,0,402.9594,2,0.1,0.07675,1
A54027,0,0,0,10.17564,2,0.1,0.07675,1
A54031,0,0,0,18.68903,2,0.1,0.07675,1
A54037,0,0,0,0.354539,2,0.1,0.07675,1
A54057,0,0,0,13.27813,2,0.1,0.07675,1
A54063,0,0,0,312916.7,2,0.1,0.07675,1
A54065,0,0,0,3.969067,2,0.1,0.07675,1
A54071,0,0,0,9.438275,2,0.1,0.07675,1
A54077,0,0,0,5.223565,2,0.1,0.07675,1
A54093,0,0,0,62.71784,2,0.1,0.07675,1
B24001,0,0,0,0.205817,2,0.1,0.07675,1
B24021,0,0,0,4.422657,2,0.1,0.07675,1
B37005,0,0,0,2.5,2,0.1,0.07675,1
B37009,0,0,0,2.5,2,0.1,0.07675,1
B42001,0,0,0,0.163867,2,0.1,0.07675,1
B42009,0,0,0,2.149000,2,0.1,0.07675,1
B42015,0,0,0,0.244680,2,0.1,0.07675,1
B42027,0,0,0,3.560232,2,0.1,0.07675,1
B42035,0,0,0,0.754658,2,0.1,0.07675,1
B42041,0,0,0,2.5,2,0.1,0.07675,1
B42043,0,0,0,0.394725,2,0.1,0.07675,1
B42055,0,0,0,1.557054,2,0.1,0.07675,1
B42079,0,0,0,0.180195,2,0.1,0.07675,1
B42081,0,0,0,0.505431,2,0.1,0.07675,1
B42119,0,0,0,0.072256,2,0.1,0.07675,1
B42131,0,0,0,0.193246,2,0.1,0.07675,1
B51003,0,0,0,233.9843,2,0.1,0.07675,1
B51009,0,0,0,1004.238,2,0.1,0.07675,1
B51015,0,0,0,2080.815,2,0.1,0.07675,1
B51017,0,0,0,4.296151,2,0.1,0.07675,1
B51019,0,0,0,20829.79,2,0.1,0.07675,1
B51023,0,0,0,642372.6,2,0.1,0.07675,1
B51035,0,0,0,2.5,2,0.1,0.07675,1
B51061,0,0,0,0.616695,2,0.1,0.07675,1
B51067,0,0,0,2.5,2,0.1,0.07675,1
B51071,0,0,0,2.5,2,0.1,0.07675,1
B51077,0,0,0,2.5,2,0.1,0.07675,1
B51079,0,0,0,2.052490,2,0.1,0.07675,1
B51091,0,0,0,78896.07,2,0.1,0.07675,1
B51105,0,0,0,2.5,2,0.1,0.07675,1
B51113,0,0,0,4.161401,2,0.1,0.07675,1
B51125,0,0,0,48.23133,2,0.1,0.07675,1
B51139,0,0,0,1.355403,2,0.1,0.07675,1
B51141,0,0,0,2.5,2,0.1,0.07675,1
B51157,0,0,0,0.981113,2,0.1,0.07675,1
B51161,0,0,0,2.5,2,0.1,0.07675,1
B51163,0,0,0,0.241E+08,2,0.1,0.07675,1
B51165,0,0,0,2821.980,2,0.1,0.07675,1
B51167,0,0,0,2.5,2,0.1,0.07675,1
B51169,0,0,0,2.5,2,0.1,0.07675,1
B51171,0,0,0,783.5239,2,0.1,0.07675,1
B51173,0,0,0,2.5,2,0.1,0.07675,1
B51185,0,0,0,2.5,2,0.1,0.07675,1
B51187,0,0,0,2.431098,2,0.1,0.07675,1
B51191,0,0,0,2.5,2,0.1,0.07675,1
B51195,0,0,0,2.5,2,0.1,0.07675,1
B51197,0,0,0,2.5,2,0.1,0.07675,1
B54023,0,0,0,339.8799,2,0.1,0.07675,1
B54031,0,0,0,17.25235,2,0.1,0.07675,1
B54057,0,0,0,11.59228,2,0.1,0.07675,1
B54071,0,0,0,8.212990,2,0.1,0.07675,1
C42009,0,0,0,2.093221,2,0.1,0.07675,1
C51015,0,0,0,2692.711,2,0.1,0.07675,1
C51071,0,0,0,2.5,2,0.1,0.07675,1
C51165,0,0,0,1595.511,2,0.1,0.07675,1
F10005,0,0,0,0.036192,2,0.1,0.07675,1
F11001,0,0,0,0.031434,2,0.1,0.07675,1
F24001,0,0,0,0.237931,2,0.1,0.07675,1
F24003,0,0,0,0.602923,2,0.1,0.07675,1
F24005,0,0,0,3.310999,2,0.1,0.07675,1
F24009,0,0,0,1.607600,2,0.1,0.07675,1
F24013,0,0,0,1.303838,2,0.1,0.07675,1
F24015,0,0,0,0.539527,2,0.1,0.07675,1
F24017,0,0,0,0.469403,2,0.1,0.07675,1
F24019,0,0,0,0.117755,2,0.1,0.07675,1
F24021,0,0,0,4.377908,2,0.1,0.07675,1
F24023,0,0,0,0.637280,2,0.1,0.07675,1
F24025,0,0,0,0.432234,2,0.1,0.07675,1
F24027,0,0,0,810.9103,2,0.1,0.07675,1
F24029,0,0,0,2.646873,2,0.1,0.07675,1
F24031,0,0,0,3.733854,2,0.1,0.07675,1
F24033,0,0,0,394.2477,2,0.1,0.07675,1
F24035,0,0,0,0.218769,2,0.1,0.07675,1
F24037,0,0,0,0.322459,2,0.1,0.07675,1
F24039,0,0,0,0.033683,2,0.1,0.07675,1
F24041,0,0,0,0.038456,2,0.1,0.07675,1
F24043,0,0,0,3.562299,2,0.1,0.07675,1
F24045,0,0,0,0.130136,2,0.1,0.07675,1
F24510,0,0,0,0.341823,2,0.1,0.07675,1
F36003,0,0,0,1.957041,2,0.1,0.07675,1
F36007,0,0,0,0.362632,2,0.1,0.07675,1
F36015,0,0,0,1.036364,2,0.1,0.07675,1
F36025,0,0,0,0.415586,2,0.1,0.07675,1
F36101,0,0,0,0.640743,2,0.1,0.07675,1
F42001,0,0,0,0.148876,2,0.1,0.07675,1
F42009,0,0,0,2.085736,2,0.1,0.07675,1
F42011,0,0,0,0.778589,2,0.1,0.07675,1
F42013,0,0,0,0.293681,2,0.1,0.07675,1
F42021,0,0,0,0.242954,2,0.1,0.07675,1
F42027,0,0,0,3.821029,2,0.1,0.07675,1
F42033,0,0,0,21161.60,2,0.1,0.07675,1
F42035,0,0,0,0.736111,2,0.1,0.07675,1
F42041,0,0,0,2.880649,2,0.1,0.07675,1
F42043,0,0,0,0.389742,2,0.1,0.07675,1
F42055,0,0,0,1.198551,2,0.1,0.07675,1
F42061,0,0,0,0.878825,2,0.1,0.07675,1
F42069,0,0,0,0.869653,2,0.1,0.07675,1
F42071,0,0,0,8.212840,2,0.1,0.07675,1
F42075,0,0,0,0.509950,2,0.1,0.07675,1
F42079,0,0,0,0.161630,2,0.1,0.07675,1
F42081,0,0,0,0.385022,2,0.1,0.07675,1
F42087,0,0,0,0.336391,2,0.1,0.07675,1
F42097,0,0,0,0.930622,2,0.1,0.07675,1
F42107,0,0,0,0.492715,2,0.1,0.07675,1
F42115,0,0,0,0.164302,2,0.1,0.07675,1
F42117,0,0,0,1.049152,2,0.1,0.07675,1
F42119,0,0,0,0.088187,2,0.1,0.07675,1
F42133,0,0,0,0.388504,2,0.1,0.07675,1
F51001,0,0,0,0.034537,2,0.1,0.07675,1
F51003,0,0,0,268.8565,2,0.1,0.07675,1
F51005,0,0,0,5.660267,2,0.1,0.07675,1
F51009,0,0,0,1167.626,2,0.1,0.07675,1
F51011,0,0,0,9.706133,2,0.1,0.07675,1
F51013,0,0,0,12.70675,2,0.1,0.07675,1
F51015,0,0,0,2430.606,2,0.1,0.07675,1
F51017,0,0,0,5.111745,2,0.1,0.07675,1
F51019,0,0,0,17347.88,2,0.1,0.07675,1
F51023,0,0,0,931346.0,2,0.1,0.07675,1
F51033,0,0,0,0.106680,2,0.1,0.07675,1
F51041,0,0,0,0.291872,2,0.1,0.07675,1
F51043,0,0,0,0.711818,2,0.1,0.07675,1
F51045,0,0,0,19.89613,2,0.1,0.07675,1
F51053,0,0,0,2.020859,2,0.1,0.07675,1
F51057,0,0,0,0.245268,2,0.1,0.07675,1
F51059,0,0,0,3.728344,2,0.1,0.07675,1
F51061,0,0,0,0.839500,2,0.1,0.07675,1
F51069,0,0,0,1.153007,2,0.1,0.07675,1
F51071,0,0,0,0.462714,2,0.1,0.07675,1
F51079,0,0,0,1.718679,2,0.1,0.07675,1
F51085,0,0,0,2103.568,2,0.1,0.07675,1
F51087,0,0,0,0.304412,2,0.1,0.07675,1
F51091,0,0,0,93348.66,2,0.1,0.07675,1
F51095,0,0,0,0.651880,2,0.1,0.07675,1
F51099,0,0,0,5.854575,2,0.1,0.07675,1
F51101,0,0,0,0.542073,2,0.1,0.07675,1
F51107,0,0,0,0.903150,2,0.1,0.07675,1
F51113,0,0,0,3.941593,2,0.1,0.07675,1
F51121,0,0,0,1012274.,2,0.1,0.07675,1
F51125,0,0,0,45.67762,2,0.1,0.07675,1
F51131,0,0,0,55.95901,2,0.1,0.07675,1
F51137,0,0,0,5.449996,2,0.1,0.07675,1
F51139,0,0,0,1.443164,2,0.1,0.07675,1
F51145,0,0,0,0.257777,2,0.1,0.07675,1
F51147,0,0,0,1.049232,2,0.1,0.07675,1
F51149,0,0,0,0.790154,2,0.1,0.07675,1
F51153,0,0,0,0.496089,2,0.1,0.07675,1
F51157,0,0,0,0.967783,2,0.1,0.07675,1
F51159,0,0,0,1937.434,2,0.1,0.07675,1
F51161,0,0,0,867.8535,2,0.1,0.07675,1
F51163,0,0,0,0.321E+08,2,0.1,0.07675,1
F51165,0,0,0,2201.927,2,0.1,0.07675,1
F51171,0,0,0,758.0344,2,0.1,0.07675,1
F51177,0,0,0,0.924548,2,0.1,0.07675,1
F51179,0,0,0,3.484314,2,0.1,0.07675,1
F51181,0,0,0,0.247752,2,0.1,0.07675,1
F51187,0,0,0,2.463039,2,0.1,0.07675,1
F51193,0,0,0,16.50224,2,0.1,0.07675,1
F51199,0,0,0,49.76033,2,0.1,0.07675,1
F51510,0,0,0,90.25198,2,0.1,0.07675,1
F51530,0,0,0,50.75616,2,0.1,0.07675,1
F51540,0,0,0,44.68324,2,0.1,0.07675,1
F51550,0,0,0,0.020302,2,0.1,0.07675,1
F51580,0,0,0,0.016536,2,0.1,0.07675,1
F51630,0,0,0,0.013985,2,0.1,0.07675,1
F51650,0,0,0,0.019524,2,0.1,0.07675,1
F51660,0,0,0,0.018266,2,0.1,0.07675,1
F51670,0,0,0,0.019118,2,0.1,0.07675,1
F51700,0,0,0,0.023340,2,0.1,0.07675,1
F51710,0,0,0,0.019019,2,0.1,0.07675,1
F51730,0,0,0,0.017009,2,0.1,0.07675,1
F51735,0,0,0,0.020458,2,0.1,0.07675,1
F51740,0,0,0,0.018425,2,0.1,0.07675,1
F51760,0,0,0,0.022682,2,0.1,0.07675,1
F51790,0,0,0,0.014020,2,0.1,0.07675,1
F51800,0,0,0,0.063336,2,0.1,0.07675,1
F51810,0,0,0,0.082819,2,0.1,0.07675,1
F51820,0,0,0,0.046505,2,0.1,0.07675,1
F51830,0,0,0,0.073521,2,0.1,0.07675,1
F54003,0,0,0,0.410160,2,0.1,0.07675,1
F54023,0,0,0,392.5448,2,0.1,0.07675,1
F54027,0,0,0,10.13450,2,0.1,0.07675,1
F54031,0,0,0,18.96102,2,0.1,0.07675,1
F54037,0,0,0,0.352388,2,0.1,0.07675,1
F54057,0,0,0,11.86243,2,0.1,0.07675,1
F54063,0,0,0,307214.7,2,0.1,0.07675,1
F54065,0,0,0,3.761642,2,0.1,0.07675,1
F54071,0,0,0,9.122313,2,0.1,0.07675,1
end,,,,,,,,
