riverseg,landseg,aop,soy,gwm,gom,lhy,swm,som,sgg,dbl,sch,scl,oac,ohy,pas,fsp,fnp,nir,nnr,nci,nch,ntg,mir,mnr,mci,mch,mtg,mcn,cir,cnr,cci,cch,ctg,ccn,cmo,cfr,hfr,for,wfp,wto,osp,wat,stb,stf,sho
PM1_3450_3400,N24013,182.810897827,2965.037109375,1651.619384766,2887.356689453,443.122528076,524.969360352,92.641662598,1051.080688477,1333.185913086,62.714977264,655.124206543,1639.619750977,2370.505615234,2526.100830078,9.827339172,14.063063622,10.978172302,103.581893921,5.025882244,19.67688942,158.205566406,610.575836182,974.432574272,245.337237358,579.371643066,4666.654987335,5.048309326,0,0,0,0,0,0,0,0,2.595265627,7419.381397247,74.252792358,143.768738151,2007.497695923,377.95874095,0,0,0
PM1_3711_3710,N24013,29.492832184,133.745727539,74.49571991,130.233139038,71.887207031,23.678520203,4.178560257,47.408531189,60.13684845,2.828857183,29.550413132,73.954315186,384.590240479,407.849945068,0.677857459,0.970023751,4.056805611,3.321545124,0.584044933,0.947565913,9.50628376,86.455444336,205.68856883,71.763049841,111.432914734,1116.413415313,6.340104103,0,0,0,0,0,0,0,0,0.683406055,1945.347629547,57.739244415,13.629904687,228.659025669,38.594139777,0,0,0
PM2_2860_3040,N24013,50.842208862,378.505889893,210.844497681,368.597869873,123.452507019,67.017234802,11.826572418,134.180130005,170.189682007,8.006030083,83.631446838,209.312789917,660.399658203,701.280029297,1.837959886,2.630146742,0,0,0,0,0,40.738063812,61.442710876,22.961088181,31.011857986,571.809936523,0,0,0,0,0,0,0,0,0,0.44164753,1251.94543457,10.283098221,12.639038086,193.41116333,102.938102722,0,0,0
PM2_3400_3340,N24013,5.171291828,65.757240295,36.628383636,64.03364563,12.555477142,11.642384529,2.05454731,23.310094833,29.566795349,1.39085865,14.528973579,36.362258911,67.167030334,71.471481323,0.261237502,0.37383461,0.164192498,0.913332283,0.091384739,0.026654791,0.5429281,6.740430057,13.17963288,3.084598437,3.113413334,63.422283495,0,0,0,0,0,0,0,0,0,0.034671415,98.425453186,4.079632759,6.627359867,62.377766673,15.929752737,0,0,0
PM3_3040_3340,N24013,171.950332642,1604.077636719,893.520996094,1562.051025391,417.661895752,284.006835938,50.118846893,568.631408691,721.250183105,33.928630829,354.420410156,887.029174805,2234.304931641,2374.308105469,6.959051132,9.958500862,3.136033058,24.87305069,0.983724058,1.167233348,15.287503242,269.287986755,433.49553442,86.459527969,179.741044084,2357.975055695,5.440321445,0,0,0,0,0,0,0,0,1.544160485,4386.976614952,173.500387579,252.543312665,911.290142059,313.811202288,0,0,0
SL0_2831_2830,N24013,0.826390088,7.123473167,3.968033552,6.936903477,2.007090092,1.261250496,0.222574353,2.525233746,3.202986956,0.150670275,1.573941946,3.939195395,10.736929893,11.406627655,0.023769662,0.034014728,0,0.018216213,0.002480468,0.012685473,0.316819221,1.409443021,5.346727211,1.817378281,1.652908683,41.228642916,0,0,0,0,0,0,0,0,0,0.010101672,28.623353958,0,1.564931154,8.618137423,0.046069514,0,0,0
SL3_2460_2430,N24013,12.208045006,227.790618896,126.88772583,221.824783325,29.554944992,40.331436157,7.117309093,80.750595093,102.422729492,4.81813097,50.330440521,125.965873718,158.104110718,168.654174805,0.696352482,0.996490359,0.126836479,0.110546947,0.00947763,0.037392821,0.732547522,31.248848915,47.274434939,29.223888226,20.166202545,395.080602884,0,0,0,0,0,0,0,0,0,0.465932727,1319.63964057,0,9.445064545,106.400133818,16.170759201,0,0,0
WM0_3881_3880,N24013,273.391021729,4212.682617188,2346.540283203,4102.214355469,663.680541992,745.850524902,131.620666504,1493.325073242,1894.17199707,89.103691101,930.78326416,2329.489990234,3550.481933594,3781.996582031,12.778423309,18.28610611,25.191306353,100.833469868,14.407651715,40.816999257,243.612364769,1728.588935045,4081.465662521,755.174414349,2408.028854389,14396.912914515,38.549316406,0,0,0,0,0,0,0,0,10.046916962,28937.573175669,1049.207187176,408.677261353,3957.376465537,2618.618283272,0,0,0
WM1_3882_3880,N24013,125.729721069,1620.505493164,902.644470215,1578.00012207,305.519714355,286.906494141,50.630554199,574.437866211,728.636962891,34.275691986,358.046386719,896.085449219,1634.447265625,1739.22253418,5.323412895,7.617880344,26.743902206,53.907730103,15.898346901,64.054069519,482.18737793,846.959471464,1710.817689896,324.124179363,1038.14370729,7685.973056793,11.984233856,0,0,0,0,0,0,0,0,4.041371822,11758.390739441,447.953525305,413.865359306,2446.703540802,626.7250247,0,0,0
WM3_3880_4060,N24013,0.33991915,2.969488144,1.653874278,2.891298056,0.829794049,0.525687635,0.092772521,1.052410364,1.335098624,0.062815361,0.656093419,1.64185524,4.439368725,4.715072155,0.010523093,0.015058695,2.975303888,0.116804145,1.396536827,0.120765723,1.24565196,0.588399589,4.135259151,2.561320782,0.955703735,9.857715607,0,0,0,0,0,0,0,0,0,0.164424464,465.267028809,2.892956972,0,6.539259434,14.74674511,0,0,0
WU0_3021_3020,N24013,71.388130188,1336.11706543,744.272949219,1301.12890625,173.084854126,236.562347412,41.746299744,473.654571533,600.766723633,28.260124207,295.210876465,738.844238281,925.915344238,987.64440918,3.811450243,5.454239845,4.481471062,23.515039444,2.402601242,2.550564289,22.121528625,283.174385071,633.755478859,218.157384634,387.865539551,3364.220601082,7.122424603,0,0,0,0,0,0,0,0,2.376175642,6732.711669445,201.906939482,57.384333562,920.401710272,163.312850252,0,0,0
WU1_3350_3490,N24013,0.7342906,36.48797226,20.322250366,35.527236938,1.788483977,6.459405422,1.139890432,12.931354523,16.405292511,0.771769106,8.061998367,20.174467087,9.568344116,10.321753502,0.073047675,0.104532272,0.114098124,2.400416374,0.05323771,1.341563821,2.795381308,35.460122108,76.119688332,8.546855211,52.536323547,109.601020694,0,0,0,0,0,0,0,0,0,0.017588707,49.932197273,0,0.368537396,29.318339467,5.421527863,0,0,0
DE0_2710_0000,N24015,17.71219635,160.673629761,71.866378784,122.054351807,61.97315979,16.344064713,2.884246826,29.232658386,102.272994995,3.405395269,11.225905418,37.525115967,136.628173828,283.771759033,0.050543867,1.31590724,1.416396856,0.970805705,1.625721931,28.459360123,231.821929932,136.603096008,336.726409912,58.619338334,79.232533418,645.509422958,2.00880599,0,0,0,0,0,0,0,0,0,1995.029969215,66.52557373,12.813778877,519.157171607,50.692115784,0,0,0
EU0_2940_0000,N24015,38.594184875,815.773986816,365.051727295,619.873352051,130.524765015,83.034080505,14.653079987,148.500686646,518.960205078,17.286529541,56.953083038,190.512878418,287.540130615,597.688415527,0.191794053,4.993349075,0,0,0,0,0,230.044487,339.027618408,65.900324583,66.188073128,1533.275084496,4.070890903,0,0,0,0,0,0,0,0,0,5905.909900665,113.744880676,25.201215744,1060.961874962,472.351002336,0,0,0
EU0_2941_0000,N24015,1.626837134,124.107803345,55.537155151,94.30443573,5.156532288,12.632418633,2.229251146,22.592149734,78.951812744,2.62988472,8.664567947,28.983690262,11.359610558,23.623458862,0.019101407,0.497304291,0.297050357,4.0434165,0.333411157,1.76492703,11.236894608,115.195991516,265.580694199,31.515925407,59.799976468,380.818759501,0,0,0,0,0,0,0,0,0,0,1755.414867401,13.663859412,1.505714059,237.489647388,104.897908628,0,0,0
EU0_2985_0000,N24015,1.043769717,13.754738808,6.154293537,10.451428413,3.596868515,1.399745941,0.247015163,2.5034163,8.751684189,0.291459203,0.960268021,3.212220669,7.925033569,16.465513229,0.003059059,0.079642452,0.122667372,0.252180219,0.385130018,0.441445321,2.410982132,69.526220322,121.199687004,25.385263681,42.845927782,234.040571123,0,0,0,0,0,0,0,0,0,0,2534.448300362,18.074989319,4.611168861,113.202095509,32.300337464,0,0,0
EU0_3010_0000,N24015,17.279411316,735.913635254,329.325775146,559.201904297,57.243587494,74.907302856,13.218935013,133.968276978,468.158691406,15.594036102,51.374778748,171.8618927,126.098197937,262.135925293,0.144780219,3.769346476,7.059506714,45.752202511,5.517452553,26.137541771,247.755215168,115.571560502,91.951771526,42.824251566,37.676589748,749.847759973,7.614658833,0,0,0,0,0,0,0,0,0,2948.963496208,221.001838684,291.086954866,453.844051361,367.802368641,0,0,0
EU0_3050_0000,N24015,3.883881092,80.066947937,35.829082489,60.839412689,13.104308128,8.15017128,1.43826437,14.575024605,50.926998138,1.696656466,5.589898586,18.698204041,28.889865875,60.002521515,0.015763881,0.410411924,15.309109688,55.050052643,13.259600639,27.369073868,100.474311829,206.614852905,372.302539825,110.490479469,154.033605456,565.828645229,17.155433655,0,0,0,0,0,0,0,0,0,6877.656684875,54.095650129,48.733852386,445.110395908,261.344047964,0,0,0
EU0_3130_0000,N24015,21.632997513,470.513702393,210.550933838,357.524291992,73.215995789,47.890781403,8.451310158,85.650764465,299.327301025,9.970349312,32.848777771,109.882049561,161.291320801,335.25088501,0.110825241,2.8853302,0,3.935646534,0.056206329,12.902980447,110.730618477,57.217992783,79.601293921,40.263182521,34.994125511,300.425744429,1.256788015,0,0,0,0,0,0,0,0,0,1954.268799067,239.292747498,37.16053009,230.581967235,120.879877456,0,0,0
EU0_3131_0000,N24015,10.993167877,152.773071289,68.364685059,116.086082458,37.530529022,15.549795151,2.744078875,27.810316086,97.190467834,3.237316132,10.665804863,35.678062439,82.677909851,171.838653564,0.041215964,1.073055744,3.71163559,6.950465679,6.523092747,8.866454124,65.833770752,58.949888229,51.636454374,45.139234543,30.084876677,223.361633047,1.700523615,0,0,0,0,0,0,0,0,0,4496.779481888,18.462148666,1.662572384,133.159308732,121.698934548,0,0,0
EU0_3200_0000,N24015,27.182315826,1433.704956055,641.570800781,1089.414306641,88.839897156,145.929122925,25.752197266,260.986907959,912.074645996,30.380693436,100.093734741,334.822265625,195.710113525,406.890777588,0.277758569,7.231431484,4.633478642,0.970980108,2.619031668,5.526657581,364.668731689,66.616407394,81.950108707,8.647463351,7.39624295,488.059822991,0,0,0,0,0,0,0,0,0,0,1446.547267394,237.802688599,29.220941544,540.259434819,156.76296756,0,0,0
EU0_3201_0000,N24015,64.366233826,636.262573242,284.722076416,483.470062256,220.554824829,64.761787415,11.428549767,115.823120117,404.768432617,13.482616425,44.420501709,148.590438843,485.871948242,1009.838439941,0.19587642,5.099634171,0,0,0,0,0,70.342605591,40.260167956,32.755153656,25.391568438,464.283472598,0,0,0,0,0,0,0,0,0,0,1943.752398372,77.803207397,1.193879247,259.780244827,169.433242798,0,0,0
EU0_3202_0000,N24015,3.560443401,242.977905273,108.730583191,184.629074097,11.444961548,24.731313705,4.364342213,44.230895996,154.57522583,5.148783207,16.963424683,56.744186401,25.212730408,52.423538208,0.043277454,1.126726508,0,0,0,0,0,18.696411133,21.953860946,13.470407963,7.508979363,99.235173769,0,0,0,0,0,0,0,0,0,0,1225.43744874,0.447573096,1.941074142,47.798675072,52.57688155,0,0,0
EU0_3203_0000,N24015,20.251031876,1208.761474609,540.910522461,918.488769531,65.748260498,123.032653809,21.711641312,220.03894043,768.978881836,25.614057541,84.389320374,282.289672852,144.840286255,301.137512207,0.227719128,5.928657055,0.310366213,0.211029083,0.141104966,0.068352709,1.057617307,92.413349152,98.056302968,25.851760149,58.098188037,502.686061516,5.957859993,0,0,0,0,0,0,0,0,0,1395.700582981,164.171417236,12.521285057,184.066130221,214.914152302,0,0,0
EU0_3300_0000,N24015,18.366794586,782.249572754,350.050109863,594.399780273,60.770881653,79.620552063,14.050690651,142.398132324,497.64453125,16.576137543,54.612522125,182.683685303,133.875320435,278.305847168,0.15816763,4.11788702,1.001162298,9.448069534,0.663823863,18.345199108,214.226482365,88.826817271,82.31818787,45.810379587,43.262759944,506.936581822,1.034797788,0,0,0,0,0,0,0,0,0,2575.757351551,215.958137512,90.868488312,296.164435171,313.812826112,0,0,0
EU0_3301_0000,N24015,7.011283398,393.022888184,175.87437439,298.642120361,22.809118271,40.003845215,7.059504032,71.544563293,250.026443481,8.328282356,27.43879509,91.785133362,50.247432709,104.471672058,0.075141624,1.956308722,0,0.141362369,0.002976311,3.607092142,97.302429199,24.591081619,22.638313293,10.591948509,5.148965359,138.894943237,0,0,0,0,0,0,0,0,0,0,1327.469726563,46.028030396,2.496535063,107.355400085,90.37525177,0,0,0
EU0_3302_0000,N24015,0.406202227,11.538074493,5.163196564,8.767327309,1.365330219,1.174388051,0.207253128,2.10034585,7.340228558,0.244496852,0.805524766,2.694556952,3.007767439,6.252022743,0.002496446,0.064994864,1.053013444,5.841031075,2.776690006,3.734771967,10.871487617,8.917441845,6.548581123,13.448701382,7.105015147,20.680108339,0,0,0,0,0,0,0,0,0,0,1673.585394859,0.206242949,0.259278744,25.954908133,70.379188538,0,0,0
EU0_3360_0000,N24015,23.33646965,991.201171875,443.554168701,753.17364502,77.185722351,100.888801575,17.803913116,180.4349823,630.570922852,21.003879547,69.200416565,231.481521606,170.036483765,353.48336792,0.192381471,5.008642673,0,0,0,0,0,72.02806282,59.342794418,37.93002548,54.302445013,392.19928354,0,0,0,0,0,0,0,0,0,0,1846.824969277,76.009040833,47.657516479,119.005098343,286.408129025,0,0,0
EU0_3361_0000,N24015,4.057693005,520.498291016,232.91859436,395.505523682,12.141653061,52.978626251,9.349169731,94.749786377,331.124237061,11.02953434,36.338447571,121.555274963,26.747470856,55.643173218,0.090152301,2.347110987,0,0,0,0,0,38.177928114,12.568961143,2.303370953,3.143282175,132.808074951,0.922990024,0,0,0,0,0,0,0,0,0,457.836639404,88.446243286,54.832553864,67.614387512,19.897809982,0,0,0
EU0_3362_0000,N24015,10.935261726,826.497253418,369.850524902,628.021728516,34.855037689,84.124397278,14.845480919,150.452819824,525.792297363,17.513765335,57.701652527,193.01713562,76.783988953,159.662399292,0.153793827,4.004015446,0,0,0,0,0,26.456336021,31.668105125,3.121677806,2.793922098,263.689345732,0.351621717,0,0,0,0,0,0,0,0,0,1028.786085173,63.983940125,5.558190823,116.180898428,66.989562988,0,0,0
EU0_3363_0000,N24015,2.782018423,158.68838501,71.011802673,120.580955505,9.105012894,16.151575089,2.850278378,28.886711121,100.956382751,3.362661839,11.078763962,37.059497833,20.058015823,41.69669342,0.033259097,0.865899086,0.588365704,0.78938444,0.008388908,4.327236954,220.081167221,18.411156446,18.419663947,13.959140778,1.845069505,93.777463317,1.584835052,0,0,0,0,0,0,0,0,0,853.584098816,3.161784172,3.104294956,144.622979164,102.856948853,0,0,0
EU0_3364_0000,N24015,0.061132364,0.630840123,0.282297373,0.479357094,0.209137574,0.064212449,0.011328311,0.114835046,0.401307285,0.013355749,0.044043049,0.147315189,0.460724682,0.957625687,0.000101443,0.002641069,0,0,0,0,0,0,0,0,0,10.671978951,3.22189641,0,0,0,0,0,0,0,0,0,71.957748413,0.000928241,0,5.889103889,3.076079369,0,0,0
EU1_2650_0001,N24015,8.90424633,103.128288269,46.161575317,78.379600525,30.520154953,10.498529434,1.852682352,18.777364731,65.590393066,2.185002565,7.195646763,24.083223343,67.20640564,139.703231812,0.036176518,0.94185394,13.177061081,37.078998566,11.954614639,24.615550995,1099.206054688,58.975925446,55.577971458,18.546385527,6.501148641,290.377624929,1.635929823,0,0,0,0,0,0,0,0,0,3136.050654411,0.142882377,4.390864849,1417.500854492,107.564808249,0,0,0
EU1_2810_0001,N24015,104.764022827,2216.887207031,992.038696289,1684.523193359,354.946044922,225.642684937,39.819301605,403.555023193,1410.329711914,46.976581573,154.771255493,517.723754883,781.928771973,1625.243652344,0.47689274,12.415881157,0.093190357,1.538621187,0.116265297,0.275805444,3.415332556,706.648162842,971.155966043,198.371833745,279.091216646,3457.410287082,52.690635681,0,0,0,0,0,0,0,0,0,11682.03076458,455.270355225,108.683914006,1545.941139705,567.302162364,0,0,0
EU1_2980_0000,N24015,51.390113831,858.877929688,384.375305176,652.662414551,175.040161133,87.430656433,15.42894268,156.363174438,546.360229492,18.199209213,59.953147888,200.577072144,385.54776001,801.371826172,0.205651119,5.354117393,1.309132576,7.477118492,0.461361557,3.769010305,55.851402283,361.486999512,580.595729828,114.714961052,142.10367544,2106.249156952,19.184207916,0,0,0,0,0,0,0,0,0,6753.837928772,52.826457977,27.750282288,723.148479462,286.548450708,0,0,0
EU1_2981_0000,N24015,5.332640171,161.319763184,72.185775757,122.580711365,18.074968338,16.418102264,2.897304773,29.363388062,102.641944885,3.418413401,11.262408257,37.674003601,39.821533203,82.747314453,0.028621074,0.745148361,0,0,0,0,0,172.919487,316.817714691,19.689861298,72.639157027,464.291612387,7.378030777,0,0,0,0,0,0,0,0,0,1772.897434235,69.972122729,66.062839448,263.669933319,150.015665531,0,0,0
EU1_2982_0000,N24015,0.96660924,25.569942474,11.44090271,19.429323196,3.305948734,2.602151155,0.459207892,4.653877258,16.2693367,0.541828811,1.785125494,5.971507549,7.283998489,15.133838654,0.004131869,0.107573017,0.022682524,3.174954593,0.178133041,0.067010283,0.149285588,153.814833891,488.131598208,29.627617504,192.642278671,427.629854023,4.886796951,0,0,0,0,0,0,0,0,0,829.878530502,5.432047844,37.892246246,127.188867883,113.193047166,0,0,0
EU1_2983_0000,N24015,7.036461353,330.522644043,147.906478882,251.151168823,23.376525879,33.640209198,5.936500549,60.164730072,210.284439087,7.003875732,23.075237274,77.189041138,51.499073029,107.037139893,0.058642898,1.526765227,0,0.039918877,0.000492112,0.008533517,0.081155121,77.361804962,182.995797634,17.927230701,49.513313405,470.993899405,4.223338127,0,0,0,0,0,0,0,0,0,1549.116641283,12.801558495,124.612747848,192.655146122,89.103472523,0,0,0
EU1_2984_0000,N24015,7.872971535,146.933303833,65.75125885,111.648475647,26.719148636,14.956238747,2.639332056,26.747171402,93.467849731,3.113566637,10.258146286,34.314277649,58.876873016,122.328834534,0.033534892,0.87307936,1.958394051,1.523730367,4.098152161,2.015853584,30.199937582,159.803543188,287.74656171,91.930076122,72.594752518,1091.574476916,16.312234879,0,0,0,0,0,0,0,0,0,6441.880804062,34.50018692,35.147560313,380.151059568,264.806364972,0,0,0
SL2_2480_0001,N24015,73.283554077,1429.034301758,639.481384277,1085.865844727,248.957733154,145.450485229,25.667730331,260.134857178,909.131958008,30.281700134,99.767471313,333.731414795,548.441345215,1139.89050293,0.310372055,8.080522537,0.01773501,0.131710857,1.371594787,0.036821917,0.600671351,406.149185181,632.20501709,183.342792511,186.399705067,3040.983053923,29.916873932,0,0,0,0,0,0,0,0,0,9113.456359863,250.623032153,31.60695076,950.530664444,373.86422503,0,0,0
SL9_2720_0001,N24015,6.439676285,205.279373169,91.860786438,155.983459473,21.542350769,20.894290924,3.687218189,37.368366241,130.591766357,4.34995079,14.331521988,47.940189362,47.45677948,98.649765015,0.041129868,1.070814252,0,0,0,0,0,50.595358849,55.810631752,42.535565019,29.935867795,249.553250547,3.229607105,0,0,0,0,0,0,0,0,0,3294.746525764,28.544517517,2.618082047,127.347531348,1476.258739091,0,0,0
SL9_2970_0000,N24015,16.769319534,241.44140625,108.043228149,183.461776733,57.341705322,24.573877335,4.336563587,43.949806213,153.607070923,5.116223812,16.856109619,56.3853302,126.323753357,262.531280518,0.056216143,1.463584661,5.54853949,44.492769241,9.11503315,34.254735947,186.551508099,227.263801053,254.742141623,68.590770148,132.200724423,716.117506429,1.973030925,0,0,0,0,0,0,0,0,0,3275.330011368,6.031534672,11.123470098,432.882630885,439.844233274,0,0,0
SL9_2971_0000,N24015,1.439664602,59.240894318,26.508138657,45.014904022,4.848660469,6.029076576,1.0639534,10.782863617,37.693161011,1.255328536,4.135839462,13.834898949,10.682406425,22.196750641,0.01017371,0.264872074,0,0.004305831,0,0.072877735,2.381948948,31.831646442,59.902015597,14.985323906,9.141016338,298.766123831,3.391155005,0,0,0,0,0,0,0,0,0,907.226277351,55.044906616,1.061700702,61.414088398,669.351046095,0,0,0
PL0_5290_0000,N24017,1.226085305,6.105651379,3.740605354,9.953205109,1.572967291,0.319877595,0.056454506,2.143611193,5.984633446,0.37728104,0.11535728,4.161218166,17.401359558,17.724754333,0,0.038786042,0.741315961,3.924032211,8.891324162,7.795676231,32.226035118,13.085883617,12.468459696,11.652209029,9.96650612,51.028981566,0,0,0,0,0,0,0,0,0,0,1527.672180176,4.559254944,59.136375427,61.339952469,38.870844841,0,0,0
PL0_5390_0000,N24017,4.761212826,21.189332962,12.981555939,34.542072296,6.219334602,1.110148191,0.195913136,7.439151764,20.769838333,1.309315681,0.400324196,14.440993309,68.802879333,70.070869446,0,0.108291298,24.942563415,66.084570944,11.37712431,36.569340467,126.191531837,89.829650953,165.634343181,53.544355819,104.557320855,381.906984858,7.90165329,0,0,0,0,0,0,0,0,0,3870.521433115,209.536824202,80.286490429,169.602608681,107.70873142,0,0,0
PL0_5391_0000,N24017,5.217103958,32.019332886,19.616500854,52.196617126,6.398005962,1.674382687,0.295484334,11.235791206,30.969478607,1.969299078,0.604710102,21.811037064,70.707397461,72.473670959,0,0.193669677,9.477638245,27.32611084,7.817869663,9.705913067,125.463832855,30.502811432,43.502214949,36.902983292,17.068053467,220.285052627,1.375121355,0,0,0,0,0,0,0,0,0,4935.75989151,67.922435284,31.200756975,270.970451355,143.388525367,0,0,0
PL0_5392_0000,N24017,2.78253603,14.728443146,9.023324013,24.00976944,3.563640833,0.771761656,0.13618885,5.170361042,14.438708305,0.910021186,0.2782031,10.036801338,39.42363739,40.150306702,0,0.107391536,0.614459991,1.903181247,0.567122975,0.929256797,12.727080584,24.542899631,29.153118236,36.376106866,19.169780135,264.066802822,0,0,0,0,0,0,0,0,0,0,5585.116699219,35.552364211,43.458193066,216.644470453,134.467674762,0,0,0
PL0_5440_0000,N24017,21.82106781,185.851699829,113.861679077,302.972320557,24.370794296,9.734747887,1.717910886,65.262336731,182.135955811,11.48596096,3.51268363,126.688293457,269.608428955,274.986694336,0,0.585309446,0.427735157,3.220599376,0.445289846,1.423010839,4.182860672,403.217910676,975.665298104,196.742197953,522.066243425,1595.766530022,21.519514084,0,0,0,0,0,0,0,0,0,7980.847148955,819.094974458,219.509341817,538.316636816,130.418391305,0,0,0
PL0_5450_0000,N24017,12.380331039,73.739608765,45.176422119,120.209060669,15.186904907,3.862411499,0.681596577,25.894140244,72.265365601,4.557296276,1.393738031,50.266212463,168.00920105,171.2293396,0,0.358469278,5.07533145,10.985586643,6.114674881,26.780231178,123.099020004,190.006370544,363.392359734,131.009770704,192.360539436,888.120840279,3.569229841,0,0,0,0,0,0,0,0,0,10933.616264343,1131.888949871,224.454703957,352.353097916,182.465484142,0,0,0
PL0_5510_0001,N24017,62.858360291,664.295471191,406.979309082,1082.923339844,63.933479309,34.79479599,6.140262604,233.305587769,651.020263672,41.061203003,12.558729172,452.90524292,707.281982422,722.305480957,0,2.385695457,0.64055258,3.95812273,1.035920262,1.656514287,18.499370575,275.61302948,565.004551888,203.370808482,213.283464193,2382.898260117,10.938288689,0,0,0,0,0,0,0,0,0,12846.865785599,1754.315417767,113.821950555,795.798748016,392.145756423,0,0,0
PL0_5530_5710,N24017,8.345915794,97.53478241,59.754299164,158.99760437,8.409211159,5.109899998,0.901750922,34.243148804,95.601585388,6.026871681,1.84276855,66.47328186,93.029022217,94.945014954,0,0.331916571,0,0.952922106,0.017051272,0.245256633,1.031199336,132.304985046,302.483632594,72.528007427,169.0281376,710.691238374,16.540765762,0,0,0,0,0,0,0,0,0,3918.459158897,513.272189588,135.265152857,392.142203197,101.887152165,0,0,0
PL0_5580_0000,N24017,24.354944229,213.369735718,130.72052002,347.831634521,26.550037384,11.17589283,1.97221601,74.944747925,209.107055664,13.190117836,4.034509659,145.488586426,293.717407227,299.803741455,0,0.931490839,2.983826578,2.955426127,1.170501322,9.397908032,125.836008072,73.1614151,111.620860681,81.832629204,45.35247308,609.281497736,0.752902865,0,0,0,0,0,0,0,0,0,9040.168216705,72.393164676,369.64901042,863.398238182,381.267667562,0,0,0
PL0_5581_0000,N24017,8.267763138,29.010002136,17.772865295,47.291046143,11.120482445,1.519896626,0.268210709,10.184797287,28.435827255,1.792567134,0.54807353,19.770877838,123.023147583,125.263458252,0,0.189380199,71.068182111,200.105804443,29.375812531,126.479316711,402.702186584,105.497379303,193.187931709,107.033408849,173.666739181,644.768279461,1.411442995,0,0,0,0,0,0,0,0,0,5143.724973679,34.981011927,36.955461384,944.908446312,200.469145298,0,0,0
PL0_5582_0000,N24017,8.375163078,45.793060303,28.055030823,74.651069641,10.386147499,2.398555517,0.423276365,16.083333969,44.878025055,2.830628157,0.865774393,31.221939087,114.899612427,117.11831665,0,0.258740783,0,0.052512798,0,0.165562242,2.085519791,40.242941856,69.445344687,66.805732727,30.370648682,382.623466492,0,0,0,0,0,0,0,0,0,0,6813.291072845,248.292531252,133.58781849,539.318343639,75.499406278,0,0,0
PL0_5583_0000,N24017,9.964726448,66.720451355,40.876152039,108.766548157,11.925776482,3.494764328,0.616727114,23.428373337,65.386375427,4.123305321,1.260985494,45.479354858,131.932113647,134.478652954,0,0.304714531,0,0,0,6.7904e-05,0.000558154,48.61418438,77.0160923,55.699377894,46.28601855,380.427877903,0,0,0,0,0,0,0,0,0,0,4984.917176247,259.598419189,58.829421997,100.345043421,51.166299909,0,0,0
PL0_5584_0000,N24017,15.88253212,148.230621338,90.812904358,241.640075684,17.303190231,7.764643192,1.370217085,52.047237396,145.272735596,9.160214424,2.801208735,101.034584045,191.421142578,195.255813599,0,0.58780092,6.654641762,4.446499008,5.326436925,39.255841434,318.398039304,121.531005859,205.633806944,108.760646105,95.175338984,776.072928876,5.041857243,0,0,0,0,0,0,0,0,0,8965.67038095,91.572746277,88.443081997,464.56868206,188.361970514,0,0,0
PL0_5585_0000,N24017,8.845780373,115.465324402,70.739601135,188.22958374,8.034628868,6.047908783,1.067272544,40.552070618,113.157836914,7.137051105,2.182890892,78.721794128,88.885299683,90.888221741,0,0.405606031,0,0.058558404,0.173087418,0.013074276,0.154015779,26.499155998,44.394527912,48.579396248,24.073474705,283.902355671,0,0,0,0,0,0,0,0,0,0,5078.973140717,43.784473419,31.553611996,113.544870853,153.350106537,0,0,0
PL0_5670_0000,N24017,18.136621475,336.871490479,206.383636475,549.16204834,11.31694603,17.644338608,3.113701344,118.353187561,330.146789551,20.830055237,6.372338772,229.763381958,125.196983337,129.016860962,0,1.040351987,0.153942078,0.077379055,1.002446055,0.080082759,1.201230407,36.833657265,44.818535984,31.57739757,27.503310479,412.515028358,1.25566709,0,0,0,0,0,0,0,0,0,2048.129959583,0.027023587,637.3457793,141.434963763,124.393651735,0,0,0
PL0_5671_0000,N24017,30.432107925,303.719085693,186.072921753,495.117736816,31.75976181,15.908360481,2.807368517,106.667427063,297.649414063,18.773191452,5.741819859,207.068222046,351.351196289,358.708465576,0,1.172945142,0.29696703,0.382045716,0.350397617,1.368784547,17.073831558,80.018978119,118.259906769,51.806361914,41.539545715,518.301064491,0.451003581,0,0,0,0,0,0,0,0,0,4722.206159592,94.152435303,40.278236389,153.830452919,321.218332872,0,0,0
PL0_5710_0001,N24017,6.579417229,73.261268616,44.88338089,119.429275513,6.473288536,3.837284565,0.677168071,25.732715607,71.797721863,4.52889967,1.385278225,49.954399109,71.612586975,73.182052612,0,0.282503366,0,0,0,0,0,21.344181061,34.20038873,12.921919301,14.955309212,222.809445381,1.444075584,0,0,0,0,0,0,0,0,0,1044.464734256,212.152694702,121.021537781,55.117321968,17.613161087,0,0,0
PL0_5720_0001,N24017,8.623673439,51.178092957,31.354043961,83.428634644,10.665870667,2.680966854,0.473104119,17.969223022,50.159038544,3.162570953,0.967076838,34.882053375,117.993904114,120.228935242,0,0.269115776,0.732771387,0.351860203,2.342230558,3.054480791,34.585870937,58.454382982,89.151899217,56.1525663,38.748604298,439.473152039,1.699779868,0,0,0,0,0,0,0,0,0,7493.045465469,585.144882619,44.374132435,233.982539311,55.021405891,0,0,0
