landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
F51015,0,0,16.559,17.922,16.559,17.922,19.84,18.486,20.457,21.605,20.532,24.026,0,20.818,21.195,20.818,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51017,0,0,14.92,15.638,14.92,15.638,19.461,19.317,16.676,16.62,24.596,17.912,0,19.078,19.645,19.078,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51019,0,0,13.689,15.31,13.689,15.31,22.239,22.601,17.54,18.649,20.2,18.298,0,18.609,18.897,18.609,15.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51023,0,0,15.749,16.339,15.749,16.339,26.549,26.182,16.173,16.825,19.262,22.566,0,19.708,20.208,19.708,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51033,0,0,14.528,15.777,14.528,15.777,21.22,18.902,17.755,17.114,16.323,24.108,0,18.611,17.691,18.611,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51041,0,0,12.563,16.746,12.563,16.746,14.463,14.263,15.471,15.616,18.042,16.667,0,17.668,17.704,17.668,15.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51043,0,0,15.327,16.949,15.327,16.949,28.49,27.98,16.651,17.26,18.68,22.436,0,19.138,19.599,19.138,15.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51045,0,0,16.742,18.633,16.742,18.633,22.809,25.367,17.023,17.992,18.404,17.862,0,18.609,18.951,18.609,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51053,0,0,10.488,10.709,10.488,10.709,7.351,8.616,16.012,15.717,16.135,24.266,0,18.109,18.109,18.109,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51057,0,0,14.928,16.032,14.928,16.032,18.198,18.442,19.023,20.498,15.841,20.643,0,19.191,20.055,19.191,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51059,0,0,15.058,16.797,15.058,16.797,25.822,25.713,16.325,15.516,15.73,17.978,0,18.924,20.084,18.924,15.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51061,0,0,15.735,18.279,15.735,18.279,23.863,22.197,18.528,19.038,19.397,23.23,0,20.144,20.671,20.144,15.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51069,0,0,12.075,13.28,12.075,13.28,29.379,29.318,15.841,16.913,18.457,23.342,0,18.985,19.196,18.985,15.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51071,0,0,16.653,19.652,16.653,19.652,17.795,19.008,17.345,18.811,18.193,17.267,0,19.355,22.265,19.355,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51079,0,0,14.873,17.831,14.873,17.831,22.006,22.07,18.959,21.64,18.588,18.457,0,18.195,18.343,18.195,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51085,0,0,14.468,16.571,14.468,16.571,15.968,15.54,19.852,21.292,17.681,24.597,0,18.059,18.15,18.059,15.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51087,0,0,13.581,15.112,13.581,15.112,18.28,17.435,16.454,17.365,17.462,22.068,0,17.061,16.396,17.061,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51091,0,0,22.139,24.445,21.784,23.084,17.746,18.809,18.34,19.724,24.651,19.503,0,19.702,20.245,19.702,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51095,0,0,14.413,13.894,14.413,13.894,24.586,23.905,17.46,16.513,16.456,19.832,0,16.99,17.911,16.99,15.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51099,0,0,13.847,15.397,13.847,15.397,26.534,27.74,16.284,15.972,16.845,19.841,0,20.389,20.062,20.389,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51101,0,0,14.981,16.218,14.981,16.218,20.273,18.041,17.752,18.424,16.14,24.746,0,19.912,20.43,19.912,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51107,0,0,12.056,13.079,12.056,13.079,24.121,20.913,18.041,17.58,17.792,21.952,0,18.19,18.634,18.19,15.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51113,0,0,16.07,17.604,16.07,17.604,25.875,25.615,20.668,22.504,18.57,26.677,0,19.259,19.977,19.259,15.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51121,0,0,17.886,20.123,17.886,20.123,16.457,16.808,18.272,19.725,20.617,21.743,0,19.932,19.948,19.932,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51125,0,0,11.944,16.661,11.944,16.661,27.393,27.581,17.798,18.468,18.389,17.585,0,18.267,18.316,18.267,15.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51131,0,0,12.024,13.276,12.024,13.276,9.66,8.862,15.717,15.135,15.852,22.633,0,17.895,19.052,17.895,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51137,0,0,15.848,17.403,15.848,17.403,23.989,22.766,17.58,18.144,20.21,22.594,0,18.897,19.089,18.897,15.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51139,0,0,14.992,16.744,14.992,16.744,21.497,19.218,20.751,21.885,21.739,21.851,0,19.025,19.604,19.025,15.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51145,0,0,13.459,14.612,13.459,14.612,14.35,12.77,17.431,18.648,16.718,23.538,0,18.581,18.4,18.581,15.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51147,0,0,12.738,14.306,12.738,14.306,9.453,8.425,17.873,20.231,17.523,17.671,0,17.027,17.885,17.027,15.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51149,0,0,12.677,13.434,12.677,13.434,8.965,9.211,15.417,17.822,16.02,15.934,0,17.608,15.918,17.608,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51153,0,0,15.646,18.367,15.646,18.367,19.104,19.878,16.252,17.792,19.223,16.609,0,17.78,18.821,17.78,15.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51157,0,0,16.207,16.224,16.207,16.224,27.773,26.899,18.191,19.209,20.906,20.396,0,19.352,19.462,19.352,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51159,0,0,14.58,15.512,14.168,15.155,18.759,17.778,18.03,17.133,15.858,20.763,0,17.52,18.871,17.52,15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51161,0,0,14.608,14.962,14.608,14.962,26.196,0,17.48,18.427,18.619,19.98,0,18.084,16.871,18.084,15.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51163,0,0,16.248,16.292,16.248,16.292,17.781,16.385,18.277,19.536,21.692,23.107,0,20.122,20.549,20.122,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51165,0,0,18.843,20.387,18.843,20.387,27.523,27.202,20.946,22.193,22.132,26.913,0,19.154,19.534,19.154,15.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51171,0,0,15.182,17.073,15.182,17.073,28.241,28.102,18.603,19.756,19.8,24.312,0,19.066,19.461,19.066,15.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51177,0,0,13.146,14.958,13.146,14.958,19.746,18.587,18.233,19.022,17.904,21.426,0,17.72,18.186,17.72,15.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51179,0,0,13.691,13.88,13.691,13.88,20.288,21.736,16.371,16.203,17.934,18.888,0,16.619,16.793,16.619,15.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51181,0,0,11.487,11.691,11.487,11.691,8.031,8.302,16.704,18.482,15.921,20.703,0,20.891,20.943,20.891,15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51187,0,0,13.559,14.187,13.559,14.187,25.239,23.16,16.163,16.343,23.556,20.952,0,18.836,19.049,18.836,15.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51193,0,0,14.124,14.997,14.124,14.997,21.039,22.98,22.218,21.669,16.09,23.995,0,20.593,21.535,20.593,15.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51199,0,0,9.416,8.627,9.416,8.627,18.226,22.691,16.819,0,16.112,22.681,0,16.342,18.671,16.342,15.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51550,0,0,15.824,16.011,15.824,16.011,23.041,32.276,16.291,14.337,17.64,26.924,0,17.478,15.045,17.478,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51800,0,0,11.487,11.772,11.487,11.772,7.756,7.319,18.523,17.289,15.656,21.09,0,19.532,20.241,19.532,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51810,0,0,16.245,16.882,16.245,16.882,19.801,19.329,15.811,0,17.209,21.286,0,18.551,17.207,18.551,15.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F51830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54003,0,0,12.363,12.363,12.363,12.363,29.476,29.476,15.735,15.735,16.797,22.144,22.144,18.605,0,18.605,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54023,0,0,16.383,16.383,16.383,16.383,22.023,22.023,17.299,17.299,19.688,19.659,19.659,20.939,0,20.939,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54027,0,0,13.733,13.733,13.733,13.733,29.05,29.05,17.433,17.433,18.451,17.114,17.114,19.442,0,19.442,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54031,0,0,18.494,18.494,18.494,18.494,24.227,24.227,20.6,20.6,22.438,25.027,25.027,20.247,0,20.247,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54037,0,0,15.224,15.224,15.224,15.224,29.152,29.152,17.66,17.66,17.324,25.542,25.542,18.956,0,18.956,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54057,0,0,13.319,13.319,13.319,13.319,32.867,32.867,14.878,14.878,20.893,17.115,17.115,19.269,0,19.269,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54063,0,0,15.121,0,15.121,0,19.313,0,16.818,0,19.48,20.4,0,21.291,0,21.291,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54065,0,0,10.647,10.647,10.647,10.647,28.814,28.814,15.546,15.546,17.324,16.012,16.012,17.892,0,17.892,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54071,0,0,17.3,17.3,17.3,17.3,21.478,21.478,18.356,18.356,20.471,22.026,22.026,20.704,0,20.704,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F54093,0,0,16.888,0,17.267,0,23.326,0,15.337,0,19.315,16.514,0,20.535,0,20.535,15.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
