landseg,for,hvf,hwm,nhi,lwm,nlo,hom,nho,hyw,nhy,hyo,alf,nal,pas,npa,trp,urs,afo,cfo,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,wat
A24023,0,0,98.609,104.566,98.609,104.566,92.922,95.079,128.808,133.77,92.739,136.373,142.438,122.737,122.722,123.927,104.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24025,0,0,114.849,117.313,114.849,117.313,98.498,106.815,136.986,142.145,96.194,191.255,177.45,123.05,127.713,123.05,105.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24027,0,0,114.717,118.18,114.717,118.18,107.659,111.102,116.194,124.216,97.268,175.147,147.32,113.214,121.289,118.621,105.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24029,0,0,100.127,114.672,100.127,114.672,90.553,92.214,126.17,125.248,103.942,210.4,202.26,117.559,124.408,119.067,105.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24031,0,0,107.841,106.997,107.841,106.997,107.596,107.745,129.744,133.335,100.863,165.895,153.177,119.936,123.842,119.936,105.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24033,0,0,80.663,86.997,80.663,86.997,76.086,82.453,104.649,111.92,100.748,137.698,127.297,117.936,120.606,117.936,105.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24035,0,0,110.576,130.948,110.576,130.948,75.428,77.022,128.316,134.806,103.456,171.333,159.806,112.812,114.647,112.812,105.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24037,0,0,88.723,99.124,88.723,99.124,68.877,76.269,121.875,121.34,102.559,135.067,133.402,123.241,121.963,123.241,104.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24039,0,0,117.859,133.294,117.859,133.294,90.506,103.913,129.136,144.448,104.637,175.595,166.89,108.737,114.995,110.711,105.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24041,0,0,109.552,120.629,109.552,120.629,91.339,89.099,120.181,131.269,104.074,161.244,150.794,121.728,124.846,121.728,105.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24043,0,0,98.491,107.737,98.491,107.737,168.052,159.346,133.117,138.504,99.509,181.47,175.482,126.743,130.087,122.757,104.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24045,0,0,115.108,109.458,115.108,109.458,81.796,87.611,127.893,118.117,91.084,211.962,191.648,116.622,125.865,120.028,105.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24047,0,0,119.862,121.294,119.862,121.294,113.807,122.379,121.511,122.066,102.436,175.278,176.803,134.035,131.148,134.035,105.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A24510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36003,0,0,109.599,117.575,109.599,117.575,83.826,83.634,123.975,123.931,88.395,146.131,145.973,126.256,0,126.256,105.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36007,0,0,129.719,136.524,129.719,136.524,108.821,115.802,117.345,116.423,75.931,137.809,121.375,131.199,0,131.199,105.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36015,0,0,104.119,107.298,101.783,104.214,107.802,107.913,107.427,103.857,88.367,152.254,128.121,124.376,0,124.376,105.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36017,0,0,127.063,132.866,127.063,132.866,86.796,87.2,130.04,128.208,69.978,147.763,140.643,132.291,0,132.291,104.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36023,0,0,127.686,135.275,127.686,135.275,96.051,97.41,140.311,134.175,88.967,150.102,148.872,138.247,0,138.247,105.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36025,0,0,139.799,140.374,138.807,136.983,107.076,100.735,126.926,111.617,62.367,147.721,136.875,132.905,0,132.905,105.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36043,0,0,120.406,129.232,120.406,129.232,92.73,92.668,132.511,130.534,90.982,141.544,140.329,130.261,0,130.261,105.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36051,0,0,104.648,107.798,104.648,107.798,91.973,92.818,117.423,118.807,101.763,168.032,164.27,120.562,0,120.562,105.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36053,0,0,115.851,127.967,115.851,127.967,103.507,92.96,130.222,132.286,92.855,160.738,150.913,133.459,0,133.459,105.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36065,0,0,113.394,123.736,113.394,123.736,81.027,77.396,129.907,135.716,88.457,160.804,155.275,127.727,0,127.727,105.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36067,0,0,105.891,116.696,105.891,116.696,126.399,116.635,125.652,133.668,102.033,160.676,158.184,122.957,0,122.957,105.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36069,0,0,103.631,108.688,103.631,108.688,94.242,93.817,115.39,115.488,103.107,157.136,155.095,119.519,0,119.519,105.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36077,0,0,122.256,124.199,122.256,124.199,97.886,106.486,126.727,114.896,69.882,143.89,146.276,131.722,0,131.722,105.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36095,0,0,123.354,126.201,123.354,126.201,124.744,118.051,119.004,112.877,76.803,134.73,127.824,126.687,0,126.687,105.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36097,0,0,97.603,105.861,97.603,105.861,169.276,165.35,113.444,111.04,92.646,131.911,129.466,132.776,0,132.776,105.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36101,0,0,97.51,102.374,97.51,102.374,147.763,144.086,119.578,116.77,89.558,140.721,140.011,128.071,0,128.071,105.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36107,0,0,113.866,117.334,113.866,117.334,90.605,98.21,115.644,114.034,85.744,127.993,123.743,130.513,0,130.513,105.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36109,0,0,105.395,113.193,105.395,113.193,106.819,104.702,124.091,117.683,94.284,159.507,154.997,122.877,0,122.877,105.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36123,0,0,101.139,103.235,101.139,103.235,151.211,155.641,110.223,110.819,99.61,146.224,135.182,112.772,0,112.772,105.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42001,0,0,85.375,85.375,85.375,85.375,192.827,192.827,131.872,131.872,97.733,161.017,161.017,124.227,0,124.227,105.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42009,0,0,109.874,109.874,109.874,109.874,165.576,165.576,117.568,117.568,95.35,164.204,164.204,120.707,0,120.707,105.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42011,0,0,110.52,110.52,110.52,110.52,143.635,143.635,142.114,142.114,99.161,181.719,181.719,123.613,0,123.613,105.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42013,0,0,124.976,124.976,124.976,124.976,137.43,137.43,113.141,113.141,95.667,181.615,181.615,123.45,0,123.45,105.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42015,0,0,108.937,108.937,108.937,108.937,116.166,116.166,120.406,120.406,84.673,141.159,141.159,121.605,0,121.605,104.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42021,0,0,76.325,76.325,76.325,77.024,124.636,124.636,120.273,120.273,98.806,142.654,142.654,111.626,0,111.626,105.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42023,0,0,122.895,122.895,125.547,125.547,122.488,123.408,103.014,103.014,74.765,131.332,137.115,141.614,0,141.614,105.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42025,0,0,73.33,73.33,0,0,113.189,113.563,118.952,118.952,99.303,161.416,162.747,124.344,0,124.344,105.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42027,0,0,106.854,106.854,106.854,106.854,84.413,84.413,125.303,125.303,97.433,164.931,164.931,117.726,0,117.726,105.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42029,0,0,129.196,129.196,129.196,129.196,120.297,120.297,138.845,138.845,80.103,192.591,192.591,122.797,0,122.797,105.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42033,0,0,82.766,82.766,82.766,82.766,116.609,114.899,105.794,105.794,95.94,129.36,129.36,114.671,0,114.671,105.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42035,0,0,111.611,111.611,111.611,111.611,96.496,96.496,124.753,124.753,90.994,168.085,168.085,115.758,0,115.758,105.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42037,0,0,93.699,93.699,93.699,93.699,87.682,87.682,120.349,120.349,103.493,159.475,159.475,117.763,0,117.763,105.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42041,0,0,95.163,95.163,95.163,95.163,142.365,142.365,121.012,121.012,96.65,170.523,170.523,112.445,0,112.445,105.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42043,0,0,90.745,90.745,90.745,90.745,128.874,128.874,133.946,133.946,102.302,170.178,170.178,116.01,0,116.01,105.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42047,0,0,80.563,80.563,80.563,76.785,108.784,108.784,119.614,119.614,90.461,138.131,138.131,109.189,0,109.189,105.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42055,0,0,102.706,102.706,102.706,102.706,180.381,180.381,134.434,134.434,98.469,172.254,172.254,117.23,0,117.23,105.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42057,0,0,80.673,80.673,80.673,80.673,113.036,113.036,128.269,128.269,97.143,158.011,158.011,115.438,0,115.438,105.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42061,0,0,108.837,108.837,108.837,108.837,127.356,127.356,111.927,111.927,94.829,163.841,163.841,118.835,0,118.835,105.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42063,0,0,89.611,90.045,89.611,90.045,115.097,108.847,125.228,119.61,96.941,147.584,147.447,118.322,0,118.322,105.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42065,0,0,84.24,89.793,84.24,89.793,112.014,108.865,113.128,108.414,93.459,131.803,128.372,116.88,0,116.88,105.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42067,0,0,91.901,91.901,91.901,91.901,166.399,166.399,135.595,135.595,103.029,162.47,162.47,116.979,0,116.979,105.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42069,0,0,105.163,105.163,105.163,105.163,114.987,114.987,121.346,121.346,81.492,139.157,139.157,118.121,0,118.121,105.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42071,0,0,134.094,134.094,134.094,134.094,97.641,97.641,140.99,140.99,100.347,207.425,207.425,120.311,0,120.311,105.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42075,0,0,121.29,121.29,121.29,121.29,102.585,102.585,137.498,137.498,95.926,188.795,188.795,118.925,0,118.925,105.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42079,0,0,88.116,88.116,88.116,88.116,115.804,115.804,109.642,109.642,98.231,139.382,139.382,116.195,0,116.195,104.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42081,0,0,95.62,95.62,95.62,95.62,129.057,129.057,113.325,113.325,100.112,149.475,149.475,122.926,0,122.926,105.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42083,0,0,108.727,109.464,107.584,106.483,117.578,111.908,115.557,115.557,80.198,125.418,125.694,128.32,0,128.32,105.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42087,0,0,117.016,117.016,117.016,117.016,142.444,142.444,129.124,129.124,98.822,190.961,190.961,116.312,0,116.312,104.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42093,0,0,95.32,95.32,95.32,95.32,97.566,97.566,126.69,126.69,100.364,156.957,156.957,110.137,0,110.137,105.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42097,0,0,98.537,98.537,98.537,98.537,100.194,100.194,135.421,135.421,103.388,173.43,173.43,112.028,0,112.028,105.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42099,0,0,87.828,87.828,87.828,87.828,131.159,131.159,131.636,131.636,100.647,160.972,160.972,118.832,0,118.832,105.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42105,0,0,107.265,107.265,107.265,109.629,106.302,106.302,120.58,120.58,94.424,144.079,144.079,126.899,0,126.899,105.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42107,0,0,83.622,83.622,83.622,83.622,131.873,131.873,121.776,121.776,100.674,171.978,171.978,112.924,0,112.924,105.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42109,0,0,87.363,87.363,87.363,87.363,134.174,134.174,130.701,130.701,103.075,164.138,164.138,117.846,0,117.846,105.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42111,0,0,92.792,98.097,92.792,98.097,121.198,132.477,129.946,130.092,98.175,139.506,138.308,120.726,0,120.726,104.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42113,0,0,115.053,115.053,115.053,115.053,131.17,131.17,118.014,118.014,64.706,143.397,143.397,125.335,0,125.335,105.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42115,0,0,120.393,120.393,120.393,120.393,108.697,108.697,123.196,123.196,78.207,139.166,139.166,122.844,0,122.844,105.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42117,0,0,105.464,105.464,105.464,105.464,124.341,124.341,124.417,124.417,85.743,140.98,140.98,128.566,0,128.566,105.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42119,0,0,106.978,106.978,106.978,106.978,108.797,108.797,121.257,121.257,102.161,171.631,171.631,118.037,0,118.037,105.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42127,0,0,123.638,123.638,123.638,123.638,129.36,129.36,124.006,124.006,58.03,140.586,140.586,126.41,0,126.41,105.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42131,0,0,106.576,106.576,106.576,106.576,126.602,126.602,121.365,121.365,90.288,145.615,145.615,126.242,0,126.242,105.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42133,0,0,98.314,98.314,98.314,98.314,125.124,125.124,129.556,129.556,98.192,173.982,173.982,122.817,0,122.817,104.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51001,0,0,105.499,120.102,105.499,120.102,84.03,87.769,122.933,114.195,104.003,138.624,0,134.419,138.753,134.419,105.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51003,0,0,94.549,100.592,94.549,100.592,185.398,183.494,117.74,120.641,59.437,138.643,0,126.782,125.705,126.782,104.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51005,0,0,117.915,124.386,117.915,124.386,147.268,159.509,102.307,102.775,84.653,127.007,0,123.17,123.484,123.17,105.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51007,0,0,104.544,111.145,104.544,111.145,82.622,80.221,122.951,131.078,101.231,169.544,0,117.833,121.78,117.833,105.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51009,0,0,110.614,123.895,110.614,123.895,160.756,159.52,118.869,130.817,79.024,109.991,0,126.119,129.094,126.119,105.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51011,0,0,84.323,91.637,84.323,91.637,83.689,82.34,109.735,117.287,94.022,128.093,0,116.793,118.649,116.793,105.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51015,0,0,111.425,121.859,111.425,121.859,114.495,109.989,136.864,144.525,72.742,160.17,0,138.786,141.303,138.786,105.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51017,0,0,99.574,104.294,99.574,104.294,112.373,111.679,111.289,110.936,59.139,119.412,0,127.185,130.965,127.185,105.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51019,0,0,90.104,100.601,90.104,100.601,146.649,145.742,117.139,124.531,75.988,121.988,0,124.059,125.979,124.059,104.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51023,0,0,105.105,109.034,105.105,109.034,171.257,167.388,108.242,112.534,70.359,150.438,0,131.387,134.723,131.387,105.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51029,0,0,73.359,84.079,73.359,84.079,82.234,95.074,120.488,127.4,82.852,133.156,0,110.981,113.035,110.981,105.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51031,0,0,77.738,83.141,77.738,83.141,81.18,90.757,108.209,108.599,96.668,115.594,0,121.064,125.32,121.064,105.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51033,0,0,116.203,123.747,116.203,123.747,111.617,118.728,118.816,114.479,96.546,160.717,0,124.072,117.943,124.072,105.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51036,0,0,124.574,134.639,124.574,134.639,103.892,169.533,110.877,109.852,104.718,127.164,0,128.432,117.949,128.432,105.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51037,0,0,81.135,0,0,0,77.421,0,111.813,0,100.596,129.888,0,119.889,0,119.889,105.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51041,0,0,100.744,128.128,100.744,128.128,99.038,104.513,103.511,104.345,83.628,111.112,0,117.785,118.028,117.785,105.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51043,0,0,105.13,119.048,105.13,119.048,188.228,185.145,111.3,115.275,81.445,149.577,0,127.583,130.66,127.583,105.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51045,0,0,111.548,123.954,111.548,123.954,141.454,165.151,113.563,120.039,71.659,119.08,0,124.057,126.341,124.057,105.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51047,0,0,100.642,108.019,100.642,108.019,117.333,110.797,125.725,127.001,79.014,160.532,0,123.618,127.393,123.618,105.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51049,0,0,93.637,98.078,93.637,98.078,91,91.121,120.25,134.496,93.649,143.712,0,114.383,116.99,114.383,105.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51053,0,0,89.149,90.178,89.149,90.178,86.931,103.886,107.397,105.27,100.121,161.772,0,120.724,120.728,120.724,105.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51057,0,0,113.911,121.531,113.911,121.531,113.468,119.932,126.907,136.856,105.091,137.622,0,127.939,133.697,127.939,105.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51059,0,0,103.531,117.186,103.531,117.186,118.248,137.787,109.009,103.741,90.755,119.853,0,126.159,133.892,126.159,105.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51061,0,0,110.287,129.767,110.287,129.767,148.539,143.921,123.762,127.135,77.303,154.866,0,134.294,137.808,134.294,104.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51065,0,0,86.365,73.836,86.365,73.836,112.124,110.778,119.909,122.73,78.751,131.401,0,119.53,124.416,119.53,105.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51069,0,0,82.408,92.02,82.408,92.02,195.049,194.658,105.805,112.981,73.106,155.613,0,126.567,127.971,126.567,105.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51071,0,0,111.197,128.506,111.197,128.506,103.825,125.356,115.735,125.589,87.116,115.113,0,129.03,148.436,129.03,105.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51073,0,0,109.971,115.516,109.971,115.516,138.558,118.437,109.072,116.983,95.432,152.202,0,115.672,120.332,115.672,105.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51075,0,0,101.582,115.019,101.582,115.019,114.543,114.764,127.594,135.326,86.89,125.801,0,120.689,118.597,120.689,104.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51079,0,0,99.066,118.944,99.066,118.944,137.282,140.796,126.703,144.461,75.923,123.044,0,121.3,122.284,121.3,105.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51085,0,0,112.066,126.969,112.066,126.969,88.33,91.19,132.668,142.182,93.033,163.979,0,120.394,120.999,120.394,105.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51087,0,0,109.269,122.033,109.269,122.033,102.232,110.046,109.799,115.907,87.968,147.121,0,113.737,109.305,113.737,105.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51091,0,0,149.222,165.426,145.998,154.651,93.419,98.398,122.29,131.569,63.162,130.017,0,131.348,134.968,131.348,105.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51093,0,0,87.801,91.483,87.801,91.483,92.846,77.909,110.208,123.186,104.684,165.942,0,123.459,126.434,123.459,105.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51095,0,0,110.557,101.054,110.557,101.054,122.448,133.545,116.436,110.087,96.344,132.21,0,113.264,119.406,113.264,105.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51097,0,0,108.44,116.64,108.44,116.64,97.443,85.021,104.386,110.383,104.736,118.517,0,116.969,126.253,116.969,105.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51099,0,0,109.431,120.076,109.431,120.076,125.322,127.694,108.695,106.71,97.4,132.272,0,135.93,133.748,135.93,105.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51101,0,0,115.111,123.437,115.111,123.437,112.16,78.959,120.01,124.688,103.061,164.974,0,132.747,136.199,132.747,105.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51103,0,0,112,125.533,112,125.533,132.79,156.356,141.996,150.587,105.25,141.265,0,123.324,123.324,123.324,105.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51107,0,0,89.485,99.646,89.485,99.646,145.675,131.457,120.433,117.372,87.655,146.344,0,121.265,124.225,121.265,105.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51109,0,0,94.312,113.159,94.312,113.159,100.07,102.335,126.156,131.469,88.932,143.082,0,117.843,121.011,117.843,105.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51111,0,0,72.994,0,0,0,81.589,0,102.907,0,100.195,157.326,0,112.83,0,112.83,105.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51113,0,0,112.373,126.231,112.373,126.231,169.827,163.078,138.231,150.425,84.43,177.844,0,128.392,133.179,128.392,104.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51115,0,0,93.569,98.172,93.569,98.172,106.331,87.527,109.255,116.095,104.282,149.332,0,122.195,127.964,122.195,105.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51119,0,0,111.59,119.855,111.59,119.855,115.121,104.886,103.294,115.758,103.691,114.106,0,113.24,113.24,113.24,105.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51121,0,0,118.929,133.863,118.929,133.863,106.723,107.737,122.1,131.784,71.486,144.95,0,132.882,132.986,132.882,105.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51125,0,0,81.408,113.183,81.408,113.183,180.855,180.199,118.791,123.261,71.801,117.235,0,121.783,122.104,121.783,105.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51127,0,0,105.587,113.358,105.587,113.358,101.786,99.483,126.53,125.806,101.657,147.692,0,112.933,109.762,112.933,105.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51131,0,0,97.127,106.287,97.127,106.287,64.396,59.968,105.073,101.208,104.959,150.885,0,119.301,127.015,119.301,105.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51133,0,0,121.922,135.486,121.922,135.486,108.639,72.278,136.306,118.484,104.66,140.345,0,122.45,136.16,122.45,105.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51135,0,0,93.292,96.405,93.292,96.405,78.462,72.513,116.844,130.191,91.68,136.604,0,115.659,113.084,115.659,105.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51137,0,0,113.033,125.76,113.033,125.76,149.355,141.729,117.568,121.28,80.797,150.624,0,125.978,127.261,125.978,105.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51139,0,0,99.847,112.16,99.847,112.16,123.696,111.001,138.715,146.137,75.238,145.675,0,126.836,130.695,126.836,104.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51145,0,0,94.972,105.095,94.972,105.095,89.56,83.076,116.428,124.584,92.354,156.918,0,123.875,122.669,123.875,104.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51147,0,0,85.1,94.562,85.1,94.562,84.483,80,119.373,135.107,98.142,117.808,0,113.511,119.233,113.511,105.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
