 point source,river,land
 indus,SL2_3060_0001,A24025
 indus,EL0_5271_0000,A24047
 indus,EM2_4100_0001,A24011
 indus,PU1_4300_4440,A24023
 indus,XU2_4270_4650,A24003
 indus,WL0_4420_0000,A24003
 indus,EM0_4881_0000,A24019
 indus,PM7_4820_0001,A24031
 indus,EL0_4598_0000,A24045
 indus,WL0_4603_0000,A24003
 indus,WL0_4423_0000,A24003
 indus,WM0_3650_0001,A24005
 indus,EL0_5280_0000,A24019
 indus,EU0_4260_0000,A24035
 indus,PL0_5961_0000,A24037
 indus,WU2_3320_3480,A24005
 indus,PL0_5440_0000,A24017
 indus,PU6_3600_3602,A24043
 indus,WM1_3660_3910,A24005
 indus,WU2_3020_3320,A24005
 indus,EM3_4321_0000,A24011
 indus,XL1_4690_0001,A24033
 indus,PL2_4811_0000,A24033
 indus,XU2_4330_4480,A24031
 indus,SL2_2480_0001,A24015
 indus,EU0_3363_0000,A24029
 indus,EU0_3570_0000,A24029
 indus,EM0_4323_0000,A24011
 indus,PM1_3710_4040,A24021
 indus,PM3_3040_3340,A24021
 indus,PU4_3990_3780,A24001
 indus,PM1_4000_4290,B24021
 indus,PM4_3341_4040,A24021
 indus,PM2_2860_3040,A24013
 indus,PM1_4250_4500,A24031
 indus,PL0_5450_0000,A24017
 indus,EU1_2810_0001,A24015
 indus,PL0_5070_0001,A24033
 indus,WU0_3253_0000,A24025
 indus,PL0_5672_0000,A24037
 indus,PM7_4580_4820,A24031
 indus,EL2_4590_0001,A24011
 indus,WU1_3330_0001,A24025
 indus,WL0_4394_0000,A24003
 indus,XL3_4950_0000,A24033
 indus,WL0_4393_0000,A24003
 indus,WU0_3670_0001,A24005
 indus,WU0_3671_0000,A24005
 indus,PL0_4961_0000,A24033
 indus,EL3_5870_0000,A24047
 indus,PL0_5982_0000,A24037
 indus,WU1_3482_0001,A24025
 indus,XU2_4480_4650,A24003
 indus,PL0_5981_0000,A24037
 indus,EU0_2940_0000,A24015
 indus,XL0_5340_0000,A24017
 indus,EL0_4591_0000,A24011
 indus,EM2_3980_0001,A24011
 indus,PL0_5962_0000,A24037
 indus,EU0_4873_0000,A24041
 indus,PL0_5510_0001,A24017
 indus,WU1_3350_3490,A24005
 indus,PM1_3510_4000,B24021
 indus,EL2_5270_0001,A24045
 indus,PL0_5830_0001,A24037
 indus,WL0_4772_0000,A24009
 indus,EL3_5974_0000,A24039
 indus,EL0_4596_0000,A24045
 indus,PL0_6060_0000,A24037
 indus,PU1_3580_3780,A24001
 indus,PL1_5910_0001,A24037
 indus,XL0_5350_0000,A24009
 indus,PL1_4540_0001,A24031
 indus,XL0_5341_0000,A24009
 indus,PU1_3940_3970,A24023
 indus,WM1_3882_3880,A24027
 indus,PL0_5750_0001,A24037
 indus,PL0_5510_0001,A24037
 indus,EU0_3362_0000,A24029
 indus,EL0_5590_0000,A24019
 indus,EL0_5890_0000,A24039
 indus,EL0_5284_0000,A24019
 indus,EM0_4883_0000,A24019
 indus,EU0_3202_0000,A24015
 indus,EU0_3050_0000,A24015
 indus,EU0_3360_0000,A24015
 indus,EU0_4015_0000,A24029
 indus,EL3_5970_0000,A24047
 indus,EU0_3203_0000,A24015
 indus,EU0_3300_0000,A24015
 indus,PL1_5230_0001,A24017
 indus,WL0_4392_0000,A24003
 indus,WL0_4421_0000,A24003
 indus,WL0_4771_0000,A24003
 indus,XL3_4950_0000,A24003
 indus,WL0_4390_0000,A24003
 indus,WL0_4425_0000,A24003
 indus,PU6_3750_3752,A24043
 indus,PM3_3040_3340,B24021
 indus,WM3_4060_0001,A24005
 indus,EU0_3131_0000,A24015
 indus,PL0_4510_0001,A24031
 indus,EM0_4885_0000,A24019
 indus,PM0_4640_4820,A24031
 indus,SL9_2971_0000,A24025
 indus,PU0_3000_3090,A24043
 indus,WL0_4770_0000,A24003
 indus,EL0_5762_0000,A24039
 indus,EU0_3571_0000,A24029
 indus,PM7_4820_0001,F24031
 indus,WU0_3161_0000,A24025
 indus,EU0_3700_0000,A24029
 indus,WU3_3480_3481,A24005
 indus,WM1_3910_0001,A24005
 indus,WM0_3743_0000,A24005
 indus,EM0_4551_0000,A24041
 indus,WM0_3741_0000,A24005
 indus,WL0_4422_0000,A24003
 indus,WU0_3021_3020,A24013
 indus,SL9_2720_0001,A24025
 indus,WL0_4424_0000,A24003
 indus,WU0_3250_0001,A24025
 indus,WL0_4601_0000,A24003
 indus,WM0_3961_0000,F24003
 indus,EU0_4014_0000,A24029
 indus,PM1_4500_4580,A24031
 indus,EM0_4870_0000,A24041
 indus,GY0_3800_3801,A24023
 indus,PU1_3580_3780,B24001
 indus,PU0_3871_3690,A24001
 indus,PU1_3850_4190,B24001
 indus,PU1_4190_4300,A24023
 indus,PU3_4450_4440,A24023
 indus,WU3_3481_0001,A24005
 indus,EU0_4125_0000,A24029
 indus,PM1_3120_3400,A24013
 indus,EU1_2984_0000,A24015
 indus,PL0_6110_0000,A24037
 indus,EL0_5762_0000,A24045
 indus,WM0_3963_0000,A24003
 indus,WU0_3540_0000,A24005
 indus,PL1_5061_0000,A24033
 indus,WU0_3252_0000,A24025
 indus,PL0_5951_0000,A24037
 indus,WL0_4602_0000,A24003
 indus,PL0_5584_0000,A24017
 indus,PL0_6020_0000,A24037
 indus,EU0_3130_0000,A24015
 indus,WU0_3251_0000,A24025
 indus,EM0_4882_0000,A24041
 indus,EM0_4876_0000,A24041
 indus,EU0_3573_0000,A24029
 indus,EU0_3362_0000,A24015
 indus,EU0_4016_0000,A24029
 indus,XU3_4650_0001,F24003
 indus,EL3_5972_0000,A24047
 indus,WU0_3540_0000,A24025
 indus,PL1_4540_0001,F24033
 indus,EU0_3010_0000,A24015
 indus,SW3_1220_1320,B42081
 indus,SU7_1420_1590,A42037
 indus,SL3_2350_2470,A42071
 indus,SJ6_1930_1970,A42067
 indus,SU7_0980_1120,A42079
 indus,SL3_2550_2490,A42133
 indus,SW7_1460_1640,A42097
 indus,SU7_0980_1120,A42069
 indus,SL1_2000_2090,A42075
 indus,SU5_0600_0750,A42015
 indus,SL4_2240_2310,B42043
 indus,SL3_2400_2440,B42041
 indus,SL9_2270_2380,B42043
 indus,SW1_1830_1690,A42027
 indus,SL2_1850_1990,A42107
 indus,SJ3_2250_2230,A42013
 indus,SL9_2430_2490,A42133
 indus,SL9_2380_2310,B42043
 indus,SU6_0480_0520,A42115
 indus,SU8_1530_1760,A42097
 indus,SL9_2720_0001,A42071
 indus,SW1_1450_1510,A42093
 indus,SL8_1760_1780,A42109
 indus,SL3_2470_2420,A42071
 indus,SW7_1320_1300,B42081
 indus,SW7_1460_1640,B42119
 indus,SU7_1140_1420,A42079
 indus,SW6_1330_1230,A42035
 indus,SL9_2490_2520,A42071
 indus,SL1_2760_2730,A42133
 indus,SU7_0960_0950,A42131
 indus,SJ3_2040_1980,A42013
 indus,SW3_0930_1110,A42117
 indus,SU7_0850_0730,A42015
 indus,SW7_1300_1410,B42081
 indus,SJ2_1900_1930,A42087
 indus,SL9_2050_2270,A42041
 indus,SW7_1340_1320,B42081
 indus,SL3_2460_2430,A42001
 indus,SW1_1560_1460,A42119
 indus,SL4_2330_2270,A42041
 indus,SW6_1440_1470,B42035
 indus,SW3_1580_1440,B42035
 indus,SL9_2310_2430,B42043
 indus,SW5_1650_1540,A42033
 indus,SL9_2520_2700,A42071
 indus,SL4_2370_2330,F42041
 indus,SL3_1960_2080,A42043
 indus,SL3_2730_2550,A42133
 indus,SW7_1410_1460,B42081
 indus,SL3_1710_1740,A42027
 indus,SL2_2540_2370,A42055
 indus,SL2_2200_2350,A42071
 indus,SW1_1890_1830,A42027
 indus,SL1_1700_1780,A42097
 indus,SW1_1170_1270,A42023
 indus,SU3_0970_1120,F42069
 indus,SW5_1350_1470,B42035
 indus,SW3_1250_1340,A42081
 indus,SL3_2400_2440,A42133
 indus,SL9_2050_2270,A42043
 indus,SU8_1610_1530,A42093
 indus,SW6_1230_1440,A42035
 indus,SL1_2390_2420,A42071
 indus,SL2_2300_2520,A42071
 indus,SL3_2460_2430,A42133
 indus,SL9_2520_2700,A42133
 indus,SJ2_2530_2820,B42009
 indus,SL1_2830_2760,A42133
 indus,SL4_2140_2240,B42043
 indus,SL2_2200_2350,A42011
 indus,EU1_2980_0000,A42029
 indus,SU2_0800_0850,A42015
 indus,SU3_0810_0970,A42115
 indus,SU3_0970_1120,A42079
 indus,SU3_0970_1120,A42069
 indus,SL2_1670_1880,A42107
 indus,SL2_2410_2700,A42071
 indus,SU3_0810_0970,A42069
 indus,SU2_1290_1500,A42079
 indus,SU3_0710_0910,A42069
 indus,SU7_1120_1140,A42079
 indus,SU7_1140_1420,B42079
 indus,SU3_0910_1010,A42131
 indus,PU2_2790_3290,A42055
 indus,SL4_2090_2100,A42075
 indus,SL1_2190_2350,A42071
 indus,SL4_2370_2330,A42041
 indus,SJ3_2230_2060,A42013
 indus,SL0_2180_2220,A42075
 indus,PM2_2860_3040,A42001
 indus,SL3_2460_2430,B42001
 indus,SJ3_2230_2060,A42061
 indus,SL9_2430_2490,A42071
 indus,SL3_2420_2700,A42071
 indus,SJ4_2360_2340,C42009
 indus,SL1_2770_2730,A42133
 indus,SL2_2540_2370,B42055
 indus,PU3_2510_3290,B42055
 indus,SJ4_2740_2660,C42009
 indus,SL9_2310_2430,A42133
 indus,SL8_2080_2050,A42043
 indus,PM3_3040_3340,B42001
 indus,SJ6_2130_2050,A42099
 indus,SJ3_2160_2170,A42067
 indus,SL3_2400_2440,A42041
 indus,SJ5_2320_2120,A42061
 indus,SJ5_2120_1930,A42087
 indus,SL9_2310_2430,A42075
 indus,SJ4_2740_2660,A42057
 indus,SL3_2260_2050,A42099
 indus,SJ4_2360_2340,A42061
 indus,SJ2_2900_2740,A42009
 indus,SJ3_1980_2060,A42061
 indus,SW2_1950_1940,A42063
 indus,SW2_1950_1940,A42021
 indus,SW2_1240_1270,A42023
 indus,SL1_1790_1840,A42109
 indus,PU1_3170_3580,A42009
 indus,SU1_1630_1610,A42097
 indus,SU2_0700_0860,A42015
 indus,SW3_1090_1091,A42105
 indus,SU1_0840_0831,A42117
 indus,SU2_0920_0830,A42117
 indus,SU7_0730_0860,A42015
 indus,SW7_1680_1760,A42097
 indus,SW1_1910_1890,A42027
 indus,SU2_0830_0831,A42117
 indus,SW4_1720_1650,A42033
 indus,SJ3_1980_2060,A42027
 indus,SW1_1570_1640,B42119
 indus,SW2_2020_1940,A42021
 indus,SW4_1860_1720,A42033
 indus,SW3_1920_1750,B42027
 indus,SW5_1540_1400,A42033
 indus,SU3_1280_1590,A42037
 indus,SW2_1240_1270,A42047
 indus,EU1_2650_0001,A42029
 indus,SL1_2000_2090,A42011
 indus,SL3_2290_2260,A42099
 indus,SJ5_2210_2320,A42061
 indus,SL3_2440_2380,A42133
 indus,SJ2_2570_2660,A42009
 indus,SJ4_2010_2210,A42061
 indus,SL2_2480_0001,A42029
 indus,SJ3_2160_2170,A42061
 indus,SJ3_2250_2230,B42009
 indus,SU3_0770_0690,A42117
 indus,SL2_2540_2370,F42055
 indus,SU2_1210_1310,A42037
 indus,PM7_4820_0001,F11001
 indus,PL7_4940_0000,F11001
 indus,PL2_4810_0000,A11001
 indus,PL2_4810_0000,F11001
 indus,PL2_4945_0000,A11001
 indus,PL7_4960_0000,A11001
 indus,PL2_4945_0000,F11001
 indus,EL0_4562_0001,A10005
 indus,PS2_5560_5100,A51165
 indus,EL2_4630_0000,A10005
 indus,EL0_4560_4562,A10005
 indus,PS3_5100_5080,A51171
 indus,PS4_5840_5240,A51139
 indus,PS2_6660_6490,A51820
 indus,PS4_5840_5240,A51165
 indus,PS5_5200_4380,A51187
 indus,PS3_5990_6161,A51165
 indus,JB0_7073_0000,A51041
 indus,YL0_7370_0000,A51199
 indus,JL6_7160_7440,B51019
 indus,YP0_6782_0000,A51101
 indus,RL0_6500_0000,A51119
 indus,JB0_7580_0000,A51710
 indus,JB0_7397_0000,A51740
 indus,JU3_6950_7330,A51005
 indus,JL6_7440_7430,A51009
 indus,RL0_6450_0000,A51133
 indus,JB3_6820_7053,A51085
 indus,EL0_6190_0000,A51001
 indus,JB0_7071_0000,A51041
 indus,JU4_7380_7160,A51163
 indus,JB0_7074_0000,A51670
 indus,JB0_7390_0000,F51700
 indus,JB0_7074_0000,A51041
 indus,EL0_6610_0000,A51131
 indus,JB0_7390_0000,A51093
 indus,JL1_6760_6910,A51003
 indus,PU2_4220_3900,A51069
 indus,EL0_6191_0000,A51001
 indus,EL0_6480_0000,A51001
 indus,EL0_6550_0000,A51001
 indus,EL0_6610_0000,A51001
 indus,EL0_7060_0000,A51131
 indus,EL0_7220_0000,A51131
 indus,EL3_5972_0000,A51001
 indus,JA1_7600_7570,A51135
 indus,JA2_7290_0001,A51041
 indus,JA2_7410_7470,A51007
 indus,JA2_7570_7480,A51007
 indus,JA4_7470_7480,A51007
 indus,JA5_7460_0000,A51041
 indus,JA5_7480_0001,A51041
 indus,JA5_7480_0001,A51053
 indus,JA5_7520_0000,A51053
 indus,JA5_7520_0000,A51730
 indus,JA5_7520_0000,A51149
 indus,JB0_7050_0000,A51036
 indus,JB0_7050_0000,A51095
 indus,JB0_7071_0000,A51760
 indus,JB0_7071_0000,A51087
 indus,JB0_7072_0000,A51830
 indus,JB0_7072_0000,A51095
 indus,JB0_7074_0000,F51149
 indus,JB0_7074_0000,A51149
 indus,JB0_7074_0000,A51036
 indus,JB0_7076_0000,A51041
 indus,JB0_7381_0000,A51710
 indus,JB0_7381_0000,A51810
 indus,JB0_7381_0000,A51550
 indus,JB2_7800_0001,A51093
 indus,JB0_7382_0000,F51740
 indus,JB0_7382_0000,A51550
 indus,JB0_7382_0000,A51740
 indus,JB0_7383_0000,A51740
 indus,JB0_7383_0000,A51550
 indus,JB0_7390_0000,A51800
 indus,JB0_7390_0000,A51095
 indus,JB0_7390_0000,A51700
 indus,JB0_7396_0000,F51710
 indus,JB0_7396_0000,A51710
 indus,JB0_7397_0000,F51740
 indus,JB0_7398_0000,A51710
 indus,JB0_7580_0000,A51650
 indus,JB0_7580_0000,A51700
 indus,JB0_7580_0000,A51740
 indus,JB0_7660_0000,A51810
 indus,JB0_7661_0000,A51810
 indus,JB0_7662_0000,F51810
 indus,JB0_7760_0000,A51800
 indus,JB1_8090_0001,A51800
 indus,JB1_8090_0001,A51093
 indus,JB2_7800_0001,A51800
 indus,JB3_6820_7053,A51087
 indus,JB3_6820_7053,A51036
 indus,JB3_7053_0001,A51036
 indus,JL1_7080_7190,A51009
 indus,JL1_7170_6800,A51049
 indus,JL1_7170_6800,A51145
 indus,JL2_6240_6520,A51003
 indus,JL2_6441_6520,A51003
 indus,JU3_6790_7260,A51163
 indus,JU4_7000_7300,A51005
 indus,JU4_7330_7000,A51580
 indus,JL2_6850_6890,A51125
 indus,JL2_7110_7120,A51029
 indus,JL2_7120_6970,A51029
 indus,JL3_7020_7100,A51029
 indus,JL4_6520_6710,A51065
 indus,JL4_6520_6710,A51540
 indus,JL4_6520_6710,A51003
 indus,JL4_6710_6740,A51109
 indus,JL6_6970_6740,A51029
 indus,JL6_7440_7430,A51680
 indus,JL6_7440_7430,B51019
 indus,JL7_6800_7070,A51075
 indus,JL7_6800_7070,A51145
 indus,JU1_6590_6600,A51017
 indus,JU5_7420_7160,A51023
 indus,JU5_7500_7420,A51023
 indus,PL0_5000_0001,A51059
 indus,PL0_5000_0001,A51510
 indus,PL0_5090_0000,A51510
 indus,PL0_5131_0000,A51059
 indus,PL0_5141_5140,A51153
 indus,PL0_5141_5140,A51061
 indus,PL0_5251_0000,A51153
 indus,PL0_5251_0000,A51059
 indus,PL0_5491_0000,A51153
 indus,PL0_5493_0000,F51153
 indus,PL0_5493_0000,F51179
 indus,PL0_5730_5690,A51179
 indus,PL0_5850_0000,A51179
 indus,PL0_5900_0000,A51179
 indus,PL0_5920_0000,A51099
 indus,PL0_6100_0000,F51193
 indus,PL0_6100_0000,A51193
 indus,PL0_6130_0000,A51193
 indus,PL0_6140_0000,A51133
 indus,PL0_6140_0000,A51193
 indus,PL0_6270_0000,A51133
 indus,PL0_6271_0000,A51133
 indus,PL1_5130_0001,A51059
 indus,PL1_5370_5470,A51061
 indus,PL1_5690_0001,A51179
 indus,PL2_4970_5250,A51107
 indus,PL2_4970_5250,A51059
 indus,PL2_4970_5250,A51153
 indus,PL2_5140_5360,A51153
 indus,PL2_5140_5360,A51683
 indus,PL7_4911_0000,A51059
 indus,PL7_4911_0000,A51013
 indus,PL7_4941_0000,A51013
 indus,PL7_4962_0000,A51510
 indus,PL7_4962_0000,A51013
 indus,PM1_4430_4200,A51107
 indus,PM3_4660_4620,A51107
 indus,PM7_4410_4620,A51107
 indus,PM7_4580_4820,A51059
 indus,PM7_4620_4580,A51107
 indus,PM7_4620_4580,A51059
 indus,PM7_4620_4580,F51059
 indus,PS0_6150_6160,A51660
 indus,PS0_6160_6161,A51165
 indus,PS0_6160_6161,A51660
 indus,PS1_4790_4830,A51069
 indus,PS1_4830_5080,A51171
 indus,PS1_4830_5080,A51069
 indus,PS2_5560_5100,A51171
 indus,PS2_6730_6660,F51015
 indus,PS3_6460_6230,A51015
 indus,PS2_6730_6660,A51015
 indus,PS3_5990_6161,A51015
 indus,PS3_6460_6230,A51790
 indus,PS5_4380_4370,A51187
 indus,PS5_4380_4370,A51069
 indus,PS5_4380_4370,A51043
 indus,PS5_5240_5200,A51139
 indus,PS5_5240_5200,F51139
 indus,PU2_3770_3600,A51069
 indus,PU2_4730_4220,A51069
 indus,RL0_6450_0000,A51103
 indus,RL0_6500_0000,A51159
 indus,RL0_6500_0000,A51103
 indus,RL0_6530_0000,A51103
 indus,RL5_6070_0000,A51179
 indus,RL5_6070_0000,A51177
 indus,RL5_6070_0000,A51099
 indus,RL5_6070_0000,A51033
 indus,RU2_5500_5610,B51157
 indus,RU2_5940_6200,A51113
 indus,RU2_6220_6170,A51137
 indus,RU2_6220_6170,A51079
 indus,RU3_6170_6040,A51047
 indus,RU4_5640_6030,A51047
 indus,RU4_5640_6030,A51061
 indus,RU4_6040_6030,F51177
 indus,RU4_6040_6030,A51047
 indus,RU4_6040_6030,A51137
 indus,RU5_6030_0001,A51177
 indus,RU5_6030_0001,A51179
 indus,YL0_6870_0000,A51115
 indus,YL0_6872_0000,A51115
 indus,YL0_6930_0000,A51095
 indus,YL0_6930_0000,A51073
 indus,YL0_6930_0000,A51199
 indus,YL0_6931_0000,A51199
 indus,YL0_6931_0000,A51073
 indus,YL0_6932_0000,A51073
 indus,YL0_7010_0000,A51073
 indus,YL0_7230_0000,A51073
 indus,YL0_7370_0000,F51650
 indus,YL0_7370_0000,A51650
 indus,YL0_7370_0000,A51735
 indus,YL0_7370_0000,A51700
 indus,YL2_6580_0001,A51073
 indus,YL2_6580_0001,A51097
 indus,YL2_6580_0001,A51119
 indus,YM0_6622_0000,A51097
 indus,YM2_6120_6430,A51177
 indus,YM3_6430_6620,A51033
 indus,YP0_6781_0000,A51127
 indus,YP0_6783_0000,A51127
 indus,YP0_6860_6840,A51085
 indus,YP1_6570_6680,A51085
 indus,YP2_6390_6330,A51137
 indus,YP2_6390_6330,A51109
 indus,YP3_6330_6700,A51085
 indus,YP3_6330_6700,A51033
 indus,YP3_6470_6690,A51109
 indus,YP3_6470_6690,A51085
 indus,YP3_6690_6720,A51085
 indus,YP3_6700_6670,A51085
 indus,YP4_6720_6750,A51085
 indus,YP5_6780_0000,A51101
 indus,PS2_6420_6360,A51015
 indus,PL0_5010_5130,A51600
 indus,PS2_6490_6420,A51015
 indus,JU4_7260_7380,A51530
 indus,JU4_7000_7300,A51580
 indus,JB0_7072_0000,A51181
 indus,JL6_6970_6740,A51065
 indus,JB0_7580_0000,A51550
 indus,JL6_7440_7430,A51031
 indus,JB0_7393_0000,F51710
 indus,JB0_7382_0000,A51710
 indus,RL5_6070_0000,A51630
 indus,PL7_4941_0000,F51013
 indus,PU2_4220_3900,A51840
 indus,JL3_7020_7100,A51049
 indus,PS5_4380_4370,B51187
 indus,JU1_7560_7500,A51023
 indus,YP1_6680_6670,A51085
 indus,YL0_6581_0000,A51073
 indus,JU3_6640_6790,A51163
 indus,RL1_6322_0000,A51159
 indus,JB0_7390_0000,A51181
 indus,PS5_5240_5200,B51139
 indus,JU1_6880_7260,A51163
 indus,JL2_7240_7350,A51009
 indus,JB0_7393_0000,A51710
 indus,RL0_6531_0000,A51103
 indus,JA2_7550_7280,A51011
 indus,PM7_4620_4580,F51107
 indus,JB0_7399_0000,A51740
 indus,JB0_7661_0000,A51710
 indus,PS5_5240_5200,B51187
 indus,JB0_7073_0000,A51087
 indus,PS1_4790_4830,B51171
 indus,PS3_6460_6230,C51015
 indus,JU3_6640_6790,C51015
 indus,JL1_6940_7200,B51125
 indus,JU3_6650_7300,B51017
 indus,PU0_6080_5620,A51091
 indus,JU3_6380_6900,A51091
 indus,JU2_7180_7380,A51163
 indus,YL0_6581_0000,A51119
 indus,JU2_7450_7360,A51045
 indus,PM2_4860_4670,A51107
 indus,SU6_0500_0550,A36007
 indus,PU2_4220_3900,A54003
 indus,SU5_0310_0400,A36025
 indus,SU5_0530_0610,A36101
 indus,SU5_0310_0400,A36017
 indus,SU3_0370_0490,A36101
 indus,SU2_0440_0550,A36007
 indus,SU5_0650_0530,A36101
 indus,SU7_0550_0540,A36107
 indus,SU5_0530_0610,A36015
 indus,SU3_0170_0270,A36017
 indus,SU3_0010_0190,A36017
 indus,SU3_0490_0530,A36101
 indus,SU1_0330_0560,A36023
 indus,SU4_0270_0430,A36017
 indus,SU2_0360_0460,A36017
 indus,SU5_0600_0750,A36107
 indus,SU2_0620_0580,A36101
 indus,SU2_0510_0570,A36101
 indus,SU4_0260_0350,A36023
 indus,SU2_0110_0240,A36017
 indus,SU2_0120_0260,A36023
 indus,SU5_0420_0500,A36007
 indus,ZZ0_9999_9999,A54077
 indus,ZZ0_9999_9999,A54093
 indus,PU2_3770_3600,A54003
 indus,PU2_5190_4310,B54031
 indus,PS5_4370_4150,A54037
 indus,PU1_4840_4760,A54023
 indus,PU2_4220_3900,A54037
 indus,PU4_3970_3890,A54057
 indus,PU2_4720_4750,A54077
 indus,PU2_4360_4160,B54023
 indus,PU3_4450_4440,A54057
 indus,PU2_4720_4750,A54023
 indus,PU2_6050_5190,A54071
 indus,PU6_4180_4150,A54037
 indus,PU2_3900_3750,A54003
 indus,PU2_4160_3930,B54057
 indus,ZZ0_9999_9999,A54063
 indus,PU2_4360_4160,B54057
 indus,PU3_5210_5050,A54023
 indus,PU3_4280_3860,A54031
 indus,PS5_4380_4370,A54037
 indus,PU1_4760_4450,A54023
 indus,PU1_5520_5210,B54071
 indus,PU6_3730_3750,A54003
 indus,PU3_3860_3610,A54065
 indus,PU2_5190_4310,A54071
 indus,PU0_5620_5380,A54071
 indus,PU2_4340_3860,A54027
 indus,PU3_4280_3860,A54027
 indus,PU2_4360_4160,A54023
 indus,PU6_3750_3752,A54003
 indus,PU6_3600_3602,A54003
 indus,PU6_3750_3752,F54037
 indus,PU1_5820_5380,F54071
 indus,PU4_5050_4310,B54023
 indus,PU2_5700_5210,B54071
 indus,PU2_4750_4450,A54023
 indus,PU6_3750_3752,A54037
 indus,PU4_4310_4210,B54031
 indus,PU3_4450_4440,A54023
 indus,PU4_4310_4210,A54027
 indus,PS5_4370_4150,F54037
 indus,WL0_4423_0000,F24003
 indus,PM7_4580_4820,F24031
 indus,PL1_4460_4780,F24031
 indus,GY0_4531_4532,A24023
 indus,EL0_5285_0000,A24019
