 A51027  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51051,   6,   4.3231,   0.3040,   0.2006,   0.4028,   0.0391,   0.0784,   0.0725,   0.0245
A51051,   7,   4.9589,   0.3055,   0.1558,   0.4385,   0.0456,   0.0450,   0.0416,   0.0140
A51051,   8,   3.9730,   0.2772,   0.1349,   0.4225,   0.0271,   0.0360,   0.0333,   0.0113
A51051,   9,   3.4261,   0.1909,   0.1014,   0.4201,   0.0229,   0.0311,   0.0287,   0.0097
A51051,  10,   2.7280,   0.1303,   0.0708,   0.4267,   0.0153,   0.0247,   0.0229,   0.0077
A51051,  11,   3.3677,   0.1657,   0.0778,   0.3747,   0.0251,   0.0305,   0.0282,   0.0095
A51051,  12,   3.5368,   0.1509,   0.0582,   0.3765,   0.0095,   0.0321,   0.0297,   0.0100
 A51051, -0.0122444639,  0.00270530675
 A51195  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51195,1984,  47.1792,   3.1239,   1.8458,   6.2171,   0.3787,   0.5654,   0.5230,   0.1767
A51195,1985,  40.4696,   2.6522,   1.1629,   6.1684,   0.3808,   0.4618,   0.4272,   0.1443
A51195,1986,  41.6317,   2.5395,   1.1348,   6.1197,   0.3828,   0.4405,   0.4075,   0.1377
A51195,1987,  42.5434,   2.6733,   1.3460,   6.0710,   0.3849,   0.4972,   0.4599,   0.1554
A51195,1988,  36.9847,   2.0908,   1.1118,   6.0223,   0.3870,   0.4146,   0.3835,   0.1296
A51195,1989,  59.2921,   3.3392,   2.0568,   5.9736,   0.3890,   0.7052,   0.6523,   0.2204
A51195,1990,  49.4001,   2.6575,   1.6805,   5.9249,   0.3911,   0.5740,   0.5310,   0.1794
A51195,1991,  51.3968,   2.8901,   1.3466,   5.8762,   0.3931,   0.5578,   0.5160,   0.1743
A51195,1992,  42.9053,   2.6382,   1.3366,   5.8275,   0.3952,   0.4885,   0.4518,   0.1526
A51195,1993,  49.9180,   2.9843,   1.3960,   5.7789,   0.3972,   0.5533,   0.5118,   0.1729
A51195,1994,  55.3138,   2.5900,   1.5971,   5.7301,   0.3993,   0.6283,   0.5812,   0.1964
A51195,1995,  48.8553,   2.9685,   1.9174,   5.6814,   0.4013,   0.5780,   0.5346,   0.1806
A51195,1996,  54.9767,   3.0374,   1.7929,   5.6327,   0.4034,   0.6190,   0.5726,   0.1934
A51195,1997,  44.1479,   3.0140,   1.6008,   5.5841,   0.4054,   0.5141,   0.4756,   0.1607
A51195,1998,  51.0120,   3.1876,   2.1196,   5.5354,   0.4075,   0.6493,   0.6006,   0.2029
A51195,1999,  34.3386,   2.2753,   1.2568,   5.4867,   0.4095,   0.3853,   0.3564,   0.1204
A51195,2000,  40.7868,   2.8385,   1.5882,   5.4380,   0.4116,   0.4744,   0.4389,   0.1483
A51195,2001,  44.6665,   2.2594,   1.3558,   5.3893,   0.4136,   0.5245,   0.4851,   0.1639
A51195,2002,  53.5564,   2.8874,   1.8382,   5.3406,   0.4157,   0.5927,   0.5482,   0.1852
A51195,2003,  58.4770,   2.8905,   1.9324,   5.2919,   0.4177,   0.7088,   0.6556,   0.2215
A51195,2004,  57.8250,   2.3043,   1.6045,   5.2432,   0.4198,   0.6912,   0.6394,   0.2160
A51195,2005,  39.7529,   2.0434,   1.4586,   5.1945,   0.4218,   0.4592,   0.4247,   0.1435
A51195,   1,   3.6512,   0.1719,   0.0813,   0.4984,   0.0153,   0.0331,   0.0306,   0.0103
A51195,   2,   4.0525,   0.1731,   0.0954,   0.4500,   0.0229,   0.0367,   0.0340,   0.0115
A51195,   3,   4.3272,   0.2926,   0.1623,   0.4886,   0.0347,   0.0392,   0.0363,   0.0123
A51195,   4,   3.9953,   0.2669,   0.1948,   0.5279,   0.0529,   0.0724,   0.0670,   0.0226
A51195,   5,   4.8826,   0.3019,   0.2145,   0.5503,   0.0429,   0.0885,   0.0819,   0.0277
A51195,   6,   4.1949,   0.2898,   0.1984,   0.4285,   0.0481,   0.0761,   0.0703,   0.0238
A51195,   7,   4.9736,   0.3081,   0.1590,   0.4655,   0.0554,   0.0451,   0.0417,   0.0141
A51195,   8,   4.0082,   0.2840,   0.1380,   0.4470,   0.0334,   0.0363,   0.0336,   0.0114
A51195,   9,   3.4243,   0.1885,   0.1046,   0.4635,   0.0282,   0.0310,   0.0287,   0.0097
A51195,  10,   2.6355,   0.1250,   0.0711,   0.5084,   0.0210,   0.0239,   0.0221,   0.0075
A51195,  11,   3.5811,   0.1659,   0.0838,   0.4303,   0.0330,   0.0325,   0.0300,   0.0101
A51195,  12,   3.7932,   0.1542,   0.0642,   0.4474,   0.0124,   0.0344,   0.0318,   0.0107
 A51195, -0.00911781937,  0.0049335584
 A10003  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A10003,1984,  45.0731,   3.6979,   2.7822,   9.1332,   2.3234,   0.5410,   0.5005,   0.1691
A10003,1985,  37.2690,   3.1552,   2.1595,   8.9416,   2.3083,   0.4096,   0.3789,   0.1280
A10003,1986,  41.1356,   3.6121,   2.5608,   8.7501,   2.2932,   0.4369,   0.4042,   0.1365
A10003,1987,  38.7024,   3.7153,   2.7700,   8.5585,   2.2781,   0.4333,   0.4008,   0.1354
A10003,1988,  39.5574,   2.8892,   2.0377,   8.3670,   2.2630,   0.4415,   0.4084,   0.1380
A10003,1989,  55.3455,   4.3441,   3.6152,   8.1754,   2.2479,   0.6547,   0.6056,   0.2046
A10003,1990,  46.9888,   3.6762,   3.1234,   7.9839,   2.2328,   0.5647,   0.5223,   0.1765
A10003,1991,  40.3986,   3.3189,   2.6941,   7.7923,   2.2177,   0.4461,   0.4126,   0.1394
A10003,1992,  39.4850,   2.9361,   2.3686,   7.6008,   2.2026,   0.4426,   0.4094,   0.1383
A10003,1993,  47.0538,   3.9210,   3.2070,   7.4092,   2.1876,   0.5292,   0.4895,   0.1654
A10003,1994,  46.9263,   3.8645,   3.3595,   7.2176,   2.1725,   0.5068,   0.4688,   0.1584
A10003,1995,  40.8779,   2.8579,   2.7457,   7.0261,   2.1574,   0.4411,   0.4080,   0.1378
A10003,1996,  58.6274,   4.3442,   3.8496,   6.8345,   2.1423,   0.6699,   0.6197,   0.2093
A10003,1997,  34.6877,   2.7801,   2.0767,   6.6430,   2.1272,   0.3775,   0.3491,   0.1180
A10003,1998,  37.0407,   3.0440,   2.5101,   6.4514,   2.1121,   0.4397,   0.4067,   0.1374
A10003,1999,  51.1548,   2.6947,   2.1744,   6.2599,   2.0970,   0.5378,   0.4974,   0.1680
A10003,2000,  47.5143,   2.7143,   2.1113,   6.0683,   2.0819,   0.5384,   0.4980,   0.1682
A10003,2001,  37.1451,   2.3183,   2.1649,   5.8768,   2.0668,   0.4364,   0.4037,   0.1364
A10003,2002,  43.6841,   2.3216,   2.3712,   5.6852,   2.0518,   0.4969,   0.4597,   0.1553
A10003,2003,  62.7587,   3.0905,   3.4206,   5.4937,   2.0367,   0.7177,   0.6639,   0.2243
A10003,2004,  56.8058,   3.1555,   3.5792,   5.3021,   2.0216,   0.6548,   0.6057,   0.2046
A10003,2005,  43.2489,   2.0953,   2.5673,   5.1105,   2.0065,   0.4848,   0.4484,   0.1515
A10003,   1,   3.4515,   0.2024,   0.1385,   0.3269,   0.0680,   0.0313,   0.0289,   0.0098
A10003,   2,   2.7496,   0.1764,   0.1208,   0.3355,   0.0773,   0.0249,   0.0231,   0.0078
A10003,   3,   4.3945,   0.3342,   0.2635,   0.4906,   0.1123,   0.0398,   0.0368,   0.0124
A10003,   4,   3.2891,   0.2841,   0.3399,   0.6291,   0.2410,   0.0596,   0.0552,   0.0186
A10003,   5,   4.0618,   0.3414,   0.3532,   0.7311,   0.2286,   0.0736,   0.0681,   0.0230
A10003,   6,   3.7513,   0.3220,   0.3421,   0.8519,   0.3258,   0.0680,   0.0629,   0.0213
A10003,   7,   4.9221,   0.4549,   0.3347,   0.7775,   0.3753,   0.0446,   0.0413,   0.0139
A10003,   8,   3.7214,   0.3425,   0.2420,   0.9358,   0.2261,   0.0337,   0.0312,   0.0105
A10003,   9,   4.6502,   0.2359,   0.1835,   0.7615,   0.1916,   0.0422,   0.0390,   0.0132
A10003,  10,   3.3087,   0.1760,   0.1581,   0.6320,   0.1447,   0.0300,   0.0277,   0.0094
A10003,  11,   3.3224,   0.1723,   0.1541,   0.3104,   0.1257,   0.0301,   0.0279,   0.0094
A10003,  12,   3.4446,   0.1647,   0.1082,   0.3397,   0.0486,   0.0312,   0.0289,   0.0098
 A10003, -0.0336935185, -0.00735439826
 A24015  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A24015,1984,  46.8041,   3.9484,   2.2564,   8.6016,   2.5223,   0.5552,   0.5136,   0.1735
A24015,1985,  38.7789,   3.2412,   1.6762,   8.4416,   2.5210,   0.4286,   0.3964,   0.1339
A24015,1986,  40.1636,   3.6282,   1.9498,   8.2815,   2.5196,   0.4228,   0.3911,   0.1321
A24015,1987,  39.4360,   3.6029,   2.0266,   8.1214,   2.5183,   0.4370,   0.4043,   0.1366
A24015,1988,  42.0900,   3.2069,   1.7276,   7.9613,   2.5169,   0.4822,   0.4460,   0.1507
A24015,1989,  53.6231,   4.3736,   2.7900,   7.8012,   2.5156,   0.6436,   0.5954,   0.2011
A24015,1990,  49.7530,   3.8600,   2.4701,   7.6411,   2.5142,   0.5914,   0.5471,   0.1848
A24015,1991,  36.7186,   3.1226,   1.9273,   7.4811,   2.5128,   0.3964,   0.3667,   0.1239
A24015,1992,  40.1014,   3.0747,   1.8957,   7.3210,   2.5115,   0.4464,   0.4129,   0.1395
A24015,1993,  47.1601,   3.8643,   2.4161,   7.1609,   2.5101,   0.5289,   0.4892,   0.1653
A24015,1994,  45.6240,   3.6712,   2.3845,   7.0008,   2.5088,   0.4925,   0.4556,   0.1539
A24015,1995,  41.1588,   2.8992,   2.1240,   6.8407,   2.5074,   0.4519,   0.4180,   0.1412
A24015,1996,  61.4749,   4.5402,   3.0351,   6.6806,   2.5061,   0.6948,   0.6427,   0.2171
A24015,1997,  35.4463,   2.8266,   1.6098,   6.5205,   2.5047,   0.3813,   0.3527,   0.1191
A24015,1998,  42.4468,   3.4091,   2.0853,   6.3605,   2.5033,   0.4997,   0.4622,   0.1561
A24015,1999,  52.4234,   3.0628,   1.9178,   6.2004,   2.5020,   0.5482,   0.5071,   0.1713
A24015,2000,  44.7990,   3.0000,   1.8969,   6.0403,   2.5006,   0.5112,   0.4729,   0.1597
A24015,2001,  38.3422,   2.5925,   1.9758,   5.8802,   2.4993,   0.4543,   0.4202,   0.1420
A24015,2002,  43.5796,   2.5148,   2.0088,   5.7201,   2.4979,   0.4832,   0.4469,   0.1510
A24015,2003,  65.0965,   3.3389,   3.0755,   5.5600,   2.4965,   0.7463,   0.6903,   0.2332
A24015,2004,  55.7186,   3.2011,   2.9574,   5.4000,   2.4952,   0.6505,   0.6017,   0.2033
A24015,2005,  46.0725,   2.3541,   2.2142,   5.2399,   2.4938,   0.5073,   0.4692,   0.1585
A24015,   1,   3.4920,   0.2145,   0.1248,   0.3461,   0.0599,   0.0317,   0.0293,   0.0099
A24015,   2,   2.7838,   0.1782,   0.1084,   0.3576,   0.0721,   0.0252,   0.0233,   0.0079
A24015,   3,   4.3643,   0.3424,   0.2117,   0.4809,   0.1196,   0.0396,   0.0366,   0.0124
A24015,   4,   3.2006,   0.2973,   0.2790,   0.5921,   0.2602,   0.0580,   0.0537,   0.0181
A24015,   5,   4.2821,   0.3684,   0.2820,   0.6954,   0.2555,   0.0776,   0.0718,   0.0243
A24015,   6,   3.6862,   0.3300,   0.2673,   0.8161,   0.3619,   0.0668,   0.0618,   0.0209
A24015,   7,   4.6442,   0.4398,   0.2321,   0.7369,   0.4535,   0.0421,   0.0389,   0.0132
A24015,   8,   3.8680,   0.3681,   0.1828,   0.8737,   0.3260,   0.0351,   0.0324,   0.0110
A24015,   9,   4.8135,   0.2399,   0.1459,   0.7307,   0.2560,   0.0436,   0.0404,   0.0136
A24015,  10,   3.5205,   0.1879,   0.1318,   0.6266,   0.1782,   0.0319,   0.0295,   0.0100
A24015,  11,   3.5835,   0.1911,   0.1400,   0.3209,   0.1254,   0.0325,   0.0300,   0.0102
A24015,  12,   3.5254,   0.1759,   0.0952,   0.3437,   0.0399,   0.0320,   0.0296,   0.0100
 A24015, -0.027985923, -0.000543440343
 A10001  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A10001,1984,  42.7902,   3.2455,   2.0290,   7.5394,   2.8662,   0.5095,   0.4713,   0.1592
A10001,1985,  42.3422,   3.2599,   1.8895,   7.4026,   2.8669,   0.4613,   0.4267,   0.1441
A10001,1986,  37.1091,   2.9401,   1.8001,   7.2658,   2.8677,   0.3865,   0.3575,   0.1208
A10001,1987,  36.6732,   3.1806,   1.9374,   7.1290,   2.8684,   0.4148,   0.3837,   0.1296
A10001,1988,  39.3004,   2.6308,   1.6480,   6.9922,   2.8691,   0.4368,   0.4041,   0.1365
A10001,1989,  59.1191,   4.4241,   3.1593,   6.8554,   2.8699,   0.7054,   0.6525,   0.2204
A10001,1990,  45.0205,   3.4680,   2.4801,   6.7186,   2.8706,   0.5376,   0.4973,   0.1680
A10001,1991,  40.9250,   3.1311,   2.1519,   6.5818,   2.8713,   0.4424,   0.4093,   0.1383
A10001,1992,  39.3280,   2.6388,   1.8289,   6.4450,   2.8721,   0.4294,   0.3972,   0.1342
A10001,1993,  42.4003,   3.3201,   2.2884,   6.3082,   2.8728,   0.4642,   0.4294,   0.1451
A10001,1994,  47.9319,   3.5733,   2.6344,   6.1714,   2.8735,   0.5166,   0.4779,   0.1614
A10001,1995,  41.1201,   2.7166,   2.2742,   6.0346,   2.8742,   0.4570,   0.4227,   0.1428
A10001,1996,  61.0620,   4.1028,   2.9946,   5.8978,   2.8750,   0.7249,   0.6706,   0.2265
A10001,1997,  41.6098,   2.8525,   1.7925,   5.7610,   2.8757,   0.4558,   0.4216,   0.1424
A10001,1998,  41.4040,   3.0061,   2.0499,   5.6242,   2.8764,   0.4806,   0.4445,   0.1502
A10001,1999,  46.8243,   2.3559,   1.6404,   5.4874,   2.8772,   0.4828,   0.4465,   0.1509
A10001,2000,  49.4094,   3.1564,   2.1018,   5.3506,   2.8779,   0.5610,   0.5189,   0.1753
A10001,2001,  40.7128,   2.7977,   2.2885,   5.2138,   2.8786,   0.4701,   0.4349,   0.1469
A10001,2002,  50.4301,   2.4305,   2.1579,   5.0770,   2.8794,   0.5571,   0.5154,   0.1741
A10001,2003,  60.5642,   3.2443,   2.9495,   4.9402,   2.8801,   0.6931,   0.6411,   0.2166
A10001,2004,  44.8066,   2.6283,   2.5203,   4.8034,   2.8808,   0.5180,   0.4791,   0.1619
A10001,2005,  48.0305,   2.4130,   2.5373,   4.6666,   2.8816,   0.5545,   0.5130,   0.1733
A10001,   1,   3.6347,   0.1892,   0.1103,   0.3462,   0.0592,   0.0329,   0.0305,   0.0103
A10001,   2,   3.0261,   0.1700,   0.1068,   0.3390,   0.0862,   0.0274,   0.0254,   0.0086
A10001,   3,   4.6141,   0.3297,   0.2270,   0.4565,   0.1773,   0.0418,   0.0387,   0.0131
A10001,   4,   3.3641,   0.2693,   0.2726,   0.5291,   0.3947,   0.0610,   0.0564,   0.0191
A10001,   5,   4.1384,   0.3248,   0.2808,   0.5998,   0.3513,   0.0750,   0.0694,   0.0234
A10001,   6,   3.5531,   0.2994,   0.2695,   0.6192,   0.4564,   0.0644,   0.0596,   0.0201
A10001,   7,   4.4506,   0.4232,   0.2663,   0.6571,   0.4434,   0.0403,   0.0373,   0.0126
A10001,   8,   4.4909,   0.3937,   0.2219,   0.7663,   0.3182,   0.0407,   0.0377,   0.0127
A10001,   9,   4.2531,   0.2118,   0.1489,   0.5742,   0.2299,   0.0386,   0.0357,   0.0120
A10001,  10,   3.2203,   0.1541,   0.1176,   0.5732,   0.1625,   0.0292,   0.0270,   0.0091
A10001,  11,   3.3583,   0.1518,   0.1239,   0.2831,   0.1643,   0.0304,   0.0282,   0.0095
A10001,  12,   3.3015,   0.1520,   0.0888,   0.3593,   0.0304,   0.0299,   0.0277,   0.0094
 A10001, -0.0269450024,  0.000254173676
 A10005  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A10005,1984,  45.1244,   2.9930,   1.8555,   6.5104,   5.7595,   0.5402,   0.4997,   0.1688
A10005,1985,  42.7691,   2.7909,   1.5356,   6.4032,   5.7875,   0.4596,   0.4251,   0.1436
A10005,1986,  35.9613,   2.7431,   1.6455,   6.2961,   5.8156,   0.3753,   0.3471,   0.1173
A10005,1987,  38.2882,   2.8664,   1.7124,   6.1890,   5.8437,   0.4239,   0.3921,   0.1325
A10005,1988,  37.8002,   2.2893,   1.4194,   6.0819,   5.8718,   0.4117,   0.3808,   0.1287
A10005,1989,  60.7859,   4.1158,   2.7431,   5.9747,   5.8999,   0.6893,   0.6376,   0.2154
A10005,1990,  43.1815,   3.0921,   2.2244,   5.8676,   5.9280,   0.5033,   0.4656,   0.1573
A10005,1991,  43.6921,   2.9437,   1.9417,   5.7605,   5.9561,   0.4683,   0.4332,   0.1464
A10005,1992,  44.5634,   2.7224,   1.8332,   5.6533,   5.9841,   0.4805,   0.4445,   0.1502
A10005,1993,  46.6145,   3.4273,   2.3817,   5.5462,   6.0122,   0.5212,   0.4821,   0.1629
A10005,1994,  48.5425,   3.1607,   2.2909,   5.4391,   6.0403,   0.5126,   0.4742,   0.1602
A10005,1995,  37.2768,   2.2013,   1.7357,   5.3319,   6.0684,   0.4366,   0.4039,   0.1364
A10005,1996,  60.3552,   3.7487,   2.6348,   5.2248,   6.0965,   0.6921,   0.6402,   0.2163
A10005,1997,  42.4257,   2.6451,   1.6675,   5.1176,   6.1246,   0.4597,   0.4252,   0.1436
A10005,1998,  43.1675,   2.6453,   1.7770,   5.0105,   6.1527,   0.4991,   0.4617,   0.1560
A10005,1999,  46.0404,   2.1575,   1.4875,   4.9034,   6.1808,   0.4748,   0.4392,   0.1484
A10005,2000,  47.6709,   2.8833,   1.9131,   4.7963,   6.2089,   0.5495,   0.5083,   0.1717
A10005,2001,  40.7424,   2.5917,   2.2450,   4.6891,   6.2370,   0.4640,   0.4292,   0.1450
A10005,2002,  49.2524,   2.2645,   2.0216,   4.5820,   6.2650,   0.5382,   0.4978,   0.1682
A10005,2003,  61.0318,   3.1058,   2.7672,   4.4748,   6.2931,   0.6834,   0.6322,   0.2136
A10005,2004,  46.6639,   2.3336,   2.3016,   4.3677,   6.3212,   0.5253,   0.4859,   0.1642
A10005,2005,  48.7712,   2.2825,   2.4416,   4.2606,   6.3493,   0.5711,   0.5283,   0.1785
A10005,   1,   3.8380,   0.1699,   0.0932,   0.3197,   0.1592,   0.0348,   0.0322,   0.0109
A10005,   2,   3.2377,   0.1599,   0.0953,   0.3017,   0.2079,   0.0293,   0.0271,   0.0092
A10005,   3,   4.6503,   0.2917,   0.2004,   0.4347,   0.3298,   0.0422,   0.0390,   0.0132
A10005,   4,   3.4445,   0.2419,   0.2383,   0.4510,   0.7303,   0.0624,   0.0578,   0.0195
A10005,   5,   3.8130,   0.2753,   0.2430,   0.5549,   0.6097,   0.0691,   0.0639,   0.0216
A10005,   6,   3.3632,   0.2731,   0.2446,   0.5629,   0.8879,   0.0610,   0.0564,   0.0191
A10005,   7,   4.7053,   0.4100,   0.2577,   0.5692,   1.0512,   0.0427,   0.0395,   0.0133
A10005,   8,   4.9387,   0.3820,   0.2155,   0.6885,   0.7246,   0.0448,   0.0414,   0.0140
A10005,   9,   3.9351,   0.1881,   0.1336,   0.4981,   0.5099,   0.0357,   0.0330,   0.0111
A10005,  10,   3.2590,   0.1407,   0.1029,   0.4634,   0.3939,   0.0295,   0.0273,   0.0092
A10005,  11,   3.4262,   0.1405,   0.1175,   0.2111,   0.4053,   0.0311,   0.0287,   0.0097
A10005,  12,   3.3309,   0.1453,   0.0842,   0.3303,   0.0449,   0.0302,   0.0279,   0.0094
 A10005, -0.0233816858,  0.00448338687
 A24047  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A24047,1984,  47.2154,   2.5921,   1.4313,   6.3963,   3.6429,   0.5630,   0.5207,   0.1759
A24047,1985,  45.4411,   2.4329,   1.2004,   6.3043,   3.6593,   0.4890,   0.4523,   0.1528
