specifier,FLOW,HEAT,NH3X,NO23,ORGN,TOTN,PO4X,PIPX,ORGP,TOTP,TSSX,ORGC,TSED,acre
JB0_7395_0000, 0.2512226E+03, 0.3273583E+04, 0.2237145E+04, 0.5239433E+04, 0.1112070E+04, 0.8588648E+04, 0.9588305E+02, 0.4695025E+02, 0.2552361E+03, 0.3980694E+03, 0.3391128E+04, 0.1715475E+05, 0.1695564E+01, 0.9303224E+02
WL0_4425_0000, 0.1486220E+04, 0.1743330E+05, 0.1927315E+04, 0.3003705E+04, 0.5934468E+04, 0.1086549E+05, 0.2583330E+03, 0.3473678E+03, 0.1753421E+03, 0.7810430E+03, 0.3472077E+05, 0.9761629E+05, 0.1736038E+02, 0.9380209E+03
PL0_6272_0000, 0.2889283E+04, 0.4239054E+05, 0.3310264E+04, 0.2283875E+05, 0.1238769E+05, 0.3853670E+05, 0.3702395E+03, 0.3083526E+03, 0.2521716E+03, 0.9307637E+03, 0.3740317E+05, 0.1453678E+06, 0.1870158E+02, 0.2089256E+04
PL0_6141_0000, 0.2438396E+04, 0.3624733E+05, 0.3845945E+04, 0.3351137E+05, 0.1193235E+05, 0.4928966E+05, 0.3438839E+03, 0.2787049E+03, 0.1506000E+03, 0.7731888E+03, 0.5204637E+05, 0.1337571E+06, 0.2602318E+02, 0.1957234E+04
PL0_6131_0000, 0.1350865E+04, 0.2043275E+05, 0.1072979E+04, 0.7530912E+04, 0.3993051E+04, 0.1259694E+05, 0.4691565E+02, 0.2913657E+02, 0.5304271E+02, 0.1290949E+03, 0.1024541E+06, 0.3345973E+05, 0.5122707E+02, 0.1134807E+04
PL0_6101_0000, 0.6817275E+04, 0.9932519E+05, 0.7424018E+04, 0.3128063E+05, 0.2739093E+05, 0.6609559E+05, 0.7852167E+03, 0.6991284E+03, 0.3931497E+03, 0.1877495E+04, 0.1901324E+06, 0.3238722E+06, 0.9506620E+02, 0.5169070E+04
PL0_5922_0000, 0.1592280E+04, 0.2339023E+05, 0.1217927E+04, 0.7561020E+04, 0.4671513E+04, 0.1345046E+05, 0.1450630E+03, 0.1016324E+03, 0.7216566E+02, 0.3188611E+03, 0.4174073E+05, 0.5970272E+05, 0.2087036E+02, 0.1305294E+04
PL0_5923_0000, 0.6103054E+03, 0.9119812E+04, 0.2462715E+03, 0.2157399E+04, 0.9192960E+03, 0.3322966E+04, 0.8729872E+02, 0.4264215E+02, 0.3509910E+02, 0.1650399E+03, 0.2417224E+05, 0.1683211E+05, 0.1208612E+02, 0.5132209E+03
PL0_5903_0000, 0.3380644E+03, 0.5156714E+04, 0.5810647E+02, 0.2977768E+03, 0.1903949E+03, 0.5462781E+03, 0.8393950E+01, 0.2053720E+01, 0.9784143E+01, 0.2023182E+02, 0.7478924E+04, 0.3458243E+04, 0.3739462E+01, 0.3100100E+03
PL0_5902_0000, 0.3290653E+04, 0.4849679E+05, 0.4920886E+04, 0.2504344E+05, 0.1650465E+05, 0.4646897E+05, 0.5312834E+03, 0.1926323E+03, 0.2291675E+03, 0.9530833E+03, 0.2219551E+06, 0.1678022E+06, 0.1109776E+03, 0.2622529E+04
PL0_5901_0000, 0.5843828E+03, 0.8772281E+04, 0.1354431E+03, 0.1085384E+04, 0.5417632E+03, 0.1762590E+04, 0.1988914E+02, 0.1198718E+02, 0.1477473E+02, 0.4665106E+02, 0.2910263E+05, 0.8480812E+04, 0.1455131E+02, 0.5129780E+03
PL0_5851_0000, 0.1608696E+03, 0.2120373E+04, 0.1295835E+03, 0.1114299E+04, 0.7688644E+03, 0.2012747E+04, 0.3561841E+02, 0.3834211E+02, 0.2597113E+02, 0.9993164E+02, 0.5356155E+05, 0.1020354E+05, 0.2678077E+02, 0.1266989E+03
PL0_5900_0000, 0.6714177E+05, 0.9333812E+06, 0.1312845E+05, 0.1103224E+06, 0.5691530E+05, 0.1803661E+06, 0.4125477E+04, 0.4328416E+04, 0.3176683E+04, 0.1163058E+05, 0.2410064E+07, 0.1071969E+07, 0.1205032E+04, 0.5978146E+05
PL0_5904_0000, 0.6652809E+04, 0.1002941E+06, 0.1530357E+04, 0.1081496E+05, 0.6185499E+04, 0.1853082E+05, 0.3385283E+03, 0.1652275E+03, 0.2347627E+03, 0.7385186E+03, 0.1607640E+06, 0.1017531E+06, 0.8038197E+02, 0.5824881E+04
PL0_5495_0000, 0.6257223E+03, 0.8641972E+04, 0.8034762E+03, 0.3963901E+04, 0.4810860E+04, 0.9578239E+04, 0.4160617E+02, 0.5154883E+02, 0.3217286E+02, 0.1253278E+03, 0.9062701E+04, 0.4607440E+05, 0.4531351E+01, 0.5765771E+03
PL0_5494_0000, 0.1101735E+04, 0.1508308E+05, 0.4891473E+03, 0.1679576E+04, 0.1817929E+04, 0.3986653E+04, 0.4769843E+02, 0.6111933E+02, 0.4136845E+02, 0.1501862E+03, 0.5692632E+05, 0.2420835E+05, 0.2846316E+02, 0.9958572E+03
PL0_5492_0000, 0.3467144E+04, 0.4271967E+05, 0.2075044E+04, 0.6922549E+04, 0.7237415E+04, 0.1623501E+05, 0.4933407E+03, 0.5642300E+03, 0.3464384E+03, 0.1404009E+04, 0.3679937E+06, 0.1474010E+06, 0.1839969E+03, 0.2411569E+04
PL7_4964_0000, 0.9771072E+03, 0.1120600E+05, 0.2724500E+04, 0.2217774E+04, 0.7356822E+04, 0.1229910E+05, 0.1802175E+03, 0.1991390E+03, 0.8471281E+02, 0.4640691E+03, 0.5031136E+05, 0.1006618E+06, 0.2515568E+02, 0.4757220E+03
WM0_3743_0000, 0.9108575E+03, 0.1148234E+05, 0.1296781E+04, 0.1590064E+04, 0.2786007E+04, 0.5672852E+04, 0.3092544E+03, 0.1081840E+03, 0.1319510E+03, 0.5493894E+03, 0.4762574E+05, 0.4354808E+05, 0.2381287E+02, 0.5479312E+03
WM0_3745_0000, 0.1352038E+04, 0.1848493E+05, 0.4490874E+03, 0.2402797E+04, 0.1544289E+04, 0.4396173E+04, 0.1977675E+03, 0.1095060E+03, 0.9172324E+02, 0.3989967E+03, 0.2141992E+05, 0.3245620E+05, 0.1070996E+02, 0.1026890E+04
EU0_3201_0000, 0.1703756E+05, 0.2364380E+06, 0.1361514E+05, 0.1005483E+06, 0.4274990E+05, 0.1569133E+06, 0.4191308E+04, 0.2392606E+04, 0.1433249E+04, 0.8017163E+04, 0.2929896E+07, 0.6784537E+06, 0.1464948E+04, 0.1247552E+05
PL2_4811_0000, 0.3656228E+04, 0.4432193E+05, 0.5240732E+04, 0.4960542E+04, 0.1520091E+05, 0.2540218E+05, 0.3264315E+03, 0.4604942E+03, 0.2340287E+03, 0.1020954E+04, 0.2743187E+06, 0.2125924E+06, 0.1371594E+03, 0.2135250E+04
SU2_0510_0570, 0.1205394E+06, 0.1346982E+07, 0.2763916E+05, 0.1629584E+06, 0.1024869E+06, 0.2930844E+06, 0.1002739E+05, 0.4281503E+04, 0.3431464E+04, 0.1774036E+05, 0.1865772E+08, 0.2716298E+07, 0.9225143E+04, 0.9988779E+05
SU3_0970_1120, 0.2362444E+06, 0.3204796E+07, 0.4389209E+06, 0.6437658E+06, 0.5687402E+06, 0.1651427E+07, 0.8448984E+05, 0.3515229E+04, 0.4399961E+05, 0.1320047E+06, 0.1478360E+08, 0.6452042E+07, 0.7309619E+04, 0.1494107E+06
PL0_5252_0000, 0.3722058E+03, 0.5123030E+04, 0.4054433E+03, 0.3013074E+04, 0.1774455E+04, 0.5192972E+04, 0.2672620E+02, 0.1909436E+02, 0.1647555E+02, 0.6229611E+02, 0.4909418E+04, 0.1942034E+05, 0.2454709E+01, 0.4007030E+03
PL7_4984_0000, 0.8789632E+02, 0.1189809E+04, 0.5810472E+02, 0.1158088E+03, 0.2222725E+03, 0.3961860E+03, 0.7903242E+01, 0.6290224E+01, 0.5053206E+01, 0.1924668E+02, 0.3822213E+04, 0.3445949E+04, 0.1911106E+01, 0.8983799E+02
EU0_3364_0000, 0.1259244E+03, 0.1827036E+04, 0.2565976E+02, 0.1803878E+03, 0.1365494E+03, 0.3425970E+03, 0.7025392E+01, 0.4008881E+01, 0.3644099E+01, 0.1467837E+02, 0.1516114E+06, 0.1988067E+04, 0.7580570E+02, 0.9869798E+02
YL0_7372_0000, 0.6820998E+01, 0.1149967E+03, 0.1298547E+02, 0.2580718E+02, 0.9813993E+01, 0.4860666E+02, 0.8942001E+00, 0.1823254E+00, 0.2246730E+01, 0.3323255E+01, 0.1142721E+03, 0.1163344E+03, 0.5713603E-01, 0.7995033E+01
RL0_6451_0000, 0.3304455E+02, 0.4905625E+03, 0.2546567E+02, 0.1317093E+03, 0.9910323E+02, 0.2562781E+03, 0.5432565E+01, 0.5738983E+01, 0.5276443E+01, 0.1644799E+02, 0.1139085E+04, 0.1534872E+04, 0.5695428E+00, 0.2309590E+02
EL0_5760_0000, 0.5179192E+05, 0.7187344E+06, 0.2628467E+06, 0.4000522E+06, 0.2338554E+06, 0.8967542E+06, 0.2563152E+05, 0.5490366E+04, 0.1190760E+05, 0.4302949E+05, 0.8888132E+06, 0.2141222E+07, 0.4444066E+03, 0.2827092E+05
EL0_5767_0001, 0.1424900E+05, 0.1752500E+06, 0.1160721E+05, 0.7080325E+05, 0.4022909E+05, 0.1226396E+06, 0.2118813E+04, 0.2484492E+04, 0.1014486E+04, 0.5617792E+04, 0.3102774E+07, 0.3041739E+06, 0.1547849E+04, 0.8982504E+04
EU0_3726_0001, 0.8574099E+04, 0.1008500E+06, 0.5685647E+04, 0.4855621E+05, 0.1804124E+05, 0.7228312E+05, 0.2382347E+04, 0.9666702E+03, 0.4747576E+03, 0.3823775E+04, 0.5715580E+07, 0.1700008E+06, 0.2857032E+04, 0.5422738E+04
XU0_4090_4270, 0.3672055E+05, 0.4055374E+06, 0.3204867E+05, 0.7326864E+05, 0.9837226E+05, 0.2036896E+06, 0.6103974E+04, 0.4738252E+04, 0.3090656E+04, 0.1393288E+05, 0.1178482E+08, 0.1555044E+07, 0.5918781E+04, 0.2267708E+05
PM1_4251_4250, 0.1302841E+05, 0.1310221E+06, 0.8898887E+03, 0.8602784E+04, 0.3592333E+04, 0.1308501E+05, 0.1435166E+03, 0.5853535E+02, 0.6598453E+02, 0.2680364E+03, 0.1247404E+06, 0.6877669E+04, 0.5211906E+02, 0.1355695E+05
PM1_4250_4500, 0.7240191E+05, 0.8918454E+06, 0.4981195E+05, 0.2854120E+06, 0.1547712E+06, 0.4899951E+06, 0.1450083E+05, 0.3798007E+04, 0.4088757E+04, 0.2238759E+05, 0.1223390E+08, 0.1397232E+07, 0.6058952E+04, 0.4874164E+05
N10001, 0.1529519E+06, 0.2047526E+07, 0.1286439E+06, 0.1003972E+07, 0.4350882E+06, 0.1567704E+07, 0.5487052E+05, 0.2377348E+05, 0.1702096E+05, 0.9566498E+05, 0.1508567E+09, 0.3029848E+07, 0.7536339E+05, 0.1291351E+06
N10005, 0.4617775E+06, 0.6627637E+07, 0.6462206E+06, 0.3953264E+07, 0.2114520E+07, 0.6714004E+07, 0.1473319E+06, 0.4113732E+05, 0.4336006E+05, 0.2318293E+06, 0.8279786E+08, 0.1500566E+08, 0.4134985E+05, 0.2872581E+06
N24011, 0.3987306E+06, 0.5563466E+07, 0.3136580E+06, 0.2244144E+07, 0.1079298E+07, 0.3637100E+07, 0.9577537E+05, 0.5442752E+05, 0.3143016E+05, 0.1816330E+06, 0.4954100E+08, 0.1024680E+08, 0.2474975E+05, 0.1986359E+06
N24019, 0.3489350E+06, 0.4728393E+07, 0.3950859E+06, 0.2221698E+07, 0.9930932E+06, 0.3609878E+07, 0.9331081E+05, 0.6134779E+05, 0.4212314E+05, 0.1967814E+06, 0.2472257E+08, 0.1190004E+08, 0.1235921E+05, 0.2428810E+06
N24045, 0.3259724E+06, 0.4248422E+07, 0.4758998E+06, 0.1741707E+07, 0.9206642E+06, 0.3138272E+07, 0.7414205E+05, 0.5060727E+05, 0.3442034E+05, 0.1591696E+06, 0.5477206E+08, 0.7865008E+07, 0.2731826E+05, 0.2220552E+06
N24047, 0.2270945E+06, 0.3014268E+07, 0.1537935E+06, 0.9936904E+06, 0.4676980E+06, 0.1615182E+07, 0.3945853E+05, 0.3811266E+05, 0.1722730E+05, 0.9479850E+05, 0.2843437E+08, 0.4568604E+07, 0.1419534E+05, 0.1707771E+06
N24039, 0.1762865E+06, 0.2446782E+07, 0.1283681E+06, 0.7717043E+06, 0.4304712E+06, 0.1330543E+07, 0.3829853E+05, 0.3794573E+05, 0.2052735E+05, 0.9677163E+05, 0.1403690E+08, 0.6016114E+07, 0.7006854E+04, 0.1461617E+06
N51001, 0.1338050E+06, 0.1963698E+07, 0.1760967E+06, 0.1181763E+07, 0.4486817E+06, 0.1806542E+07, 0.5349460E+05, 0.3929281E+05, 0.2049515E+05, 0.1132826E+06, 0.3466479E+07, 0.5626182E+07, 0.1733239E+04, 0.1106930E+06
N51131, 0.7097660E+05, 0.1086525E+07, 0.1107335E+06, 0.9800369E+06, 0.3384268E+06, 0.1429197E+07, 0.2504547E+05, 0.2478404E+05, 0.7335482E+04, 0.5716498E+05, 0.2836580E+07, 0.4093836E+07, 0.1418292E+04, 0.5957410E+05
N24035, 0.3668142E+06, 0.5064520E+07, 0.3966621E+06, 0.2814173E+07, 0.1112693E+07, 0.4323530E+07, 0.1162621E+06, 0.4057338E+05, 0.2802754E+05, 0.1848628E+06, 0.6522248E+08, 0.1410279E+08, 0.3256471E+05, 0.2304953E+06
N24041, 0.3358031E+06, 0.4680809E+07, 0.3573381E+06, 0.2445780E+07, 0.1014001E+07, 0.3817119E+07, 0.9409439E+05, 0.6220477E+05, 0.2928586E+05, 0.1855850E+06, 0.1968411E+08, 0.1329617E+08, 0.9842055E+04, 0.1619890E+06
N24015, 0.3048326E+06, 0.4158754E+07, 0.2888370E+06, 0.1490192E+07, 0.6826666E+06, 0.2461696E+07, 0.6162484E+05, 0.2988829E+05, 0.2636278E+05, 0.1178758E+06, 0.5253926E+08, 0.9288882E+07, 0.2624667E+05, 0.2117307E+06
N42029, 0.1479151E+06, 0.1765651E+07, 0.1702420E+06, 0.8945379E+06, 0.4716924E+06, 0.1536473E+07, 0.4207629E+05, 0.1464604E+05, 0.1230624E+05, 0.6902859E+05, 0.3394752E+08, 0.4849108E+07, 0.1693431E+05, 0.8998793E+05
N10003, 0.3802897E+05, 0.5068067E+06, 0.3258892E+05, 0.2563259E+06, 0.1048687E+06, 0.3937834E+06, 0.8904100E+04, 0.5664540E+04, 0.2572735E+04, 0.1714138E+05, 0.6501398E+07, 0.1623056E+07, 0.3249047E+04, 0.2952439E+05
N24029, 0.2692062E+06, 0.3788848E+07, 0.2781081E+06, 0.2068101E+07, 0.8009707E+06, 0.3147179E+07, 0.1037694E+06, 0.3975125E+05, 0.2427276E+05, 0.1677935E+06, 0.5612057E+08, 0.1177992E+08, 0.2804315E+05, 0.1719112E+06
N51007, 0.1985952E+06, 0.2643952E+07, 0.4963066E+05, 0.2749202E+06, 0.1496998E+06, 0.4742507E+06, 0.1802424E+05, 0.1538928E+05, 0.1274696E+05, 0.4616048E+05, 0.1909549E+08, 0.1977950E+07, 0.9296281E+04, 0.2238926E+06
N51049, 0.1801273E+06, 0.2479923E+07, 0.4792497E+05, 0.2353093E+06, 0.1533116E+06, 0.4365459E+06, 0.1047804E+05, 0.9239968E+04, 0.7917450E+04, 0.2763545E+05, 0.1989245E+08, 0.1908247E+07, 0.9853630E+04, 0.1874771E+06
N51135, 0.1001297E+06, 0.1281975E+07, 0.1538129E+05, 0.8078290E+05, 0.4861854E+05, 0.1447828E+06, 0.1006360E+05, 0.9318534E+04, 0.6824676E+04, 0.2620681E+05, 0.9287626E+07, 0.8927054E+06, 0.4521507E+04, 0.1042339E+06
N51145, 0.1712041E+06, 0.2356975E+07, 0.5000267E+05, 0.2700766E+06, 0.1334025E+06, 0.4534819E+06, 0.1113847E+05, 0.9275213E+04, 0.7416092E+04, 0.2782977E+05, 0.1518412E+08, 0.1865755E+07, 0.7519413E+04, 0.1638027E+06
N51147, 0.2102850E+06, 0.2472740E+07, 0.2561674E+05, 0.1118688E+06, 0.6661281E+05, 0.2040983E+06, 0.1778551E+05, 0.1529909E+05, 0.1169573E+05, 0.4478032E+05, 0.1840312E+08, 0.1734103E+07, 0.8959209E+04, 0.2105110E+06
N51041, 0.3346444E+06, 0.4734034E+07, 0.6004521E+06, 0.1031177E+07, 0.6092819E+06, 0.2240912E+07, 0.1573981E+06, 0.2334892E+05, 0.7455196E+05, 0.2552991E+06, 0.9429324E+07, 0.7604074E+07, 0.4636278E+04, 0.2640502E+06
N51570, 0.7433217E+04, 0.9737183E+05, 0.7042298E+04, 0.6605714E+04, 0.2137917E+05, 0.3502718E+05, 0.9973062E+03, 0.1306959E+04, 0.7083621E+03, 0.3012628E+04, 0.1522919E+06, 0.4068012E+06, 0.7455994E+02, 0.4539774E+04
N51149, 0.7294188E+05, 0.1124731E+07, 0.4953078E+05, 0.2733653E+06, 0.1346627E+06, 0.4575588E+06, 0.7697581E+04, 0.6171042E+04, 0.4101459E+04, 0.1797008E+05, 0.3171446E+07, 0.2102401E+07, 0.1585723E+04, 0.7364474E+05
N51670, 0.5154208E+05, 0.8856750E+06, 0.3084638E+07, 0.1544290E+07, 0.1027977E+07, 0.5656904E+07, 0.9203566E+05, 0.1480033E+04, 0.5132406E+05, 0.1448398E+06, 0.6728374E+07, 0.6309488E+07, 0.3364188E+04, 0.6402206E+04
N51053, 0.4789785E+05, 0.7426076E+06, 0.1476719E+05, 0.1167369E+06, 0.4601447E+05, 0.1775185E+06, 0.3446913E+04, 0.2882505E+04, 0.2360681E+04, 0.8690100E+04, 0.2369018E+07, 0.6850682E+06, 0.1156852E+04, 0.4871618E+05
N51730, 0.1449166E+05, 0.2032852E+06, 0.1531370E+05, 0.1707830E+05, 0.5013124E+05, 0.8252325E+05, 0.1444629E+04, 0.1221179E+04, 0.8693914E+03, 0.3535200E+04, 0.3406549E+06, 0.6683272E+06, 0.1703274E+03, 0.9550206E+04
N51011, 0.1525640E+06, 0.2143600E+07, 0.3067415E+05, 0.1951286E+06, 0.1159664E+06, 0.3417691E+06, 0.1178413E+05, 0.8813912E+04, 0.7736026E+04, 0.2833406E+05, 0.5132334E+08, 0.1863109E+07, 0.2544853E+05, 0.1483871E+06
N51029, 0.3745720E+06, 0.5149566E+07, 0.7228183E+05, 0.4028671E+06, 0.2509683E+06, 0.7261173E+06, 0.1673659E+05, 0.1268462E+05, 0.1230680E+05, 0.4172800E+05, 0.6749434E+08, 0.3978642E+07, 0.3359149E+05, 0.3653887E+06
N51036, 0.9958277E+05, 0.1554316E+07, 0.5227217E+05, 0.4032939E+06, 0.1639931E+06, 0.6195593E+06, 0.9072278E+04, 0.6753206E+04, 0.3873006E+04, 0.1969849E+05, 0.5252680E+07, 0.2445297E+07, 0.2594956E+04, 0.1100973E+06
N51085, 0.3007272E+06, 0.4206402E+07, 0.1271542E+06, 0.7438610E+06, 0.3523615E+06, 0.1223377E+07, 0.4226064E+05, 0.1496997E+05, 0.2442182E+05, 0.8165241E+05, 0.7138501E+08, 0.4297262E+07, 0.3542332E+05, 0.2956404E+06
N51087, 0.2182722E+06, 0.3182437E+07, 0.6035190E+06, 0.7020427E+06, 0.4976750E+06, 0.1803237E+07, 0.8657064E+05, 0.1164752E+05, 0.4419011E+05, 0.1424083E+06, 0.1039840E+08, 0.4683496E+07, 0.5111697E+04, 0.1490365E+06
N51127, 0.1039315E+06, 0.1543282E+07, 0.3622751E+05, 0.2614822E+06, 0.1177765E+06, 0.4154865E+06, 0.5190503E+04, 0.4199589E+04, 0.3030927E+04, 0.1242102E+05, 0.3536366E+07, 0.1359481E+07, 0.1722896E+04, 0.1242851E+06
N51760, 0.1127242E+06, 0.1844078E+07, 0.1082808E+07, 0.8347029E+06, 0.6060526E+06, 0.2523564E+07, 0.1596261E+06, 0.2854827E+04, 0.8445247E+05, 0.2469333E+06, 0.9531426E+07, 0.4346792E+07, 0.4755863E+04, 0.3827863E+05
N51095, 0.1056162E+06, 0.1671890E+07, 0.2397085E+06, 0.3815876E+06, 0.2350952E+06, 0.8563912E+06, 0.4366202E+05, 0.6161918E+04, 0.2036102E+05, 0.7018499E+05, 0.3454059E+07, 0.2787791E+07, 0.1725540E+04, 0.8320538E+05
N24025, 0.4497949E+06, 0.5866514E+07, 0.5783264E+06, 0.1759039E+07, 0.8934917E+06, 0.3230856E+07, 0.8749173E+05, 0.3137748E+05, 0.3856720E+05, 0.1574364E+06, 0.1105908E+09, 0.1125540E+08, 0.5523141E+05, 0.2715166E+06
N51181, 0.6421123E+05, 0.1022240E+07, 0.4285058E+05, 0.2895078E+06, 0.1205126E+06, 0.4528709E+06, 0.6275055E+04, 0.5011508E+04, 0.2771647E+04, 0.1405821E+05, 0.3264117E+07, 0.1685208E+07, 0.1632058E+04, 0.6618727E+05
N51199, 0.1478799E+06, 0.2505569E+07, 0.2180599E+06, 0.4676543E+06, 0.2205146E+06, 0.9062289E+06, 0.5651403E+05, 0.4241332E+04, 0.2771509E+05, 0.8847046E+05, 0.6189298E+07, 0.2481589E+07, 0.3094651E+04, 0.6337009E+05
N51830, 0.8137571E+04, 0.1220275E+06, 0.4758138E+04, 0.7216652E+04, 0.1649944E+05, 0.2847423E+05, 0.5777346E+03, 0.6399692E+03, 0.4250527E+03, 0.1642757E+04, 0.2616377E+06, 0.2522981E+06, 0.1308188E+03, 0.5622681E+04
N51023, 0.3090899E+06, 0.4680554E+07, 0.4894205E+05, 0.2882948E+06, 0.1749641E+06, 0.5122010E+06, 0.1739087E+05, 0.1610927E+05, 0.1097791E+05, 0.4447804E+05, 0.1110534E+09, 0.3770500E+07, 0.5530834E+05, 0.2448362E+06
N51045, 0.2184011E+06, 0.2778435E+07, 0.1336195E+05, 0.6987969E+05, 0.4932980E+05, 0.1325714E+06, 0.8133970E+04, 0.3276573E+04, 0.4265078E+04, 0.1567562E+05, 0.4096737E+08, 0.2056939E+07, 0.2040313E+05, 0.1602630E+06
H51045, 0.2699716E+05, 0.3660269E+06, 0.6920034E+03, 0.3122607E+04, 0.3572297E+04, 0.7386907E+04, 0.6142892E+03, 0.2484775E+03, 0.3136951E+03, 0.1176462E+04, 0.5583548E+07, 0.1748487E+06, 0.2780795E+04, 0.1871077E+05
N51071, 0.9767733E+04, 0.1197824E+06, 0.2067285E+03, 0.1642883E+04, 0.1107829E+04, 0.2957441E+04, 0.1386590E+03, 0.5572805E+02, 0.7113516E+02, 0.2655223E+03, 0.2295855E+07, 0.6932737E+05, 0.1143413E+04, 0.7599856E+04
N51121, 0.1380597E+05, 0.1599931E+06, 0.9070812E+03, 0.5389331E+04, 0.4219583E+04, 0.1051600E+05, 0.3112719E+03, 0.3226885E+03, 0.2702517E+03, 0.9042122E+03, 0.2077718E+07, 0.1417533E+06, 0.1034773E+04, 0.1402088E+05
N51161, 0.1695900E+05, 0.2068044E+06, 0.2265783E+04, 0.9738941E+04, 0.6606648E+04, 0.1861138E+05, 0.1224095E+04, 0.1186076E+04, 0.7977208E+03, 0.3207892E+04, 0.1234161E+08, 0.2396345E+06, 0.6146539E+04, 0.1642941E+05
N11001, 0.2100931E+06, 0.3524999E+07, 0.4333831E+06, 0.3429076E+07, 0.7677916E+06, 0.4630249E+07, 0.3722781E+05, 0.5051400E+04, 0.4225808E+05, 0.8453732E+05, 0.1056573E+08, 0.6107612E+07, 0.5275843E+04, 0.3898748E+05
N24031, 0.4698714E+06, 0.6351322E+07, 0.4427318E+06, 0.2959841E+07, 0.1060312E+07, 0.4462884E+07, 0.6886105E+05, 0.2848462E+05, 0.3346186E+05, 0.1308075E+06, 0.6675566E+08, 0.1022514E+08, 0.3300480E+05, 0.3142534E+06
N24033, 0.5096260E+06, 0.7061494E+07, 0.4591135E+06, 0.2921615E+07, 0.1231019E+07, 0.4611749E+07, 0.1080644E+06, 0.4809990E+05, 0.3988231E+05, 0.1960466E+06, 0.4281548E+08, 0.1789715E+08, 0.2133555E+05, 0.3039237E+06
N24017, 0.3613367E+06, 0.4776158E+07, 0.2296609E+06, 0.1041280E+07, 0.4451290E+06, 0.1716070E+07, 0.5190906E+05, 0.3164699E+05, 0.2539117E+05, 0.1089473E+06, 0.5018167E+08, 0.6745474E+07, 0.2506793E+05, 0.2844108E+06
N24037, 0.2766086E+06, 0.3767722E+07, 0.2311378E+06, 0.1279038E+07, 0.6077670E+06, 0.2117943E+07, 0.5467440E+05, 0.4547054E+05, 0.2470104E+05, 0.1248460E+06, 0.5457048E+08, 0.8972423E+07, 0.2727758E+05, 0.2218203E+06
N51179, 0.1989470E+06, 0.2688407E+07, 0.1344241E+06, 0.3842280E+06, 0.2421360E+06, 0.7607887E+06, 0.2908931E+05, 0.1707153E+05, 0.1882812E+05, 0.6498894E+05, 0.1136352E+08, 0.3871301E+07, 0.5677708E+04, 0.1683598E+06
N51099, 0.1330532E+06, 0.1978281E+07, 0.7787418E+05, 0.4947022E+06, 0.2110864E+06, 0.7836628E+06, 0.2022787E+05, 0.7086167E+04, 0.9148084E+04, 0.3646212E+05, 0.6916188E+07, 0.3111862E+07, 0.3458095E+04, 0.1095416E+06
N51103, 0.1048385E+06, 0.1600976E+07, 0.5882244E+05, 0.3837796E+06, 0.1830370E+06, 0.6256392E+06, 0.1062316E+05, 0.7428620E+04, 0.5891094E+04, 0.2394287E+05, 0.2611474E+07, 0.2604079E+07, 0.1305737E+04, 0.8170993E+05
N51133, 0.1529621E+06, 0.2285618E+07, 0.1251231E+06, 0.8221981E+06, 0.3496256E+06, 0.1296946E+07, 0.1963851E+05, 0.1439254E+05, 0.9497821E+04, 0.4352886E+05, 0.7094412E+07, 0.5106891E+07, 0.3547205E+04, 0.1179246E+06
N51057, 0.1907155E+06, 0.2892134E+07, 0.1065807E+06, 0.8186834E+06, 0.3244892E+06, 0.1249753E+07, 0.2681081E+05, 0.1292416E+05, 0.1004741E+05, 0.4978237E+05, 0.4342723E+08, 0.4249977E+07, 0.2168841E+05, 0.1559053E+06
N51119, 0.1018708E+06, 0.1570720E+07, 0.5981892E+05, 0.3755593E+06, 0.1949769E+06, 0.6303553E+06, 0.1337634E+05, 0.7020945E+04, 0.6265049E+04, 0.2666234E+05, 0.1823167E+08, 0.2421689E+07, 0.9101539E+04, 0.8024327E+05
N51159, 0.1433308E+06, 0.2181728E+07, 0.7589685E+05, 0.5768862E+06, 0.2313619E+06, 0.8841447E+06, 0.1520705E+05, 0.1128360E+05, 0.6789519E+04, 0.3328018E+05, 0.2080039E+08, 0.3213357E+07, 0.1039557E+05, 0.1155322E+06
N51193, 0.1783944E+06, 0.2618564E+07, 0.1265689E+06, 0.9107286E+06, 0.3780958E+06, 0.1415394E+07, 0.2940513E+05, 0.1902801E+05, 0.1288969E+05, 0.6132282E+05, 0.2507900E+08, 0.5043522E+07, 0.1253409E+05, 0.1407356E+06
N42013, 0.5295793E+06, 0.6189385E+07, 0.3263142E+06, 0.8709889E+06, 0.7027368E+06, 0.1900040E+07, 0.8654280E+05, 0.1018389E+05, 0.3420678E+05, 0.1309334E+06, 0.5203370E+08, 0.1227347E+08, 0.2537825E+05, 0.2947636E+06
N42027, 0.8862428E+06, 0.1065743E+08, 0.4196012E+06, 0.1769071E+07, 0.1162779E+07, 0.3351452E+07, 0.4725636E+05, 0.1890504E+05, 0.1811538E+05, 0.8427671E+05, 0.9132350E+08, 0.1393672E+08, 0.4504811E+05, 0.6663830E+06
N42033, 0.1397455E+07, 0.1964221E+08, 0.3262279E+06, 0.9679509E+06, 0.8960406E+06, 0.2190220E+07, 0.5813072E+05, 0.1650347E+05, 0.2791139E+05, 0.1025456E+06, 0.1116203E+09, 0.1666215E+08, 0.5509693E+05, 0.6574672E+06
