TABLE->,HT-BED-FLAGS,HT-BED-FLAGS,HT-BED-FLAGS,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,HEAT-PARM,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,MON-HT-TGRND,HEAT-INIT,HEAT-INIT
VARS->,BDFG,TGFG,TSTP,ELEV,ELDAT,CFSAEX,KATRAD,KCOND,KEVAP,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TW,AIRTMP
PU1_4190_4300,0,na,na,1417,-1046,0.85,7.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_4210_4170,0,na,na,0551,-0678,0.40,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4720_4750,0,na,na,2486,0023,0.20,9.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_4760_4451,0,na,na,2329,-0223,0.10,9.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU1_4300_4440,0,na,na,1187,-1276,0.10,7.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU2_4750_4451,0,na,na,2186,-0366,0.20,9.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_4450_4440,0,na,na,0958,-1505,0.85,9.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_4440_3970,0,na,na,0928,-0855,0.40,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_3970_3890,0,na,na,0756,-1027,0.40,12.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_3890_3990,0,na,na,0608,-0370,0.40,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_3990_3780,0,na,na,0599,-0380,0.40,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU4_3780_3930,0,na,na,0574,-0405,0.40,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU5_3930_4170,0,na,na,0536,-0443,0.50,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU5_4170_4020,0,na,na,0510,-0469,0.50,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_4020_3870,0,na,na,0490,-0739,0.60,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3870_3690,0,na,na,0449,-0442,0.60,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3690_3610,0,na,na,0415,-0476,0.60,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3610_3530,0,na,na,0399,-0493,0.60,11.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3530_3440,0,na,na,0385,-0506,0.60,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3440_3590,0,na,na,0380,-0256,0.60,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3590_3640,0,na,na,0373,-0263,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3640_3600,0,na,na,0367,-0525,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3600_3602,0,na,na,0352,-0299,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3602_3730,0,na,na,0333,-0303,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3730_3750,0,na,na,0324,-0327,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3750_3752,0,na,na,0310,-0214,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_3752_4080,0,na,na,0289,-0347,0.60,13.06250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_4080_4180,0,na,na,0277,-0247,0.60,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU6_4180_4150,0,na,na,0258,-0266,0.60,16.96875,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4150_4290,0,na,na,0229,-0236,0.70,8.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4290_4200,0,na,na,0211,-0662,0.70,8.937500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4200_4410,0,na,na,0202,-0240,0.70,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4410_4620,0,na,na,0190,-0215,0.70,16.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4620_4580,0,na,na,0183,-0282,0.70,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4580_4820,0,na,na,0112,-0157,0.70,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM7_4820_0001,0,na,na,0025,-0380,0.70,12.93750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL0_5767_0001,0,na,na,0025,-0005,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EL2_5272_5270,0,na,na,0025,0005,0.20,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
EU0_3726_0001,0,na,na,0025,-0020,0.10,13,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_3711_3710,0,na,na,0444,0002,0.10,13.43750,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4251_4250,0,na,na,0359,-0046,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PM1_4252_4250,0,na,na,0359,-0046,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
PU3_4451_4450,0,na,na,0958,-1505,0.85,9.437500,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
XU0_4092_4090,0,na,na,0310,-0142,0.10,13.56250,6.12,2.24,na,na,na,na,na,na,na,na,na,na,na,na,40,40
end,,,,,,,,,,,,,,,,,,,,,,,
