LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A51065,0.5076,1.4753,0.01031,0.62367,0.11716,9.64724,15.5328,0.00012,0.1704,0.01438,0.21257,0.00137,0.76725,1.20554,2.07361,0.35199,1.33962,0.16018,0.01065
A51075,0.61942,1.52224,0.01156,0.64032,0.11296,12.313,17.5965,0.00064,0.19117,0.01111,0.20842,0.00186,0.94073,1.02713,2.02845,0.21887,2.02664,0.00707,0.0009
A51103,0.77463,2.12028,0.00261,0.73882,0.09111,15.0345,10.3421,0.00289,0.219,0.00875,0.21467,0.00503,2.88454,0.58665,2.14954,0.4391,3.33052,0.00818,0.02242
A51133,0.90971,1.91801,0.02039,0.66908,0.14483,13.896,11.1767,0.00107,0.17086,0.01664,0.20353,0.01309,0.28559,1.74155,2.09376,0.32671,1.56928,0.02328,0.02241
A51057,0.20671,1.72187,0.03125,0.81667,0.07457,9.57484,17.1217,3e-05,0.20095,0.05367,0.23811,0.00218,0.14952,2.05039,2.44969,0.1712,0.88966,0.95305,0.02197
A51159,0.33322,1.63814,0.00417,0.68677,0.06704,9.60641,17.6131,0.00014,0.17352,0.00522,0.22371,0.00258,1.29107,0.66114,1.96226,0.2575,1.23936,0.17265,0.02241
F51159,0.65423,1.89876,0.00373,0.63167,0.08485,13.3136,12.8149,0.00093,0.17168,0.00512,0.18594,0.00444,1.35485,0.6565,1.96608,0.39468,1.08804,0.03762,0.02241
A51099,0.76474,2.37015,0.01865,0.58364,0.1408,16.1178,15.6304,0.00036,0.20226,0.00937,0.24231,0.00247,0.78944,1.35264,2.19844,0.28952,1.95053,0.01376,0.02197
A51630,1.10483,0.78285,0.03007,0.18617,0.1556,9.4274,12.6922,0.01972,0.02047,0.1506,0.19193,0.00237,0.40125,1.36461,1.93312,0.33191,1.63589,0.01971,0.00813
F51057,0.42692,2.2061,0.03045,0.82977,0.12028,12.7564,17.7898,0.00045,0.18067,0.05038,0.25174,0.00451,0.2448,1.99794,2.39325,0.21248,1.78854,0.0504,0.02197
F51099,0.74356,2.46733,0.01714,0.58597,0.11342,16.5318,15.6724,0.00039,0.20217,0.00887,0.24329,0.00277,0.78667,1.35613,2.19985,0.31292,1.92778,0.01249,0.02197
F51630,2.09005,1.12856,0.02061,0.58231,0.42749,15.7303,12.0863,0.05022,0.03463,0.10714,0.14978,0.00944,0.44326,1.37395,1.91159,0.63531,1.31237,0.01305,0.00812
A51047,0.48011,1.40029,0.10325,0.71445,0.10988,8.43021,16.0977,9e-05,0.1361,0.04926,0.21977,0.00408,0.07753,1.9517,2.1601,0.21252,1.12077,0.61549,0.01035
A51061,0.89707,3.5907,0.02965,0.66016,0.10811,22.512,16.7283,0.00033,0.19838,0.01418,0.22878,0.00323,0.38337,1.71426,2.24888,0.30353,2.02865,0.01936,0.02122
A51157,0.46588,3.95273,0.17172,0.5538,0.05656,23.2425,16.4345,2e-05,0.19314,0.00649,0.21234,0.00097,0.21918,1.83222,2.13498,0.14448,1.94357,0.14836,0.01616
B51061,0.2217,3.12667,0.08384,0.62151,0.05998,17.0021,17.3858,8e-05,0.19846,0.01089,0.22539,0.00112,0.29953,1.79172,2.24869,0.08657,2.17885,0.0815,0.01554
B51157,0.50377,4.84958,0.12463,0.58311,0.08827,27.5703,16.139,4e-05,0.19677,0.00602,0.21208,0.0028,0.17015,1.95624,2.16005,0.13785,2.03537,0.12438,0.01613
F51061,0.87167,2.45036,0.02487,0.6513,0.08662,16.9771,17.7625,0.00037,0.19668,0.01247,0.23014,0.00417,0.31286,1.76102,2.24059,0.30814,2.05474,0.02012,0.02184
F51157,0.52035,3.87466,0.17632,0.55477,0.15057,22.9716,16.4036,3e-05,0.19292,0.0065,0.21245,0.00111,0.25404,1.7834,2.13532,0.17573,1.91289,0.14799,0.01642
A51113,0.45183,2.173,0.06032,0.47457,0.05703,13.4103,15.2704,3e-05,0.19009,0.00768,0.20795,0.00161,0.11615,1.88737,2.06439,0.22989,1.81679,0.14892,0.01408
B51113,0.76838,3.03526,0.11863,0.53361,0.15632,18.9653,15.1092,8e-05,0.19333,0.00673,0.21235,0.00492,0.11624,1.97251,2.09518,0.20192,2.04575,0.07837,0.01579
F51113,0.69028,2.26392,0.06831,0.49452,0.20958,14.6947,15.2663,4e-05,0.18928,0.00736,0.20854,0.00281,0.11233,1.89558,2.06265,0.21005,2.02442,0.07889,0.01566
A51079,0.73416,1.93304,0.02266,0.60554,0.1576,14.0473,15.3466,0.00024,0.1907,0.01246,0.21786,0.00397,0.26519,1.72513,2.1312,0.28845,1.9022,0.03232,0.01462
B51079,0.92024,2.56815,0.02464,0.63183,0.40554,17.9154,16.2069,0.00046,0.19486,0.00952,0.2258,0.00762,0.29163,1.77179,2.17751,0.25193,2.00824,0.01771,0.01451
F51079,1.06453,1.70372,0.03486,0.59607,0.48795,14.1702,15.7643,0.00033,0.18584,0.01561,0.21687,0.00553,0.19972,1.78354,2.12703,0.39877,1.83267,0.04028,0.01545
A51137,0.87856,1.67183,0.03257,0.5641,0.12114,12.8273,15.421,0.00019,0.17955,0.01382,0.20682,0.00265,0.21473,1.68788,2.07224,0.3291,1.77132,0.03113,0.01267
F51137,0.87269,1.52127,0.03194,0.56535,0.11713,12.2247,15.7461,0.00021,0.177,0.01532,0.20463,0.00297,0.18768,1.71623,2.06599,0.34902,1.76596,0.03351,0.00813
A24005,0.08958,0.99766,0.02457,0.70671,0.02362,5.63858,16.3584,1e-05,0.18714,0.04867,0.22456,0.00184,0.11203,2.22589,2.25303,0.16168,1.03445,1.39987,0.01082
A24510,0.48878,1.80104,0.01253,0.80306,0.06923,11.4181,19.4653,0.00428,0.06174,0.12553,0.25987,0.00196,0.76919,1.70363,2.55584,0.20879,2.31553,0.03897,0.01093
F24005,0.0795,0.97604,0.02241,0.71366,0.02217,5.45896,16.2656,2e-05,0.18756,0.04874,0.22677,0.00175,0.11607,2.22066,2.26302,0.15715,1.00965,1.43141,0.01769
F24510,0.47481,1.82867,0.01131,0.8,0.05348,11.4797,19.1342,0.00474,0.06237,0.12934,0.26011,0.00196,0.78296,1.69583,2.55634,0.19967,2.40024,0.03025,0.01093
A24013,0.13499,2.18316,0.01175,1.17925,0.03743,12.0525,28.5637,6e-05,0.29549,0.01913,0.34303,0.00151,1.45357,1.82061,3.77373,0.27408,1.27193,0.47833,0.01369
F24013,0.44478,3.59503,0.01386,1.27352,0.11492,20.5147,26.9935,0.00144,0.28679,0.02669,0.34444,0.0043,1.63642,1.78302,3.4937,0.1817,2.02572,0.00957,0.01383
A24025,0.15017,1.76592,0.0179,0.74378,0.04621,9.68778,15.4284,8e-05,0.20738,0.0618,0.22204,0.00222,0.38801,2.10271,2.36959,0.18412,1.62243,0.26216,0.01041
F24025,0.17991,2.71773,0.01656,0.6825,0.05457,14.1464,14.3406,0.00106,0.18553,0.07255,0.20612,0.00462,0.52803,2.06569,2.36425,0.06991,2.43816,0.01389,0.01044
A10001,0.14561,1.43247,0.00947,1.09974,0.03283,7.9244,23.2639,2e-05,0.28404,0.01433,0.303,0.00121,1.43527,1.64943,2.54226,0.21568,0.81885,0.5799,0.0196
A10005,0.09079,1.3361,0.00292,0.8512,0.02352,7.23133,37.7337,1e-05,0.2837,0.00514,0.27121,0.00525,2.51837,0.84755,2.00121,0.58325,1.61909,0.36695,0.00724
A24011,0.3266,2.60081,0.00749,1.06211,0.08045,15.1496,26.2029,0.0005,0.25826,0.01473,0.34737,0.0044,1.41986,1.37778,3.34867,0.2325,2.79537,0.00639,0.01213
A24019,0.65592,2.3512,0.00728,1.05748,0.14449,15.0524,24.8959,0.00222,0.23417,0.02298,0.32402,0.00934,1.29632,1.38961,2.8976,0.2741,2.17891,0.00549,0.01433
A24045,0.35379,1.96319,0.00692,0.58275,0.05996,11.6286,12.6349,0.00147,0.17683,0.0348,0.21035,0.00609,0.77659,1.51378,2.2448,0.20467,2.32799,0.00803,0.01547
F24019,0.29561,2.7503,0.0068,1.06565,0.09961,15.1348,24.9327,0.0016,0.23514,0.02407,0.32403,0.00629,1.30857,1.3846,2.883,0.13292,2.32221,0.00538,0.01453
A24047,1.09083,1.68806,0.01122,0.7716,0.24641,14.7902,15.9398,0.00706,0.192,0.0644,0.22162,0.00595,0.78898,1.5696,2.40505,0.61299,1.50193,0.02527,0.01548
F24045,0.60414,1.98437,0.00726,0.65239,0.10958,13.594,10.3219,0.00383,0.20609,0.0261,0.20171,0.01304,0.72949,1.49669,2.34136,0.2378,2.32215,0.0066,0.0144
A24039,1.04862,2.81141,0.00743,1.04983,0.3089,18.3506,26.4404,0.01119,0.24905,0.04712,0.32549,0.01357,1.82558,1.35211,2.61576,0.35076,4.05904,0.00535,0.014
A51001,0.9231,1.27872,0.00639,0.77413,0.23353,10.923,16.1063,0.0114,0.14948,0.03758,0.20877,0.01358,0.84564,1.27074,2.2079,0.59145,0.79853,0.13834,0.01401
F24039,0.52348,3.32241,0.00673,1.05093,0.20288,18.5814,26.2153,0.00803,0.2524,0.04709,0.32076,0.00966,1.85008,1.34525,2.59461,0.17866,4.28771,0.00506,0.014
F51001,0.91991,1.27959,0.00639,0.77395,0.23236,10.9269,16.0928,0.01141,0.14949,0.03759,0.20874,0.01358,0.84573,1.27062,2.20772,0.58989,0.80054,0.13865,0.014
A51131,0.57753,2.4145,0.00576,0.88685,0.12333,15.2657,19.9605,0.0009,0.23304,0.00962,0.24881,0.00669,1.43957,1.28021,2.46954,0.46854,1.55191,0.046,0.01399
F51131,0.64772,2.33537,0.00586,0.88803,0.13379,15.2324,19.9613,0.00091,0.23287,0.00969,0.24938,0.00675,1.44223,1.27885,2.46787,0.49768,1.53004,0.04453,0.01398
F10005,0.11548,2.27958,0.00292,0.8398,0.03369,12.0641,27.2908,2e-05,0.27926,0.00611,0.26633,0.0065,2.45186,0.84985,1.98402,0.45715,2.47795,0.08215,0.00729
A24041,0.52212,2.15932,0.00832,0.93163,0.10303,13.8735,22.112,0.00213,0.21898,0.027,0.28376,0.00537,1.39175,1.2476,2.68146,0.1724,1.58451,0.00539,0.01223
F24041,0.28811,2.46434,0.00712,0.93561,0.07837,13.9368,22.0929,0.00171,0.21944,0.02817,0.28333,0.00413,1.3916,1.25041,2.67251,0.09743,1.66958,0.00507,0.01213
A24035,0.08283,1.7855,0.00991,0.88233,0.02667,9.54638,20.0038,4e-05,0.24667,0.0248,0.26065,0.00133,0.793,1.88018,2.63781,0.08975,2.13195,0.01497,0.01926
F24035,0.12324,2.74974,0.01045,0.89824,0.04416,14.4854,19.8187,0.00019,0.21037,0.03067,0.2656,0.00253,0.89854,1.86369,2.63657,0.0864,2.02,0.0096,0.0194
A24015,0.29346,2.05151,0.0227,0.70994,0.05608,11.6293,16.5069,0.00015,0.17645,0.03976,0.23287,0.00391,0.20993,2.108,2.3989,0.17847,2.10586,0.04318,0.01037
A10003,0.55035,1.38193,0.01253,2.13561,0.13173,10.3286,32.083,0.00475,0.13667,0.05841,0.61129,0.008,0.3327,1.86655,2.74531,0.25932,2.15184,0.01278,0.0196
F24015,0.94907,2.84057,0.02805,0.7028,0.08631,20.6757,19.2674,0.00149,0.21668,0.01896,0.26895,0.01107,0.31041,2.02734,2.53638,0.3072,2.2275,0.01704,0.01047
A24029,0.28148,2.25601,0.01437,0.8865,0.063,12.7731,23.4242,0.00039,0.19426,0.02856,0.31398,0.01041,0.23332,1.95058,2.46854,0.15328,2.32411,0.01221,0.01936
F24029,0.2707,2.26973,0.01422,0.88749,0.061,12.7853,23.4624,0.0004,0.19412,0.02886,0.31437,0.01039,0.23407,1.95065,2.46655,0.14768,2.32986,0.01214,0.01936
A42029,0.21826,1.81339,0.02795,0.62188,0.04563,10.0488,15.7357,0.00029,0.15254,0.03995,0.22193,0.0059,0.14354,1.99652,2.17741,0.17126,1.70171,0.19589,0.01043
A51041,0.50046,1.48501,0.0187,0.42698,0.05293,10.4419,17.8698,5e-05,0.1836,0.00924,0.21487,0.00517,0.18734,1.67414,2.03959,0.31748,1.25239,0.18154,0.01119
A51145,0.70252,1.52505,0.02593,0.69612,0.20281,11.1566,11.4933,0.00091,0.19269,0.01872,0.20405,0.00353,0.80789,1.32764,2.1774,0.27567,1.93317,0.01637,0.01114
A51570,0.13248,1.83874,0.00616,0.57652,0.01767,9.84115,19.7667,0.00844,0.04843,0.11968,0.17679,0.00405,0.35715,1.3574,1.77583,0.05937,1.86272,0.00627,0.02273
A51149,0.0059,0.8492,0.01905,0.58553,0.00096,4.47474,15.2875,0,0.15775,0.00085,0.18052,0.00658,0.03645,1.82364,1.8569,0.05313,0.4266,0.93678,0.02371
A51670,0.16051,2.12372,0.00666,0.61713,0.02055,11.4124,12.4004,0.00802,0.04631,0.1472,0.1999,0.00222,0.52982,1.4109,2.0119,0.07796,2.51153,0.00748,0.02295
F51149,0.01016,1.28692,0.01931,0.59273,0.00207,6.23831,10.5627,0,0.16645,0.00205,0.17592,0.0138,0.05877,1.79781,1.85453,0.09983,0.67029,0.90173,0.0227
F51670,0.17714,2.08544,0.00692,0.61685,0.02408,11.3026,12.4214,0.00813,0.04521,0.14817,0.1999,0.0022,0.52833,1.41013,2.01182,0.08503,2.50568,0.00772,0.02296
A51007,1.12508,0.89925,0.06349,0.59232,0.278,10.9212,17.4095,6e-05,0.17781,0.00982,0.22218,0.00138,0.4283,1.4667,2.01626,0.21434,0.60714,1.08867,0.02241
A51135,0.69937,1.17306,0.03899,0.62141,0.13769,9.52644,16.4485,5e-05,0.16205,0.01473,0.21508,0.004,0.18361,1.71639,2.02751,0.1616,0.60422,0.95918,0.01619
A51147,0.65292,1.19127,0.02074,0.52807,0.14327,9.62557,15.5101,5e-05,0.16177,0.00524,0.1912,0.01111,0.1407,1.71301,1.89632,0.18354,0.83902,0.60948,0.01139
A51011,0.69,1.18554,0.02845,0.73496,0.23422,8.18517,15.3053,0.0004,0.13964,0.05052,0.23024,0.00801,0.20803,1.80798,2.15493,0.37054,0.99283,0.73546,0.00864
A51029,0.5561,1.57156,0.01954,0.96875,0.17167,9.40781,16.611,0.0006,0.18275,0.0451,0.27571,0.00382,0.53741,1.56289,2.19944,0.30629,2.29123,0.03342,0.0106
A51049,0.77848,1.51327,0.01991,0.70034,0.15931,11.6656,15.2389,0.0005,0.1836,0.02051,0.20133,0.00286,0.49586,1.49019,2.14892,0.2787,1.57868,0.06971,0.01131
F51011,0.63243,1.29423,0.02995,0.75561,0.17809,8.51745,15.7803,0.00038,0.15073,0.04286,0.23598,0.00689,0.23332,1.78535,2.15363,0.34354,1.04804,0.59119,0.01132
F51147,1.66031,1.46153,0.01939,0.55953,0.19533,16.6394,12.2486,0.00023,0.16776,0.00288,0.16202,0.0446,0.20159,1.65309,1.91732,0.34866,1.61442,0.01294,0.01154
F51145,1.19928,1.84526,0.03477,0.699,0.38133,15.8002,9.44129,0.00117,0.19678,0.01046,0.20899,0.00852,0.77622,1.35505,2.17637,0.34682,1.84136,0.01286,0.01121
A51053,0.5018,0.66068,0.0402,0.70526,0.13907,5.99752,14.6489,0.00013,0.16408,0.04871,0.22852,0.01365,0.07236,1.58503,1.79161,0.26424,0.47067,1.20244,0.02145
A51730,0.09201,1.52998,0.00628,0.57432,0.01135,8.07311,22.6683,0.00489,0.02561,0.13591,0.17297,0.00252,0.25326,1.39529,1.74263,0.04117,1.81211,0.00622,0.0243
F51053,1.16903,0.80306,0.04313,0.88203,0.37801,8.80194,15.2137,0.00075,0.13605,0.04709,0.25976,0.04438,0.07789,1.59233,1.75687,0.6533,0.58876,0.66091,0.02145
F51730,0.21606,2.0045,0.00722,0.58907,0.02346,11.0945,10.9189,0.00903,0.04351,0.12078,0.17217,0.00476,0.31579,1.36067,1.74076,0.07869,1.76689,0.00639,0.02272
A51036,0.44626,3.56903,0.01419,0.66587,0.05176,20.7911,23.5308,0.00058,0.2112,0.02843,0.25902,0.01183,0.17181,1.68096,2.06337,0.39844,3.17729,0.05355,0.02248
A51087,0.54272,2.17002,0.02089,0.66976,0.06673,13.4648,17.8675,0.00043,0.17959,0.04001,0.25138,0.0035,0.29008,1.77705,2.23778,0.30529,1.58145,0.06512,0.02305
A51760,0.41333,1.51343,0.00821,0.55514,0.03622,9.62278,16.536,0.01243,0.03389,0.13227,0.18022,0.00411,0.38264,1.32021,1.79915,0.15098,1.83063,0.0071,0.02182
F51041,1.38475,2.13508,0.0207,0.59099,0.11336,18.943,17.2509,0.00023,0.19025,0.00648,0.2209,0.01786,0.23775,1.67353,2.01954,0.40982,1.84416,0.01632,0.00978
F51087,0.54251,2.17079,0.02087,0.66983,0.06646,13.4672,17.866,0.00043,0.17959,0.04001,0.25137,0.0035,0.29042,1.7768,2.23778,0.30544,1.58049,0.06532,0.02327
F51760,0.77766,1.9474,0.0092,0.62941,0.07346,13.559,11.3256,0.0215,0.05183,0.10509,0.17445,0.00983,0.42046,1.30787,1.79445,0.26839,1.70283,0.00734,0.02025
A51181,0.00529,0.84871,0.01477,0.53,0.00079,4.4132,16.9634,0,0.15949,0.00025,0.15912,0.01109,0.02671,1.62954,1.58494,0.05457,0.45084,0.77249,0.02332
F51181,0.0092,1.40574,0.01502,0.46918,0.00153,7.33917,12.3181,0,0.13745,0.00078,0.16542,0.01842,0.04548,1.58073,1.58446,0.09742,0.67193,0.74864,0.02246
A51550,0.05837,2.33455,0.00507,0.71382,0.02526,11.6851,15.1114,0.00012,0.18876,0.0125,0.21203,0.00168,0.8717,1.43187,2.35327,0.04735,2.88565,0.00478,0.02265
A51710,0.14523,1.87824,0.00613,0.57432,0.01822,10.092,13.945,0.00906,0.07079,0.0958,0.1756,0.00732,0.38095,1.34852,1.76855,0.06926,1.95932,0.00666,0.02293
A51810,0.04407,3.35727,0.00476,1.2707,0.01756,16.9812,31.3714,7e-05,0.29694,0.00941,0.36694,0.00189,1.1116,1.37495,3.21334,0.02993,2.04161,0.00457,0.02285
F51710,0.10105,1.93334,0.00568,0.57441,0.01481,10.1471,13.8398,0.008,0.07312,0.09453,0.17559,0.00673,0.378,1.35456,1.76833,0.04832,1.97953,0.00609,0.02276
A51740,0.12309,1.95726,0.00581,0.5752,0.01653,10.378,11.6927,0.00839,0.06827,0.09994,0.17626,0.00591,0.39656,1.33986,1.77742,0.04749,1.92163,0.00583,0.02271
F51550,0.07868,2.30959,0.00521,0.71353,0.0297,11.6621,15.1278,0.00017,0.18853,0.0129,0.21216,0.00223,0.87863,1.42779,2.35329,0.06634,2.86609,0.00487,0.02265
F51740,0.1221,1.95831,0.00581,0.5752,0.01647,10.3783,11.6909,0.00836,0.0683,0.09994,0.17626,0.0059,0.39613,1.34034,1.77746,0.04713,1.92192,0.00582,0.02271
A51800,0.08091,1.34936,0.00801,0.52322,0.00907,7.42608,12.4878,0,0.14073,0.00054,0.17136,0.0426,0.12682,1.39302,1.66855,0.45597,0.61202,0.38079,0.02582
A51093,0.00661,0.26603,0.00999,0.52491,0.00166,1.41134,19.8654,0,0.1607,0.00021,0.16406,0.00525,0.02802,1.53033,1.67032,0.04093,0.18808,0.50757,0.02356
A51700,0.11447,2.0091,0.00577,0.57195,0.01657,10.6028,10.9991,0.00663,0.0546,0.10976,0.16964,0.00513,0.2872,1.3772,1.71341,0.03544,1.74669,0.00525,0.02269
F51700,0.10818,2.0171,0.00566,0.5719,0.01623,10.6109,10.9948,0.00677,0.05494,0.10926,0.16961,0.00531,0.28855,1.37552,1.71336,0.0335,1.74867,0.00519,0.02269
F51810,0.05715,3.32403,0.00487,1.26923,0.02042,16.9218,31.3365,8e-05,0.29495,0.00977,0.36661,0.00214,1.10396,1.37556,3.21602,0.0399,2.03293,0.00467,0.02286
F51800,0.17614,1.28083,0.00818,0.58332,0.02803,7.14629,11.4905,5e-05,0.15037,0.00153,0.17486,0.09455,0.13559,1.35452,1.65215,0.74973,0.649,0.37757,0.0231
A51085,0.50395,1.29192,0.02724,0.60399,0.08515,8.93966,15.312,7e-05,0.13879,0.02987,0.21251,0.00388,0.17099,1.7382,2.0262,0.27529,0.75466,0.83019,0.01948
F51085,0.42886,1.53929,0.02818,0.61889,0.06662,9.90197,16.1674,0.00026,0.13855,0.04299,0.22099,0.00267,0.23557,1.67538,2.03868,0.23866,0.86976,0.50994,0.0222
B51003,0.24502,4.05804,0.00302,0.46073,0.05728,22.0214,18.7943,0.00011,0.19961,0.00225,0.21905,0.0012,1.48978,0.7457,2.18302,0.06511,2.31244,0.0026,0.01323
F51003,0.59075,2.71209,0.00322,0.4485,0.10057,16.945,18.0054,0.00029,0.19477,0.0038,0.21648,0.00275,1.45847,0.72452,2.14624,0.19206,2.1006,0.00317,0.01813
