TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
A36065,1,0,1,0,0.210225,0.070720,0.021022,0.210225,0.500000
A36067,1,0,1,0,0.238654,0.072107,0.023865,0.238654,0.500000
A36069,1,0,1,0,0.182637,0.074707,0.018264,0.182637,0.500000
A36077,1,0,1,0,0.182090,0.071512,0.018210,0.182090,0.500000
A36095,1,0,1,0,0.182694,0.071339,0.018270,0.182694,0.500000
A36097,1,0,1,0,0.174978,0.074723,0.017497,0.174978,0.500000
A36101,1,0,1,0,0.148747,0.075722,0.014875,0.148747,0.500000
A36107,1,0,1,0,0.173358,0.073805,0.017335,0.173358,0.500000
A36109,1,0,1,0,0.198796,0.072745,0.019880,0.198796,0.500000
A36123,1,0,1,0,0.169956,0.074624,0.016995,0.169956,0.500000
A37001,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37005,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37009,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37033,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37067,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37077,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37081,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37131,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37135,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37145,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37157,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37169,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37171,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37181,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37185,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A37189,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A42001,1,0,1,0,0.263938,0.077024,0.026393,0.263938,0.500000
A42009,1,0,1,0,0.192675,0.075174,0.019267,0.192675,0.500000
A42011,1,0,1,0,0.284375,0.073755,0.028437,0.284375,0.500000
A42013,1,0,1,0,0.215723,0.073457,0.021573,0.215723,0.500000
A42015,1,0,1,0,0.182741,0.074862,0.018274,0.182741,0.500000
A42021,1,0,1,0,0.262131,0.072559,0.026213,0.262131,0.500000
A42023,1,0,1,0,0.221137,0.070930,0.022113,0.221137,0.500000
A42025,1,0,1,0,0.310226,0.071744,0.031022,0.310226,0.500000
A42027,1,0,1,0,0.210209,0.073826,0.021021,0.210209,0.500000
A42029,1,0,1,0,0.308676,0.074828,0.030868,0.308676,0.500000
A42033,1,0,1,0,0.213548,0.071775,0.021354,0.213548,0.500000
A42035,1,0,1,0,0.213934,0.071610,0.021394,0.213934,0.500000
A42037,1,0,1,0,0.225025,0.072532,0.022502,0.225025,0.500000
A42041,1,0,1,0,0.237315,0.076240,0.023732,0.237315,0.500000
A42043,1,0,1,0,0.241941,0.074460,0.024194,0.241941,0.500000
A42047,1,0,1,0,0.229143,0.071379,0.022914,0.229143,0.500000
A42055,1,0,1,0,0.249827,0.076144,0.024983,0.249827,0.500000
A42057,1,0,1,0,0.198132,0.075064,0.019814,0.198132,0.500000
A42061,1,0,1,0,0.191343,0.073914,0.019135,0.191343,0.500000
A42063,1,0,1,0,0.239430,0.071625,0.023943,0.239430,0.500000
A42065,1,0,1,0,0.221254,0.071496,0.022125,0.221254,0.500000
A42067,1,0,1,0,0.216088,0.074378,0.021608,0.216088,0.500000
A42069,1,0,1,0,0.230525,0.073112,0.023052,0.230525,0.500000
A42071,1,0,1,0,0.337582,0.076480,0.033758,0.337582,0.500000
A42075,1,0,1,0,0.313324,0.075640,0.031333,0.313324,0.500000
A42079,1,0,1,0,0.233803,0.073241,0.023380,0.233803,0.500000
A42081,1,0,1,0,0.199582,0.072383,0.019959,0.199582,0.500000
A42083,1,0,1,0,0.249572,0.070899,0.024958,0.249572,0.500000
A42087,1,0,1,0,0.213588,0.073050,0.021358,0.213588,0.500000
A42093,1,0,1,0,0.212686,0.073914,0.021268,0.212686,0.500000
A42097,1,0,1,0,0.228012,0.074229,0.022802,0.228012,0.500000
A42099,1,0,1,0,0.231710,0.074367,0.023171,0.231710,0.500000
A42105,1,0,1,0,0.209942,0.073013,0.020994,0.209942,0.500000
A42107,1,0,1,0,0.260497,0.073210,0.026049,0.260497,0.500000
A42109,1,0,1,0,0.233306,0.074481,0.023330,0.233306,0.500000
A42111,1,0,1,0,0.231310,0.074615,0.023131,0.231310,0.500000
A42113,1,0,1,0,0.235717,0.072594,0.023571,0.235717,0.500000
A42115,1,0,1,0,0.230307,0.072647,0.023030,0.230307,0.500000
A42117,1,0,1,0,0.173914,0.075516,0.017391,0.173914,0.500000
A42119,1,0,1,0,0.241317,0.072632,0.024131,0.241317,0.500000
A42127,1,0,1,0,0.252177,0.071635,0.025217,0.252177,0.500000
A42131,1,0,1,0,0.181089,0.073644,0.018109,0.181089,0.500000
A42133,1,0,1,0,0.260868,0.076236,0.026086,0.260868,0.500000
A47091,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A47163,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51001,1,0,1,0,0.206182,0.073612,0.020619,0.206182,0.500000
A51003,1,0,1,0,0.200120,0.075712,0.020012,0.200120,0.500000
A51005,1,0,1,0,0.136475,0.073721,0.013647,0.136475,0.500000
A51007,1,0,1,0,0.194733,0.075320,0.019473,0.194733,0.500000
A51009,1,0,1,0,0.165066,0.074073,0.016506,0.165066,0.500000
A51011,1,0,1,0,0.188551,0.075544,0.018854,0.188551,0.500000
A51013,1,0,1,0,0.303884,0.076089,0.030388,0.303884,0.500000
A51015,1,0,1,0,0.189375,0.076516,0.018938,0.189375,0.500000
A51017,1,0,1,0,0.136463,0.072154,0.013646,0.136463,0.500000
A51019,1,0,1,0,0.176304,0.074570,0.017630,0.176304,0.500000
A51021,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51023,1,0,1,0,0.144659,0.074181,0.014465,0.144659,0.500000
A51025,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51027,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51029,1,0,1,0,0.173585,0.075305,0.017358,0.173585,0.500000
A51031,1,0,1,0,0.174137,0.075374,0.017414,0.174137,0.500000
A51033,1,0,1,0,0.203222,0.075241,0.020323,0.203222,0.500000
A51035,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51036,1,0,1,0,0.212448,0.075395,0.021245,0.212448,0.500000
A51037,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51041,1,0,1,0,0.213566,0.076338,0.021356,0.213566,0.500000
A51043,1,0,1,0,0.175559,0.076727,0.017557,0.175559,0.500000
A51045,1,0,1,0,0.141905,0.073292,0.014191,0.141905,0.500000
A51047,1,0,1,0,0.184545,0.074899,0.018455,0.184545,0.500000
A51049,1,0,1,0,0.178307,0.075372,0.017830,0.178307,0.500000
A51051,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51053,1,0,1,0,0.200112,0.074603,0.020011,0.200112,0.500000
A51057,1,0,1,0,0.206478,0.075420,0.020647,0.206478,0.500000
A51059,1,0,1,0,0.262829,0.076844,0.026282,0.262829,0.500000
A51061,1,0,1,0,0.193608,0.075622,0.019361,0.193608,0.500000
A51063,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51065,1,0,1,0,0.177978,0.075170,0.017797,0.177978,0.500000
A51067,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51069,1,0,1,0,0.171043,0.076258,0.017105,0.171043,0.500000
A51071,1,0,1,0,0.156357,0.073438,0.015635,0.156357,0.500000
A51073,1,0,1,0,0.211886,0.073549,0.021188,0.211886,0.500000
A51075,1,0,1,0,0.188436,0.075806,0.018844,0.188436,0.500000
A51077,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51079,1,0,1,0,0.209616,0.075416,0.020961,0.209616,0.500000
A51081,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51083,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51085,1,0,1,0,0.213225,0.075985,0.021323,0.213225,0.500000
A51087,1,0,1,0,0.244652,0.076678,0.024465,0.244652,0.500000
A51089,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51091,1,0,1,0,0.165324,0.072910,0.016533,0.165324,0.500000
A51093,1,0,1,0,0.211336,0.073775,0.021134,0.211336,0.500000
A51095,1,0,1,0,0.204707,0.073383,0.020471,0.204707,0.500000
A51097,1,0,1,0,0.202355,0.075560,0.020235,0.202355,0.500000
A51099,1,0,1,0,0.207356,0.074434,0.020736,0.207356,0.500000
A51101,1,0,1,0,0.208301,0.075884,0.020830,0.208301,0.500000
A51103,1,0,1,0,0.223270,0.074418,0.022327,0.223270,0.500000
A51105,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51107,1,0,1,0,0.208217,0.076140,0.020821,0.208217,0.500000
A51109,1,0,1,0,0.186881,0.074963,0.018688,0.186881,0.500000
A51111,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51113,1,0,1,0,0.197286,0.075376,0.019729,0.197286,0.500000
A51115,1,0,1,0,0.183249,0.072906,0.018324,0.183249,0.500000
A51117,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51119,1,0,1,0,0.197751,0.073546,0.019775,0.197751,0.500000
A51121,1,0,1,0,0.147249,0.074500,0.014724,0.147249,0.500000
A51125,1,0,1,0,0.176724,0.073586,0.017673,0.176724,0.500000
A51127,1,0,1,0,0.205587,0.075419,0.020559,0.205587,0.500000
A51131,1,0,1,0,0.186428,0.073358,0.018643,0.186428,0.500000
A51133,1,0,1,0,0.215862,0.074034,0.021587,0.215862,0.500000
A51135,1,0,1,0,0.196789,0.075186,0.019679,0.196789,0.500000
A51137,1,0,1,0,0.194424,0.075472,0.019443,0.194424,0.500000
A51139,1,0,1,0,0.232298,0.078270,0.023229,0.232298,0.500000
A51141,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51143,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51145,1,0,1,0,0.191126,0.075577,0.019112,0.191126,0.500000
A51147,1,0,1,0,0.178226,0.075912,0.017823,0.178226,0.500000
A51149,1,0,1,0,0.245293,0.076042,0.024530,0.245293,0.500000
A51153,1,0,1,0,0.220627,0.075800,0.022062,0.220627,0.500000
A51155,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51157,1,0,1,0,0.193804,0.074413,0.019380,0.193804,0.500000
A51159,1,0,1,0,0.210298,0.075444,0.021029,0.210298,0.500000
A51161,1,0,1,0,0.152832,0.074601,0.015283,0.152832,0.500000
A51163,1,0,1,0,0.153836,0.074858,0.015383,0.153836,0.500000
A51165,1,0,1,0,0.245789,0.079472,0.024579,0.245789,0.500000
A51167,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51169,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51171,1,0,1,0,0.186330,0.077417,0.018633,0.186330,0.500000
A51173,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51175,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51177,1,0,1,0,0.200257,0.075034,0.020025,0.200257,0.500000
A51179,1,0,1,0,0.213308,0.075129,0.021331,0.213308,0.500000
A51181,1,0,1,0,0.205082,0.073889,0.020509,0.205082,0.500000
A51183,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51185,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51187,1,0,1,0,0.166035,0.076041,0.016604,0.166035,0.500000
A51191,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51193,1,0,1,0,0.201439,0.074951,0.020144,0.201439,0.500000
A51195,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51197,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51199,1,0,1,0,0.226354,0.073862,0.022636,0.226354,0.500000
A51510,1,0,1,0,0.267698,0.077068,0.026770,0.267698,0.500000
A51515,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51520,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51530,1,0,1,0,0.151480,0.074684,0.015147,0.151480,0.500000
A51540,1,0,1,0,0.221695,0.075973,0.022169,0.221695,0.500000
A51550,1,0,1,0,0.222671,0.072964,0.022267,0.222671,0.500000
A51570,1,0,1,0,0.258340,0.076097,0.025835,0.258340,0.500000
A51580,1,0,1,0,0.140253,0.074115,0.014025,0.140253,0.500000
A51590,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51595,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51600,1,0,1,0,0.299050,0.076346,0.029905,0.299050,0.500000
A51610,1,0,1,0,0.302845,0.076622,0.030284,0.302845,0.500000
A51620,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51630,1,0,1,0,0.226203,0.075554,0.022621,0.226203,0.500000
A51640,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51650,1,0,1,0,0.149270,0.071576,0.014926,0.149270,0.500000
A51660,1,0,1,0,0.258101,0.079546,0.025810,0.258101,0.500000
A51670,1,0,1,0,0.455594,0.078204,0.045559,0.455594,0.500000
A51678,1,0,1,0,0.152493,0.075153,0.015249,0.152493,0.500000
A51680,1,0,1,0,0.185912,0.075487,0.018591,0.185912,0.500000
A51683,1,0,1,0,0.252794,0.075759,0.025279,0.252794,0.500000
A51685,1,0,1,0,0.259147,0.075823,0.025915,0.259147,0.500000
A51690,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51700,1,0,1,0,0.227073,0.073602,0.022708,0.227073,0.500000
A51710,1,0,1,0,0.269013,0.074504,0.026902,0.269013,0.500000
A51720,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51730,1,0,1,0,0.231535,0.076124,0.023154,0.231535,0.500000
A51735,1,0,1,0,0.133499,0.071038,0.013349,0.133499,0.500000
A51740,1,0,1,0,0.278484,0.074715,0.027848,0.278484,0.500000
A51750,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51760,1,0,1,0,0.261419,0.076863,0.026141,0.261419,0.500000
A51770,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51775,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51790,1,0,1,0,0.181491,0.076463,0.018149,0.181491,0.500000
A51800,1,0,1,0,0.204663,0.073364,0.020466,0.204663,0.500000
A51810,1,0,1,0,0.204845,0.073266,0.020484,0.204845,0.500000
A51820,1,0,1,0,0.231274,0.074827,0.023127,0.231274,0.500000
A51830,1,0,1,0,0.224826,0.073494,0.022483,0.224826,0.500000
A51840,1,0,1,0,0.182692,0.076958,0.018270,0.182692,0.500000
A54003,1,0,1,0,0.185530,0.075950,0.018553,0.185530,0.500000
A54023,1,0,1,0,0.254915,0.070229,0.025492,0.254915,0.500000
A54027,1,0,1,0,0.159239,0.075381,0.015924,0.159239,0.500000
A54031,1,0,1,0,0.188818,0.076082,0.018882,0.188818,0.500000
A54037,1,0,1,0,0.185808,0.075920,0.018581,0.185808,0.500000
A54057,1,0,1,0,0.193352,0.073180,0.019336,0.193352,0.500000
A54063,1,0,1,0,0.141320,0.072763,0.014132,0.141320,0.500000
A54065,1,0,1,0,0.182020,0.075263,0.018202,0.182020,0.500000
A54071,1,0,1,0,0.147950,0.076590,0.014796,0.147950,0.500000
A54077,1,0,1,0,0.307938,0.068352,0.030794,0.307938,0.500000
A54093,1,0,1,0,0.321960,0.068141,0.032195,0.321960,0.500000
B24001,1,0,1,0,0.195572,0.074313,0.019558,0.195572,0.500000
B24021,1,0,1,0,0.246487,0.075351,0.024649,0.246487,0.500000
B37005,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B37009,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B42001,1,0,1,0,0.279552,0.074670,0.027955,0.279552,0.500000
B42009,1,0,1,0,0.195301,0.074647,0.019531,0.195301,0.500000
B42015,1,0,1,0,0.216039,0.074623,0.021603,0.216039,0.500000
B42027,1,0,1,0,0.220449,0.071966,0.022045,0.220449,0.500000
B42035,1,0,1,0,0.220953,0.073456,0.022096,0.220953,0.500000
B42041,1,0,1,0,0.254394,0.075546,0.025439,0.254394,0.500000
B42043,1,0,1,0,0.281579,0.076006,0.028159,0.281579,0.500000
B42055,1,0,1,0,0.229011,0.075091,0.022901,0.229011,0.500000
B42079,1,0,1,0,0.229176,0.071917,0.022917,0.229176,0.500000
B42081,1,0,1,0,0.201726,0.073428,0.020172,0.201726,0.500000
B42119,1,0,1,0,0.225481,0.074760,0.022548,0.225481,0.500000
B42131,1,0,1,0,0.226112,0.072271,0.022611,0.226112,0.500000
B51003,1,0,1,0,0.234070,0.075106,0.023407,0.234070,0.500000
B51009,1,0,1,0,0.184008,0.073357,0.018401,0.184008,0.500000
B51015,1,0,1,0,0.201809,0.074124,0.020181,0.201809,0.500000
B51017,1,0,1,0,0.140047,0.072684,0.014005,0.140047,0.500000
B51019,1,0,1,0,0.165195,0.075207,0.016520,0.165195,0.500000
B51023,1,0,1,0,0.180638,0.074157,0.018063,0.180638,0.500000
B51035,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51061,1,0,1,0,0.206542,0.074272,0.020654,0.206542,0.500000
B51067,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51071,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51077,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51079,1,0,1,0,0.243908,0.074793,0.024390,0.243908,0.500000
B51091,1,0,1,0,0.159248,0.072795,0.015925,0.159248,0.500000
B51105,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51113,1,0,1,0,0.228909,0.074400,0.022892,0.228909,0.500000
B51125,1,0,1,0,0.197756,0.073179,0.019776,0.197756,0.500000
B51139,1,0,1,0,0.232983,0.075998,0.023298,0.232983,0.500000
B51141,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51157,1,0,1,0,0.215920,0.073829,0.021592,0.215920,0.500000
B51161,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51163,1,0,1,0,0.170421,0.075100,0.017042,0.170421,0.500000
B51165,1,0,1,0,0.168310,0.078171,0.016830,0.168310,0.500000
B51167,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51169,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51171,1,0,1,0,0.188813,0.075489,0.018881,0.188813,0.500000
B51173,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51185,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51187,1,0,1,0,0.189253,0.074530,0.018925,0.189253,0.500000
B51191,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51195,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51197,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B54023,1,0,1,0,0.158493,0.074059,0.015850,0.158493,0.500000
B54031,1,0,1,0,0.159667,0.075753,0.015967,0.159667,0.500000
B54057,1,0,1,0,0.145280,0.075071,0.014528,0.145280,0.500000
B54071,1,0,1,0,0.166390,0.073552,0.016639,0.166390,0.500000
C42009,1,0,1,0,0.195497,0.075637,0.019549,0.195497,0.500000
C51015,1,0,1,0,0.159118,0.074918,0.015911,0.159118,0.500000
C51071,1,0,1,0,0.01,1.5,0.01,0.1,0.64
C51165,1,0,1,0,0.242454,0.076421,0.024245,0.242454,0.500000
F10005,1,0,1,0,0.297321,0.075138,0.029732,0.297321,0.500000
F11001,1,0,1,0,0.295788,0.077268,0.029580,0.295788,0.500000
F24001,1,0,1,0,0.162520,0.075115,0.016252,0.162520,0.500000
F24003,1,0,1,0,0.281841,0.075983,0.028184,0.281841,0.500000
F24005,1,0,1,0,0.274143,0.075987,0.027414,0.274143,0.500000
F24009,1,0,1,0,0.239749,0.075156,0.023975,0.239749,0.500000
F24013,1,0,1,0,0.264490,0.074685,0.026449,0.264490,0.500000
F24015,1,0,1,0,0.274720,0.074558,0.027472,0.274720,0.500000
F24017,1,0,1,0,0.224983,0.074912,0.022498,0.224983,0.500000
F24019,1,0,1,0,0.218792,0.073997,0.021879,0.218792,0.500000
F24021,1,0,1,0,0.238354,0.076636,0.023835,0.238354,0.500000
F24023,1,0,1,0,0.268271,0.070850,0.026827,0.268271,0.500000
F24025,1,0,1,0,0.276406,0.074705,0.027641,0.276406,0.500000
F24027,1,0,1,0,0.271539,0.077053,0.027153,0.271539,0.500000
F24029,1,0,1,0,0.266267,0.075346,0.026627,0.266267,0.500000
F24031,1,0,1,0,0.255656,0.077211,0.025566,0.255656,0.500000
F24033,1,0,1,0,0.256085,0.076241,0.025609,0.256085,0.500000
F24035,1,0,1,0,0.260884,0.074702,0.026089,0.260884,0.500000
F24037,1,0,1,0,0.215286,0.074373,0.021528,0.215286,0.500000
F24039,1,0,1,0,0.264317,0.075771,0.026432,0.264317,0.500000
F24041,1,0,1,0,0.241647,0.074451,0.024164,0.241647,0.500000
F24043,1,0,1,0,0.212154,0.076238,0.021215,0.212154,0.500000
F24045,1,0,1,0,0.284535,0.075936,0.028453,0.284535,0.500000
F24510,1,0,1,0,0.327213,0.076704,0.032722,0.327213,0.500000
F36003,1,0,1,0,0.177906,0.074685,0.017790,0.177906,0.500000
F36007,1,0,1,0,0.184001,0.072958,0.018400,0.184001,0.500000
F36015,1,0,1,0,0.165049,0.075202,0.016505,0.165049,0.500000
F36025,1,0,1,0,0.179424,0.072065,0.017943,0.179424,0.500000
F36101,1,0,1,0,0.148750,0.075721,0.014875,0.148750,0.500000
F42001,1,0,1,0,0.264939,0.076906,0.026494,0.264939,0.500000
F42009,1,0,1,0,0.197847,0.074305,0.019784,0.197847,0.500000
F42011,1,0,1,0,0.287089,0.074089,0.028710,0.287089,0.500000
F42013,1,0,1,0,0.213267,0.074030,0.021327,0.213267,0.500000
F42021,1,0,1,0,0.260787,0.072998,0.026078,0.260787,0.500000
F42027,1,0,1,0,0.210991,0.073425,0.021100,0.210991,0.500000
F42033,1,0,1,0,0.215690,0.071219,0.021569,0.215690,0.500000
F42035,1,0,1,0,0.219737,0.070245,0.021974,0.219737,0.500000
F42041,1,0,1,0,0.234381,0.076571,0.023439,0.234381,0.500000
F42043,1,0,1,0,0.247434,0.073736,0.024743,0.247434,0.500000
F42055,1,0,1,0,0.251656,0.075909,0.025165,0.251656,0.500000
F42061,1,0,1,0,0.188480,0.074383,0.018849,0.188480,0.500000
F42069,1,0,1,0,0.230225,0.072965,0.023022,0.230225,0.500000
F42071,1,0,1,0,0.349995,0.075040,0.035000,0.349995,0.500000
F42075,1,0,1,0,0.319344,0.074942,0.031934,0.319344,0.500000
F42079,1,0,1,0,0.242471,0.071878,0.024247,0.242471,0.500000
F42081,1,0,1,0,0.202081,0.071333,0.020209,0.202081,0.500000
F42087,1,0,1,0,0.217511,0.072378,0.021751,0.217511,0.500000
F42097,1,0,1,0,0.231873,0.073537,0.023188,0.231873,0.500000
F42107,1,0,1,0,0.263063,0.072854,0.026306,0.263063,0.500000
F42115,1,0,1,0,0.236244,0.072006,0.023624,0.236244,0.500000
F42117,1,0,1,0,0.172019,0.075671,0.017201,0.172019,0.500000
F42119,1,0,1,0,0.242768,0.072254,0.024277,0.242768,0.500000
F42133,1,0,1,0,0.263983,0.075786,0.026398,0.263983,0.500000
F51001,1,0,1,0,0.206145,0.073598,0.020615,0.206145,0.500000
F51003,1,0,1,0,0.199264,0.075847,0.019927,0.199264,0.500000
F51005,1,0,1,0,0.136344,0.073725,0.013635,0.136344,0.500000
F51009,1,0,1,0,0.169271,0.073372,0.016927,0.169271,0.500000
F51011,1,0,1,0,0.187362,0.075740,0.018736,0.187362,0.500000
F51013,1,0,1,0,0.304281,0.076124,0.030428,0.304281,0.500000
F51015,1,0,1,0,0.194333,0.075694,0.019434,0.194333,0.500000
F51017,1,0,1,0,0.136520,0.072213,0.013653,0.136520,0.500000
F51019,1,0,1,0,0.176856,0.074490,0.017685,0.176856,0.500000
F51023,1,0,1,0,0.143903,0.074294,0.014391,0.143903,0.500000
F51033,1,0,1,0,0.203040,0.075266,0.020304,0.203040,0.500000
F51041,1,0,1,0,0.221332,0.075224,0.022134,0.221332,0.500000
F51043,1,0,1,0,0.177012,0.076501,0.017701,0.177012,0.500000
F51045,1,0,1,0,0.141890,0.073338,0.014189,0.141890,0.500000
F51053,1,0,1,0,0.205982,0.073769,0.020598,0.205982,0.500000
F51057,1,0,1,0,0.211086,0.074711,0.021109,0.211086,0.500000
F51059,1,0,1,0,0.271298,0.075722,0.027130,0.271298,0.500000
F51061,1,0,1,0,0.194257,0.075463,0.019426,0.194257,0.500000
F51069,1,0,1,0,0.177450,0.075107,0.017745,0.177450,0.500000
