TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
F51071,1,0,1,0,0.011404,0.104939,0.001140,0.011404,0.500000
F51079,1,0,1,0,0.017567,0.124427,0.001757,0.017567,0.500000
F51085,1,0,1,0,0.017081,0.123461,0.001708,0.017081,0.500000
F51087,1,0,1,0,0.020389,0.132095,0.002039,0.020389,0.500000
F51091,1,0,1,0,0.013280,0.111203,0.001328,0.013280,0.500000
F51095,1,0,1,0,0.017344,0.123114,0.001735,0.017344,0.500000
F51099,1,0,1,0,0.017078,0.122805,0.001708,0.017078,0.500000
F51101,1,0,1,0,0.017646,0.124560,0.001764,0.017646,0.500000
F51107,1,0,1,0,0.016542,0.122160,0.001654,0.016542,0.500000
F51113,1,0,1,0,0.015913,0.119965,0.001591,0.015913,0.500000
F51121,1,0,1,0,0.010521,0.102116,0.001052,0.010521,0.500000
F51125,1,0,1,0,0.014094,0.113886,0.001409,0.014094,0.500000
F51131,1,0,1,0,0.015293,0.117804,0.001529,0.015293,0.500000
F51137,1,0,1,0,0.015326,0.118278,0.001533,0.015326,0.500000
F51139,1,0,1,0,0.018234,0.127621,0.001824,0.018234,0.500000
F51145,1,0,1,0,0.015695,0.119322,0.001570,0.015695,0.500000
F51147,1,0,1,0,0.014263,0.115092,0.001427,0.014263,0.500000
F51149,1,0,1,0,0.021958,0.134858,0.002195,0.021958,0.500000
F51153,1,0,1,0,0.017854,0.125373,0.001785,0.017854,0.500000
F51157,1,0,1,0,0.015457,0.118303,0.001546,0.015457,0.500000
F51159,1,0,1,0,0.017753,0.124831,0.001775,0.017753,0.500000
F51161,1,0,1,0,0.011002,0.104029,0.001100,0.011002,0.500000
F51163,1,0,1,0,0.011252,0.105065,0.001125,0.011252,0.500000
F51165,1,0,1,0,0.019757,0.131668,0.001976,0.019757,0.500000
F51171,1,0,1,0,0.014342,0.115956,0.001434,0.014342,0.500000
F51177,1,0,1,0,0.015975,0.119918,0.001597,0.015975,0.500000
F51179,1,0,1,0,0.017328,0.123613,0.001733,0.017328,0.500000
F51181,1,0,1,0,0.017996,0.124687,0.001800,0.017996,0.500000
F51187,1,0,1,0,0.011772,0.107089,0.001177,0.011772,0.500000
F51193,1,0,1,0,0.016916,0.122338,0.001691,0.016916,0.500000
F51199,1,0,1,0,0.019715,0.129146,0.001971,0.019715,0.500000
F51510,1,0,1,0,0.024274,0.140080,0.002428,0.024274,0.500000
F51530,1,0,1,0,0.010977,0.104026,0.001097,0.010977,0.500000
F51540,1,0,1,0,0.019539,0.129219,0.001954,0.019539,0.500000
F51550,1,0,1,0,0.019545,0.128414,0.001954,0.019545,0.500000
F51580,1,0,1,0,0.009990,0.099904,0.000999,0.009990,0.500000
F51630,1,0,1,0,0.019780,0.129405,0.001978,0.019780,0.500000
F51650,1,0,1,0,0.011528,0.105115,0.001153,0.011528,0.500000
F51660,1,0,1,0,0.021401,0.135294,0.002140,0.021401,0.500000
F51670,1,0,1,0,0.042814,0.170233,0.004281,0.042814,0.500000
F51700,1,0,1,0,0.019854,0.129417,0.001985,0.019854,0.500000
F51710,1,0,1,0,0.024480,0.139766,0.002448,0.024480,0.500000
F51730,1,0,1,0,0.020156,0.130721,0.002016,0.020156,0.500000
F51735,1,0,1,0,0.009877,0.098750,0.000988,0.009877,0.500000
F51740,1,0,1,0,0.025509,0.141804,0.002551,0.025509,0.500000
F51760,1,0,1,0,0.023212,0.137863,0.002321,0.023212,0.500000
F51790,1,0,1,0,0.014429,0.115796,0.001443,0.014429,0.500000
F51800,1,0,1,0,0.018197,0.124916,0.001819,0.018197,0.500000
F51810,1,0,1,0,0.017494,0.123590,0.001749,0.017494,0.500000
F51820,1,0,1,0,0.020100,0.130530,0.002010,0.020100,0.500000
F51830,1,0,1,0,0.019695,0.128923,0.001969,0.019695,0.500000
F54003,1,0,1,0,0.014818,0.116691,0.001482,0.014818,0.500000
F54023,1,0,1,0,0.024314,0.136722,0.002432,0.024314,0.500000
F54027,1,0,1,0,0.011128,0.104691,0.001113,0.011128,0.500000
F54031,1,0,1,0,0.014096,0.114930,0.001410,0.014096,0.500000
F54037,1,0,1,0,0.014219,0.115126,0.001422,0.014219,0.500000
F54057,1,0,1,0,0.016886,0.121255,0.001688,0.016886,0.500000
F54063,1,0,1,0,0.010174,0.100191,0.001017,0.010174,0.500000
F54065,1,0,1,0,0.014556,0.115936,0.001456,0.014556,0.500000
F54071,1,0,1,0,0.010220,0.101525,0.001022,0.010220,0.500000
end,,,,,,,,,
