X_UTM,Y_UTM,Long,Lat,LYR_19_TXT,STATE,WQ_SEGS,CBSEG_92,Shape_Area,y,x,Distance
425967.0705,4368236.326,-75.86056518,39.4605196,10979,MD,BOHOH,BOHOH,11927635.79,4369387.809,423674.4216,0
427538.914,4368133.115,-75.8422846,39.45972346,10980,MD,BOHOH,BOHOH,11927635.79,4369387.809,423674.4216,241.1106882
429173.5172,4368191.464,-75.8232921,39.46038522,10981,MD,BOHOH,BOHOH,11927635.79,4369387.809,423674.4216,211.2154327
430886.6361,4368225.949,-75.80338411,39.46083518,10982,MD,BOHOH,BOHOH,11927635.79,4369387.809,423674.4216,131.1725063
394521.0372,4369714.391,-76.22626352,39.47055603,10619,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,219.2571373
393612.3191,4368245.555,-76.23659145,39.4572121,10620,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
390997.701,4367002.882,-76.26677253,39.44569047,10604,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
393015.7141,4366847.475,-76.24330048,39.44454352,10621,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
393015.7958,4365341.969,-76.24305841,39.4309811,10622,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
393195.7943,4363872.187,-76.24073262,39.41776278,10623,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
390378.0358,4362560.093,-76.27324369,39.40558911,10595,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
391501.9735,4362155.518,-76.26012669,39.4020866,10605,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
392595.4812,4362195.811,-76.24743568,39.40258643,10624,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
391127.4944,4360795.276,-76.26425378,39.38978561,10606,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
392039.1405,4360660.758,-76.25364822,39.38868833,10625,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
390769.7587,4359411.316,-76.26818125,39.37727293,10607,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
391909.6769,4359357.208,-76.25494087,39.37692896,10626,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
390879.7062,4358021.809,-76.26667881,39.36476936,10608,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
392102.5562,4358058.848,-76.252493,39.36525665,10627,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
391457.173,4356721.329,-76.25976656,39.3531266,10609,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
392764.1501,4356831.019,-76.24461847,39.35427795,10628,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
392052.3246,4355729.384,-76.2527011,39.34426507,10610,MD,BSHOH,BSHOH,30542695.39,4362211.455,392097.8561,0
434027.0432,4376654.078,-75.76771764,39.53701714,11052,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,0
435082.9779,4376909.573,-75.75545585,39.53939959,11053,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,0
436313.3514,4377085.014,-75.74115563,39.54107244,11054,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,0
437598.5876,4377211.776,-75.72621169,39.54230894,11055,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,0
438898.3881,4377279.221,-75.71109225,39.54301013,11056,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,1180.421389
440290.5802,4377220.913,-75.694886,39.54258277,11057,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,2573.22272
441740.1621,4377305.889,-75.67802464,39.54344802,11058,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,4022.297045
443053.0878,4377714.605,-75.66278088,39.54721864,11059,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,5353.035856
444394.434,4378291.399,-75.64721876,39.55250348,11060,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,6753.087657
445842.7194,4378416.09,-75.63037264,39.55371959,11061,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,8204.212232
447260.9067,4378424.281,-75.61386696,39.55388174,11062,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,9611.655292
448801.3354,4378668.58,-75.5959566,39.55617619,11063,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,11170.3854
450457.2635,4378953.711,-75.57670367,39.55884246,11064,DE,CNDOH,C&DOH_DE,1069818.252,4376881.848,435288.7594,12849.16298
425075.5274,4375416.572,-75.87173503,39.52513322,11030,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
425849.0626,4375980.989,-75.86279896,39.53028549,11035,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
426742.261,4376215.477,-75.85243288,39.53247479,11038,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
427795.5763,4376210.057,-75.84017708,39.53251519,11041,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,11.51399289
428847.3992,4376151.917,-75.82793296,39.53207918,11044,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
429856.661,4376009.355,-75.81617526,39.5308778,11047,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
430848.715,4375901.494,-75.80462175,39.52998648,11049,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,40.23795126
431904.7361,4376152.808,-75.79236109,39.53233513,11050,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
432961.8387,4376457.544,-75.78009238,39.53516391,11051,MD,CNDOH,C&DOH_MD,2496009.577,4375997.093,428518.5017,0
401624.6694,4386208.497,-76.14613719,39.61998807,10850,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,1245.743246
401996.8841,4386419.762,-76.14183273,39.62193397,10878,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,1438.395705
402285.7979,4386670.767,-76.13850428,39.62422821,10907,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,1691.641196
402559.1467,4384861.758,-76.13505375,39.60796268,10851,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
402885.9089,4385080.7,-76.13128021,39.60997218,10879,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,111.7987542
403227.2383,4385234.356,-76.12732725,39.61139505,10908,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,268.5359373
403605.2325,4383397.636,-76.12265747,39.59489126,10852,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
403958.0202,4383511.359,-76.11856596,39.59595539,10880,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
404271.0565,4383782.418,-76.11495994,39.59843231,10909,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
404585.7785,4382031.245,-76.11104297,39.58269156,10853,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
404945.3141,4382266.682,-76.10689087,39.58485251,10881,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405232.9804,4382575.239,-76.10358574,39.58766408,10910,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405491.7537,4381124.642,-76.10036608,39.57462455,10854,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405958.8764,4381338.744,-76.09495862,39.57660472,10882,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406363.0759,4381444.968,-76.09026816,39.57760592,10911,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406056.1166,4380087.407,-76.09364945,39.5653423,10855,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406941.6575,4380263.89,-76.08336689,39.56702876,10912,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,50.68804747
406475.7221,4378883.693,-76.08859588,39.55454407,10856,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406843.908,4378963.628,-76.08432224,39.55530426,10883,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407158.3229,4379080.409,-76.08067943,39.55639041,10913,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406886.4538,4377881.445,-76.0836754,39.54555961,10857,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407356.2448,4377943.138,-76.07821738,39.54616624,10884,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407650.7563,4378286.79,-76.0748381,39.54929392,10914,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405747.2528,4375995.94,-76.09666404,39.52844899,10808,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406482.0019,4376607.269,-76.08820241,39.53403672,10830,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407162.0835,4376967.435,-76.08034041,39.53735524,10858,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407682.2275,4377270.704,-76.0743307,39.54014346,10885,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408207.4771,4377764.089,-76.06828736,39.54464468,10915,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405109.4443,4374372.657,-76.10385233,39.51375479,10792,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405921.661,4375088.95,-76.09450679,39.52029713,10809,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406818.6586,4375773.133,-76.08416874,39.52655867,10831,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407471.0425,4376286.094,-76.07665086,39.53125045,10859,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408038.2714,4376673.552,-76.07010537,39.53480197,10886,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408649.7045,4377209.507,-76.06306528,39.53969565,10916,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409371.8722,4377681.96,-76.05472702,39.54402853,10935,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410119.4695,4378235.442,-76.04610275,39.54909347,10956,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410631.9218,4378818.049,-76.04021773,39.55439571,10983,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411119.2641,4379792.274,-76.03467649,39.56322315,10998,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,100.0515184
404530.5528,4372829.885,-76.11036408,39.49979202,10771,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405253.4576,4373540.846,-76.10205892,39.50627699,10793,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406202.0537,4374377.182,-76.09114492,39.51391554,10810,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407079.8766,4375083.178,-76.08103358,39.52037121,10832,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407776.4673,4375633.048,-76.07300701,39.52540004,10860,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408363.364,4376076.709,-76.0662408,39.5294598,10887,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409024.3854,4376581.736,-76.05861981,39.53407987,10917,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409749.1605,4377103.593,-76.0502583,39.53885777,10936,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410421.4409,4377674.129,-76.04251303,39.54406817,10957,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410997.5914,4378291.467,-76.03589154,39.54968973,10984,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
402829.8609,4372650.566,-76.13011435,39.497986,10746,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
403643.7371,4371729.146,-76.12051718,39.48977667,10758,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
404703.2066,4372181.97,-76.10826367,39.49397418,10772,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405565.6771,4372894.114,-76.09833619,39.500485,10794,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406386.7425,4373640.181,-76.08889316,39.50729609,10811,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407329.6207,4374383.268,-76.07803105,39.51409273,10833,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408053.6836,4374968.456,-76.06969031,39.51944247,10861,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408717.5981,4375503.682,-76.06204112,39.52433513,10888,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409361.3526,4376041.443,-76.05462573,39.52924801,10918,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410034.1746,4376537.685,-76.04686549,39.53378942,10937,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410810.7417,4377159.26,-76.03791395,39.53947025,10958,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411557.3837,4377841.261,-76.02931721,39.54569168,10985,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
403776.4751,4371215.772,-76.11889973,39.48516661,10759,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
404932.2921,4371585.549,-76.10551485,39.48862644,10773,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405785.9998,4372137.564,-76.0956671,39.49369347,10795,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406631.1563,4372868.003,-76.08594237,39.50036617,10812,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407578.9238,4373683.392,-76.07503421,39.50781442,10834,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408327.7154,4374296.981,-76.06641027,39.51342245,10862,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409038.7606,4374904.129,-76.05822311,39.51896783,10889,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409739.8802,4375487.975,-76.05014695,39.52430168,10919,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410367.9043,4376058.892,-76.04291818,39.52951086,10938,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411160.0028,4376700.385,-76.03378882,39.53537243,10959,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412035.5208,4377408.812,-76.02369612,39.54184486,10986,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405146.35,4370959.057,-76.10293689,39.48300606,10774,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406005.7927,4371420.201,-76.09301024,39.48725484,10796,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406887.9616,4372139.604,-76.08285422,39.4938319,10813,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407839.6129,4372993.496,-76.0719069,39.50162715,10835,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408619.8268,4373668.074,-76.06292638,39.50778774,10863,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409354.7895,4374301.695,-76.05446501,39.5135739,10890,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410081.6056,4374923.87,-76.04609546,39.51925547,10920,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410731.2357,4375510.441,-76.03861765,39.52460769,10939,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411530.9772,4376188.457,-76.0294045,39.53079875,10960,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412460.0337,4376986.752,-76.01870095,39.53808589,10987,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405566.1406,4370315.425,-76.09796532,39.4772538,10775,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406290.5364,4370771.881,-76.08960851,39.48144522,10797,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407187.8602,4371521.023,-76.07928093,39.48829153,10814,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408123.6335,4372315.204,-76.06851045,39.49554682,10836,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408941.4581,4373036.693,-76.05909944,39.50213375,10864,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409676.4944,4373669.548,-76.05063746,39.50791274,10891,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410396.8387,4374310.314,-76.04234603,39.51376086,10921,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411121.5798,4374942.054,-76.03400086,39.51952753,10940,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411964.4971,4375674.947,-76.02429294,39.52621705,10961,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412912.1557,4376474.029,-76.01337322,39.53351269,10988,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
413706.1336,4377042.634,-76.00420947,39.53871551,10999,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405945.2181,4369568.006,-76.09345319,39.47056185,10776,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407488.5493,4370824.162,-76.07568816,39.4820459,10815,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408443.1955,4371653.619,-76.06470366,39.48962066,10837,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409277.6664,4372370.035,-76.05509881,39.49616334,10865,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410033.485,4373024.529,-76.04639846,39.50213916,10892,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410758.9961,4373714.901,-76.0380539,39.50843442,10922,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411495.4075,4374371.344,-76.02957654,39.51442455,10941,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412445.2091,4375151.724,-76.01863181,39.52155241,10962,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
413365.5823,4375905.983,-76.0080238,39.52844097,10989,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
414230.9346,4376678.417,-75.99805619,39.53548682,11000,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
406015.1947,4368775.438,-76.09252812,39.46342925,10777,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
407892.8787,4370225.422,-76.07090482,39.47669523,10816,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
408803.8031,4371005.232,-76.06042214,39.48381763,10838,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409638.7751,4371732.62,-76.05081333,39.49045886,10866,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410421.3328,4372429.979,-76.04180813,39.49682332,10893,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411170.3055,4373133.567,-76.0331927,39.50323974,10923,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411918.4197,4373809.271,-76.02458198,39.50940424,10942,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412867.1285,4374600.059,-76.01365158,39.51662529,10963,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
413902.5212,4375472.307,-76.00172107,39.52458792,10990,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
414752.6028,4376350.418,-75.99194457,39.53258378,11001,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
405982.8449,4367783.843,-76.0927644,39.45449244,10778,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,76.45698532
408328.4687,4369575.761,-76.06575184,39.47088892,10817,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
409213.7022,4370370.233,-76.05557014,39.47814024,10839,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410065.5055,4371144.253,-76.04577223,39.48520294,10867,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
410850.832,4371863.121,-76.03673792,39.49176108,10894,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
411651.8018,4372564.297,-76.02751766,39.49816074,10924,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
412406.3911,4373254.48,-76.01883364,39.50445593,10943,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
413353.2036,4374126.312,-76.00793601,39.51240639,10964,MD,CB1TF,CB1TF,151620941.1,4371371.263,409393.0189,0
