TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
A51095,1,0,1,0,0.139479,0.050000,0.013948,0.139479,0.500000
A51097,1,0,1,0,0.133904,0.050000,0.013390,0.133904,0.500000
A51099,1,0,1,0,0.139288,0.050000,0.013929,0.139288,0.500000
A51101,1,0,1,0,0.137249,0.050000,0.013725,0.137249,0.500000
A51103,1,0,1,0,0.150011,0.050000,0.015001,0.150011,0.500000
A51105,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51107,1,0,1,0,0.136732,0.050000,0.013673,0.136732,0.500000
A51109,1,0,1,0,0.124649,0.050000,0.012465,0.124649,0.500000
A51111,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51113,1,0,1,0,0.130868,0.050000,0.013087,0.130868,0.500000
A51115,1,0,1,0,0.125674,0.050000,0.012567,0.125674,0.500000
A51117,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51119,1,0,1,0,0.134441,0.050000,0.013444,0.134441,0.500000
A51121,1,0,1,0,0.098825,0.050000,0.009882,0.098825,0.500000
A51125,1,0,1,0,0.120079,0.050000,0.012008,0.120079,0.500000
A51127,1,0,1,0,0.136296,0.050000,0.013630,0.136296,0.500000
A51131,1,0,1,0,0.127068,0.050000,0.012707,0.127068,0.500000
A51133,1,0,1,0,0.145786,0.050000,0.014579,0.145786,0.500000
A51135,1,0,1,0,0.130868,0.050000,0.013087,0.130868,0.500000
A51137,1,0,1,0,0.128805,0.050000,0.012881,0.128805,0.500000
A51139,1,0,1,0,0.148395,0.050000,0.014839,0.148395,0.500000
A51141,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51143,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51145,1,0,1,0,0.126444,0.050000,0.012644,0.126444,0.500000
A51147,1,0,1,0,0.117389,0.050000,0.011739,0.117389,0.500000
A51149,1,0,1,0,0.161288,0.050000,0.016129,0.161288,0.500000
A51153,1,0,1,0,0.145532,0.050000,0.014553,0.145532,0.500000
A51155,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51157,1,0,1,0,0.130222,0.050000,0.013022,0.130222,0.500000
A51159,1,0,1,0,0.139373,0.050000,0.013937,0.139373,0.500000
A51161,1,0,1,0,0.102433,0.050000,0.010243,0.102433,0.500000
A51163,1,0,1,0,0.102751,0.050000,0.010275,0.102751,0.500000
A51165,1,0,1,0,0.154638,0.050000,0.015464,0.154638,0.500000
A51167,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51169,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51171,1,0,1,0,0.120342,0.050000,0.012034,0.120342,0.500000
A51173,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51175,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51177,1,0,1,0,0.133444,0.050000,0.013344,0.133444,0.500000
A51179,1,0,1,0,0.141962,0.050000,0.014196,0.141962,0.500000
A51181,1,0,1,0,0.138778,0.050000,0.013878,0.138778,0.500000
A51183,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51185,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51187,1,0,1,0,0.109175,0.050000,0.010918,0.109175,0.500000
A51191,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51193,1,0,1,0,0.134381,0.050000,0.013438,0.134381,0.500000
A51195,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51197,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51199,1,0,1,0,0.153227,0.050000,0.015323,0.153227,0.500000
A51510,1,0,1,0,0.173677,0.050000,0.017368,0.173677,0.500000
A51515,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51520,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51530,1,0,1,0,0.101414,0.050000,0.010141,0.101414,0.500000
A51540,1,0,1,0,0.145904,0.050000,0.014590,0.145904,0.500000
A51550,1,0,1,0,0.152589,0.050000,0.015259,0.152589,0.500000
A51570,1,0,1,0,0.169745,0.050000,0.016975,0.169745,0.500000
A51580,1,0,1,0,0.094619,0.050000,0.009462,0.094619,0.500000
A51590,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51595,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51600,1,0,1,0,0.195852,0.050000,0.019585,0.195852,0.500000
A51610,1,0,1,0,0.197622,0.050000,0.019762,0.197622,0.500000
A51620,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51630,1,0,1,0,0.149696,0.050000,0.014970,0.149696,0.500000
A51640,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51650,1,0,1,0,0.104274,0.050000,0.010427,0.104274,0.500000
A51660,1,0,1,0,0.162233,0.050000,0.016223,0.162233,0.500000
A51670,1,0,1,0,0.291285,0.050000,0.029128,0.291285,0.500000
A51678,1,0,1,0,0.101455,0.050000,0.010145,0.101455,0.500000
A51680,1,0,1,0,0.123142,0.050000,0.012314,0.123142,0.500000
A51683,1,0,1,0,0.166841,0.050000,0.016684,0.166841,0.500000
A51685,1,0,1,0,0.170890,0.050000,0.017089,0.170890,0.500000
A51690,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51700,1,0,1,0,0.154258,0.050000,0.015426,0.154258,0.500000
A51710,1,0,1,0,0.180537,0.050000,0.018054,0.180537,0.500000
A51720,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51730,1,0,1,0,0.152077,0.050000,0.015208,0.152077,0.500000
A51735,1,0,1,0,0.093964,0.050000,0.009396,0.093964,0.500000
A51740,1,0,1,0,0.186364,0.050000,0.018636,0.186364,0.500000
A51750,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51760,1,0,1,0,0.170055,0.050000,0.017005,0.170055,0.500000
A51770,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51775,1,0,1,0,0.01,1.5,0.01,0.1,0.64
A51790,1,0,1,0,0.118679,0.050000,0.011868,0.118679,0.500000
A51800,1,0,1,0,0.139485,0.050000,0.013948,0.139485,0.500000
A51810,1,0,1,0,0.139795,0.050000,0.013979,0.139795,0.500000
A51820,1,0,1,0,0.154540,0.050000,0.015454,0.154540,0.500000
A51830,1,0,1,0,0.152956,0.050000,0.015296,0.152956,0.500000
A51840,1,0,1,0,0.118696,0.050000,0.011870,0.118696,0.500000
A54003,1,0,1,0,0.122140,0.050000,0.012214,0.122140,0.500000
A54023,1,0,1,0,0.181488,0.050000,0.018149,0.181488,0.500000
A54027,1,0,1,0,0.105622,0.050000,0.010562,0.105622,0.500000
A54031,1,0,1,0,0.124088,0.050000,0.012409,0.124088,0.500000
A54037,1,0,1,0,0.122370,0.050000,0.012237,0.122370,0.500000
A54057,1,0,1,0,0.132107,0.050000,0.013211,0.132107,0.500000
A54063,1,0,1,0,0.097110,0.050000,0.009711,0.097110,0.500000
A54065,1,0,1,0,0.120923,0.050000,0.012092,0.120923,0.500000
A54071,1,0,1,0,0.096586,0.050000,0.009659,0.096586,0.500000
A54077,1,0,1,0,0.225258,0.050000,0.022526,0.225258,0.500000
A54093,1,0,1,0,0.236244,0.050000,0.023624,0.236244,0.500000
B24001,1,0,1,0,0.131586,0.050000,0.013159,0.131586,0.500000
B24021,1,0,1,0,0.163559,0.050000,0.016356,0.163559,0.500000
B37005,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B37009,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B42001,1,0,1,0,0.187192,0.050000,0.018719,0.187192,0.500000
B42009,1,0,1,0,0.130816,0.050000,0.013082,0.130816,0.500000
B42015,1,0,1,0,0.144753,0.050000,0.014475,0.144753,0.500000
B42027,1,0,1,0,0.153162,0.050000,0.015316,0.153162,0.500000
B42035,1,0,1,0,0.150397,0.050000,0.015040,0.150397,0.500000
B42041,1,0,1,0,0.168370,0.050000,0.016837,0.168370,0.500000
B42043,1,0,1,0,0.185236,0.050000,0.018524,0.185236,0.500000
B42055,1,0,1,0,0.152490,0.050000,0.015249,0.152490,0.500000
B42079,1,0,1,0,0.159334,0.050000,0.015933,0.159334,0.500000
B42081,1,0,1,0,0.137364,0.050000,0.013736,0.137364,0.500000
B42119,1,0,1,0,0.150803,0.050000,0.015080,0.150803,0.500000
B42131,1,0,1,0,0.156433,0.050000,0.015643,0.156433,0.500000
B51003,1,0,1,0,0.155827,0.050000,0.015583,0.155827,0.500000
B51009,1,0,1,0,0.125419,0.050000,0.012542,0.125419,0.500000
B51015,1,0,1,0,0.136129,0.050000,0.013613,0.136129,0.500000
B51017,1,0,1,0,0.096340,0.050000,0.009634,0.096340,0.500000
B51019,1,0,1,0,0.109827,0.050000,0.010983,0.109827,0.500000
B51023,1,0,1,0,0.121795,0.050000,0.012179,0.121795,0.500000
B51035,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51061,1,0,1,0,0.139044,0.050000,0.013904,0.139044,0.500000
B51067,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51071,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51077,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51079,1,0,1,0,0.163055,0.050000,0.016305,0.163055,0.500000
B51091,1,0,1,0,0.109381,0.050000,0.010938,0.109381,0.500000
B51105,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51113,1,0,1,0,0.153836,0.050000,0.015384,0.153836,0.500000
B51125,1,0,1,0,0.135118,0.050000,0.013512,0.135118,0.500000
B51139,1,0,1,0,0.153282,0.050000,0.015328,0.153282,0.500000
B51141,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51157,1,0,1,0,0.146230,0.050000,0.014623,0.146230,0.500000
B51161,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51163,1,0,1,0,0.113463,0.050000,0.011346,0.113463,0.500000
B51165,1,0,1,0,0.107655,0.050000,0.010765,0.107655,0.500000
B51167,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51169,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51171,1,0,1,0,0.125060,0.050000,0.012506,0.125060,0.500000
B51173,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51185,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51187,1,0,1,0,0.126964,0.050000,0.012696,0.126964,0.500000
B51191,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51195,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B51197,1,0,1,0,0.01,1.5,0.01,0.1,0.64
B54023,1,0,1,0,0.107005,0.050000,0.010701,0.107005,0.500000
B54031,1,0,1,0,0.105386,0.050000,0.010539,0.105386,0.500000
B54057,1,0,1,0,0.096762,0.050000,0.009676,0.096762,0.500000
B54071,1,0,1,0,0.113110,0.050000,0.011311,0.113110,0.500000
C42009,1,0,1,0,0.129233,0.050000,0.012923,0.129233,0.500000
C51015,1,0,1,0,0.106195,0.050000,0.010619,0.106195,0.500000
C51071,1,0,1,0,0.01,1.5,0.01,0.1,0.64
C51165,1,0,1,0,0.158630,0.050000,0.015863,0.158630,0.500000
F10005,1,0,1,0,0.197849,0.050000,0.019785,0.197849,0.500000
F11001,1,0,1,0,0.191405,0.050000,0.019141,0.191405,0.500000
F24001,1,0,1,0,0.108181,0.050000,0.010818,0.108181,0.500000
F24003,1,0,1,0,0.185463,0.050000,0.018546,0.185463,0.500000
F24005,1,0,1,0,0.180389,0.050000,0.018039,0.180389,0.500000
F24009,1,0,1,0,0.159501,0.050000,0.015950,0.159501,0.500000
F24013,1,0,1,0,0.177071,0.050000,0.017707,0.177071,0.500000
F24015,1,0,1,0,0.184233,0.050000,0.018423,0.184233,0.500000
F24017,1,0,1,0,0.150164,0.050000,0.015016,0.150164,0.500000
F24019,1,0,1,0,0.147838,0.050000,0.014784,0.147838,0.500000
F24021,1,0,1,0,0.155510,0.050000,0.015551,0.155510,0.500000
F24023,1,0,1,0,0.189323,0.050000,0.018932,0.189323,0.500000
F24025,1,0,1,0,0.184997,0.050000,0.018500,0.184997,0.500000
F24027,1,0,1,0,0.176203,0.050000,0.017620,0.176203,0.500000
F24029,1,0,1,0,0.176696,0.050000,0.017670,0.176696,0.500000
F24031,1,0,1,0,0.165556,0.050000,0.016556,0.165556,0.500000
F24033,1,0,1,0,0.167945,0.050000,0.016795,0.167945,0.500000
F24035,1,0,1,0,0.174616,0.050000,0.017462,0.174616,0.500000
F24037,1,0,1,0,0.144734,0.050000,0.014473,0.144734,0.500000
F24039,1,0,1,0,0.174419,0.050000,0.017442,0.174419,0.500000
F24041,1,0,1,0,0.162285,0.050000,0.016228,0.162285,0.500000
F24043,1,0,1,0,0.139140,0.050000,0.013914,0.139140,0.500000
F24045,1,0,1,0,0.187351,0.050000,0.018735,0.187351,0.500000
F24510,1,0,1,0,0.213296,0.050000,0.021330,0.213296,0.500000
F36003,1,0,1,0,0.119104,0.050000,0.011910,0.119104,0.500000
F36007,1,0,1,0,0.126101,0.050000,0.012610,0.126101,0.500000
F36015,1,0,1,0,0.109737,0.050000,0.010974,0.109737,0.500000
F36025,1,0,1,0,0.124488,0.050000,0.012449,0.124488,0.500000
F36101,1,0,1,0,0.098222,0.050000,0.009822,0.098222,0.500000
F42001,1,0,1,0,0.172249,0.050000,0.017225,0.172249,0.500000
F42009,1,0,1,0,0.133132,0.050000,0.013313,0.133132,0.500000
F42011,1,0,1,0,0.193745,0.050000,0.019375,0.193745,0.500000
F42013,1,0,1,0,0.144041,0.050000,0.014404,0.144041,0.500000
F42021,1,0,1,0,0.178625,0.050000,0.017862,0.178625,0.500000
F42027,1,0,1,0,0.143677,0.050000,0.014368,0.143677,0.500000
F42033,1,0,1,0,0.151427,0.050000,0.015143,0.151427,0.500000
F42035,1,0,1,0,0.156408,0.050000,0.015641,0.156408,0.500000
F42041,1,0,1,0,0.153047,0.050000,0.015305,0.153047,0.500000
F42043,1,0,1,0,0.167784,0.050000,0.016778,0.167784,0.500000
F42055,1,0,1,0,0.165762,0.050000,0.016576,0.165762,0.500000
F42061,1,0,1,0,0.126696,0.050000,0.012670,0.126696,0.500000
F42069,1,0,1,0,0.157764,0.050000,0.015776,0.157764,0.500000
F42071,1,0,1,0,0.233205,0.050000,0.023321,0.233205,0.500000
F42075,1,0,1,0,0.213060,0.050000,0.021306,0.213060,0.500000
F42079,1,0,1,0,0.168668,0.050000,0.016867,0.168668,0.500000
F42081,1,0,1,0,0.141647,0.050000,0.014165,0.141647,0.500000
F42087,1,0,1,0,0.150260,0.050000,0.015026,0.150260,0.500000
F42097,1,0,1,0,0.157658,0.050000,0.015766,0.157658,0.500000
F42107,1,0,1,0,0.180540,0.050000,0.018054,0.180540,0.500000
F42115,1,0,1,0,0.164044,0.050000,0.016404,0.164044,0.500000
F42117,1,0,1,0,0.113663,0.050000,0.011366,0.113663,0.500000
F42119,1,0,1,0,0.167997,0.050000,0.016800,0.167997,0.500000
F42133,1,0,1,0,0.174164,0.050000,0.017416,0.174164,0.500000
F51001,1,0,1,0,0.140047,0.050000,0.014005,0.140047,0.500000
F51003,1,0,1,0,0.131359,0.050000,0.013136,0.131359,0.500000
F51005,1,0,1,0,0.092468,0.050000,0.009247,0.092468,0.500000
F51009,1,0,1,0,0.115351,0.050000,0.011535,0.115351,0.500000
F51011,1,0,1,0,0.123688,0.050000,0.012369,0.123688,0.500000
F51013,1,0,1,0,0.199858,0.050000,0.019986,0.199858,0.500000
F51015,1,0,1,0,0.128367,0.050000,0.012837,0.128367,0.500000
F51017,1,0,1,0,0.094526,0.050000,0.009453,0.094526,0.500000
F51019,1,0,1,0,0.118712,0.050000,0.011871,0.118712,0.500000
F51023,1,0,1,0,0.096847,0.050000,0.009685,0.096847,0.500000
F51033,1,0,1,0,0.134882,0.050000,0.013488,0.134882,0.500000
F51041,1,0,1,0,0.147115,0.050000,0.014712,0.147115,0.500000
F51043,1,0,1,0,0.115693,0.050000,0.011569,0.115693,0.500000
F51045,1,0,1,0,0.096737,0.050000,0.009674,0.096737,0.500000
F51053,1,0,1,0,0.139614,0.050000,0.013961,0.139614,0.500000
F51057,1,0,1,0,0.141268,0.050000,0.014127,0.141268,0.500000
F51059,1,0,1,0,0.179142,0.050000,0.017914,0.179142,0.500000
F51061,1,0,1,0,0.128710,0.050000,0.012871,0.128710,0.500000
F51069,1,0,1,0,0.118132,0.050000,0.011813,0.118132,0.500000
