TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
B51163,1,1,1,1,0,1,0,0,0,0,32.07,33.74,37.2,42.06,46.26,50.33,52.31,51.52,47.85,42.31,37.65,33.14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.13,35.13,41.36,50.11,57.66,65,68.56,67.13,60.54,50.55,42.16,34.06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51165,1,1,1,1,0,1,0,0,0,0,30.53,32.26,35.62,40.65,45.16,49.34,51.18,50.28,46.65,41.16,36.48,31.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.36,32.47,38.51,47.58,55.69,63.21,66.52,64.9,58.36,48.48,40.06,31.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51167,1,1,1,1,0,1,0,0,0,0,31.91,33.95,37.52,42,46.38,50.25,51.98,51.25,47.97,42.5,37.76,33.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.84,35.51,41.94,50,57.88,64.86,67.97,66.65,60.75,50.9,42.36,33.97,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51169,1,1,1,1,0,1,0,0,0,0,32.04,34.09,37.69,42.21,46.32,50,51.65,50.93,47.78,42.49,37.81,33.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.07,35.77,42.24,50.38,57.77,64.39,67.37,66.08,60.41,50.89,42.47,34.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51171,1,1,1,1,0,1,0,0,0,0,30.69,32.43,35.87,41.11,45.82,50.07,52.05,51.05,47.4,41.9,37.1,32.12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.64,32.77,38.96,48.39,56.88,64.53,68.08,66.29,59.73,49.82,41.18,32.22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51173,1,1,1,1,0,1,0,0,0,0,30.43,32.24,35.53,39.73,44.11,47.92,49.72,48.94,45.61,40.19,35.86,31.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.18,32.43,38.36,45.91,53.81,60.65,63.89,62.49,56.5,46.74,38.94,31.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51185,1,1,1,1,0,1,0,0,0,0,31.32,33.22,36.74,41.34,45.77,49.66,51.46,50.7,47.33,41.8,37.15,32.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.78,34.19,40.54,48.81,56.79,63.8,67.02,65.65,59.59,49.64,41.27,32.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51187,1,1,1,1,0,1,0,0,0,0,31.45,33.22,36.7,42.1,46.78,51.23,53.24,52.23,48.53,42.95,38.09,33.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31,34.19,40.45,50.17,58.6,66.61,70.23,68.42,61.75,51.71,42.96,33.88,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51191,1,1,1,1,0,1,0,0,0,0,30.94,32.87,36.27,40.5,44.86,48.67,50.4,49.62,46.33,40.95,36.55,32.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.09,33.57,39.69,47.3,55.15,62,65.12,63.72,57.79,48.1,40.18,32.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51195,1,1,1,1,0,1,0,0,0,0,32.09,34.11,37.68,42.28,46.51,50.28,51.98,51.26,48.06,42.7,37.92,33.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.17,35.8,42.23,50.5,58.12,64.91,67.97,66.66,60.9,51.26,42.65,34.36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51197,1,1,1,1,0,1,0,0,0,0,31.28,33.06,36.38,40.81,45.2,49.07,50.89,50.05,46.65,41.26,36.71,32.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.7,33.91,39.89,47.85,55.75,62.72,66,64.48,58.37,48.67,40.48,32.54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B54023,1,1,1,1,0,1,0,0,0,0,30.94,32.8,36.25,41.7,46.26,50.51,52.34,51.43,47.74,42.2,37.17,32.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.09,33.43,39.64,49.47,57.68,65.32,68.62,66.97,60.32,50.36,41.31,32.75,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B54031,1,1,1,1,0,1,0,0,0,0,30.78,32.58,36.04,41.48,46.11,50.35,52.22,51.29,47.6,42.03,37.08,32.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.81,33.05,39.27,49.07,57.4,65.03,68.4,66.72,60.08,50.05,41.14,32.41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B54057,1,1,1,1,0,1,0,0,0,0,30.75,32.63,36.27,42.02,46.69,51.1,53.08,52.1,48.31,42.43,37.31,32.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.74,33.14,39.68,50.04,58.44,66.39,69.94,68.18,61.35,50.78,41.55,32.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B54071,1,1,1,1,0,1,0,0,0,0,29.36,31.05,34.4,39.5,44.01,47.96,49.78,48.96,45.44,40.07,35.37,30.73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.25,30.28,36.31,45.49,53.62,60.73,64,62.53,56.2,46.53,38.06,29.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
C42009,1,1,1,1,0,1,0,0,0,0,29.2,30.8,34.5,40.41,45.11,49.52,51.49,50.6,46.8,41.19,36.22,31.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.97,29.84,36.49,47.13,55.6,63.54,67.09,65.49,58.63,48.54,39.59,30.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
C51015,1,1,1,1,0,1,0,0,0,0,31.58,33.21,36.65,41.46,45.66,49.79,51.75,50.86,47.28,41.85,37.5,32.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.24,34.19,40.37,49.03,56.59,64.01,67.55,65.95,59.51,49.74,41.91,33.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
C51071,1,1,1,1,0,1,0,0,0,0,32.01,33.89,37.41,42.39,46.59,50.65,52.53,51.6,48.09,42.81,37.92,33.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.01,35.39,41.74,50.71,58.27,65.56,68.95,67.29,60.96,51.46,42.66,34.21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
C51165,1,1,1,1,0,1,0,0,0,0,30.53,32.26,35.62,40.65,45.16,49.34,51.18,50.28,46.65,41.16,36.48,31.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.36,32.47,38.51,47.58,55.69,63.21,66.52,64.9,58.36,48.48,40.06,31.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F10005,1,1,1,1,0,1,0,0,0,0,33.73,35.06,38.48,43.32,48,52.68,54.96,53.97,50.65,45.02,40.31,35.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.11,37.5,43.67,52.38,60.8,69.22,73.33,71.55,65.57,55.44,46.96,38.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F11001,1,1,1,1,0,1,0,0,0,0,32.85,34.7,38.37,43.69,48.47,53.09,55.29,54.29,50.44,44.36,39.38,34.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.53,36.87,43.47,53.04,61.65,69.97,73.93,72.12,65.18,54.24,45.28,36.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24001,1,1,1,1,0,1,0,0,0,0,30.59,32.39,36.11,41.91,46.57,50.94,52.96,51.96,48.13,42.34,37.23,32.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.46,32.7,39.39,49.84,58.22,66.1,69.73,67.94,61.03,50.61,41.41,32.38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24003,1,1,1,1,0,1,0,0,0,0,33.02,34.7,38.44,43.8,48.57,53.19,55.42,54.35,50.72,44.72,39.68,34.87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.84,36.86,43.58,53.24,61.83,70.14,74.15,72.23,65.7,54.89,45.83,37.17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24005,1,1,1,1,0,1,0,0,0,0,32.1,33.71,37.49,43.02,47.92,52.5,54.58,53.5,49.75,43.81,38.71,33.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.19,35.09,41.88,51.83,60.66,68.9,72.64,70.71,63.95,53.27,44.07,35.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24009,1,1,1,1,0,1,0,0,0,0,33.5,35.2,38.84,44.03,48.52,52.86,54.98,53.95,50.44,44.72,40.07,35.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.71,37.76,44.32,53.66,61.73,69.55,73.36,71.51,65.2,54.9,46.53,37.71,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24013,1,1,1,1,0,1,0,0,0,0,31.1,32.77,36.61,42.06,46.94,51.42,53.45,52.37,48.5,42.69,37.78,32.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.38,33.39,40.29,50.11,58.89,66.96,70.61,68.66,61.71,51.24,42.4,33.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24015,1,1,1,1,0,1,0,0,0,0,31.85,33.46,37.24,42.6,47.62,52.25,54.37,53.44,49.6,43.65,38.61,33.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.73,34.63,41.44,51.08,60.11,68.44,72.26,70.59,63.68,52.98,43.9,35.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24017,1,1,1,1,0,1,0,0,0,0,33.63,35.43,39.06,44.37,48.71,53.08,55.21,54.21,50.67,44.89,40.21,35.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.94,38.18,44.7,54.26,62.08,69.94,73.77,71.99,65.6,55.21,46.77,37.92,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24019,1,1,1,1,0,1,0,0,0,0,34.1,35.61,39.23,44.32,48.88,53.36,55.58,54.45,51.02,45.38,40.62,35.77,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.77,38.5,45.01,54.17,62.38,70.45,74.45,72.41,66.24,56.08,47.52,38.79,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24021,1,1,1,1,0,1,0,0,0,0,32.36,34.07,37.84,43.76,48.4,52.88,55.09,54.05,50.4,44.61,39.43,34.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.64,35.73,42.51,53.16,61.53,69.59,73.56,71.69,65.11,54.71,45.37,36.42,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24023,1,1,1,1,0,1,0,0,0,0,28.71,30.29,33.9,39.61,44.12,48.25,50.16,49.34,45.77,40.41,35.56,30.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.07,28.92,35.41,45.69,53.82,61.24,64.69,63.21,56.78,47.13,38.41,29.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24025,1,1,1,1,0,1,0,0,0,0,31.73,33.44,37.2,42.61,47.64,52.23,54.36,53.39,49.53,43.58,38.44,33.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.52,34.59,41.36,51.09,60.15,68.41,72.24,70.49,63.56,52.84,43.6,34.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24027,1,1,1,1,0,1,0,0,0,0,31.91,33.57,37.34,42.77,47.6,52.13,54.29,53.15,49.31,43.4,38.47,33.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.84,34.83,41.61,51.38,60.08,68.24,72.12,70.07,63.15,52.52,43.65,34.88,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24029,1,1,1,1,0,1,0,0,0,0,32.83,34.5,38.18,43.52,48.31,52.97,55.17,54.17,50.54,44.64,39.6,34.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.5,36.5,43.12,52.74,61.36,69.75,73.7,71.9,65.37,54.76,45.68,36.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24031,1,1,1,1,0,1,0,0,0,0,32,33.74,37.49,42.98,47.69,52.22,54.38,53.33,49.43,43.47,38.51,33.71,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32,35.12,41.88,51.77,60.24,68.39,72.28,70.39,63.38,52.65,43.71,35.07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24033,1,1,1,1,0,1,0,0,0,0,32.69,34.48,38.17,43.39,48.12,52.66,54.85,53.81,50.05,44.07,39.27,34.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.24,36.46,43.11,52.5,61.01,69.2,73.14,71.26,64.49,53.73,45.09,36.36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24035,1,1,1,1,0,1,0,0,0,0,33.11,34.73,38.38,43.63,48.4,53.03,55.2,54.21,50.64,44.83,39.86,34.95,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34,36.91,43.48,52.94,61.53,69.86,73.76,71.97,65.55,55.09,46.14,37.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24037,1,1,1,1,0,1,0,0,0,0,34.15,35.75,39.33,44.52,48.96,53.29,55.39,54.33,50.94,45.25,40.69,35.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.87,38.75,45.2,54.53,62.53,70.32,74.09,72.2,66.08,55.84,47.63,38.77,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24039,1,1,1,1,0,1,0,0,0,0,34.5,35.88,39.31,44.26,48.81,53.34,55.61,54.46,51.22,45.58,40.91,36.13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.5,38.98,45.16,54.06,62.26,70.42,74.51,72.44,66.6,56.44,48.03,39.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24041,1,1,1,1,0,1,0,0,0,0,33.5,35.02,38.69,43.86,48.54,53.09,55.28,54.25,50.76,45.03,40.13,35.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.7,37.44,44.04,53.35,61.76,69.97,73.9,72.05,65.76,55.46,46.63,37.88,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24043,1,1,1,1,0,1,0,0,0,0,31.31,33.04,36.81,42.54,47.25,51.72,53.78,52.74,48.83,43.01,38,33.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.76,33.88,40.66,50.98,59.45,67.5,71.2,69.33,62.3,51.82,42.8,33.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24045,1,1,1,1,0,1,0,0,0,0,34.11,35.51,39.02,43.93,48.49,53.02,55.27,54.14,50.78,45.1,40.42,35.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.8,38.32,44.64,53.47,61.68,69.84,73.89,71.85,65.81,55.59,47.16,38.63,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F24510,1,1,1,1,0,1,0,0,0,0,32.9,34.49,38.23,43.86,48.68,53.33,55.56,54.44,50.8,44.79,39.59,34.76,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.62,36.47,43.21,53.35,62.02,70.39,74.41,72.39,65.83,55.02,45.66,36.97,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F36003,1,1,1,1,0,1,0,0,0,0,26.31,27.3,31.13,37.35,42.99,47.32,49.27,48.27,44.51,38.99,34.03,28.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.76,23.55,30.44,41.63,51.78,59.58,63.08,61.28,54.52,44.58,35.66,25.89,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F36007,1,1,1,1,0,1,0,0,0,0,26.92,28.16,32.29,38.57,44.17,48.68,50.65,49.92,45.82,40.05,34.83,29.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.86,25.08,32.52,43.82,53.91,62.03,65.58,64.26,56.87,46.48,37.1,27.39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F36015,1,1,1,1,0,1,0,0,0,0,26.99,28.17,32,38.27,44.08,48.52,50.5,49.71,45.63,39.8,34.71,29.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.97,25.1,32,43.29,53.74,61.73,65.29,63.88,56.54,46.04,36.88,27.29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F36025,1,1,1,1,0,1,0,0,0,0,26.79,28.07,32.27,38.66,44.05,48.67,50.67,49.99,45.93,40.06,34.97,29.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.62,24.93,32.49,43.98,53.7,62.01,65.6,64.38,57.07,46.51,37.34,27.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F36101,1,1,1,1,0,1,0,0,0,0,26.6,27.73,31.49,37.74,43.46,47.85,49.8,48.96,45.03,39.39,34.33,28.93,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.29,24.31,31.07,42.34,52.62,60.53,64.04,62.52,55.46,45.31,36.19,26.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
F42001,1,1,1,1,0,1,0,0,0,0,30.62,32.33,36.2,41.82,46.78,51.31,53.49,52.48,48.51,42.62,37.62,32.61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.52,32.59,39.55,49.67,58.6,66.76,70.68,68.87,61.72,51.12,42.12,33.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
