TABLE->,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4
F51053,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51059,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51061,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51069,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51085,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51087,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51091,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51095,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51099,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51101,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51107,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51113,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51121,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51125,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51131,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51137,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51139,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51145,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51147,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51149,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51153,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51157,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51159,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51161,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51163,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51165,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51171,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51177,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51179,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51181,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51187,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51193,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51199,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51510,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51530,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51540,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51550,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51580,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51630,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51650,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51660,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51670,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51700,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51710,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51730,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51735,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51740,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51760,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51790,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51800,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51810,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51820,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51830,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54031,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54037,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54063,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54065,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F54071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
end,,,,,,,,,,,,,,,,
