riverseg,Total EOF Loads (lbs/yr) ***
JU5_7510_7500,4578.404985
KU0_8980_0000,28739.28341
MN0_7790_0000,2568.815957
MN0_7870_0000,20083.43968
MN0_8040_0000,24054.58233
MN0_8300_0001,5797.230213
MN1_7590_7860,45265.09454
MN1_7620_7710,43359.5087
MN1_7730_8160,18556.95651
MN1_7990_8100,10542.72934
MN1_8240_0000,26431.09748
MN2_7720_7830,30219.62095
MN2_7830_7950,41925.07297
MN2_7850_0000,58073.30932
MN2_8100_8190,19574.65166
MN2_8250_8190,23995.69465
MN2_8530_8510,10909.37568
MN3_7540_7680,100197.6762
MN3_7680_7860,21835.3975
MN3_7770_7930,90059.81635
MN3_7860_8080,24706.93255
MN3_7930_8010,47699.75141
MN3_8010_7950,2403.327577
MN3_8150_0000,24285.53277
MN3_8190_8260,59720.5002
MN4_7710_8161,45031.85683
MN4_7810_8080,23816.92752
MN4_7950_7710,1960.039111
MN4_8080_8110,17828.9488
MN4_8110_0000,43074.3735
MN4_8260_8400,37394.22794
MN4_8380_0000,26346.90573
MN4_8400_8380,14289.01638
MN4_8510_8380,45223.29738
MN5_8160_0000,36142.41814
MN5_8161_8160,5742.843539
MN5_8230_8161,42834.56446
NR0_8310_0000,28834.88564
NR1_7880_8050,5578.10935
NR1_8030_8051,17439.43387
NR1_8820_8760,39980.97164
NR1_8960_8870,26681.80977
NR1_9030_9080,17066.96292
NR1_9150_9050,40618.39388
NR2_8210_8180,50101.56239
NR2_8600_8700,96918.8142
NR2_9250_9170,25587.11691
NR3_8290_8170,62325.78548
NR3_8420_8430,110885.629
NR3_8430_7820,21662.69218
NR3_8690_8500,86844.09496
NR3_8740_8500,28907.18612
NR3_9170_9130,16935.85372
NR3_9190_9170,9127.458667
NR3_9240_9130,34447.85512
NR3_9310_9240,58285.72101
NR4_9130_9080,16344.61248
NR5_8700_8640,6584.395803
NR5_8760_8640,23804.14135
NR5_8870_8760,73691.56574
NR5_9050_8870,7711.652483
NR5_9080_9050,37922.89833
NR6_7820_7960,125443.2992
NR6_7960_8050,2263.652611
NR6_8000_0000,1141.92858
NR6_8050_8051,6849.178211
NR6_8051_8000,2315.39594
NR6_8170_7960,9245.320667
NR6_8180_8051,3381.521295
NR6_8500_7820,52978.99592
NR6_8640_8500,11727.25673
OD6_8621_8470,1967.964561
OD3_8931_9140,11074.18928
OD1_8910_8930,20764.33492
OD1_9270_9110,29275.99754
OD2_8560_8630,34957.47479
OD2_8670_8890,27309.44213
OD2_8830_8710,17693.60004
OD2_8840_9020,29656.28037
OD2_8920_8830,33874.90609
OD3_8340_8520,142135.7168
OD3_8520_8621,11799.0512
OD3_8630_8720,36842.06324
OD3_8710_8470,23109.49268
OD3_8720_8900,36764.41747
OD3_8850_8931,20222.21764
OD3_8930_8931,12365.78592
OD3_9020_9110,46513.93122
OD4_8990_8900,19560.68711
OD4_9110_9140,31885.36422
OD4_9140_8990,15079.2462
OD5_8770_8780,72756.51528
OD5_8780_8660,23280.51396
OD5_8890_8770,2371.105048
OD5_8900_8770,48266.55664
OD5_8940_8780,21606.4835
OD6_8660_8621,47611.90695
OR1_7700_7980,30448.50086
OR1_8280_8020,21334.85763
OR1_8320_8271,33366.12417
OR2_7610_7780,110179.8509
OR2_7650_8070,61619.24242
OR2_7670_7840,53913.81456
OR2_7780_7890,19770.65471
OR2_7840_7970,23867.80092
OR2_7900_7740,41509.86712
OR2_8020_8130,36541.30823
OR2_8070_8120,18668.82584
OR2_8130_7900,5071.522823
OR2_8450_8490,22281.03277
OR2_8460_8271,96074.60024
OR3_7740_8271,62007.59383
OR4_8120_7890,22891.71903
OR4_8271_8120,123039.934
OR5_7890_7970,58422.32572
OR5_7910_8410,57260.68875
OR5_7970_8200,30046.58759
OR5_7980_8200,15182.47351
OR5_8200_8370,6972.001232
OR5_8370_8410,5332.762391
OR5_8410_8470,31829.03996
OR7_8470_8490,129100.0534
OR7_8490_0000,47373.27809
PL0_4510_0001,37773.98339
PL0_4961_0000,18832.15206
PL0_5000_0001,29387.89473
PL0_5010_5130,19538.91865
PL0_5070_0001,19073.24803
PL0_5090_0000,8449.827233
PL0_5131_0000,20775.33855
PL0_5141_5140,25346.0917
PL3_5250_0001,9733.286883
PL0_5251_0000,27887.58712
PL0_5290_0000,1775.562466
PL0_5390_0000,7023.633562
PL0_5440_0000,8832.338979
PL0_5450_0000,6041.857976
PL0_5490_0001,3285.129833
PL0_5491_0000,17979.90166
PL0_5510_0001,12218.5357
PL0_5530_5710,4579.945461
PL0_5540_5490,904.5025475
PL0_5580_0000,4518.886813
PL0_5581_0000,5401.406804
PL0_5582_0000,2532.781218
PL0_5583_0000,2474.263738
PL0_5584_0000,5482.452097
PL0_5585_0000,2086.49171
PL0_5670_0000,8381.966493
PL0_5671_0000,4411.073796
PL0_5672_0000,10274.33068
PL0_5710_0001,985.1548914
PL0_5720_0001,2899.577137
PL0_5730_5690,7829.117584
PL0_5750_0001,6137.45304
PL0_5790_0000,9076.653708
PL0_5830_0001,7808.692442
PL0_5850_0000,9614.205871
PL0_5860_0000,651.8277335
PL0_5900_0000,23624.83693
PL0_5920_0000,14269.85154
PL0_5930_0000,2049.43559
PL0_5950_0000,5433.743066
PL0_5951_0000,2173.171427
PL0_5952_0000,1585.204357
PL0_5960_0000,6318.382286
PL0_5961_0000,1233.967861
PL0_5962_0000,1697.499668
PL0_5980_0000,3555.355004
PL0_5981_0000,5847.973519
PL0_5982_0000,5687.114631
PL0_5983_0000,835.0780703
PL0_6020_0000,2842.16817
PL0_6060_0000,6587.978161
PL0_6100_0000,18881.85446
PL0_6110_0000,4077.350606
PL0_6130_0000,21713.41595
PL0_6140_0000,16952.07151
PL0_6270_0000,19153.56221
PL1_4460_4780,45556.31036
PL1_4540_0001,51605.82788
PL1_4780_0001,5725.160429
PL1_5060_0000,14010.57524
PL1_5061_0000,2324.412214
PL1_5130_0001,16771.71332
PL1_5230_0001,20999.57959
PL1_5370_5470,40097.96137
PL1_5690_0001,3245.97732
PL1_5910_0001,6961.610939
PL2_4810_0000,30637.82264
PL2_4945_0004,18152.19487
PL2_4970_5250,78362.43733
PL2_5140_5360,23999.79043
PL2_5300_5630,24890.42089
PL2_5470_5360,29028.47178
PL2_5630_0001,2079.292985
PL2_5800_0000,1636.334964
PL3_5360_5250,6973.882067
PL7_4910_0000,16564.75144
PL7_4940_0000,6597.815182
PL7_4960_0000,30947.63641
PL7_4980_0000,28356.91674
PM0_4640_4820,19346.1527
PM1_3120_3400,68849.7141
PM1_3450_3400,60690.17019
PM1_3510_4000,30063.7323
PM1_3710_4040,54607.08892
PM1_4000_4290,33936.65709
PM1_4250_4500,54019.97346
PM1_4430_4200,35175.36333
PM1_4500_4580,13438.52732
PM2_2860_3040,104589.665
PM2_3400_3340,1334.008627
PM2_4860_4670,43761.33424
PM3_3040_3340,81254.63955
PM3_4660_4620,23330.78716
PM3_4670_4660,79325.68978
PM4_3340_3341,76663.08585
PM4_3341_4040,42286.21121
PM4_4040_4410,87782.42164
PM7_4150_4290,26570.97503
PM7_4200_4410,22967.06358
PM7_4290_4200,2805.433234
PM7_4410_4620,34731.92249
PM7_4580_4820,79094.82495
PM7_4620_4580,70696.0342
PM7_4820_0001,8432.085793
PS0_6150_6160,9422.656925
PS0_6160_6161,56177.71018
PS1_4790_4830,15808.79194
PS1_4830_5080,29038.8484
PS2_5550_5560,57145.79606
PS2_5560_5100,369254.4336
PS2_6420_6360,21058.79504
PS2_6490_6420,34532.66516
PS2_6660_6490,11678.47784
PS2_6730_6660,60627.49266
PS3_5100_5080,153114.5117
PS3_5990_6161,207558.2951
PS3_6161_6280,15995.66863
PS3_6280_6230,52552.76459
PS3_6460_6230,304890.7356
PS4_5080_4380,23553.03929
PS4_5840_5240,250677.5911
PS4_6230_6360,47724.58568
PS4_6360_5840,9800.295666
PS5_4370_4150,11177.83938
PS5_4380_4370,133415.1642
PS5_5200_4380,10995.47892
PS5_5240_5200,207060.2176
PU0_3000_3090,67749.19414
PU0_3601_3602,9101.360604
PU0_3611_3530,7308.62487
PU0_3751_3752,15812.21235
PU0_3871_3690,8375.889473
PU0_5620_5380,30083.86345
PU0_6080_5620,55074.09623
PU1_3030_3440,42181.74461
PU1_3100_3690,22351.34063
PU1_3170_3580,10635.04251
PU1_3580_3780,11535.13498
PU1_3850_4190,10245.13887
PU1_3940_3970,23461.21475
PU1_4190_4300,8866.454688
PU1_4300_4440,2615.402576
PU1_4760_4450,2467.969079
PU1_4840_4760,11782.3629
PU1_5380_5050,6993.352847
PU1_5520_5210,12101.792
PU1_5820_5380,4646.017636
PU2_2790_3290,218232.9139
PU2_2840_3080,56237.40375
PU2_3080_3640,15626.31362
PU2_3090_4050,132769.1058
PU2_3140_3680,34934.13516
PU2_3180_3370,10701.70949
PU2_3370_4020,16766.50848
PU2_3630_3590,22511.77414
PU2_3770_3600,54211.89753
PU2_3900_3750,29958.17795
PU2_4050_4180,4655.160768
PU2_4160_3930,15926.61039
PU2_4220_3900,87725.64243
PU2_4340_3860,54939.95096
PU2_4360_4160,57608.03162
PU2_4720_4750,18764.52735
PU2_4730_4220,26027.98169
PU2_4750_4450,3048.26042
PU2_5190_4310,48291.30099
PU2_5700_5210,44921.05256
PU2_6050_5190,22601.7378
PU3_2510_3290,120802.4248
PU3_3290_3390,21572.10801
PU3_3390_3730,51219.76899
PU3_3680_3890,20333.77909
PU3_3860_3610,7952.321794
PU3_4280_3860,98969.34026
PU3_4450_4440,32713.3987
PU3_5210_5050,11859.38172
PU4_3780_3930,8125.954191
PU4_3890_3990,1715.708768
PU4_3970_3890,36431.34521
PU4_3990_3780,1914.280046
PU4_4210_4170,4294.968569
PU4_4310_4210,94704.6591
PU4_4440_3970,806.5369644
PU4_5050_4310,87560.42419
PU5_3930_4170,12339.96158
PU5_4170_4020,709.5447551
PU6_3440_3590,6414.825439
PU6_3530_3440,4424.812801
PU6_3590_3640,630.9517406
PU6_3600_3602,12259.75831
PU6_3602_3730,5341.211302
PU6_3610_3530,4118.625761
PU6_3640_3600,4931.062573
PU6_3690_3610,3324.463574
PU6_3730_3750,10227.74111
PU6_3750_3752,15906.67788
PU6_3752_4080,6160.057348
PU6_3870_3690,5806.290592
PU6_4020_3870,29430.06991
PU6_4080_4180,4434.633107
PU6_4180_4150,19599.92251
RL0_6450_0000,25116.20925
RL0_6500_0000,25613.5438
RL0_6501_0000,20557.21717
RL0_6530_0000,24483.93629
RL0_6540_0001,5952.906497
RL1_6180_0001,9731.392183
RL1_6322_0000,7449.847326
RL5_6070_0000,123317.4499
RL5_6320_0000,5714.275078
RL5_6321_0000,19428.42122
RU2_5220_5640,83792.15064
RU2_5500_5610,50757.52277
RU2_5810_5610,35806.30497
RU2_5940_6200,80372.40618
RU2_6090_6220,39518.20383
RU2_6200_6170,10176.35857
RU2_6220_6170,68487.52501
RU3_5610_5640,24452.00953
RU3_6170_6040,13420.07148
RU4_5640_6030,94208.98136
RU4_6040_6030,74742.83899
RU5_6030_0001,8672.831474
SJ1_2280_2450,12514.15393
SJ2_1900_1930,92250.97795
SJ2_2110_2170,16143.32806
SJ2_2150_2130,33470.17905
SJ2_2500_2450,2525.671485
SJ2_2530_2820,48137.20901
SJ2_2570_2660,32344.13874
SJ2_2580_2500,47285.38919
SJ2_2820_2740,6368.035781
SJ2_2900_2740,39224.69442
SJ3_1980_2060,37914.60725
SJ3_2040_1980,57458.95589
SJ3_2160_2170,82648.33451
SJ3_2170_1970,8939.730127
SJ3_2230_2060,35369.68073
SJ3_2250_2230,97243.49525
SJ3_2450_2120,8675.45053
SJ4_2010_2210,36208.14182
SJ4_2060_2010,18989.71898
SJ4_2340_2210,436.702922
SJ4_2360_2340,37647.97531
SJ4_2660_2360,4801.105513
SJ4_2740_2660,71240.73315
SJ5_2120_1930,50799.54281
SJ5_2210_2320,13329.49214
SJ5_2320_2120,11480.94779
SJ6_1930_1970,70332.23156
SJ6_1970_2130,105824.3555
SJ6_2130_2050,21842.65116
SL0_2180_2220,133001.5458
SL0_2220_2140,5643.616801
SL0_2721_2720,19397.18107
SL0_2831_2830,11884.24459
SL1_1700_1780,24067.37096
SL1_1730_1700,19240.23118
SL1_1790_1840,115651.0238
SL1_2000_2090,103177.7878
SL1_2190_2350,227861.2753
SL1_2390_2420,133084.6988
SL1_2670_2370,26379.79252
SL1_2760_2730,14410.90758
SL1_2770_2730,71356.44089
SL1_2830_2760,31579.66142
SL2_1670_1880,54684.75123
SL2_1810_2030,66337.36037
SL2_1850_1990,37208.32952
SL2_1990_2070,13015.25806
SL2_2070_2090,21292.9695
SL2_2200_2350,248979.9327
SL2_2300_2520,283399.9803
SL2_2410_2700,315408.4005
SL2_2480_0001,291621.5917
SL2_2540_2370,64351.54477
SL2_2750_2720,57402.29611
SL2_2910_3060,42526.3392
SL2_3060_0001,35846.04186
SL3_1710_1740,86652.15907
SL3_1740_1840,71724.43766
SL3_1840_1880,1959.256733
SL3_1960_2080,42399.38213
SL3_2260_2050,29859.52195
SL3_2290_2260,85439.8437
SL3_2350_2470,95529.78209
SL3_2400_2440,87511.33284
SL3_2420_2700,197771.8902
SL3_2440_2380,3699.269313
SL3_2460_2430,319053.1426
SL3_2470_2420,18885.80047
SL3_2550_2490,45613.87536
SL3_2730_2550,7408.365193
SL4_2090_2100,45558.92193
SL4_2100_2140,16534.24522
SL4_2140_2240,38403.44205
SL4_2240_2310,69401.58981
SL4_2330_2270,39101.93655
SL4_2370_2330,161121.2809
SL8_1760_1780,9435.505195
SL8_1780_1880,8610.297317
SL8_1880_2030,92867.10053
SL8_2030_2080,18388.72229
SL8_2080_2050,39870.65764
SL9_2050_2270,31312.83113
SL9_2270_2380,39250.06988
SL9_2310_2430,59520.89152
SL9_2380_2310,13656.55099
SL9_2430_2490,62721.8318
SL9_2490_2520,30467.6843
SL9_2520_2700,92763.66781
SL9_2700_2720,31675.66852
SL9_2720_0001,180278.2717
SL9_2970_0000,11227.19547
SL9_2971_0000,1844.115487
SU1_0050_0090,16881.54656
SU1_0060_0190,20481.33991
SU1_0080_0210,12186.40233
SU1_0200_0270,13961.38159
SU1_0330_0560,22634.92113
SU1_0380_0400,7162.920814
SU1_0390_0560,13885.33333
SU1_0410_0480,4564.259224
SU1_0660_0710,23571.06135
SU1_0820_0740,20934.32891
SU1_0840_0831,25204.25919
SU1_0940_0900,12647.33011
SU1_1480_1500,19386.73061
SU1_1630_1610,23594.2363
SU2_0020_0140,26200.92079
SU2_0030_0140,23537.45541
SU2_0040_0180,17459.97602
SU2_0070_0090,36428.10605
SU2_0100_0230,25303.09395
SU2_0110_0240,29135.0734
SU2_0120_0260,41922.36456
SU2_0130_0250,22439.60965
SU2_0150_0220,32858.87185
SU2_0160_0260,37664.28664
SU2_0210_0300,13285.51758
SU2_0280_0430,18308.67582
SU2_0290_0291,19785.47052
SU2_0291_0320,608.4517479
SU2_0320_0340,1216.31298
SU2_0360_0460,8934.149942
SU2_0440_0550,26625.07259
SU2_0450_0720,31642.40017
SU2_0470_0590,28389.17201
SU2_0510_0570,38624.94028
SU2_0560_0590,1817.381243
SU2_0570_0580,8599.242905
SU2_0620_0580,19298.52005
SU2_0640_0630,31658.93163
SU2_0670_0810,7363.815542
SU2_0680_0610,41392.06258
SU2_0700_0860,51339.10324
SU2_0740_0741,48552.92253
SU2_0741_0690,3825.486736
SU2_0760_0960,26915.02329
SU2_0780_0710,16442.52586
SU2_0800_0850,62635.36136
SU2_0830_0831,13876.68485
SU2_0890_0900,41558.56787
SU2_0900_0870,1806.645367
SU2_0920_0830,34023.97183
SU2_0990_0950,20777.09291
SU2_1020_0980,22357.68938
SU2_1200_1310,19540.39506
SU2_1210_1310,21857.00653
SU2_1290_1500,18416.76864
SU2_1550_1620,33959.39379
SU3_0010_0190,52607.60136
SU3_0090_0170,20594.33955
SU3_0140_0180,6347.733509
SU3_0170_0270,22965.89365
SU3_0180_0230,7150.420995
SU3_0190_0300,16454.27859
SU3_0240_0350,22796.05945
SU3_0370_0490,110544.7234
SU3_0490_0530,27046.0451
SU3_0590_0540,1768.954404
SU3_0710_0910,49221.29192
SU3_0770_0690,4394.256279
SU3_0790_0770,10557.2901
SU3_0810_0970,19152.45266
SU3_0831_0790,24764.94639
SU3_0870_0730,16485.2858
SU3_0910_1010,5075.369262
SU3_0970_1120,90372.87747
SU3_1280_1590,35544.13578
SU3_1310_1280,13883.97085
SU3_1500_1420,3934.080703
SU4_0220_0250,9356.677536
SU4_0230_0220,1836.485427
SU4_0250_0340,15126.19286
SU4_0260_0350,39013.62418
SU4_0270_0430,42965.87358
SU4_0300_0310,11882.58213
SU4_0350_0420,9683.46319
SU4_0430_0420,3771.150448
SU4_0580_0630,21031.61419
SU4_0630_0650,6449.823036
SU4_0690_0650,11961.35933
SU5_0310_0400,11659.82863
SU5_0340_0310,11897.45736
SU5_0400_0460,2609.172365
SU5_0420_0500,31496.03396
SU5_0460_0480,6768.473428
SU5_0530_0610,73947.24462
SU5_0600_0750,22333.10996
SU5_0610_0600,26800.29919
SU5_0650_0530,4064.406282
SU7_0750_0850,15270.11897
SU6_0480_0520,86723.36628
SU6_0500_0550,41814.54235
SU6_0520_0500,16875.47366
SU7_0540_0720,51134.14761
SU7_0550_0540,26326.27526
SU7_0720_0750,5529.486812
SU7_0730_0860,52867.29116
SU7_0850_0730,3318.012834
SU7_0860_0960,34533.45383
SU7_0950_1010,5381.84185
SU7_0960_0950,2660.226984
SU7_0980_1120,25808.97216
SU7_1010_0980,414.6898404
SU7_1120_1140,46889.88266
SU7_1140_1420,81185.98664
SU7_1420_1590,28132.18365
SU8_1530_1760,25669.51465
SU8_1590_1620,1358.870377
SU8_1610_1530,12296.1411
SU8_1620_1610,1535.824069
SW0_1520_1600,20614.64213
SW1_1160_1260,4994.863776
SW1_1170_1270,9044.066281
SW1_1180_1190,3358.579637
SW1_1450_1510,19561.83893
SW1_1510_1680,23809.79024
SW1_1560_1460,6426.360897
SW1_1570_1640,54395.85281
SW1_1830_1690,23573.91166
SW1_1890_1830,13693.28858
SW1_1910_1890,26850.83776
SW2_0880_0930,12907.64963
SW2_1000_1110,23487.21277
SW2_1030_1060,16509.12382
SW2_1050_0930,8291.284341
SW2_1070_1060,17515.79313
SW2_1100_1130,16526.97017
SW2_1190_1410,45041.55355
SW2_1240_1270,20487.11388
SW2_1360_1430,44840.09311
SW2_1770_1690,18978.96625
