seg,filled_conc1_tn,filled_conc1_tp
SL2_2200_2350,1.80708754,0.739176333
SL2_2300_2520,1.20195663,0.526371181
SL2_2410_2700,1.20195663,0.526371181
SL2_2480_0001,1.4,0.819786405
SL2_2540_2370,1.93340492,0.68073523
SL2_2750_2720,1.20195663,0.526371181
SL2_2910_3060,1.4,0.819786405
SL2_3060_0001,1.4,0.819786405
SL3_1710_1740,1.78571427,0.656167984
SL3_1740_1840,1.78571427,0.739462674
SL3_1840_1880,1.78571427,0.739462674
SL3_1960_2080,1.78571427,0.739462674
SL3_2260_2050,1.78571427,0.739462674
SL3_2290_2260,1.83654726,0.661725819
SL3_2350_2470,1.80708754,0.739176333
SL3_2400_2440,1.56462574,0.794732034
SL3_2420_2700,1.80708754,0.554216862
SL3_2440_2380,1.56462574,0.794732034
SL3_2460_2430,1.42268038,1.01333332
SL3_2470_2420,1.80708754,0.554216862
SL3_2550_2490,1.56462574,0.794732034
SL3_2730_2550,1.65052032,0.713194072
SL4_2090_2100,1.89483654,0.625869215
SL4_2100_2140,1.89483654,0.625869215
SL4_2140_2240,1.89483654,0.625869215
SL4_2240_2310,1.56462574,0.794732034
SL4_2330_2270,1.78571427,0.739462674
SL4_2370_2330,1.93340492,0.68073523
SL8_1760_1780,1.78571427,0.729607463
SL8_1780_1880,1.78571427,0.739462674
SL8_1880_2030,1.78571427,0.739462674
SL8_2030_2080,1.78571427,0.739462674
SL8_2080_2050,1.78571427,0.739462674
SL9_2050_2270,1.78571427,0.739462674
SL9_2270_2380,1.56462574,0.794732034
SL9_2310_2430,1.56462574,0.794732034
SL9_2380_2310,1.56462574,0.794732034
SL9_2430_2490,1.56462574,0.794732034
SL9_2490_2520,1.56462574,0.794732034
SL9_2520_2700,1.20195663,0.526371181
SL9_2700_2720,1.20195663,0.526371181
SL9_2720_0001,1.20195663,0.526371181
SL9_2970_0000,1.35,1.16
SL9_2971_0000,1.4,0.819786405
SU1_0050_0090,1.53652394,0.854645967
SU1_0060_0190,1.53652394,0.697958469
SU1_0080_0210,1.53652394,0.697958469
SU1_0200_0270,1.53652394,0.854645967
SU1_0330_0560,1.53652394,0.854645967
SU1_0380_0400,1.53652394,0.697958469
SU1_0390_0560,1.53652394,0.854645967
SU1_0410_0480,1.53652394,0.697958469
SU1_0660_0710,1.49892926,0.658761501
SU1_0820_0740,1.05113328,0.815069735
SU1_0840_0831,1.05113328,0.751879692
SU1_0940_0900,1.49892926,0.369003683
SU1_1480_1500,1.49892926,0.911369324
SU1_1630_1610,1.49892926,0.911369324
SU2_0020_0140,1.53652394,0.697958469
SU2_0030_0140,1.53652394,0.697958469
SU2_0040_0180,1.53652394,0.697958469
SU2_0070_0090,1.53652394,0.854645967
SU2_0100_0230,1.53652394,0.697958469
SU2_0110_0240,1.53652394,0.854645967
SU2_0120_0260,1.53652394,0.854645967
SU2_0130_0250,1.53652394,0.697958469
SU2_0150_0220,1.53652394,0.697958469
SU2_0160_0260,1.53652394,0.854645967
SU2_0210_0300,1.53652394,0.697958469
SU2_0280_0430,1.53652394,0.854645967
SU2_0290_0291,1.53652394,0.697958469
SU2_0291_0320,1.53652394,0.697958469
SU2_0320_0340,1.53652394,0.697958469
SU2_0360_0460,1.53652394,0.697958469
SU2_0440_0550,1.53652394,0.854645967
SU2_0450_0720,1.53652394,0.854645967
SU2_0470_0590,1.53652394,0.854645967
SU2_0510_0570,1.05113328,1.09959149
SU2_0560_0590,1.53652394,0.854645967
SU2_0570_0580,1.05113328,1.09959149
SU2_0620_0580,1.05113328,1.09959149
SU2_0640_0630,1.05113328,1.09959149
SU2_0670_0810,1.49892926,1.16723263
SU2_0680_0610,1.05113328,1.09959149
SU2_0700_0860,1.49892926,0.995891929
SU2_0740_0741,1.05113328,0.815069735
SU2_0741_0690,1.05113328,0.815069735
SU2_0760_0960,1.49892926,0.995891929
SU2_0780_0710,1.49892926,0.658761501
SU2_0800_0850,1.53652394,0.854645967
SU2_0830_0831,1.05113328,0.751879692
SU2_0890_0900,1.49892926,0.369003683
SU2_0900_0870,1.49892926,0.369003683
SU2_0920_0830,1.05113328,0.751879692
SU2_0990_0950,1.49892926,0.995891929
SU2_1020_0980,1.49892926,0.995891929
SU2_1200_1310,1.49892926,0.911369324
SU2_1210_1310,1.49892926,0.911369324
SU2_1290_1500,1.49892926,0.911369324
SU2_1550_1620,1.49892926,0.911369324
SU3_0010_0190,1.53652394,0.697958469
SU3_0090_0170,1.53652394,0.854645967
SU3_0140_0180,1.53652394,0.697958469
SU3_0170_0270,1.53652394,0.854645967
SU3_0180_0230,1.53652394,0.697958469
SU3_0190_0300,1.53652394,0.697958469
SU3_0240_0350,1.53652394,0.854645967
SU3_0370_0490,1.05113328,1.09959149
SU3_0490_0530,1.05113328,1.09959149
SU3_0590_0540,1.53652394,0.854645967
SU3_0710_0910,1.49892926,0.658761501
SU3_0770_0690,1.05113328,1.09959149
SU3_0790_0770,1.05113328,0.737644494
SU3_0810_0970,1.49892926,0.626678586
SU3_0831_0790,1.05113328,0.751879692
SU3_0870_0730,1.49892926,0.995891929
SU3_0910_1010,1.49892926,0.995891929
SU3_0970_1120,1.49892926,1.21765602
SU3_1280_1590,1.49892926,0.911369324
SU3_1310_1280,1.49892926,0.911369324
SU3_1500_1420,1.49892926,0.911369324
SU4_0220_0250,1.53652394,0.697958469
SU4_0230_0220,1.53652394,0.697958469
SU4_0250_0340,1.53652394,0.697958469
SU4_0260_0350,1.53652394,0.854645967
SU4_0270_0430,1.53652394,0.854645967
SU4_0300_0310,1.53652394,0.697958469
SU4_0350_0420,1.53652394,0.854645967
SU4_0430_0420,1.53652394,0.854645967
SU4_0580_0630,1.05113328,1.09959149
SU4_0630_0650,1.05113328,1.09959149
SU4_0690_0650,1.05113328,1.09959149
SU5_0310_0400,1.53652394,0.697958469
SU5_0340_0310,1.53652394,0.697958469
SU5_0400_0460,1.53652394,0.697958469
SU5_0420_0500,1.53652394,0.854645967
SU5_0460_0480,1.53652394,0.697958469
SU5_0530_0610,1.05113328,1.09959149
SU5_0600_0750,1.53652394,0.854645967
SU5_0610_0600,1.05113328,1.09959149
SU5_0650_0530,1.05113328,1.09959149
SU5_0750_0850,1.53652394,0.854645967
SU6_0480_0520,1.53652394,0.697958469
SU6_0500_0550,1.53652394,0.854645967
SU6_0520_0500,1.53652394,0.854645967
SU7_0540_0720,1.53652394,0.854645967
SU7_0550_0540,1.53652394,0.854645967
SU7_0720_0750,1.53652394,0.854645967
SU7_0730_0860,1.49892926,0.995891929
SU7_0850_0730,1.53652394,0.854645967
SU7_0860_0960,1.49892926,0.995891929
SU7_0950_1010,1.49892926,0.995891929
SU7_0960_0950,1.49892926,0.995891929
SU7_0980_1120,1.49892926,0.995891929
SU7_1010_0980,1.49892926,0.995891929
SU7_1120_1140,1.49892926,0.995891929
SU7_1140_1420,1.49892926,0.911369324
SU7_1420_1590,1.49892926,0.911369324
SU8_1530_1760,1.78571427,0.729607463
SU8_1590_1620,1.49892926,0.911369324
SU8_1610_1530,1.49892926,0.911369324
SU8_1620_1610,1.49892926,0.911369324
SW0_1520_1600,1.39984727,0.626762748
SW1_1160_1260,1.39984727,0.821692705
SW1_1170_1270,1.39984727,0.791817844
SW1_1180_1190,1.39984727,0.547495246
SW1_1450_1510,1.78571427,0.568375587
SW1_1510_1680,1.78571427,0.729607463
SW1_1560_1460,1.39984727,0.857081652
SW1_1570_1640,1.39984727,0.857081652
SW1_1830_1690,1.39984727,1.17194033
SW1_1890_1830,1.39984727,0.85561496
SW1_1910_1890,1.39984727,0.85561496
SW2_0880_0930,1.39984727,0.471549869
SW2_1000_1110,1.39984727,0.471549869
SW2_1030_1060,1.39984727,0.821692705
SW2_1050_0930,1.39984727,0.471549869
SW2_1070_1060,1.39984727,0.821692705
SW2_1100_1130,1.39984727,0.83787179
SW2_1190_1410,1.39984727,0.857081652
SW2_1240_1270,1.39984727,0.791817844
SW2_1360_1430,1.39984727,0.589275181
SW2_1770_1690,1.39984727,1.17194033
SW2_1950_1940,1.39984727,0.776397526
SW2_2020_1940,1.39984727,0.776397526
SW3_0930_1110,1.39984727,0.471549869
SW3_1040_1220,1.39984727,0.853242278
SW3_1060_1260,1.39984727,0.821692705
SW3_1080_1350,1.39984727,0.812407672
SW3_1090_1091,1.39984727,0.78681159
SW3_1091_1380,1.39984727,0.78681159
SW3_1130_1390,1.39984727,0.83787179
SW3_1220_1320,1.39984727,0.774193585
SW3_1250_1340,1.39984727,0.774193585
SW3_1270_1370,1.39984727,0.791817844
SW3_1370_1430,1.39984727,0.589275181
SW3_1380_1490,1.39984727,0.744416833
SW3_1390_1330,1.39984727,0.744416833
SW3_1580_1440,1.39984727,0.774193585
SW3_1600_1580,1.39984727,0.774193585
SW3_1660_1580,1.39984727,0.774193585
SW3_1690_1660,1.39984727,1.17194033
SW3_1750_1540,1.39984727,0.80091536
SW3_1800_1650,1.39984727,0.80091536
SW3_1870_1800,1.39984727,0.602772772
SW3_1920_1750,1.39984727,0.775344074
SW4_1110_1150,1.39984727,0.471549869
SW4_1150_1350,1.39984727,0.812407672
SW4_1260_1300,1.39984727,0.857081652
SW4_1430_1490,1.39984727,0.589275181
SW4_1490_1400,1.39984727,0.744416833
SW4_1720_1650,1.39984727,0.80091536
SW4_1860_1720,1.39984727,1.08401084
SW4_1940_1860,1.39984727,0.776397526
SW5_1350_1470,1.39984727,0.774193585
SW5_1540_1400,1.39984727,0.744416833
SW5_1650_1540,1.39984727,0.80091536
SW6_1230_1440,1.39984727,0.774193585
SW6_1330_1230,1.39984727,0.744416833
SW6_1400_1330,1.39984727,0.744416833
SW6_1440_1470,1.39984727,0.774193585
SW7_1300_1410,1.39984727,0.857081652
SW7_1320_1300,1.39984727,0.857081652
SW7_1340_1320,1.39984727,0.774193585
SW7_1410_1460,1.39984727,0.857081652
SW7_1460_1640,1.39984727,0.857081652
SW7_1470_1340,1.39984727,0.774193585
SW7_1640_1680,1.78571427,0.729607463
SW7_1680_1760,1.78571427,0.729607463
TU0_9160_0000,1.084409681,1.847719169
TU0_9300_0000,1.084409681,1.847719169
TU1_8570_8680,1.04717815,1.57315159
TU1_9010_9290,1.084409681,1.847719169
TU1_9120_0000,1.084409681,1.847719169
TU1_9220_9200,1.084409681,1.847719169
TU2_8790_9070,1.20883238,1.14613175
TU2_8860_9000,1.084409681,1.847719169
TU2_8950_9040,1.21497154,1.22324157
TU2_8970_9280,1.084409681,1.847719169
TU2_9070_9090,1.084409681,1.847719169
TU2_9100_9200,1.084409681,1.847719169
TU2_9200_9180,1.084409681,1.847719169
TU3_8480_8680,1.04717815,1.57315159
TU3_8650_8800,0.772163987,2.9214139
TU3_8880_9230,1.084409681,1.847719169
TU3_9040_9180,1.084409681,1.847719169
TU3_9060_9230,1.084409681,1.847719169
TU3_9180_9090,1.084409681,1.847719169
TU3_9230_9260,1.084409681,1.847719169
TU4_8680_8810,1.04717815,1.57315159
TU4_8800_9290,1.084409681,1.847719169
TU4_8810_9000,1.084409681,1.847719169
TU4_9090_0000,1.084409681,1.847719169
TU4_9260_0000,1.084409681,1.847719169
TU4_9290_0000,1.084409681,1.847719169
TU5_9000_9280,1.084409681,1.847719169
TU5_9280_0000,1.084409681,1.847719169
WL0_4390_0000,1.35,1.16
WL0_4391_0000,1.35,1.16
WL0_4392_0000,1.35,1.16
WL0_4420_0000,1.35,1.16
WL0_4421_0000,1.35,1.16
WL0_4422_0000,1.35,1.16
WL0_4423_0000,1.35,1.16
WL0_4600_0000,1.35,1.16
WL0_4601_0000,1.35,1.16
WL0_4602_0000,1.35,1.16
WL0_4603_0000,1.35,1.16
WL0_4770_0000,1.35,1.16
WL0_4771_0000,1.35,1.16
WL0_4772_0000,1.35,1.16
WL0_4920_0000,1.35,1.16
WL0_4921_0000,1.35,1.16
WL0_4922_0000,1.35,1.16
WL0_4923_0000,1.35,1.16
WL0_4924_0000,1.35,1.16
WL0_5880_0000,1.35,1.16
WL0_5881_0000,1.35,1.16
WM0_3650_0001,1.4,0.819786405
WM0_3740_0001,1.35,1.16
WM0_3741_0000,1.35,1.16
WM0_3742_0000,1.35,1.16
WM0_3881_3880,1.46956944,1.04483807
WM0_3960_0000,1.35,1.16
WM0_3961_0000,1.35,1.16
WM0_3962_0000,1.35,1.16
WM0_3963_0000,1.35,1.16
WM0_3964_0000,1.35,1.16
WM1_3660_3910,0.903750539,0.553633213
WM1_3882_3880,1.46956944,1.04483807
WM1_3910_0001,1.4,0.819786405
WM3_3880_4060,1.46956944,1.04483807
WM3_4060_0001,1.4,0.819786405
WU0_3021_3020,2.07852197,0.610376418
WU0_3160_0000,1.35,1.16
WU0_3161_0000,1.35,1.16
WU0_3162_0000,1.35,1.16
WU0_3250_0001,1.35,1.16
WU0_3251_0000,1.35,1.16
WU0_3252_0000,1.35,1.16
WU0_3253_0000,1.35,1.16
WU0_3540_0000,1.35,1.16
WU0_3670_0001,1.35,1.16
WU0_3671_0000,1.35,1.16
WU0_3820_0000,1.35,1.16
WU1_3240_3330,1.4,0.819786405
WU1_3330_0001,1.4,0.819786405
WU1_3331_3330,1.4,0.819786405
WU1_3350_3490,1.4,0.819786405
WU1_3482_0001,1.4,0.819786405
WU1_3490_3480,1.4,0.819786405
WU2_3020_3320,2.07852197,0.610376418
WU2_3320_3480,1.4,0.819786405
WU3_3480_3481,1.4,0.819786405
WU3_3481_0001,1.4,0.819786405
XL0_4953_0000,1.35,1.16
XL0_4954_0000,1.35,1.16
XL0_4955_0000,1.35,1.16
XL0_4956_0000,1.35,1.16
XL0_5320_0001,0.872226417,1.69606519
XL0_5340_0000,1.35,1.16
XL0_5341_0000,1.35,1.16
XL0_5342_0000,1.35,1.16
XL0_5343_0000,1.35,1.16
XL0_5344_0000,1.35,1.16
XL0_5345_0000,1.35,1.16
XL0_5346_0000,1.35,1.16
XL0_5347_0000,1.35,1.16
XL0_5348_0000,1.35,1.16
XL0_5349_0000,1.35,1.16
XL0_5350_0000,1.35,1.16
XL1_4690_0001,1.2002275,0.836431205
XL1_4691_0000,1.35,1.16
XL3_4710_0000,1.35,1.16
XL3_4711_0000,1.35,1.16
XL3_4712_0000,1.35,1.16
XL3_4713_0000,1.35,1.16
XL3_4950_0000,1.35,1.16
XL3_4951_0000,1.35,1.16
XL3_4952_0000,1.35,1.16
XU0_4090_4270,1.52625155,1.57268715
XU0_4091_4270,1.52625155,1.57268715
XU0_4130_4070,3.45350552,0.686386645
XU2_4070_4330,1.02853751,0.627915323
XU2_4270_4650,0.988969207,1.11024237
XU2_4330_4480,1.02853751,0.627915323
XU2_4480_4650,0.988969207,1.11024237
XU3_4650_0001,0.988969207,1.11024237
YL0_6581_0000,1.35,1.16
YL0_6870_0000,1.35,1.16
YL0_6930_0000,1.35,1.16
YL0_6931_0000,1.35,1.16
YL0_7010_0000,1.35,1.16
YL0_7230_0000,1.35,1.16
YL0_7370_0000,1.35,1.16
YL2_6580_0001,1.35,1.16
YM0_6621_0000,1.35,1.16
YM0_6622_0000,1.35,1.16
YM1_6370_6620,1.72626376,1.1228385
YM2_6120_6430,1.72626376,2.35349488
YM3_6430_6620,1.72626376,1.1228385
YM4_6620_0001,1.35,1.16
YP0_6781_0000,1.35,1.16
YP0_6840_0001,1.35,1.16
YP0_6860_6840,1.35,1.2022121
YP1_6570_6680,1.72059572,0.419756562
YP1_6680_6670,1.72059572,1.02100348
YP2_6390_6330,3.68380666,2.86450887
YP3_6330_6700,3.68380666,1.14711785
YP3_6470_6690,1.72059572,1.02100348
YP3_6670_6720,1.72059572,1.02100348
YP3_6690_6720,1.72059572,1.02100348
YP3_6700_6670,1.72059572,1.02100348
YP4_6720_6750,1.72059572,1.02100348
YP4_6750_0001,1.35,1.16
YP5_6780_0000,1.35,1.16
